household_id,gt2,hh_workers,hispanic_status_of_head,num_workers,race_of_head,hh_income,age_of_head,recent_mover,seniors,VEHICL,hh_age_of_head,income,hh_size,hh_children,lcm_county_id,tenure_mover,serialno,tenure,sf_detached,hh_race_of_head,hh_cars,hh_seniors,block_id,gt55,hispanic_head,hh_type,hhsize,TAZ,HHT,sample_rate,chunk_id,income_in_thousands,income_segment,median_value_of_time,hh_value_of_time,num_non_workers,num_drivers,num_adults,num_children,num_young_children,num_children_5_to_15,num_children_16_to_17,num_college_age,num_young_adults,non_family,family,home_is_urban,home_is_rural,auto_ownership,av,hh_work_auto_savings_ratio,num_under16_not_at_school,num_travel_active,num_travel_active_adults,num_travel_active_preschoolers,num_travel_active_children,num_travel_active_non_preschoolers,participates_in_jtf_model,joint_tour_frequency,num_hh_joint_tours
1949593,1,none,0,0.0,1,gt30-lt60,75,0,1.0,1,gt65,52100.0,two,no,6085,own not recent,2009001375972,1,yes,white,one,yes,60855067021009,1,no,4,2,505,4,0.0,498,52.1,2,8.81,3.783162072088076,2.0,2,2,0,0,0,0,0,1,True,False,False,False,1,0,0.0,0,2,2,0,0,2,True,0_tours,0
124456,0,one,1,1.0,1,lt30,39,0,0.0,1,gt35-lt65,24200.0,one,no,6001,own not recent,2011001023869,1,no,white,two or more,no,60014370001003,0,yes,1,1,812,1,0.0,500,24.2,1,6.01,1.7424369380835734,0.0,1,1,0,0,0,0,0,0,False,True,True,False,1,0,0.8661601,0,0,0,0,0,0,False,0_tours,0
2009499,1,one,0,1.0,1,lt30,71,0,1.0,2,gt65,18580.0,two,no,6085,own not recent,2012001477705,1,yes,white,one,yes,60855027024004,1,no,4,2,519,4,0.0,502,18.58,1,6.01,3.8638739750791427,1.0,2,2,0,0,0,0,0,0,True,False,True,False,2,0,0.44728667,0,1,1,0,0,1,False,0_tours,0
1064359,1,one,0,1.0,1,gt100-lt150,68,0,2.0,2,gt65,113500.0,two,no,6055,own not recent,2010000367516,1,yes,white,two or more,yes,60552004001022,1,no,4,2,1296,4,0.0,504,113.5,4,12.86,14.998982819776899,1.0,2,2,0,0,0,0,0,0,True,False,False,False,2,0,1.0,0,2,2,0,0,2,True,0_tours,0
1649922,0,one,0,1.0,1,lt30,33,0,0.0,1,lt35,22000.0,one,no,6081,rent not recent,2011000805229,2,no,white,one,no,60816089003012,0,no,5,1,288,1,0.0,506,22.0,1,6.01,2.839604686869393,0.0,1,1,0,0,0,0,0,1,False,True,False,False,1,0,1.0,0,1,1,0,0,1,False,0_tours,0
1900138,1,one,0,1.0,1,lt30,45,0,0.0,1,gt35-lt65,16560.0,two,yes,6085,rent not recent,2010000073544,2,no,white,one,no,60855057004006,0,no,7,2,544,4,0.0,508,16.56,1,6.01,1.2353592531256257,1.0,2,1,1,0,0,1,0,0,True,False,False,False,1,0,0.40191668,0,2,1,0,1,2,True,0_tours,0
997935,1,none,0,0.0,1,lt30,44,0,0.0,1,gt35-lt65,23000.0,two,yes,6041,own not recent,2012000390030,1,yes,white,one,no,60411281003017,0,no,3,2,1450,4,0.0,510,23.0,1,6.01,4.647462617077326,2.0,1,1,1,0,1,0,0,0,True,False,False,False,1,0,0.0,0,2,1,0,1,2,True,0_tours,0
2541367,1,one,0,1.0,1,gt100-lt150,64,0,1.0,2,gt35-lt65,127000.0,two,no,6097,own not recent,2011001062351,1,yes,white,two or more,yes,60971517004017,1,no,4,2,1358,4,0.0,512,127.0,4,12.86,2.922203053137726,1.0,2,2,0,0,0,0,0,0,True,False,False,False,2,0,1.0,0,1,1,0,0,1,False,0_tours,0
2146995,1,one,0,1.0,1,gt60-lt100,63,0,1.0,2,gt35-lt65,99000.0,two,no,6085,own not recent,2011000416564,1,yes,white,two or more,yes,60855120533001,1,no,4,2,676,4,0.0,514,99.0,3,10.44,9.989683201207034,1.0,2,2,0,0,0,0,0,0,True,False,False,False,2,0,0.74802494,0,2,2,0,0,2,True,0_tours,0
939547,1,two or more,0,3.0,1,gt60-lt100,51,0,0.0,2,gt35-lt65,97000.0,three,no,6041,own not recent,2011000728604,1,yes,white,two or more,no,60411082001015,0,no,3,3,1421,4,0.0,516,97.0,3,10.44,9.943093754842673,0.0,3,3,0,0,0,0,2,0,True,False,True,False,2,0,3.0,0,3,3,0,0,3,True,0_tours,0
1297386,1,two or more,0,2.0,6,gt150,38,1,0.0,1,gt35-lt65,852000.0,three,yes,6075,rent recent,2013000875501,2,no,asian,two or more,no,60750607001010,0,no,7,3,109,4,0.0,518,852.0,4,12.86,4.158803813610562,1.0,2,2,1,1,0,0,0,1,True,False,True,False,1,0,0.59529674,1,3,2,1,1,2,True,0_tours,0
1095276,1,one,0,1.0,9,gt150,33,0,0.0,0,lt35,173000.0,two,no,6075,rent not recent,2013001358313,2,no,other,one,no,60750180001014,0,no,7,2,18,4,0.0,520,173.0,4,12.86,16.253439183556015,1.0,2,2,0,0,0,0,0,2,True,False,True,False,0,0,0.19863336,0,2,2,0,0,2,True,0_tours,0
1252647,1,one,0,1.0,1,gt100-lt150,53,0,0.0,2,gt35-lt65,111000.0,three,yes,6075,own not recent,2010000687217,1,no,white,two or more,no,60750351005002,0,no,3,3,179,4,0.0,522,111.0,4,12.86,7.424240386653827,2.0,2,2,1,0,1,0,0,0,True,False,True,False,1,0,0.63224,0,3,2,0,1,3,True,0_tours,0
661890,0,one,0,1.0,6,gt30-lt60,49,0,0.0,1,gt35-lt65,50000.0,one,no,6013,rent not recent,2013000733927,2,no,asian,one,no,60133892002003,0,no,5,1,1040,1,0.0,524,50.0,2,8.81,5.084046396047108,0.0,1,1,0,0,0,0,0,0,False,True,True,False,1,0,1.0,0,1,1,0,0,1,False,0_tours,0
1314872,0,none,0,0.0,6,lt30,57,0,0.0,0,gt35-lt65,0.0,one,no,6075,rent not recent,2010000030479,2,no,asian,none,no,60750106003010,1,no,6,1,37,1,0.0,526,0.0,1,6.01,2.2560687504960013,1.0,1,1,0,0,0,0,0,0,False,True,True,False,0,0,0.0,0,1,1,0,0,1,False,0_tours,0
993880,1,two or more,0,2.0,1,gt150,56,0,0.0,1,gt35-lt65,181000.0,two,no,6041,rent not recent,2010000736869,2,yes,white,two or more,no,60411262002000,1,no,8,2,1443,4,0.0,528,181.0,4,12.86,12.725680595231747,0.0,2,2,0,0,0,0,1,0,True,False,False,False,1,0,1.9332876,0,2,2,0,0,2,True,0_tours,0
1184246,0,none,0,0.0,6,gt30-lt60,86,0,1.0,1,gt65,38810.0,one,no,6075,own not recent,2013000388510,1,yes,asian,one,yes,60750260031011,1,no,2,1,160,1,0.0,530,38.81,2,8.81,8.235672478192816,1.0,1,1,0,0,0,0,0,0,False,True,True,False,1,0,0.0,0,1,1,0,0,1,False,0_tours,0
538522,0,none,0,0.0,1,lt30,80,0,1.0,1,gt65,21850.0,one,no,6001,rent not recent,2011000788999,2,no,white,one,yes,60014516021016,1,no,6,1,724,1,0.0,532,21.85,1,6.01,7.397169296550532,1.0,1,1,0,0,0,0,0,0,False,True,False,False,1,0,0.0,0,1,1,0,0,1,False,0_tours,0
112601,1,one,0,1.0,1,gt60-lt100,48,0,0.0,2,gt35-lt65,70000.0,two,no,6001,rent not recent,2013001253921,2,yes,white,two or more,no,60014364013001,0,no,7,2,823,4,0.0,534,70.0,3,10.44,12.267668204843543,1.0,2,2,0,0,0,0,1,0,True,False,False,False,2,0,0.31787333,0,1,1,0,0,1,False,0_tours,0
1414671,0,none,1,0.0,8,lt30,59,0,0.0,0,gt35-lt65,24000.0,one,no,6075,rent not recent,2011000973374,2,no,other,none,no,60750165004000,1,yes,6,1,87,1,0.0,536,24.0,1,6.01,2.989218813304599,1.0,1,1,0,0,0,0,0,0,False,True,True,False,0,0,0.0,0,1,1,0,0,1,False,0_tours,0
840313,1,two or more,0,2.0,1,gt60-lt100,61,0,0.0,1,gt35-lt65,84800.0,two,no,6013,own not recent,2011000415713,1,yes,white,two or more,no,60133032051073,1,no,4,2,1178,4,0.0,538,84.8,3,10.44,4.697768709692255,0.0,2,2,0,0,0,0,0,0,True,False,False,False,1,0,1.7755833,0,0,0,0,0,0,False,0_tours,0
1757024,0,one,0,1.0,6,gt30-lt60,26,1,0.0,1,lt35,45000.0,one,no,6085,own recent,2013000352620,1,yes,asian,one,no,60855040012004,0,no,1,1,634,1,0.0,540,45.0,2,8.81,4.765901922869339,0.0,1,1,0,0,0,0,0,1,False,True,False,False,1,0,0.77255166,0,1,1,0,0,1,False,0_tours,0
673589,1,two or more,0,2.0,1,gt60-lt100,25,1,0.0,1,lt35,72000.0,two,no,6013,rent recent,2010000109515,2,no,white,two or more,no,60133451152003,0,no,7,2,1171,4,0.0,542,72.0,3,10.44,3.153576682792712,0.0,2,2,0,0,0,0,0,2,True,False,False,False,1,0,2.0,0,1,1,0,0,1,False,0_tours,0
1598119,1,two or more,1,2.0,1,gt60-lt100,49,0,0.0,2,gt35-lt65,67000.0,two,no,6081,rent not recent,2010001222025,2,no,white,none,no,60816062004011,0,yes,7,2,260,4,0.0,544,67.0,3,10.44,3.40249515127866,0.0,2,2,0,0,0,0,1,0,True,False,True,False,2,0,2.0,0,1,1,0,0,1,False,0_tours,0
592040,1,none,0,0.0,9,lt30,35,1,0.0,2,gt35-lt65,9100.0,four or more,yes,6013,rent recent,2013001357517,2,no,other,two or more,no,60133372002010,0,no,7,5,1118,4,0.0,546,9.1,1,6.01,5.1282592496737855,5.0,2,2,3,2,2,0,0,0,True,False,False,False,2,0,0.0,2,5,2,2,3,3,True,1_Disc,1
830606,1,one,0,1.0,2,gt100-lt150,42,0,0.0,2,gt35-lt65,100000.0,two,no,6013,own not recent,2009000892292,1,yes,black,two or more,no,60133031034004,0,no,3,2,1179,4,0.0,548,100.0,3,10.44,4.486407697123572,1.0,2,2,0,0,0,0,0,0,True,False,False,False,2,0,1.0,0,2,2,0,0,2,True,0_tours,0
929584,1,one,1,1.0,1,lt30,45,0,0.0,1,gt35-lt65,24000.0,four or more,yes,6041,rent not recent,2011000665883,2,yes,white,none,no,60411050001020,0,yes,7,6,1407,4,0.0,550,24.0,1,6.01,2.4774698624693574,5.0,3,3,3,0,3,0,1,0,True,False,False,False,1,0,0.82774746,0,6,3,0,3,6,True,0_tours,0
104910,1,two or more,0,2.0,1,gt60-lt100,34,0,0.0,2,lt35,99000.0,three,yes,6001,own not recent,2012001178762,1,yes,white,two or more,no,60014360001003,0,no,3,3,833,4,0.0,552,99.0,3,10.44,1.0,1.0,2,2,1,1,0,0,0,1,True,False,False,False,2,0,1.5887702,0,3,2,1,1,2,True,0_tours,0
1985921,0,none,0,0.0,1,gt30-lt60,51,0,0.0,1,gt35-lt65,39800.0,one,no,6085,own not recent,2011000060673,1,yes,white,two or more,no,60855021013015,0,no,1,1,534,1,0.0,554,39.8,2,8.81,17.11056319779756,1.0,1,1,0,0,0,0,0,0,False,True,True,False,1,0,0.0,0,1,1,0,0,1,False,0_tours,0
2624988,1,two or more,0,2.0,1,gt60-lt100,29,1,0.0,2,lt35,65000.0,two,no,6075,rent recent,2013000040158,2,no,white,two or more,no,60750202002008,0,no,7,2,105,4,0.0,556,65.0,3,10.44,10.925645780019742,0.0,2,2,0,0,0,0,0,2,True,False,True,False,2,0,0.5708258,0,2,2,0,0,2,True,0_tours,0
706772,1,none,0,0.0,1,gt100-lt150,94,0,2.0,2,gt65,143000.0,two,no,6013,own not recent,2013000939514,1,yes,white,one,yes,60133512002011,1,no,4,2,1151,4,0.0,558,143.0,4,12.86,50.0,2.0,2,2,0,0,0,0,0,0,True,False,False,False,2,0,0.0,0,1,1,0,0,1,False,0_tours,0
375065,1,two or more,0,4.0,6,gt100-lt150,55,0,0.0,4,gt35-lt65,107300.0,four or more,no,6001,own not recent,2013000092620,1,yes,asian,two or more,no,60014403043006,1,no,4,5,793,4,0.0,560,107.3,4,12.86,26.39448797026319,1.0,5,5,0,0,0,0,1,2,True,False,False,False,4,0,3.9040315,0,5,5,0,0,5,True,0_tours,0
1568318,1,two or more,0,2.0,1,gt150,62,0,0.0,2,gt35-lt65,796000.0,two,no,6081,own not recent,2011001003360,1,yes,white,two or more,no,60816136002019,1,no,4,2,293,4,0.0,562,796.0,4,12.86,15.583678780143284,0.0,2,2,0,0,0,0,0,0,True,False,False,False,2,0,2.0,0,2,2,0,0,2,True,0_tours,0
719400,0,none,0,0.0,1,lt30,93,0,1.0,1,gt65,14600.0,one,no,6013,own not recent,2012000836862,1,yes,white,one,yes,60133540024020,1,no,2,1,1154,1,0.0,564,14.6,1,6.01,2.3921686973449763,1.0,1,1,0,0,0,0,0,0,False,True,False,False,1,0,0.0,0,1,1,0,0,1,False,0_tours,0
855598,1,one,0,1.0,1,gt30-lt60,23,1,0.0,2,lt35,47000.0,two,no,6013,rent recent,2010000915614,2,yes,white,two or more,no,60133060042000,0,no,7,2,1188,4,0.0,566,47.0,2,8.81,2.458075301474735,1.0,2,2,0,0,0,0,2,0,True,False,False,False,2,0,1.0,0,2,2,0,0,2,True,0_tours,0
928111,0,none,0,0.0,1,lt30,80,0,1.0,1,gt65,28000.0,one,no,6041,own not recent,2013000525728,1,no,white,one,yes,60411050001028,1,no,2,1,1407,1,0.0,568,28.0,1,6.01,1.0,1.0,1,1,0,0,0,0,0,0,False,True,False,False,1,0,0.0,0,1,1,0,0,1,False,0_tours,0
2348210,1,one,0,1.0,1,gt30-lt60,30,0,0.0,2,lt35,30000.0,three,yes,6095,rent not recent,2013001420441,2,yes,white,two or more,no,60952532041008,0,no,7,3,1282,4,0.0,570,30.0,1,6.01,6.01019130346234,2.0,2,2,1,1,0,0,0,2,True,False,False,False,2,0,0.71151507,1,2,2,0,0,2,True,0_tours,0
2201112,1,two or more,0,2.0,6,gt100-lt150,29,0,0.0,2,lt35,137200.0,four or more,yes,6085,own not recent,2009001034292,1,yes,asian,two or more,no,60855085082005,0,no,3,4,445,4,0.0,572,137.2,4,12.86,4.68344318661215,2.0,2,2,2,1,1,0,0,2,True,False,True,False,2,0,2.0,0,4,2,1,2,3,True,0_tours,0
552944,1,two or more,1,2.0,1,gt60-lt100,51,0,0.0,4,gt35-lt65,76000.0,four or more,yes,6013,own not recent,2013000279977,1,yes,white,two or more,no,60133250003010,0,yes,3,4,1129,4,0.0,574,76.0,3,10.44,19.00128740990586,2.0,4,3,1,0,0,1,1,0,True,False,False,False,4,0,1.7691667,0,4,3,0,1,4,True,0_tours,0
620286,0,one,0,1.0,1,gt60-lt100,33,0,0.0,1,lt35,74000.0,one,no,6013,rent not recent,2011000236283,2,no,white,one,no,60133410001016,0,no,5,1,1149,1,0.0,576,74.0,3,10.44,31.357952871890532,0.0,1,1,0,0,0,0,0,1,False,True,False,False,1,0,1.0,0,1,1,0,0,1,False,0_tours,0
2552395,0,none,0,0.0,1,lt30,75,0,1.0,1,gt65,20500.0,one,no,6097,own not recent,2009000811455,1,no,white,one,yes,60971522025001,1,no,2,1,1356,1,0.0,578,20.5,1,6.01,2.4180810866933435,1.0,1,1,0,0,0,0,0,0,False,True,False,False,1,0,0.0,0,0,0,0,0,0,False,0_tours,0
986785,1,two or more,0,3.0,1,gt150,46,0,0.0,2,gt35-lt65,291500.0,four or more,yes,6041,own not recent,2013000784804,1,yes,white,two or more,no,60411242004001,0,no,3,6,1446,4,0.0,580,291.5,4,12.86,10.518689690800834,3.0,3,3,3,0,3,0,1,0,True,False,False,False,2,0,3.0,1,6,3,0,3,6,True,0_tours,0
1736606,1,none,1,0.0,1,gt30-lt60,59,0,0.0,3,gt35-lt65,30800.0,three,no,6085,own not recent,2013001028364,1,yes,white,two or more,no,60855035101008,1,yes,4,3,639,4,0.0,582,30.8,2,8.81,7.507134016365762,3.0,3,3,0,0,0,0,1,1,True,False,False,False,3,0,0.0,0,2,2,0,0,2,True,0_tours,0
1686693,0,none,0,0.0,6,lt30,70,0,1.0,0,gt65,7800.0,one,no,6085,rent not recent,2010001333111,2,no,asian,none,yes,60855008001039,1,no,6,1,558,1,0.0,584,7.8,1,6.01,1.6113082017937705,1.0,1,1,0,0,0,0,0,0,False,True,True,False,0,0,0.0,0,1,1,0,0,1,False,0_tours,0
1130118,1,one,0,1.0,1,gt150,63,0,0.0,2,gt35-lt65,282000.0,three,no,6075,own not recent,2012000038980,1,yes,white,two or more,no,60750216001005,1,no,4,3,129,4,0.0,586,282.0,4,12.86,7.62292752535994,2.0,3,3,0,0,0,0,0,2,True,False,True,False,2,0,1.0,0,3,3,0,0,3,True,0_tours,0
1377934,0,one,0,1.0,1,gt60-lt100,29,1,0.0,0,lt35,83000.0,one,no,6075,rent recent,2010000255549,2,no,white,one,no,60750132003003,0,no,5,1,49,1,0.0,588,83.0,3,10.44,7.623252868189809,0.0,1,1,0,0,0,0,0,1,False,True,True,False,0,0,0.32020503,0,1,1,0,0,1,False,0_tours,0
2565400,1,two or more,0,2.0,1,gt150,37,0,0.0,3,gt35-lt65,178800.0,four or more,yes,6097,own not recent,2013001311340,1,yes,white,two or more,no,60971526002005,0,no,3,6,1354,4,0.0,590,178.8,4,12.86,5.837357128661211,4.0,2,2,4,0,4,0,0,0,True,False,False,False,3,0,2.0,0,5,1,0,4,5,True,0_tours,0
937873,1,two or more,0,2.0,1,gt60-lt100,35,0,0.0,2,gt35-lt65,68030.0,three,no,6041,rent not recent,2012000056219,2,no,white,one,no,60411081002002,0,no,7,3,1422,4,0.0,592,68.03,3,10.44,7.492173012543766,1.0,3,3,0,0,0,0,0,2,True,False,False,False,2,0,1.3298334,0,3,3,0,0,3,True,0_tours,0
2030250,1,two or more,0,2.0,1,gt150,38,0,0.0,3,gt35-lt65,245000.0,four or more,yes,6085,own not recent,2011000413715,1,yes,white,two or more,no,60855030032025,0,no,3,4,682,4,0.0,594,245.0,4,12.86,33.425164537964605,2.0,2,2,2,2,0,0,0,0,True,False,False,False,3,0,2.0,1,4,2,2,2,2,True,0_tours,0
583501,0,none,0,0.0,1,gt30-lt60,67,0,1.0,1,gt65,55100.0,one,no,6013,rent not recent,2010000133905,2,yes,white,one,yes,60133350002003,1,no,6,1,1116,1,0.0,596,55.1,2,8.81,1.0,1.0,1,1,0,0,0,0,0,0,False,True,False,False,1,0,0.0,0,1,1,0,0,1,False,0_tours,0
203307,1,two or more,0,2.0,6,gt60-lt100,34,0,1.0,3,lt35,80000.0,four or more,yes,6001,rent not recent,2012000354796,2,no,asian,two or more,yes,60014287001014,0,no,7,6,961,4,0.0,598,80.0,3,10.44,7.268461794470672,4.0,3,3,3,0,3,0,0,1,True,False,False,False,3,0,1.8466616,0,6,3,0,3,6,True,1_Eat,1
299244,0,one,1,1.0,1,gt30-lt60,34,1,0.0,1,lt35,55000.0,one,no,6001,rent recent,2012001329794,2,no,white,one,no,60014038004018,0,yes,5,1,939,1,0.0,600,55.0,2,8.81,22.715549340244166,0.0,1,1,0,0,0,0,0,1,False,True,True,False,1,0,0.22066666,0,1,1,0,0,1,False,0_tours,0
1684816,0,one,0,1.0,1,lt30,63,0,0.0,1,gt35-lt65,20000.0,one,no,6085,rent not recent,2011000577956,2,no,white,two or more,no,60855006001007,1,no,6,1,540,1,0.0,602,20.0,1,6.01,2.9979865506465053,0.0,1,1,0,0,0,0,0,0,False,True,True,False,1,0,0.64361995,0,1,1,0,0,1,False,0_tours,0
2506518,1,none,0,0.0,1,lt30,84,0,1.0,2,gt65,21520.0,two,no,6097,own not recent,2013000271259,1,no,white,two or more,yes,60971512015002,1,no,4,2,1337,4,0.0,604,21.52,1,6.01,7.091889454521703,2.0,2,2,0,0,0,0,0,0,True,False,False,False,2,0,0.0,0,2,2,0,0,2,True,0_tours,0
2115091,1,two or more,1,2.0,9,gt100-lt150,47,0,0.0,2,gt35-lt65,135000.0,two,no,6085,own not recent,2012001378144,1,no,other,one,no,60855120222017,0,yes,3,2,666,4,0.0,606,135.0,4,12.86,50.0,0.0,2,2,0,0,0,0,0,1,True,False,False,False,2,0,2.0,0,1,1,0,0,1,False,0_tours,0
782709,1,one,0,1.0,1,gt60-lt100,62,0,0.0,3,gt35-lt65,96800.0,two,no,6013,own not recent,2009000409413,1,yes,white,two or more,no,60133640021000,1,no,4,2,1080,4,0.0,608,96.8,3,10.44,2.024763153107544,1.0,2,2,0,0,0,0,0,0,True,False,False,False,3,0,1.0,0,1,1,0,0,1,False,0_tours,0
2318776,0,none,0,0.0,1,gt150,70,0,1.0,2,gt65,186000.0,one,no,6095,own not recent,2009001062498,1,yes,white,two or more,yes,60952529032000,1,no,2,1,1286,1,0.0,610,186.0,4,12.86,7.190189877981688,1.0,1,1,0,0,0,0,0,0,False,True,False,False,1,0,0.0,0,1,1,0,0,1,False,0_tours,0
2227333,1,one,0,1.0,1,gt60-lt100,54,0,0.0,2,gt35-lt65,65700.0,four or more,yes,6085,rent not recent,2013001353581,2,no,white,two or more,no,60855091091010,0,no,7,4,398,4,0.0,612,65.7,3,10.44,12.84207781227823,3.0,2,2,2,0,2,0,0,0,True,False,True,False,2,0,1.0,0,4,2,0,2,4,True,1_Shop,1
1493079,1,two or more,0,3.0,6,gt100-lt150,58,0,0.0,3,gt35-lt65,118800.0,three,no,6081,own not recent,2012001309763,1,yes,asian,two or more,no,60816015011010,1,no,4,3,197,4,0.0,614,118.8,4,12.86,1.8974154045653604,0.0,3,3,0,0,0,0,0,2,True,False,True,False,3,0,1.86737,0,3,3,0,0,3,True,0_tours,0
2343085,1,none,0,0.0,1,gt30-lt60,69,0,1.0,2,gt65,31000.0,two,no,6095,own not recent,2009000250828,1,no,white,one,yes,60952531081004,1,no,4,2,1273,4,0.0,616,31.0,2,8.81,21.395763117908785,2.0,2,2,0,0,0,0,0,0,True,False,False,False,2,0,0.0,0,2,2,0,0,2,True,0_tours,0
1719984,1,two or more,0,2.0,1,lt30,52,0,0.0,1,gt35-lt65,23020.0,two,no,6085,rent not recent,2011000771397,2,yes,white,two or more,no,60855033311000,0,no,7,2,654,4,0.0,618,23.02,1,6.01,15.91431143264734,0.0,2,2,0,0,0,0,0,1,True,False,False,False,1,0,2.0,0,2,2,0,0,2,True,0_tours,0
859413,1,one,0,1.0,9,gt30-lt60,57,0,0.0,1,gt35-lt65,55000.0,two,no,6013,own not recent,2012000849205,1,yes,other,one,no,60133072011019,1,no,4,2,1197,4,0.0,620,55.0,2,8.81,14.006970471202981,1.0,2,2,0,0,0,0,0,0,True,False,False,False,1,0,1.0,0,2,2,0,0,2,True,0_tours,0
1233476,1,two or more,0,3.0,6,gt100-lt150,43,0,0.0,3,gt35-lt65,117000.0,three,no,6075,rent not recent,2009001106236,2,yes,asian,two or more,no,60750326013006,0,no,7,3,177,4,0.0,622,117.0,4,12.86,3.9555301707538213,0.0,3,3,0,0,0,0,0,1,True,False,True,False,2,0,1.37335,0,3,3,0,0,3,True,0_tours,0
948882,0,none,0,0.0,1,lt30,79,0,1.0,1,gt65,13200.0,one,no,6041,rent not recent,2010000489731,2,no,white,one,yes,60411102001004,1,no,6,1,1426,1,0.0,624,13.2,1,6.01,9.917604518855388,1.0,1,1,0,0,0,0,0,0,False,True,False,False,1,0,0.0,0,1,1,0,0,1,False,0_tours,0
395736,1,one,0,1.0,6,gt100-lt150,35,1,0.0,2,gt35-lt65,100000.0,four or more,yes,6001,rent recent,2012001344136,2,no,asian,two or more,no,60014414011003,0,no,7,4,787,4,0.0,626,100.0,3,10.44,16.454433722364683,3.0,2,2,2,0,2,0,0,1,True,False,False,False,2,0,0.58683664,0,4,2,0,2,4,True,0_tours,0
1021884,1,one,0,1.0,1,gt100-lt150,66,0,2.0,2,gt65,147000.0,two,no,6041,own not recent,2012000406511,1,yes,white,two or more,yes,60411032003015,1,no,4,2,1411,4,0.0,628,147.0,4,12.86,9.585027185892287,1.0,2,2,0,0,0,0,0,0,True,False,False,False,2,0,1.0,0,2,2,0,0,2,True,0_tours,0
533653,1,two or more,0,3.0,1,gt150,47,0,0.0,4,gt35-lt65,233000.0,four or more,no,6001,own not recent,2011000515312,1,yes,white,two or more,no,60014515041055,0,no,3,5,718,4,0.0,630,233.0,4,12.86,12.25394617807971,2.0,5,5,0,0,0,0,3,0,True,False,False,False,4,0,3.0,0,5,5,0,0,5,True,0_tours,0
2331684,1,two or more,1,2.0,1,gt60-lt100,45,0,0.0,3,gt35-lt65,95000.0,four or more,yes,6095,rent not recent,2011000137962,2,yes,white,two or more,no,60952529133009,0,yes,7,4,1271,4,0.0,632,95.0,3,10.44,6.2732696490029065,2.0,2,2,2,0,2,0,0,0,True,False,False,False,3,0,1.607265,1,4,2,0,2,4,True,0_tours,0
1676010,1,one,0,1.0,6,gt100-lt150,35,1,0.0,2,gt35-lt65,105000.0,two,no,6081,rent recent,2011001421464,2,no,asian,one,no,60816103032023,0,no,7,2,312,4,0.0,634,105.0,4,12.86,2.376020015150352,1.0,2,2,0,0,0,0,0,0,True,False,False,False,2,0,1.0,0,2,2,0,0,2,True,0_tours,0
1301640,1,none,0,0.0,6,lt30,66,1,1.0,1,gt65,14200.0,two,no,6075,rent recent,2010000109802,2,no,asian,none,yes,60750611003000,1,no,8,2,25,4,0.0,636,14.2,1,6.01,1.6992660354565061,2.0,2,2,0,0,0,0,0,0,True,False,True,False,1,0,0.0,0,2,2,0,0,2,True,1_Disc,1
2582721,1,two or more,0,2.0,1,gt30-lt60,61,0,0.0,1,gt35-lt65,53700.0,two,no,6097,rent not recent,2009000550845,2,no,white,two or more,no,60971530011003,1,no,8,2,1374,4,0.0,638,53.7,2,8.81,19.76522079822427,0.0,2,2,0,0,0,0,0,0,True,False,True,False,1,0,0.86425006,0,2,2,0,0,2,True,0_tours,0
1339220,0,one,0,1.0,1,gt60-lt100,48,0,0.0,0,gt35-lt65,70000.0,one,no,6075,rent not recent,2010000264909,2,no,white,none,no,60750121001001,0,no,5,1,6,1,0.0,640,70.0,3,10.44,5.479452872933944,0.0,1,1,0,0,0,0,0,0,False,True,True,False,0,0,0.19035,0,1,1,0,0,1,False,0_tours,0
769677,1,one,0,1.0,1,gt60-lt100,78,0,2.0,2,gt65,72200.0,two,no,6013,own not recent,2011000944621,1,yes,white,two or more,yes,60133592033000,1,no,4,2,1086,4,0.0,642,72.2,3,10.44,2.3023995417830503,1.0,2,2,0,0,0,0,0,0,True,False,False,False,2,0,0.86527836,0,2,2,0,0,2,True,0_tours,0
641890,1,two or more,0,2.0,1,gt60-lt100,42,1,0.0,2,gt35-lt65,96000.0,three,yes,6013,rent recent,2009000979170,2,no,white,two or more,no,60133451122028,0,no,7,3,1175,4,0.0,644,96.0,3,10.44,3.6358845419465307,1.0,2,1,2,1,0,1,0,0,True,False,False,False,2,0,1.0136433,0,3,1,1,2,2,True,0_tours,0
278308,0,none,0,0.0,2,lt30,93,0,1.0,1,gt65,8400.0,one,no,6001,rent not recent,2012000349638,2,no,black,none,yes,60014027002019,1,no,6,1,980,1,0.0,646,8.4,1,6.01,23.893420266531965,1.0,1,1,0,0,0,0,0,0,False,True,False,False,1,0,0.0,0,1,1,0,0,1,False,0_tours,0
495910,1,two or more,0,2.0,1,gt60-lt100,56,0,1.0,2,gt35-lt65,94500.0,three,no,6001,own not recent,2010000994446,1,yes,white,two or more,yes,60014506063011,1,no,4,3,738,4,0.0,648,94.5,3,10.44,6.2290718245597745,1.0,3,3,0,0,0,0,0,1,True,False,False,False,2,0,1.75375,0,3,3,0,0,3,True,0_tours,0
2534534,1,two or more,1,2.0,1,gt60-lt100,45,0,0.0,3,gt35-lt65,74000.0,four or more,yes,6097,own not recent,2009001389898,1,yes,white,two or more,no,60971515033007,0,yes,3,4,1352,4,0.0,650,74.0,3,10.44,8.682694900433916,2.0,2,2,2,0,2,0,0,0,True,False,False,False,3,0,2.0,0,4,2,0,2,4,True,0_tours,0
