trip_id,person_id,household_id,tour_id,primary_purpose,trip_num,outbound,trip_count,purpose,destination,origin,destination_logsum,depart,trip_mode,mode_choice_logsum
695325941,2119896,807657,86915742,eatout,1,False,1,Home,1056,1059,,14.0,SHARED2FREE,-1.1062518209825878
695325961,2119896,807657,86915745,escort,1,True,1,escort,1061,1056,,10.0,DRIVEALONEFREE,0.5193943317278095
695325965,2119896,807657,86915745,escort,1,False,1,Home,1056,1061,,11.0,DRIVEALONEFREE,0.4866243327437246
695325969,2119896,807657,86915746,escort,1,True,1,escort,1061,1056,,12.0,SHARED2FREE,0.9032509300756699
695325973,2119896,807657,86915746,escort,1,False,1,Home,1056,1061,,13.0,SHARED3FREE,0.8783207238320229
695326793,2119898,807657,86915849,univ,1,True,1,univ,1072,1056,,16.0,DRIVEALONEFREE,-0.2938488255025868
695326797,2119898,807657,86915849,univ,1,False,1,Home,1056,1072,,17.0,DRIVEALONEFREE,-0.32194439101304456
695327905,2119902,807657,86915988,eatout,1,True,1,eatout,1051,1056,,16.0,SHARED2FREE,0.704898286142133
695327909,2119902,807657,86915988,eatout,1,False,1,Home,1056,1051,,18.0,SHARED2FREE,0.6152717028103418
695328105,2119902,807657,86916013,school,1,True,1,school,1083,1056,,8.0,SHARED2FREE,-2.7940618819583185
695328109,2119902,807657,86916013,school,1,False,1,Home,1056,1083,,12.0,SHARED2FREE,-2.837660961923251
698921145,2130857,810604,87365143,eatout,1,True,1,eatout,1051,1063,,11.0,SHARED2FREE,0.7529145551366114
698921149,2130857,810604,87365143,eatout,1,False,1,Home,1063,1051,,12.0,DRIVEALONEFREE,0.719248131365729
698921673,2130858,810604,87365209,school,1,True,1,school,1061,1063,,8.0,WALK,-1.1282890844458917
698921677,2130858,810604,87365209,school,1,False,1,Home,1063,1061,,16.0,WALK,-1.1282890844458917
698921825,2130859,810604,87365228,escort,1,True,1,escort,1063,1063,,7.0,SHARED3FREE,0.9443163745243783
698921829,2130859,810604,87365228,escort,1,False,1,Home,1063,1063,,8.0,SHARED2FREE,0.9004544798943679
698921953,2130859,810604,87365244,othdiscr,1,True,1,othdiscr,1065,1063,,10.0,SHARED2FREE,0.41020998290214655
698921957,2130859,810604,87365244,othdiscr,1,False,1,Home,1063,1065,,15.0,SHARED2FREE,0.23193997456603715
698922393,2130860,810604,87365299,work,1,True,1,work,1063,1063,,7.0,WALK,-0.6048972459388681
698922397,2130860,810604,87365299,work,1,False,1,Home,1063,1063,,18.0,WALK,-0.6048972459388681
698922721,2130861,810604,87365340,work,1,True,1,work,561,1063,,6.0,DRIVEALONEFREE,-3.256233704219233
698922725,2130861,810604,87365340,work,1,False,1,Home,1063,561,,15.0,SHARED2FREE,-3.543760952010314
699887649,2133803,811523,87485956,shopping,1,True,1,shopping,1059,1061,,10.0,SHARED2FREE,0.42474974443987334
699887653,2133803,811523,87485956,shopping,1,False,1,Home,1061,1059,,10.0,SHARED2FREE,0.4250271748096953
699887673,2133803,811523,87485959,social,1,True,1,social,1059,1061,,11.0,DRIVEALONEFREE,-0.1792280410146466
699887677,2133803,811523,87485959,social,1,False,1,Home,1061,1059,,19.0,DRIVEALONEFREE,-0.5023362241750973
708741777,2160798,820836,88592722,atwork,1,True,1,atwork,1186,1186,,13.0,SHARED3FREE,2.4314118443403885
708741781,2160798,820836,88592722,atwork,1,False,1,Work,1186,1186,,14.0,SHARED3FREE,2.4314118443403885
708742057,2160798,820836,88592757,work,1,True,1,work,1186,1185,,7.0,SHARED3FREE,0.2229344123866254
708742061,2160798,820836,88592757,work,1,False,3,othmaint,1186,1186,12.122244435831401,17.0,SHARED3FREE,0.4706587013781504
708742062,2160798,820836,88592757,work,2,False,3,work,1191,1186,14.009872660454317,21.0,DRIVEALONEFREE,0.26614520129895713
708742063,2160798,820836,88592757,work,3,False,3,Home,1185,1191,,21.0,DRIVEALONEFREE,0.23751288340954557
708742977,2160801,820836,88592872,school,1,True,1,school,1185,1185,,7.0,DRIVEALONEFREE,-0.09594902476102596
708742981,2160801,820836,88592872,school,1,False,1,Home,1185,1185,,15.0,DRIVEALONEFREE,-0.09567789899250087
708743961,2160804,820836,88592995,school,1,True,1,school,1189,1185,,7.0,DRIVEALONEFREE,-0.337099495421224
708743965,2160804,820836,88592995,school,1,False,1,Home,1185,1189,,16.0,DRIVEALONEFREE,-0.37806276625530877
708744897,2160807,820836,88593112,othdiscr,1,True,1,othdiscr,1178,1185,,17.0,SHARED2FREE,0.3569794833974193
708744901,2160807,820836,88593112,othdiscr,1,False,1,Home,1185,1178,,20.0,SHARED2FREE,0.3421865898536829
708744945,2160807,820836,88593118,school,1,True,1,school,1185,1185,,10.0,SHARED3FREE,-1.5626317839676882
708744949,2160807,820836,88593118,school,1,False,1,Home,1185,1185,,13.0,SHARED3FREE,-1.562395166682581
708745713,2160810,820836,88593214,atwork,1,True,1,atwork,1123,1112,,12.0,DRIVEALONEFREE,-0.323895307108898
708745717,2160810,820836,88593214,atwork,1,False,1,Work,1112,1123,,13.0,DRIVEALONEFREE,-0.30660172651550704
708745729,2160810,820836,88593216,eatout,1,True,1,eatout,1178,1185,,17.0,SHARED2FREE,0.8080505216881533
708745733,2160810,820836,88593216,eatout,1,False,1,Home,1185,1178,,17.0,SHARED2FREE,0.7948969151183398
708745753,2160810,820836,88593219,escort,1,True,1,escort,1187,1185,,7.0,SHARED2FREE,0.4005585943876271
708745757,2160810,820836,88593219,escort,1,False,1,Home,1185,1187,,7.0,SHARED2FREE,0.4005650586042392
708745993,2160810,820836,88593249,work,1,True,1,work,1112,1185,,7.0,DRIVEALONEFREE,-0.8942727231261192
708745997,2160810,820836,88593249,work,1,False,1,Home,1185,1112,,17.0,DRIVEALONEFREE,-0.8585784379219524
710720489,2166830,822677,88840061,univ,1,True,1,univ,1198,1185,,13.0,DRIVEALONEFREE,-1.2541765974853827
710720493,2166830,822677,88840061,univ,1,False,1,Home,1185,1198,,17.0,DRIVEALONEFREE,-1.2905694226695077
710720553,2166830,822677,88840069,work,1,True,1,work,1146,1185,,8.0,DRIVEALONEFREE,-3.0180663200227653
710720557,2166830,822677,88840069,work,1,False,3,escort,1109,1146,3.6836277941933377,9.0,DRIVEALONEFREE,-1.5028514657216445
710720558,2166830,822677,88840069,work,2,False,3,othmaint,1190,1109,6.197724564375673,10.0,DRIVEALONEFREE,-1.489031714332439
710720559,2166830,822677,88840069,work,3,False,3,Home,1185,1190,,10.0,DRIVEALONEFREE,-0.8419208276119567
710720769,2166831,822677,88840096,othdiscr,1,True,1,othdiscr,1185,1185,,10.0,SHARED2FREE,0.551913731644311
710720773,2166831,822677,88840096,othdiscr,1,False,1,Home,1185,1185,,21.0,SHARED2FREE,0.5524319432879867
710721145,2166832,822677,88840143,univ,1,True,1,univ,1198,1185,,17.0,DRIVEALONEFREE,-1.2552606198505338
710721149,2166832,822677,88840143,univ,1,False,1,Home,1185,1198,,19.0,DRIVEALONEFREE,-1.2772188538569145
710721537,2166833,822677,88840192,work,1,True,1,work,1185,1185,,7.0,DRIVEALONEFREE,-0.09391524124842969
710721541,2166833,822677,88840192,work,1,False,1,Home,1185,1185,,10.0,DRIVEALONEFREE,-0.09391524124842969
710721545,2166833,822677,88840193,work,1,True,1,work,1185,1185,,10.0,WALK,-1.9548063449239566
710721549,2166833,822677,88840193,work,1,False,2,eatout,1185,1185,2.6539554238814325,15.0,WALK,-1.9548059224660412
710721550,2166833,822677,88840193,work,2,False,2,Home,1185,1185,,16.0,WALK,-1.9548059224660412
711612729,2169551,823569,88951591,atwork,1,True,1,atwork,1103,1103,,11.0,DRIVEALONEFREE,-0.06709801300641939
711612733,2169551,823569,88951591,atwork,1,False,1,Work,1103,1103,,13.0,DRIVEALONEFREE,-0.0768554071752542
711613041,2169551,823569,88951630,work,1,True,2,eatout,1185,1185,6.5312158228645885,8.0,DRIVEALONEFREE,-0.06248203122626702
711613042,2169551,823569,88951630,work,2,True,2,work,1103,1185,,9.0,DRIVEALONEFREE,-1.6069183086886705
711613045,2169551,823569,88951630,work,1,False,1,Home,1185,1103,,18.0,DRIVEALONEFREE,-1.6250666938897322
711614441,2169556,823569,88951805,escort,1,True,1,escort,1180,1185,,12.0,SHARED3FREE,0.5477731714247086
711614445,2169556,823569,88951805,escort,1,False,2,othdiscr,1180,1180,14.140727056641426,13.0,SHARED3FREE,0.8673617845965714
711614446,2169556,823569,88951805,escort,2,False,2,Home,1185,1180,,13.0,SHARED2FREE,0.5477705759720267
711617849,2169566,823569,88952231,othdiscr,1,True,2,othmaint,1189,1185,12.796364546573814,8.0,SHARED3FREE,-0.16812285585857725
711617850,2169566,823569,88952231,othdiscr,2,True,2,othdiscr,1185,1189,,9.0,SHARED3FREE,-0.21287514224447068
711617853,2169566,823569,88952231,othdiscr,1,False,2,escort,1186,1185,13.593983475166379,21.0,SHARED3FREE,-0.003467160444359146
711617854,2169566,823569,88952231,othdiscr,2,False,2,Home,1185,1186,,21.0,SHARED2FREE,-0.03175063461672247
711619553,2169571,823569,88952444,shopping,1,True,1,shopping,1178,1185,,10.0,DRIVEALONEFREE,-0.6457695157950987
711619557,2169571,823569,88952444,shopping,1,False,1,Home,1185,1178,,16.0,TNC_SHARED,-0.6735233294642297
715929585,2182712,827242,89491198,eatout,1,True,1,eatout,1193,1179,,8.0,SHARED2FREE,0.34251870923718053
715929589,2182712,827242,89491198,eatout,1,False,3,shopping,1190,1193,13.894330163606192,12.0,DRIVEALONEFREE,0.9768607962177204
715929590,2182712,827242,89491198,eatout,2,False,3,shopping,1179,1190,14.065909748956805,12.0,SHARED2FREE,0.3952048138059761
715929591,2182712,827242,89491198,eatout,3,False,3,Home,1179,1179,,13.0,SHARED2FREE,1.039093837058602
715931049,2182716,827242,89491381,othdiscr,1,True,1,othdiscr,1178,1179,,15.0,SHARED3FREE,0.5495127682715765
715931053,2182716,827242,89491381,othdiscr,1,False,1,Home,1179,1178,,18.0,SHARED3FREE,0.5478438942706512
715931097,2182716,827242,89491387,school,1,True,1,school,1178,1179,,8.0,SHARED2FREE,-2.216045111171657
715931101,2182716,827242,89491387,school,1,False,1,Home,1179,1178,,15.0,SHARED2FREE,-2.2159574069972647
719456265,2193464,830606,89932033,escort,1,True,1,escort,1178,1179,,8.0,SHARED2FREE,0.29488961909652023
719456269,2193464,830606,89932033,escort,1,False,4,escort,1179,1178,13.50120650607587,20.0,SHARED2FREE,0.2929406792868505
719456270,2193464,830606,89932033,escort,2,False,4,othmaint,1178,1179,11.963477543640922,20.0,SHARED2FREE,0.29237834298968085
719456271,2193464,830606,89932033,escort,3,False,4,escort,1179,1178,13.652543164010693,20.0,SHARED2FREE,0.2929406792868505
719456272,2193464,830606,89932033,escort,4,False,4,Home,1179,1179,,20.0,SHARED2FREE,0.49804954517988514
719456417,2193464,830606,89932052,othmaint,1,True,1,othmaint,1178,1179,,20.0,DRIVEALONEFREE,-0.02929714121539996
719456421,2193464,830606,89932052,othmaint,1,False,2,shopping,1178,1178,11.377993968638924,20.0,DRIVEALONEFREE,0.1973457909466806
719456422,2193464,830606,89932052,othmaint,2,False,2,Home,1179,1178,,20.0,DRIVEALONEFREE,-0.01647760006006423
719456593,2193465,830606,89932074,escort,1,True,1,escort,1185,1179,,14.0,DRIVEALONEFREE,0.2797682724648208
719456597,2193465,830606,89932074,escort,1,False,1,Home,1179,1185,,14.0,SHARED3FREE,0.280049202222318
736644409,2245867,848404,92080551,atwork,1,True,1,atwork,721,721,,12.0,DRIVEALONEFREE,-0.003146138921775002
736644413,2245867,848404,92080551,atwork,1,False,1,Work,721,721,,13.0,DRIVEALONEFREE,-0.013201522992146525
736644689,2245867,848404,92080586,work,1,True,1,work,721,1177,,7.0,DRIVEALONEPAY,-1.589787257059849
736644693,2245867,848404,92080586,work,1,False,1,Home,1177,721,,18.0,DRIVEALONEFREE,-1.698848716644312
736645233,2245869,848404,92080654,othdiscr,1,True,1,othdiscr,1196,1177,,12.0,SHARED2FREE,-1.5899772675971255
736645237,2245869,848404,92080654,othdiscr,1,False,1,Home,1177,1196,,15.0,SHARED2FREE,-1.5858370207701769
736645281,2245869,848404,92080660,school,1,True,1,school,1177,1177,,6.0,WALK,-2.0970429482695887
736645285,2245869,848404,92080660,school,1,False,1,Home,1177,1177,,11.0,SHARED2FREE,-2.098790106994873
736645889,2245871,848404,92080736,othdiscr,1,True,1,othdiscr,1208,1177,,16.0,SHARED3FREE,-1.8277563164179949
736645893,2245871,848404,92080736,othdiscr,1,False,1,Home,1177,1208,,19.0,SHARED3FREE,-1.8836799600137781
736645897,2245871,848404,92080737,othdiscr,1,True,1,othdiscr,1179,1177,,20.0,SHARED3FREE,0.11143956362217987
736645901,2245871,848404,92080737,othdiscr,1,False,1,Home,1177,1179,,22.0,SHARED3FREE,0.11332101821615445
736645937,2245871,848404,92080742,school,1,True,1,school,1177,1177,,7.0,SHARED3FREE,-1.7864258336738366
736645941,2245871,848404,92080742,school,1,False,1,Home,1177,1177,,15.0,SHARED2FREE,-1.7877758111184672
739501481,2254577,850915,92437685,othmaint,1,True,1,othmaint,1103,1189,,9.0,DRIVEALONEFREE,-0.3865598977572071
739501485,2254577,850915,92437685,othmaint,1,False,1,Home,1189,1103,,21.0,DRIVEALONEFREE,-0.36896600341051006
739501873,2254578,850915,92437734,social,1,True,1,social,1189,1189,,14.0,WALK,-0.5136959779260176
739501877,2254578,850915,92437734,social,1,False,1,Home,1189,1189,,18.0,WALK,-0.5136967003516624
741881865,2261834,854378,92735233,work,1,True,4,work,1189,1188,13.92423889691367,7.0,DRIVEALONEFREE,0.33108329119908486
741881866,2261834,854378,92735233,work,2,True,4,othmaint,1189,1189,12.572655074032651,8.0,SHARED3FREE,0.6948890273366727
741881867,2261834,854378,92735233,work,3,True,4,work,1197,1189,14.233929964146537,9.0,DRIVEALONEFREE,0.31980381502991684
741881868,2261834,854378,92735233,work,4,True,4,work,1199,1197,,10.0,SHARED3FREE,0.27795135029389145
741881869,2261834,854378,92735233,work,1,False,2,othmaint,1199,1199,12.314632598476951,19.0,SHARED3FREE,0.7299072446187925
741881870,2261834,854378,92735233,work,2,False,2,Home,1188,1199,,22.0,SHARED3FREE,0.06559576356416087
741882521,2261836,854378,92735315,work,1,True,1,work,1189,1188,,16.0,SHARED2FREE,0.35322070646167547
741882525,2261836,854378,92735315,work,1,False,3,social,1189,1189,13.033401971830717,21.0,WALK,0.6830917780635037
741882526,2261836,854378,92735315,work,2,False,3,escort,1189,1189,13.760738636843515,21.0,WALK,0.6902604230595717
741882527,2261836,854378,92735315,work,3,False,3,Home,1188,1189,,21.0,DRIVEALONEFREE,0.33831231882858337
743252249,2266012,855598,92906531,work,1,True,1,work,1109,1188,,6.0,SHARED2FREE,-1.4029694106412252
743252253,2266012,855598,92906531,work,1,False,1,Home,1188,1109,,15.0,SHARED2FREE,-1.6276424838534043
743252465,2266013,855598,92906558,othdiscr,1,True,2,social,1197,1188,9.400374247294126,10.0,DRIVEALONEFREE,-0.7068551815594423
743252466,2266013,855598,92906558,othdiscr,2,True,2,othdiscr,1190,1197,,13.0,DRIVEALONEFREE,-0.22076698965780678
743252469,2266013,855598,92906558,othdiscr,1,False,2,shopping,1189,1190,9.404326887637046,13.0,DRIVEALONEFREE,-0.4579273861428142
743252470,2266013,855598,92906558,othdiscr,2,False,2,Home,1188,1189,,13.0,DRIVEALONEFREE,-0.45428575245599806
743252529,2266013,855598,92906566,shopping,1,True,1,shopping,1189,1188,,16.0,DRIVEALONEFREE,-0.3817289282706043
743252533,2266013,855598,92906566,shopping,1,False,1,Home,1188,1189,,17.0,DRIVEALONEFREE,-0.4215979392509149
747109617,2277773,859413,93388702,escort,1,True,1,escort,1199,1197,,6.0,SHARED3FREE,0.8418754526154406
747109621,2277773,859413,93388702,escort,1,False,2,escort,1201,1199,15.455349210308214,7.0,SHARED3FREE,0.9120700172562106
747109622,2277773,859413,93388702,escort,2,False,2,Home,1197,1201,,7.0,SHARED3FREE,0.7692616134315517
747109745,2277773,859413,93388718,othdiscr,1,True,2,shopping,1189,1197,13.988735997849908,13.0,DRIVEALONEFREE,0.7761439202457822
747109746,2277773,859413,93388718,othdiscr,2,True,2,othdiscr,1203,1189,,13.0,DRIVEALONEFREE,0.6333290193377938
747109749,2277773,859413,93388718,othdiscr,1,False,1,Home,1197,1203,,13.0,SHARED2FREE,0.6755961743491111
747109769,2277773,859413,93388721,othmaint,1,True,1,othmaint,1198,1197,,15.0,WALK,-2.9910011640526584
747109773,2277773,859413,93388721,othmaint,1,False,1,Home,1197,1198,,17.0,WALK,-2.991019949262364
747110465,2277775,859413,93388808,shopping,1,True,1,shopping,1189,1197,,19.0,SHARED2FREE,1.28673633722571
747110469,2277775,859413,93388808,shopping,1,False,1,Home,1197,1189,,19.0,SHARED2FREE,1.2875616158065855
747110513,2277775,859413,93388814,work,1,True,1,work,1097,1197,,7.0,DRIVEALONEFREE,-0.7701879167708237
747110517,2277775,859413,93388814,work,1,False,1,Home,1197,1097,,16.0,DRIVEALONEFREE,-0.6301559002807894
749857601,2286151,862424,93732200,escort,1,True,1,escort,1193,1192,,7.0,SHARED3FREE,0.924348153109146
749857605,2286151,862424,93732200,escort,1,False,1,Home,1192,1193,,8.0,SHARED3FREE,0.8887589766336449
749857609,2286151,862424,93732201,escort,1,True,2,escort,1188,1192,15.07258731730348,11.0,SHARED3FREE,0.7252948831069626
749857610,2286151,862424,93732201,escort,2,True,2,escort,1195,1188,,11.0,SHARED3FREE,0.5162558014839438
749857613,2286151,862424,93732201,escort,1,False,3,escort,1186,1195,15.014504565691507,11.0,SHARED2FREE,0.6091465882468007
749857614,2286151,862424,93732201,escort,2,False,3,shopping,1191,1186,13.833386444366763,11.0,SHARED3FREE,0.6769062860396831
749857615,2286151,862424,93732201,escort,3,False,3,Home,1192,1191,,11.0,SHARED3FREE,0.8942442495439072
749857729,2286151,862424,93732216,othdiscr,1,True,1,othdiscr,1189,1192,,16.0,SHARED2FREE,0.7019278340169797
749857733,2286151,862424,93732216,othdiscr,1,False,1,Home,1192,1189,,17.0,SHARED2FREE,0.69516646685497
749857793,2286151,862424,93732224,shopping,1,True,2,othdiscr,1191,1192,12.680333082218146,15.0,DRIVEALONEFREE,0.04294935018966217
749857794,2286151,862424,93732224,shopping,2,True,2,shopping,1191,1191,,15.0,DRIVEALONEFREE,0.30111280468707513
749857797,2286151,862424,93732224,shopping,1,False,4,eatout,1187,1191,11.590584668586105,15.0,TNC_SINGLE,-0.008113169234133008
749857798,2286151,862424,93732224,shopping,2,False,4,othmaint,1189,1187,10.856501411496883,15.0,DRIVEALONEFREE,-0.16624277079195468
749857799,2286151,862424,93732224,shopping,3,False,4,eatout,1193,1189,11.443505803565085,15.0,DRIVEALONEFREE,-0.15832270544137172
749857800,2286151,862424,93732224,shopping,4,False,4,Home,1192,1193,,15.0,DRIVEALONEFREE,0.07143264937015217
749858105,2286152,862424,93732263,school,1,True,2,othmaint,1189,1192,10.649853916544433,8.0,DRIVEALONEFREE,-0.2521926225202907
749858106,2286152,862424,93732263,school,2,True,2,school,1197,1189,,8.0,DRIVEALONEFREE,-0.24576901467626996
749858109,2286152,862424,93732263,school,1,False,1,Home,1192,1197,,18.0,DRIVEALONEFREE,-0.22146466347545887
749858433,2286153,862424,93732304,school,1,True,1,school,1193,1192,,7.0,SHARED2FREE,-1.9793047358069245
749858437,2286153,862424,93732304,school,1,False,1,Home,1192,1193,,12.0,SHARED2FREE,-2.0163721853527385
749858441,2286153,862424,93732305,school,1,True,1,school,1193,1192,,18.0,SHARED3FREE,-1.733028280521117
749858445,2286153,862424,93732305,school,1,False,2,escort,1202,1193,6.003958216607444,18.0,SHARED3FREE,-2.159774901962801
749858446,2286153,862424,93732305,school,2,False,2,Home,1192,1202,,18.0,SHARED3FREE,-2.0951599264592096
749858761,2286154,862424,93732345,school,1,True,1,school,1195,1192,,7.0,SHARED2FREE,-2.3421019698981906
749858765,2286154,862424,93732345,school,1,False,1,Home,1192,1195,,14.0,SHARED2FREE,-2.3443821422257445
749858913,2286155,862424,93732364,escort,1,True,1,escort,1196,1192,,13.0,SHARED3FREE,0.7393390766322534
749858917,2286155,862424,93732364,escort,1,False,1,Home,1192,1196,,14.0,SHARED3FREE,0.7401940619836431
749859041,2286155,862424,93732380,othdiscr,1,True,1,othdiscr,1190,1192,,15.0,DRIVEALONEFREE,0.039080288289498735
749859045,2286155,862424,93732380,othdiscr,1,False,4,escort,1196,1190,12.535723485795078,17.0,DRIVEALONEFREE,-0.22832621956713328
749859046,2286155,862424,93732380,othdiscr,2,False,4,othmaint,1187,1196,10.921872864886526,17.0,DRIVEALONEFREE,-0.48995892531505203
749859047,2286155,862424,93732380,othdiscr,3,False,4,othmaint,1189,1187,11.200701502227714,17.0,DRIVEALONEFREE,-0.16735002632763538
749859048,2286155,862424,93732380,othdiscr,4,False,4,Home,1192,1189,,17.0,DRIVEALONEFREE,-0.08312772190374873
751758185,2291945,865060,93969773,othmaint,1,True,3,shopping,1206,1193,13.402917632322698,11.0,TNC_SINGLE,0.23686353337626123
751758186,2291945,865060,93969773,othmaint,2,True,3,othdiscr,1196,1206,13.96042551162639,11.0,DRIVEALONEFREE,0.4128880424073496
751758187,2291945,865060,93969773,othmaint,3,True,3,othmaint,1193,1196,,12.0,DRIVEALONEFREE,0.34849995558813324
751758189,2291945,865060,93969773,othmaint,1,False,1,Home,1193,1193,,15.0,WALK,0.6767674896849234
751758193,2291945,865060,93969774,othmaint,1,True,1,othmaint,1127,1193,,15.0,DRIVEALONEFREE,-0.37238432178425074
751758197,2291945,865060,93969774,othmaint,1,False,1,Home,1193,1127,,18.0,DRIVEALONEFREE,-0.513392985914892
751758601,2291946,865060,93969825,work,1,True,3,escort,1122,1193,11.972365574073079,8.0,DRIVEALONEFREE,-0.31125579738597964
751758602,2291946,865060,93969825,work,2,True,3,work,1122,1122,15.094617901777987,9.0,SHARED2FREE,0.6877695062459138
751758603,2291946,865060,93969825,work,3,True,3,work,1103,1122,,10.0,SHARED3FREE,0.048147533964144576
751758605,2291946,865060,93969825,work,1,False,1,Home,1193,1103,,17.0,DRIVEALONEFREE,-0.16865877725596568
752534697,2294313,865228,94066837,atwork,1,True,1,atwork,1189,1189,,12.0,DRIVEALONEFREE,0.01127276012820628
752534701,2294313,865228,94066837,atwork,1,False,1,Work,1189,1189,,14.0,DRIVEALONEFREE,-0.01427710887328113
752534977,2294313,865228,94066872,work,1,True,1,work,1189,1187,,8.0,DRIVEALONEFREE,-0.28650370853965446
752534981,2294313,865228,94066872,work,1,False,1,Home,1187,1189,,18.0,DRIVEALONEFREE,-0.37019683529847164
753971897,2298694,866761,94246487,shopping,1,True,1,shopping,1188,1187,,12.0,TNC_SINGLE,0.1994562981709389
753971901,2298694,866761,94246487,shopping,1,False,1,Home,1187,1188,,16.0,TNC_SINGLE,0.1994321688431664
753972321,2298696,866761,94246540,atwork,1,True,1,atwork,1198,1197,,15.0,TNC_SINGLE,0.7494664905421065
753972325,2298696,866761,94246540,atwork,1,False,1,Work,1197,1198,,15.0,TNC_SINGLE,0.7503066646372587
753972601,2298696,866761,94246575,work,1,True,1,work,1197,1187,,7.0,TNC_SINGLE,-0.1337443164596665
753972605,2298696,866761,94246575,work,1,False,2,othdiscr,1189,1197,12.5581822444097,16.0,TNC_SINGLE,0.04855520033091654
753972606,2298696,866761,94246575,work,2,False,2,Home,1187,1189,,18.0,WALK_LOC,-0.12721175596788942
753973145,2298698,866761,94246643,othdiscr,1,True,1,othdiscr,1191,1187,,15.0,TNC_SINGLE,0.21252664263172905
753973149,2298698,866761,94246643,othdiscr,1,False,1,Home,1187,1191,,18.0,TNC_SINGLE,0.2824936452767995
753973169,2298698,866761,94246646,othmaint,1,True,1,othmaint,1185,1187,,9.0,TNC_SINGLE,0.03309308200238863
753973173,2298698,866761,94246646,othmaint,1,False,2,eatout,1178,1185,11.62860546007935,13.0,TNC_SINGLE,-0.13221268582174217
753973174,2298698,866761,94246646,othmaint,2,False,2,Home,1187,1178,,13.0,TNC_SINGLE,-0.3467499504561699
753973209,2298698,866761,94246651,shopping,1,True,3,othmaint,1187,1187,15.826501982795,18.0,SHARED2FREE,1.3986797288481492
753973210,2298698,866761,94246651,shopping,2,True,3,othmaint,1205,1187,16.019284806041213,19.0,SHARED2FREE,0.9528112813789407
753973211,2298698,866761,94246651,shopping,3,True,3,shopping,1189,1205,,19.0,SHARED2FREE,1.0648112019846
753973213,2298698,866761,94246651,shopping,1,False,2,shopping,1189,1189,15.723739601122082,20.0,SHARED2FREE,1.4102123442923395
753973214,2298698,866761,94246651,shopping,2,False,2,Home,1187,1189,,21.0,SHARED2FREE,1.1304017867578593
771974161,2353579,885187,96496770,school,1,True,1,school,730,1207,,10.0,SHARED2FREE,-4.298892031903449
771974165,2353579,885187,96496770,school,1,False,1,Home,1207,730,,12.0,SHARED2FREE,-3.7990839863951495
771974313,2353580,885187,96496789,escort,1,True,1,escort,1189,1207,,8.0,SHARED2FREE,0.22644643338925582
771974317,2353580,885187,96496789,escort,1,False,1,Home,1207,1189,,9.0,SHARED2FREE,0.22451756383369365
771974321,2353580,885187,96496790,escort,1,True,1,escort,1208,1207,,15.0,SHARED3FREE,0.9651795510852879
771974325,2353580,885187,96496790,escort,1,False,2,shopping,1193,1208,13.686466750216487,15.0,SHARED3FREE,0.6652512870447734
771974326,2353580,885187,96496790,escort,2,False,2,Home,1207,1193,,15.0,DRIVEALONEFREE,0.6418564945518239
771974817,2353581,885187,96496852,school,1,True,1,school,1207,1207,,8.0,WALK,-1.2397310268571415
771974821,2353581,885187,96496852,school,1,False,2,othdiscr,1110,1207,5.4822517964790825,12.0,SHARED3FREE,-2.1242700025393506
771974822,2353581,885187,96496852,school,2,False,2,Home,1207,1110,,12.0,SHARED2FREE,-2.115470666818369
771975209,2353582,885187,96496901,work,1,True,2,eatout,1122,1207,9.691006380924774,15.0,DRIVEALONEFREE,-0.4051577718562938
771975210,2353582,885187,96496901,work,2,True,2,work,1097,1122,,15.0,DRIVEALONEFREE,-0.2979426526381322
771975213,2353582,885187,96496901,work,1,False,2,othmaint,1122,1097,9.968316643794495,16.0,DRIVEALONEFREE,-0.2998008906869891
771975214,2353582,885187,96496901,work,2,False,2,Home,1207,1122,,19.0,DRIVEALONEFREE,-0.507514828057097
771975217,2353582,885187,96496902,work,1,True,1,work,1097,1207,,20.0,DRIVEALONEFREE,-0.3913498194253905
771975221,2353582,885187,96496902,work,1,False,2,social,1199,1097,10.415605443186546,20.0,DRIVEALONEFREE,-0.5624213184448048
771975222,2353582,885187,96496902,work,2,False,2,Home,1207,1199,,20.0,DRIVEALONEFREE,-0.23217716650884856
771975537,2353583,885187,96496942,work,1,True,1,work,1147,1207,,8.0,DRIVEALONEFREE,-0.9128592503396328
771975541,2353583,885187,96496942,work,1,False,1,Home,1207,1147,,17.0,DRIVEALONEFREE,-0.8535732219340193
783066809,2387398,897305,97883351,shopping,1,True,1,shopping,1113,1094,,11.0,DRIVEALONEFREE,-0.9996790303652792
783066813,2387398,897305,97883351,shopping,1,False,1,Home,1094,1113,,15.0,DRIVEALONEFREE,-1.5772213884924924
783066905,2387399,897305,97883363,atwork,1,True,1,atwork,1206,1207,,11.0,DRIVEALONEFREE,-0.2893360913247506
783066909,2387399,897305,97883363,atwork,1,False,1,Work,1207,1206,,11.0,DRIVEALONEFREE,-0.2893254966158524
783067185,2387399,897305,97883398,work,1,True,2,eatout,1129,1094,7.736309529334165,5.0,DRIVEALONEFREE,-0.8174008764334577
783067186,2387399,897305,97883398,work,2,True,2,work,1207,1129,,7.0,DRIVEALONEFREE,-1.2643585372894235
783067189,2387399,897305,97883398,work,1,False,2,work,1096,1207,10.867998503691062,16.0,DRIVEALONEFREE,-0.9802194520454307
