person_id,alt_dest,prob,pick_count,mode_choice_logsum,size_term,shadow_price_size_term_adjustment,shadow_price_utility_adjustment,TAZ,person_id,TAZ_chooser,school_segment,household_id
511623,105,0.00049813744,1,-5.432191160558126,661.0,1,0,105,511623,961,1,203307
511623,106,0.00043398322,1,-6.908246398146231,563.0,1,0,106,511623,961,1,203307
511623,129,0.0001832837,1,-4.867525356266672,329.0,1,0,129,511623,961,1,203307
511623,170,0.00047896264,1,-4.654347856216371,920.0,1,0,170,511623,961,1,203307
511623,212,0.0003232298,1,-5.575607146491256,798.0,1,0,212,511623,961,1,203307
511623,692,8.152302e-05,1,-9.047780027489937,713.0,1,0,692,511623,961,1,203307
511623,768,0.00072303513,1,-4.981809765776246,1929.0,1,0,768,511623,961,1,203307
511623,870,0.0015117013,1,-2.985985953891229,821.0,1,0,870,511623,961,1,203307
511623,878,0.0027877693,1,-2.4637209010019516,1187.0,1,0,878,511623,961,1,203307
511623,886,0.0018977206,1,-2.694848271582214,811.0,1,0,886,511623,961,1,203307
511623,895,0.0055098287,1,-2.089544968015406,1648.0,1,0,895,511623,961,1,203307
511623,896,0.0036033,1,-1.878573830096444,858.0,1,0,896,511623,961,1,203307
511623,899,0.0057838354,1,-2.0917285518578295,1716.0,1,0,899,511623,961,1,203307
511623,904,0.00482531,1,-2.0814462980891455,1317.0,1,0,904,511623,961,1,203307
511623,906,0.0042163357,1,-2.1806647151055003,1233.0,1,0,906,511623,961,1,203307
511623,927,0.0075778156,1,-1.7099725227799945,1295.0,1,0,927,511623,961,1,203307
511623,931,0.0029925327,1,-2.006982361258039,684.0,1,0,931,511623,961,1,203307
511623,934,0.012563629,1,-2.1581126192392244,1449.0,1,0,934,511623,961,1,203307
511623,949,0.006618475,1,-1.6506015939250163,669.0,1,0,949,511623,961,1,203307
511623,958,0.007414374,1,-1.52635144605625,365.0,1,0,958,511623,961,1,203307
511623,960,0.021954568,2,-1.3570732540593191,814.0,1,0,960,511623,961,1,203307
511623,994,0.0010926151,1,-2.513636705694252,328.0,1,0,994,511623,961,1,203307
511623,998,0.002160047,1,-2.470314061107775,553.0,1,0,998,511623,961,1,203307
511623,1029,0.0010486874,1,-2.8685849387155704,551.0,1,0,1029,511623,961,1,203307
511623,1136,0.00027012633,1,-4.601601115367031,582.0,1,0,1136,511623,961,1,203307
511623,1178,0.0017396508,1,-7.9689867603266835,10024.0,1,0,1178,511623,961,1,203307
511623,1186,0.00088726496,1,-7.378824241514632,4292.0,1,0,1186,511623,961,1,203307
511623,1222,0.00011103161,1,-5.516832660354149,322.0,1,0,1222,511623,961,1,203307
511623,1285,0.00010038498,1,-9.072056461450089,897.0,1,0,1285,511623,961,1,203307
511624,9,0.00067697035,1,-6.522631964831411,789.0,1,0,9,511624,961,1,203307
511624,42,0.0005391808,1,-3.1930784893963384,380.0,1,0,42,511624,961,1,203307
511624,45,0.00017985159,1,-5.595357253981739,252.0,1,0,45,511624,961,1,203307
511624,54,0.00041655195,1,-5.029662003642948,835.0,1,0,54,511624,961,1,203307
511624,79,0.00010245226,1,-6.625513706549365,130.0,1,0,79,511624,961,1,203307
511624,215,0.0004920259,1,-5.257889268377393,1208.0,1,0,215,511624,961,1,203307
511624,345,0.00023603335,1,-7.1549684191863765,992.0,1,0,345,511624,961,1,203307
511624,563,0.0003275848,1,-8.148737509185011,2083.0,1,0,563,511624,961,1,203307
511624,582,0.00022705788,1,-8.00857981088445,1508.0,1,0,582,511624,961,1,203307
511624,716,0.00021069386,1,-6.4551078006183715,894.0,1,0,716,511624,961,1,203307
511624,785,0.0006343686,1,-4.660844526360441,1570.0,1,0,785,511624,961,1,203307
511624,835,0.0011111536,1,-2.9954115152688634,1117.0,1,0,835,511624,961,1,203307
511624,846,0.00063515874,1,-3.610339251896003,1113.0,1,0,846,511624,961,1,203307
511624,856,0.0019199051,1,-3.068415427064421,1919.0,1,0,856,511624,961,1,203307
511624,880,0.0024985068,1,-2.5016856495567086,1090.0,1,0,880,511624,961,1,203307
511624,899,0.0057838354,1,-2.0917285518578295,1716.0,1,0,899,511624,961,1,203307
511624,908,0.0020214596,1,-2.4453627536282405,695.0,1,0,908,511624,961,1,203307
511624,948,0.01242112,1,-1.4839182149359027,778.0,1,0,948,511624,961,1,203307
511624,950,0.008129473,1,-1.7846914163223728,948.0,1,0,950,511624,961,1,203307
511624,952,0.0052869343,1,-2.035779541361136,1344.0,1,0,952,511624,961,1,203307
511624,958,0.007414374,1,-1.52635144605625,365.0,1,0,958,511624,961,1,203307
511624,959,0.0224954,1,-1.3283971945630462,806.0,1,0,959,511624,961,1,203307
511624,961,0.042380866,1,-0.31319165761890283,660.0,1,0,961,511624,961,1,203307
511624,968,0.0036484164,1,-2.2409797632434683,202.0,1,0,968,511624,961,1,203307
511624,977,0.0020183213,1,-2.41240294716482,461.0,1,0,977,511624,961,1,203307
511624,988,0.0013717595,1,-1.9385081735484453,313.0,1,0,988,511624,961,1,203307
511624,1004,0.0015430345,1,-2.2882078220980584,505.0,1,0,1004,511624,961,1,203307
511624,1039,0.0016651936,1,-2.8954323384257297,942.0,1,0,1039,511624,961,1,203307
511624,1082,0.0004592841,1,-3.975437246073296,934.0,1,0,1082,511624,961,1,203307
511624,1422,0.00028414963,1,-5.9954044530263495,966.0,1,0,1422,511624,961,1,203307
511626,121,0.00023754493,1,-4.753010811102521,378.0,1,0,121,511626,961,1,203307
511626,183,0.0004894417,1,-5.0025052749184935,1028.0,1,0,183,511626,961,1,203307
511626,268,0.0002290975,1,-5.952308192917372,721.0,1,0,268,511626,961,1,203307
511626,489,0.00021629542,1,-8.496466880861057,1422.0,1,0,489,511626,961,1,203307
511626,528,0.00017940064,1,-8.149122392009087,1169.0,1,0,528,511626,961,1,203307
511626,732,0.0003738183,1,-4.990406846459545,995.0,1,0,732,511626,961,1,203307
511626,743,0.0007977261,1,-5.517623097058215,2482.0,1,0,743,511626,961,1,203307
511626,878,0.0027877693,1,-2.4637209010019516,1187.0,1,0,878,511626,961,1,203307
511626,904,0.00482531,1,-2.0814462980891455,1317.0,1,0,904,511626,961,1,203307
511626,913,0.002239524,1,-2.612769953695706,969.0,1,0,913,511626,961,1,203307
511626,941,0.0034250158,1,-3.1071243989401185,437.0,1,0,941,511626,961,1,203307
511626,950,0.008129473,1,-1.7846914163223728,948.0,1,0,950,511626,961,1,203307
511626,953,0.0039427364,1,-2.0132875369929293,1000.0,1,0,953,511626,961,1,203307
511626,954,0.0091845,1,-1.8874397284244377,735.0,1,0,954,511626,961,1,203307
511626,960,0.021954568,1,-1.3570732540593191,814.0,1,0,960,511626,961,1,203307
511626,961,0.042380866,3,-0.31319165761890283,660.0,1,0,961,511626,961,1,203307
511626,962,0.03465181,3,-0.9082015686169953,1077.0,1,0,962,511626,961,1,203307
511626,976,0.0021239878,1,-2.463932191803492,430.0,1,0,976,511626,961,1,203307
511626,988,0.0013717595,1,-1.9385081735484453,313.0,1,0,988,511626,961,1,203307
511626,990,0.0018122694,1,-2.1222536340997165,329.0,1,0,990,511626,961,1,203307
511626,1011,0.0010499343,1,-2.8222575330861135,344.0,1,0,1011,511626,961,1,203307
511626,1017,0.0015464355,1,-2.7838439454247816,573.0,1,0,1017,511626,961,1,203307
511626,1026,0.0007556911,1,-2.7732923698183094,349.0,1,0,1026,511626,961,1,203307
511626,1043,0.00072396704,1,-3.0119168234408003,464.0,1,0,1043,511626,961,1,203307
511626,1156,0.0010243626,1,-2.8612081402432716,759.0,1,0,1156,511626,961,1,203307
511626,1247,0.00050091004,1,-6.9548846937947895,2361.0,1,0,1247,511626,961,1,203307
