trip_id,dest_taz,rand,prob,pick_count
167812597,909,0.5126192735986433,0.0007559245698311804,1
167812597,947,0.6144538496417767,0.01433556927423028,2
167812597,74,0.09293146430762911,0.0008061259014943853,1
167812597,1018,0.9245497559692134,0.005753287334940424,1
167812597,871,0.34231905166074605,0.01218196686895923,2
167812597,1000,0.8729885425242423,0.0017045229994073975,1
167812597,911,0.5133090031677593,0.002408610140220932,1
167812597,826,0.22080120139285664,0.0006719337059510021,1
167812597,873,0.39028795326772936,0.04910060200715853,1
167812597,991,0.840065685386182,0.054062590273582435,2
167812597,946,0.5981085326230257,0.017650362973487346,3
167812597,852,0.25645818626966477,0.00038716592592231156,1
167812597,976,0.7661395415524945,0.005716368891554775,1
167812597,902,0.5024936932918085,0.0018686475427255277,1
167812597,875,0.4355811856811098,0.024763414014308555,2
167812597,973,0.7560384655307802,0.0017665835532287445,1
167812597,968,0.7261441994813272,0.010306944093927333,1
167812597,222,0.14397043553615774,1.797184454966264e-05,1
167812597,11,0.04023637993776907,0.011910280697379547,1
167812597,954,0.6655343524329002,0.023384895600948145,1
167812597,886,0.46169409302064734,0.0025250948828910427,1
167812597,863,0.30973110543541293,0.01884534443246518,1
167812597,864,0.32219255771299293,0.008976460311704916,1
167812597,1072,0.9624521137764869,0.00022615656752038245,1
