tour_id,utility
20976638,-24.32987031713128
20976638,-23.897171419113874
20976638,-21.635412473231554
20976638,-21.226969830691814
20976638,-21.193470925092697
20976638,-18.815439861267805
20976638,0.21316001564264297
20976638,0.25817885994911194
20976638,2.9674077853560448
20976638,2.3314766958355904
20976638,1.606175608932972
20976638,-0.11380543559789658
20976638,0.22516337782144547
20976638,0.6578622832894325
20976638,-0.48817869275808334
20976638,-1.2354797348380089
20976638,0.5025499649345875
20976638,0.9835188500583172
20976638,2.5758478082716465
20976638,2.412286687642336
20976638,0.13056563213467598
20976638,0.5632645674049854
20976638,0.9022333808243275
20976638,-0.15865759178996086
20976638,-0.9911086373031139
20976638,-15.321690142154694
20976638,-15.957621224224567
20976638,-13.892922297120094
20976638,-15.612903386354446
20976638,-15.741944462060928
20976638,-15.309245526790619
20976638,-16.463866591453552
20976638,-17.211167633533478
20976638,-16.169450122863054
20976638,-16.333011236041784
20976638,-15.824732277542353
20976638,-15.392033386975527
20976638,-15.521074462682009
20976638,-16.581965405493975
20976638,-17.422996539622545
20976638,-16.54484013468027
20976638,-18.264821216464043
20976638,-15.603862278163433
20976638,-15.171163387596607
20976638,-16.793794341385365
20976638,-17.541095353662968
20976638,-19.76803958043456
20976638,-19.335340682417154
20976638,-16.674381744116545
20976638,-17.735272731631994
20976638,-19.04431375488639
20976638,-19.54716958105564
20976638,-19.114470683038235
20976638,-17.9471016228199
20976638,-18.694402679800987
20976638,-19.32629958167672
20976638,-20.38719056174159
20976638,-18.906231570988894
20976638,-21.889720372855663
20976638,-22.63702142238617
20976638,-22.848850321024656
