tour_id,alt_dest,rand,prob,pick_count
20976638,5,0.024052880736673776,0.022793184656726164,1
20976638,933,0.4705176166404178,0.0007487297400727196,1
20976638,969,0.6431444191347954,0.014299098423299544,1
20976638,106,0.16597440643964856,0.009507583546592296,1
20976638,82,0.14359492703978982,0.002213376321646462,1
20976638,200,0.23943055316614736,0.003707486976064957,1
20976638,960,0.5836559205004616,0.007650476644455967,1
20976638,858,0.3576154204053035,0.002742189581350891,1
20976638,889,0.4171823885077006,0.0016738116780638638,2
20976638,1453,0.9999443341527285,0.0007490788407323367,1
20976638,971,0.6577380095435844,0.020447974047668738,1
20976638,986,0.7526797338769787,0.0006546422485311145,1
20976638,875,0.3994797116218384,0.009075414924810765,1
20976638,36,0.0890645523435668,0.002396914003012111,1
20976638,973,0.6916838803248938,0.026883749440260965,1
20976638,1005,0.8244239143329224,0.011292995139850279,2
20976638,1097,0.921941407655017,0.000340886879451494,1
20976638,85,0.14610842472996333,0.0006487170121503147,1
20976638,284,0.26089547447507666,0.0008119423614872307,1
20976638,1014,0.8468616381133299,0.013622283136797638,1
20976638,860,0.36046875346712504,0.001796127643181859,1
20976638,961,0.5881928462814247,0.010906450208398576,1
20976638,73,0.1298005720181341,0.0017812205193622232,1
20976638,974,0.7147905743771943,0.004830122266532981,1
20976638,1146,0.9500825683484809,0.007737146675783236,1
20976638,958,0.5755185942350131,0.0003102313088440333,1
20976638,12,0.05188396514730109,0.005690291642640827,1
20976638,166,0.21420457955374217,0.0014014101355021478,1
