tour_id,alt_dest,rand,prob,pick_count
20976634,943,0.3017976452236446,0.005375841759514323,1
20976634,963,0.7218621930387455,0.04396362010476615,2
20976634,1005,0.9205330221019739,0.0028955010935108523,1
20976634,961,0.5833952701503731,0.04121961592563117,3
20976634,960,0.5671914406959333,0.035141955802470974,2
20976634,947,0.35194494314601843,0.020548203525420226,1
20976634,879,0.12058391549695613,0.0009213707896460914,1
20976634,883,0.12560926929280025,0.00089048604769398,1
20976634,955,0.45293497069296984,0.020886766755857208,2
20976634,959,0.5316192313388521,0.0334289057634865,1
20976634,936,0.28257882057582095,0.002552055952566313,1
20976634,1014,0.9354821010492741,0.003007624797724536,1
20976634,962,0.6530720900026294,0.06346293512796793,3
20976634,858,0.09171761357330421,0.0010935680297231467,1
20976634,890,0.13777535114975614,0.0029410424100750777,1
20976634,979,0.8537887608791211,0.01200601167504428,1
20976634,917,0.19897615582051076,0.004558982994814708,1
20976634,927,0.23964311043087272,0.007480098644581169,1
20976634,916,0.19687139840835166,0.0023287399970692625,1
20976634,944,0.3058561547080001,0.003240219295323663,1
20976634,903,0.16933578313378883,0.0015451049512693615,1
20976634,948,0.37107598907463013,0.015719191945544816,1
20976634,926,0.23361345513756626,0.008692925569928877,1
