process,time,rss,used,available,percent,event
mp_households_0, 15/08/2022 22:21:34, 1.23, 1.02, 115.13, 6.9%, school_location.i1.logsums.gradeschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.del.nested_exp_utilities
mp_households_1, 15/08/2022 22:21:34, 1.38, 1.02, 115.13, 6.9%, school_location.i1.simulate.gradeschool.interaction_sample_simulate.add.choices
mp_households_0, 15/08/2022 22:21:34, 1.23, 1.02, 115.13, 6.9%, school_location.i1.simulate.gradeschool.interaction_sample_simulate.add.interaction_df
mp_households_0, 15/08/2022 22:21:34, 1.23, 1.02, 115.13, 6.9%, school_location.i1.simulate.gradeschool.interaction_sample_simulate.add.interaction_utilities
mp_households_0, 15/08/2022 22:21:34, 1.23, 1.02, 115.13, 6.9%, school_location.i1.simulate.gradeschool.interaction_sample_simulate.del.interaction_df
mp_households_0, 15/08/2022 22:21:34, 1.23, 1.02, 115.13, 6.9%, school_location.i1.simulate.gradeschool.interaction_sample_simulate.add.sample_counts
mp_households_0, 15/08/2022 22:21:34, 1.23, 1.02, 115.13, 6.9%, school_location.i1.simulate.gradeschool.interaction_sample_simulate.del.sample_counts
mp_households_0, 15/08/2022 22:21:34, 1.23, 1.02, 115.13, 6.9%, school_location.i1.simulate.gradeschool.interaction_sample_simulate.del.interaction_utilities
mp_households_0, 15/08/2022 22:21:34, 1.23, 1.02, 115.13, 6.9%, school_location.i1.simulate.gradeschool.interaction_sample_simulate.add.padded_utilities
mp_households_0, 15/08/2022 22:21:34, 1.23, 1.02, 115.13, 6.9%, school_location.i1.simulate.gradeschool.interaction_sample_simulate.add.utilities_df
mp_households_0, 15/08/2022 22:21:34, 1.23, 1.02, 115.13, 6.9%, school_location.i1.simulate.gradeschool.interaction_sample_simulate.del.padded_utilities
mp_households_0, 15/08/2022 22:21:34, 1.23, 1.02, 115.13, 6.9%, school_location.i1.simulate.gradeschool.interaction_sample_simulate.add.probs
mp_households_0, 15/08/2022 22:21:34, 1.23, 1.02, 115.13, 6.9%, school_location.i1.simulate.gradeschool.interaction_sample_simulate.del.utilities_df
mp_households_0, 15/08/2022 22:21:34, 1.23, 1.02, 115.13, 6.9%, school_location.i1.simulate.gradeschool.interaction_sample_simulate.add.positions
mp_households_0, 15/08/2022 22:21:34, 1.23, 1.02, 115.13, 6.9%, school_location.i1.simulate.gradeschool.interaction_sample_simulate.add.rands
mp_households_0, 15/08/2022 22:21:34, 1.23, 1.02, 115.13, 6.9%, school_location.i1.simulate.gradeschool.interaction_sample_simulate.del.probs
mp_households_0, 15/08/2022 22:21:34, 1.23, 1.02, 115.13, 6.9%, school_location.i1.simulate.gradeschool.interaction_sample_simulate.add.choices
mp_households_0, 15/08/2022 22:21:35, 1.25, 1.02, 115.13, 6.9%, workplace_location.i1.sample.work_low.interaction_sample.add.interaction_df
mp_households_0, 15/08/2022 22:21:35, 1.38, 1.02, 115.13, 6.9%, workplace_location.i1.sample.work_low.interaction_sample.add.interaction_utilities
mp_households_0, 15/08/2022 22:21:35, 1.38, 1.02, 115.13, 6.9%, workplace_location.i1.sample.work_low.interaction_sample.del.interaction_df
mp_households_0, 15/08/2022 22:21:35, 1.38, 1.02, 115.13, 6.9%, workplace_location.i1.sample.work_low.interaction_sample.add.utilities
mp_households_0, 15/08/2022 22:21:35, 1.38, 1.02, 115.13, 6.9%, workplace_location.i1.sample.work_low.interaction_sample.del.interaction_utilities
mp_households_0, 15/08/2022 22:21:35, 1.38, 1.02, 115.13, 6.9%, workplace_location.i1.sample.work_low.interaction_sample.add.probs
mp_households_0, 15/08/2022 22:21:35, 1.38, 1.02, 115.13, 6.9%, workplace_location.i1.sample.work_low.interaction_sample.del.utilities
mp_households_0, 15/08/2022 22:21:35, 1.38, 1.02, 115.13, 6.9%, workplace_location.i1.sample.work_low.interaction_sample.add.choices_df
mp_households_0, 15/08/2022 22:21:35, 1.38, 1.02, 115.13, 6.9%, workplace_location.i1.sample.work_low.interaction_sample.del.probs
mp_households_0, 15/08/2022 22:21:35, 1.38, 1.02, 115.13, 6.9%, workplace_location.i1.sample.work_low.interaction_sample.add.choices_df
mp_households_0, 15/08/2022 22:21:35, 1.38, 1.02, 115.13, 6.9%, workplace_location.i1.sample.work_low.interaction_sample.add.choices_df
, 15/08/2022 22:21:35, 9.64, 1.02, 115.13, 6.9%, mp_households_0.school_location.completed
, 15/08/2022 22:21:35, 9.64, 1.02, 115.13, 6.9%, mp_households_1.school_location.completed
mp_households_1, 15/08/2022 22:21:35, 1.40, 1.02, 115.13, 6.9%, workplace_location.i1.sample.work_low.interaction_sample.add.interaction_df
mp_households_1, 15/08/2022 22:21:35, 1.45, 1.02, 115.13, 6.9%, workplace_location.i1.sample.work_low.interaction_sample.add.interaction_utilities
mp_households_1, 15/08/2022 22:21:35, 1.45, 1.02, 115.12, 6.9%, workplace_location.i1.sample.work_low.interaction_sample.del.interaction_df
mp_households_1, 15/08/2022 22:21:35, 1.45, 1.02, 115.12, 6.9%, workplace_location.i1.sample.work_low.interaction_sample.add.utilities
mp_households_1, 15/08/2022 22:21:35, 1.45, 1.02, 115.12, 6.9%, workplace_location.i1.sample.work_low.interaction_sample.del.interaction_utilities
mp_households_1, 15/08/2022 22:21:35, 1.45, 1.03, 115.12, 6.9%, workplace_location.i1.sample.work_low.interaction_sample.add.probs
mp_households_1, 15/08/2022 22:21:36, 1.45, 1.03, 115.12, 6.9%, workplace_location.i1.sample.work_low.interaction_sample.del.utilities
mp_households_1, 15/08/2022 22:21:36, 1.45, 1.03, 115.12, 6.9%, workplace_location.i1.sample.work_low.interaction_sample.add.choices_df
mp_households_1, 15/08/2022 22:21:36, 1.45, 1.03, 115.12, 6.9%, workplace_location.i1.sample.work_low.interaction_sample.del.probs
mp_households_1, 15/08/2022 22:21:36, 1.45, 1.03, 115.12, 6.9%, workplace_location.i1.sample.work_low.interaction_sample.add.choices_df
mp_households_1, 15/08/2022 22:21:36, 1.45, 1.03, 115.12, 6.9%, workplace_location.i1.sample.work_low.interaction_sample.add.choices_df
mp_households_0, 15/08/2022 22:21:36, 1.44, 1.03, 115.12, 6.9%, workplace_location.i1.logsums.work_low.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.raw_utilities
mp_households_0, 15/08/2022 22:21:36, 1.44, 1.03, 115.12, 6.9%, workplace_location.i1.logsums.work_low.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.nested_exp_utilities
mp_households_0, 15/08/2022 22:21:36, 1.44, 1.03, 115.12, 6.9%, workplace_location.i1.logsums.work_low.compute_logsums.simple_simulate_logsums.eval_nl_logsums.del.raw_utilities
mp_households_0, 15/08/2022 22:21:36, 1.44, 1.03, 115.12, 6.9%, workplace_location.i1.logsums.work_low.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.logsums
mp_households_0, 15/08/2022 22:21:36, 1.44, 1.03, 115.12, 6.9%, workplace_location.i1.logsums.work_low.compute_logsums.simple_simulate_logsums.eval_nl_logsums.del.nested_exp_utilities
mp_households_0, 15/08/2022 22:21:36, 1.44, 1.03, 115.12, 6.9%, workplace_location.i1.simulate.work_low.interaction_sample_simulate.add.interaction_df
mp_households_0, 15/08/2022 22:21:36, 1.44, 1.02, 115.12, 6.9%, workplace_location.i1.simulate.work_low.interaction_sample_simulate.add.interaction_utilities
mp_households_0, 15/08/2022 22:21:36, 1.44, 1.02, 115.12, 6.9%, workplace_location.i1.simulate.work_low.interaction_sample_simulate.del.interaction_df
mp_households_0, 15/08/2022 22:21:36, 1.44, 1.02, 115.12, 6.9%, workplace_location.i1.simulate.work_low.interaction_sample_simulate.add.sample_counts
mp_households_0, 15/08/2022 22:21:36, 1.44, 1.02, 115.12, 6.9%, workplace_location.i1.simulate.work_low.interaction_sample_simulate.del.sample_counts
mp_households_0, 15/08/2022 22:21:36, 1.44, 1.02, 115.12, 6.9%, workplace_location.i1.simulate.work_low.interaction_sample_simulate.del.interaction_utilities
mp_households_0, 15/08/2022 22:21:36, 1.44, 1.02, 115.12, 6.9%, workplace_location.i1.simulate.work_low.interaction_sample_simulate.add.padded_utilities
mp_households_0, 15/08/2022 22:21:36, 1.44, 1.02, 115.12, 6.9%, workplace_location.i1.simulate.work_low.interaction_sample_simulate.add.utilities_df
mp_households_0, 15/08/2022 22:21:36, 1.44, 1.02, 115.12, 6.9%, workplace_location.i1.simulate.work_low.interaction_sample_simulate.del.padded_utilities
mp_households_0, 15/08/2022 22:21:36, 1.44, 1.02, 115.12, 6.9%, workplace_location.i1.simulate.work_low.interaction_sample_simulate.add.probs
mp_households_0, 15/08/2022 22:21:36, 1.44, 1.02, 115.12, 6.9%, workplace_location.i1.simulate.work_low.interaction_sample_simulate.add.logsums
mp_households_0, 15/08/2022 22:21:36, 1.44, 1.02, 115.12, 6.9%, workplace_location.i1.simulate.work_low.interaction_sample_simulate.del.utilities_df
mp_households_0, 15/08/2022 22:21:36, 1.44, 1.02, 115.12, 6.9%, workplace_location.i1.simulate.work_low.interaction_sample_simulate.add.positions
mp_households_0, 15/08/2022 22:21:36, 1.44, 1.02, 115.12, 6.9%, workplace_location.i1.simulate.work_low.interaction_sample_simulate.add.rands
mp_households_0, 15/08/2022 22:21:37, 1.44, 1.02, 115.12, 6.9%, workplace_location.i1.simulate.work_low.interaction_sample_simulate.del.probs
mp_households_0, 15/08/2022 22:21:37, 1.44, 1.02, 115.12, 6.9%, workplace_location.i1.simulate.work_low.interaction_sample_simulate.add.choices
mp_households_0, 15/08/2022 22:21:37, 1.44, 1.02, 115.12, 6.9%, workplace_location.i1.sample.work_med.interaction_sample.add.interaction_df
mp_households_1, 15/08/2022 22:21:37, 1.48, 1.02, 115.12, 6.9%, workplace_location.i1.logsums.work_low.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.raw_utilities
mp_households_0, 15/08/2022 22:21:37, 1.57, 1.02, 115.12, 6.9%, workplace_location.i1.sample.work_med.interaction_sample.add.interaction_utilities
mp_households_1, 15/08/2022 22:21:37, 1.48, 1.02, 115.12, 6.9%, workplace_location.i1.logsums.work_low.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.nested_exp_utilities
mp_households_0, 15/08/2022 22:21:37, 1.57, 1.02, 115.12, 6.9%, workplace_location.i1.sample.work_med.interaction_sample.del.interaction_df
mp_households_1, 15/08/2022 22:21:37, 1.48, 1.02, 115.12, 6.9%, workplace_location.i1.logsums.work_low.compute_logsums.simple_simulate_logsums.eval_nl_logsums.del.raw_utilities
mp_households_1, 15/08/2022 22:21:37, 1.48, 1.02, 115.12, 6.9%, workplace_location.i1.logsums.work_low.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.logsums
mp_households_1, 15/08/2022 22:21:37, 1.48, 1.02, 115.12, 6.9%, workplace_location.i1.logsums.work_low.compute_logsums.simple_simulate_logsums.eval_nl_logsums.del.nested_exp_utilities
mp_households_0, 15/08/2022 22:21:37, 1.57, 1.02, 115.12, 6.9%, workplace_location.i1.sample.work_med.interaction_sample.add.utilities
mp_households_1, 15/08/2022 22:21:37, 1.48, 1.02, 115.12, 6.9%, workplace_location.i1.simulate.work_low.interaction_sample_simulate.add.interaction_df
mp_households_0, 15/08/2022 22:21:37, 1.57, 1.02, 115.12, 6.9%, workplace_location.i1.sample.work_med.interaction_sample.del.interaction_utilities
mp_households_1, 15/08/2022 22:21:37, 1.48, 1.02, 115.12, 6.9%, workplace_location.i1.simulate.work_low.interaction_sample_simulate.add.interaction_utilities
mp_households_1, 15/08/2022 22:21:37, 1.48, 1.02, 115.12, 6.9%, workplace_location.i1.simulate.work_low.interaction_sample_simulate.del.interaction_df
mp_households_1, 15/08/2022 22:21:37, 1.48, 1.02, 115.12, 6.9%, workplace_location.i1.simulate.work_low.interaction_sample_simulate.add.sample_counts
mp_households_0, 15/08/2022 22:21:37, 1.57, 1.02, 115.12, 6.9%, workplace_location.i1.sample.work_med.interaction_sample.add.probs
mp_households_1, 15/08/2022 22:21:37, 1.48, 1.02, 115.12, 6.9%, workplace_location.i1.simulate.work_low.interaction_sample_simulate.del.sample_counts
mp_households_0, 15/08/2022 22:21:37, 1.57, 1.02, 115.12, 6.9%, workplace_location.i1.sample.work_med.interaction_sample.del.utilities
mp_households_1, 15/08/2022 22:21:37, 1.48, 1.02, 115.12, 6.9%, workplace_location.i1.simulate.work_low.interaction_sample_simulate.del.interaction_utilities
mp_households_1, 15/08/2022 22:21:37, 1.48, 1.02, 115.12, 6.9%, workplace_location.i1.simulate.work_low.interaction_sample_simulate.add.padded_utilities
mp_households_1, 15/08/2022 22:21:37, 1.48, 1.02, 115.12, 6.9%, workplace_location.i1.simulate.work_low.interaction_sample_simulate.add.utilities_df
mp_households_0, 15/08/2022 22:21:37, 1.57, 1.02, 115.12, 6.9%, workplace_location.i1.sample.work_med.interaction_sample.add.choices_df
mp_households_1, 15/08/2022 22:21:37, 1.48, 1.02, 115.12, 6.9%, workplace_location.i1.simulate.work_low.interaction_sample_simulate.del.padded_utilities
mp_households_0, 15/08/2022 22:21:37, 1.57, 1.02, 115.12, 6.9%, workplace_location.i1.sample.work_med.interaction_sample.del.probs
mp_households_1, 15/08/2022 22:21:37, 1.48, 1.02, 115.12, 6.9%, workplace_location.i1.simulate.work_low.interaction_sample_simulate.add.probs
mp_households_1, 15/08/2022 22:21:37, 1.48, 1.02, 115.12, 6.9%, workplace_location.i1.simulate.work_low.interaction_sample_simulate.add.logsums
mp_households_0, 15/08/2022 22:21:37, 1.57, 1.02, 115.12, 6.9%, workplace_location.i1.sample.work_med.interaction_sample.add.choices_df
mp_households_0, 15/08/2022 22:21:37, 1.57, 1.02, 115.12, 6.9%, workplace_location.i1.sample.work_med.interaction_sample.add.choices_df
mp_households_1, 15/08/2022 22:21:37, 1.48, 1.02, 115.12, 6.9%, workplace_location.i1.simulate.work_low.interaction_sample_simulate.del.utilities_df
mp_households_1, 15/08/2022 22:21:37, 1.48, 1.02, 115.12, 6.9%, workplace_location.i1.simulate.work_low.interaction_sample_simulate.add.positions
mp_households_1, 15/08/2022 22:21:37, 1.48, 1.02, 115.12, 6.9%, workplace_location.i1.simulate.work_low.interaction_sample_simulate.add.rands
mp_households_1, 15/08/2022 22:21:37, 1.48, 1.02, 115.12, 6.9%, workplace_location.i1.simulate.work_low.interaction_sample_simulate.del.probs
mp_households_1, 15/08/2022 22:21:37, 1.48, 1.02, 115.12, 6.9%, workplace_location.i1.simulate.work_low.interaction_sample_simulate.add.choices
mp_households_1, 15/08/2022 22:21:37, 1.49, 1.03, 115.12, 6.9%, workplace_location.i1.sample.work_med.interaction_sample.add.interaction_df
mp_households_1, 15/08/2022 22:21:37, 1.61, 1.03, 115.12, 6.9%, workplace_location.i1.sample.work_med.interaction_sample.add.interaction_utilities
mp_households_1, 15/08/2022 22:21:37, 1.61, 1.03, 115.12, 6.9%, workplace_location.i1.sample.work_med.interaction_sample.del.interaction_df
mp_households_1, 15/08/2022 22:21:37, 1.61, 1.03, 115.12, 6.9%, workplace_location.i1.sample.work_med.interaction_sample.add.utilities
mp_households_1, 15/08/2022 22:21:37, 1.61, 1.03, 115.12, 6.9%, workplace_location.i1.sample.work_med.interaction_sample.del.interaction_utilities
mp_households_1, 15/08/2022 22:21:38, 1.61, 1.03, 115.12, 6.9%, workplace_location.i1.sample.work_med.interaction_sample.add.probs
mp_households_1, 15/08/2022 22:21:38, 1.61, 1.03, 115.12, 6.9%, workplace_location.i1.sample.work_med.interaction_sample.del.utilities
mp_households_1, 15/08/2022 22:21:38, 1.61, 1.03, 115.12, 6.9%, workplace_location.i1.sample.work_med.interaction_sample.add.choices_df
mp_households_1, 15/08/2022 22:21:38, 1.61, 1.03, 115.12, 6.9%, workplace_location.i1.sample.work_med.interaction_sample.del.probs
mp_households_1, 15/08/2022 22:21:38, 1.61, 1.03, 115.12, 6.9%, workplace_location.i1.sample.work_med.interaction_sample.add.choices_df
mp_households_1, 15/08/2022 22:21:38, 1.61, 1.03, 115.12, 6.9%, workplace_location.i1.sample.work_med.interaction_sample.add.choices_df
mp_households_0, 15/08/2022 22:21:38, 1.62, 1.03, 115.12, 6.9%, workplace_location.i1.logsums.work_med.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.raw_utilities
mp_households_0, 15/08/2022 22:21:38, 1.62, 1.03, 115.12, 6.9%, workplace_location.i1.logsums.work_med.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.nested_exp_utilities
mp_households_0, 15/08/2022 22:21:38, 1.62, 1.03, 115.12, 6.9%, workplace_location.i1.logsums.work_med.compute_logsums.simple_simulate_logsums.eval_nl_logsums.del.raw_utilities
mp_households_0, 15/08/2022 22:21:38, 1.62, 1.03, 115.12, 6.9%, workplace_location.i1.logsums.work_med.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.logsums
mp_households_0, 15/08/2022 22:21:38, 1.62, 1.03, 115.12, 6.9%, workplace_location.i1.logsums.work_med.compute_logsums.simple_simulate_logsums.eval_nl_logsums.del.nested_exp_utilities
mp_households_0, 15/08/2022 22:21:38, 1.62, 1.03, 115.12, 6.9%, workplace_location.i1.simulate.work_med.interaction_sample_simulate.add.interaction_df
mp_households_0, 15/08/2022 22:21:38, 1.62, 1.03, 115.12, 6.9%, workplace_location.i1.simulate.work_med.interaction_sample_simulate.add.interaction_utilities
mp_households_0, 15/08/2022 22:21:38, 1.62, 1.03, 115.12, 6.9%, workplace_location.i1.simulate.work_med.interaction_sample_simulate.del.interaction_df
mp_households_0, 15/08/2022 22:21:38, 1.62, 1.03, 115.12, 6.9%, workplace_location.i1.simulate.work_med.interaction_sample_simulate.add.sample_counts
mp_households_0, 15/08/2022 22:21:38, 1.62, 1.03, 115.12, 6.9%, workplace_location.i1.simulate.work_med.interaction_sample_simulate.del.sample_counts
mp_households_0, 15/08/2022 22:21:38, 1.62, 1.03, 115.12, 6.9%, workplace_location.i1.simulate.work_med.interaction_sample_simulate.del.interaction_utilities
mp_households_0, 15/08/2022 22:21:38, 1.62, 1.03, 115.12, 6.9%, workplace_location.i1.simulate.work_med.interaction_sample_simulate.add.padded_utilities
mp_households_0, 15/08/2022 22:21:38, 1.62, 1.03, 115.12, 6.9%, workplace_location.i1.simulate.work_med.interaction_sample_simulate.add.utilities_df
mp_households_0, 15/08/2022 22:21:38, 1.62, 1.03, 115.12, 6.9%, workplace_location.i1.simulate.work_med.interaction_sample_simulate.del.padded_utilities
mp_households_0, 15/08/2022 22:21:39, 1.62, 1.03, 115.12, 6.9%, workplace_location.i1.simulate.work_med.interaction_sample_simulate.add.probs
mp_households_0, 15/08/2022 22:21:39, 1.62, 1.03, 115.12, 6.9%, workplace_location.i1.simulate.work_med.interaction_sample_simulate.add.logsums
mp_households_0, 15/08/2022 22:21:39, 1.62, 1.03, 115.12, 6.9%, workplace_location.i1.simulate.work_med.interaction_sample_simulate.del.utilities_df
mp_households_0, 15/08/2022 22:21:39, 1.62, 1.03, 115.12, 6.9%, workplace_location.i1.simulate.work_med.interaction_sample_simulate.add.positions
mp_households_0, 15/08/2022 22:21:39, 1.62, 1.03, 115.12, 6.9%, workplace_location.i1.simulate.work_med.interaction_sample_simulate.add.rands
