person_id,alt_dest,rand,prob,pick_count
511623,129,0.03051564002780527,0.00018328369369707874,1
511623,1136,0.9182606495884744,0.00027012633097846174,1
511623,896,0.3078795074118045,0.003603299971021313,1
511623,1178,0.9456429951841396,0.0017396508318371447,1
511623,931,0.4330847416194621,0.0029925326163623566,1
511623,960,0.6408617012546937,0.02195456902141125,2
511623,899,0.32205768981690375,0.005783835495179749,1
511623,949,0.5200347669667139,0.006618474854241079,1
511623,886,0.2752301225448234,0.0018977206176897083,1
511623,1285,0.9744096758331987,0.0001003849833948433,1
511623,998,0.8189961387179749,0.002160046869254265,1
511623,958,0.5917757583992457,0.007414374124996647,1
511623,768,0.176468254744657,0.0007230351216303649,1
511623,870,0.24585875732693974,0.0015117012656161697,1
511623,906,0.34805834726713136,0.004216335649102895,1
511623,934,0.45378708990908245,0.012563629254105223,1
511623,1186,0.9506157325383541,0.0008872649644467304,1
511623,927,0.4159795659798802,0.007577815386827921,1
511623,895,0.30537138359303184,0.005509828583833063,1
511623,212,0.06446856380399912,0.0003232297808562756,1
511623,170,0.046932675464741,0.0004789626420101913,1
511623,105,0.0239850015253944,0.0004981374407988765,1
511623,692,0.15277505191405283,8.152302374216203e-05,1
511623,1029,0.8560561207659507,0.001048687415984193,1
511623,994,0.8115842271776762,0.0010926150979275909,1
511623,1222,0.9621694885751212,0.0001110316048212232,1
511623,904,0.3385831207924609,0.004825309903399256,1
511623,878,0.26314237987209554,0.0027877693048806184,1
511623,106,0.024402714279345372,0.000433983208627991,1
511624,345,0.09770204037746111,0.00023603335274112577,1
511624,856,0.2310128048270912,0.0019199051139429633,1
511624,42,0.00923396070064586,0.0005391808022011359,1
511624,948,0.5120944445492983,0.012421119848852507,1
511624,958,0.595988463876223,0.007414374124996647,1
511624,563,0.12942303334932204,0.00032758480119543374,1
511624,952,0.5464815546552676,0.005286934126035907,1
511624,1422,0.9899584256124991,0.0002841496341195286,1
511624,45,0.010001876248121544,0.0001798515903363335,1
511624,988,0.7993593812689891,0.001371759476697488,1
511624,961,0.6554480381801076,0.042380867446586486,1
511624,950,0.5274950366269311,0.008129472569570079,1
511624,582,0.13254497841489876,0.00022705788323924316,1
511624,54,0.011665806310171,0.0004165519423891167,1
511624,215,0.06561375974835959,0.0004920259308749756,1
511624,1039,0.865492801401324,0.001665193638450775,1
511624,908,0.3540680542013127,0.002021459634253836,1
511624,1004,0.8250162042112101,0.0015430344503602552,1
511624,716,0.15530975311162754,0.00021069386781942805,1
511624,899,0.3234999681389704,0.005783835495179749,1
511624,785,0.1850243250361947,0.000634368619500924,1
511624,880,0.26862117144259245,0.0024985067499195554,1
511624,9,0.0015035147191744258,0.000676970353582374,1
511624,1082,0.8954575833808776,0.0004592841209519555,1
511624,959,0.6141131509613545,0.022495400445452847,1
511624,835,0.21403062019431063,0.0011111536660362972,1
511624,846,0.22289471584797793,0.0006351587345245071,1
511624,968,0.746515704988711,0.003648416328427376,1
511624,977,0.7678320964183055,0.0020183212682619092,1
511624,79,0.018074472834608724,0.00010245225646004423,1
511626,962,0.6949475475805362,0.03465180945088176,3
511626,1247,0.968033474229258,0.0005009100147933598,1
511626,961,0.6618724747650564,0.042380867446586486,3
511626,976,0.7644112088096222,0.0021239877352266386,1
511626,990,0.8039792465650712,0.0018122694952070295,1
511626,528,0.12455957262699524,0.0001794006439819689,1
511626,183,0.05167309976679513,0.0004894416627173634,1
511626,489,0.11924330388391657,0.00021629542308738154,1
511626,121,0.02812046604065499,0.0002375449229480349,1
511626,732,0.16130483735738532,0.00037381828726525536,1
511626,1011,0.8354394361708906,0.0010499343110431825,1
511626,941,0.4819954529713014,0.003425015889080714,1
511626,878,0.264123891890249,0.0027877693048806184,1
511626,950,0.5270809046518671,0.008129472569570079,1
511626,904,0.3374405029257772,0.004825309903399256,1
511626,988,0.7998425704577325,0.001371759476697488,1
511626,1017,0.8432514958577227,0.001546435495754826,1
511626,1156,0.9294604245746131,0.0010243626227398695,1
511626,960,0.6239665909167056,0.02195456902141125,1
511626,913,0.3630488419460899,0.0022395239727951433,1
511626,954,0.5548345097693528,0.009184499951164436,1
511626,1026,0.8532810052525687,0.0007556911114664111,1
511626,743,0.16632716982112183,0.0007977260915893314,1
511626,1043,0.8680112840078819,0.0007239670235684747,1
511626,953,0.550933997753754,0.003942736220337934,1
511626,268,0.08052686371668227,0.0002290974885622407,1
