tour_id,person_id,tour_type,tour_type_count,tour_type_num,tour_num,tour_count,tour_category,number_of_participants,destination,origin,household_id,tdd,start,end,duration,composition,destination_logsum,tour_mode,mode_choice_logsum,atwork_subtour_frequency,parent_tour_id,stop_frequency,primary_purpose
118976217,2901858,work,1,1,1,1,mandatory,1,251.0,98.0,1122522,80.0,9.0,19.0,10.0,,,DRIVEALONEFREE,-1.0083986946791907,no_subtours,,0out_1in,work
120002857,2926898,work,2,1,1,2,mandatory,1,79.0,111.0,1135318,42.0,7.0,12.0,5.0,,,WALK_LOC,-0.6259648012852054,no_subtours,,0out_0in,work
120002858,2926898,work,2,2,2,2,mandatory,1,79.0,111.0,1135318,127.0,13.0,16.0,3.0,,,WALK_LOC,-0.6410204938138663,no_subtours,,0out_0in,work
120002898,2926899,work,1,1,1,1,mandatory,1,17.0,111.0,1135318,67.0,8.0,21.0,13.0,,,BIKE,-0.7242139471012629,no_subtours,,0out_0in,work
120402689,2936650,work,1,1,1,1,mandatory,1,142.0,116.0,1139786,48.0,7.0,18.0,11.0,,,WALK_LRF,0.1664427018560333,eat,,0out_0in,work
120402853,2936654,work,1,1,1,1,mandatory,1,17.0,116.0,1139786,50.0,7.0,20.0,13.0,,,SHARED3FREE,-0.04574390649709601,eat,,0out_0in,work
120465132,2938173,work,1,1,1,1,mandatory,1,11.0,115.0,1140530,30.0,6.0,17.0,11.0,,,BIKE,-1.557675217314969,eat,,0out_0in,work
120870458,2948059,work,1,1,1,1,mandatory,1,106.0,119.0,1143903,47.0,7.0,17.0,10.0,,,BIKE,-1.916990131986354,no_subtours,,0out_0in,work
120870540,2948061,work,1,1,1,1,mandatory,1,13.0,119.0,1143903,159.0,16.0,21.0,5.0,,,WALK_HVY,-2.1222106056091468,no_subtours,,0out_0in,work
122812907,2995436,school,1,1,1,1,mandatory,1,134.0,126.0,1161655,27.0,6.0,14.0,8.0,,,WALK_LOC,2.9685375129221656,,,0out_0in,school
122812948,2995437,school,1,1,1,1,mandatory,1,183.0,126.0,1161655,67.0,8.0,21.0,13.0,,,WALK_LOC,0.4813515647643795,,,0out_1in,school
122812997,2995438,work,1,1,1,1,mandatory,1,69.0,126.0,1161655,52.0,7.0,22.0,15.0,,,BIKE,0.48291966356727184,no_subtours,,0out_0in,work
123240791,3005872,work,1,1,1,1,mandatory,1,157.0,134.0,1164700,169.0,18.0,18.0,0.0,,,SHARED2FREE,0.8574444123981289,no_subtours,,0out_1in,work
123240832,3005873,work,1,1,1,1,mandatory,1,106.0,134.0,1164700,25.0,6.0,12.0,6.0,,,WALK_HVY,1.1048712196395618,no_subtours,,0out_0in,work
123240873,3005874,work,1,1,1,1,mandatory,1,90.0,134.0,1164700,45.0,7.0,15.0,8.0,,,WALK_LOC,0.5455806032228211,no_subtours,,0out_0in,work
123240914,3005875,work,1,1,1,1,mandatory,1,52.0,134.0,1164700,46.0,7.0,16.0,9.0,,,DRIVEALONEFREE,0.037066034296187385,business1,,0out_0in,work
123381872,3009313,work,1,1,1,1,mandatory,1,1.0,137.0,1165712,48.0,7.0,18.0,11.0,,,WALK_HVY,-0.6007906744706828,no_subtours,,0out_0in,work
123381913,3009314,work,1,1,1,1,mandatory,1,862.0,137.0,1165712,28.0,6.0,15.0,9.0,,,SHARED2FREE,-5.4926081702076965,no_subtours,,0out_0in,work
123381954,3009315,work,1,1,1,1,mandatory,1,169.0,137.0,1165712,47.0,7.0,17.0,10.0,,,SHARED2FREE,-0.6381960415574459,no_subtours,,0out_1in,work
125634248,3064249,work,1,1,1,1,mandatory,1,218.0,165.0,1186494,10.0,5.0,15.0,10.0,,,DRIVEALONEFREE,0.11580620685974301,business1,,2out_1in,work
125634289,3064250,work,1,1,1,1,mandatory,1,5.0,165.0,1186494,49.0,7.0,19.0,12.0,,,WALK_HVY,0.9073816501544617,eat,,0out_0in,work
125634330,3064251,work,1,1,1,1,mandatory,1,945.0,165.0,1186494,94.0,10.0,19.0,9.0,,,WALK_HVY,0.5396353599657567,no_subtours,,0out_0in,work
125634363,3064252,school,1,1,1,1,mandatory,1,133.0,165.0,1186494,46.0,7.0,16.0,9.0,,,WALK_LOC,2.636080114413165,,,0out_0in,school
125634568,3064257,school,1,1,1,1,mandatory,1,91.0,165.0,1186494,48.0,7.0,18.0,11.0,,,SHARED3FREE,0.39176650148498643,,,0out_0in,school
126493157,3085198,work,1,1,1,1,mandatory,1,991.0,159.0,1192320,46.0,7.0,16.0,9.0,,,SHARED2FREE,-4.01958383065094,eat,,0out_0in,work
127815981,3117462,work,1,1,1,1,mandatory,1,991.0,175.0,1204847,29.0,6.0,16.0,10.0,,,SHARED2FREE,-1.4139230413840524,no_subtours,,0out_0in,work
128526183,3134784,work,1,1,1,1,mandatory,1,1438.0,92.0,1212154,64.0,8.0,18.0,10.0,,,SHARED2FREE,-2.816984233463155,no_subtours,,1out_1in,work
129335146,3154515,school,1,1,1,1,mandatory,1,170.0,169.0,1219999,60.0,8.0,14.0,6.0,,,WALK,-0.030389495722089554,,,0out_0in,school
129335187,3154516,school,1,1,1,1,mandatory,1,172.0,169.0,1219999,76.0,9.0,15.0,6.0,,,WALK_LRF,-0.4548747679125243,,,0out_0in,school
130897336,3192617,work,1,1,1,1,mandatory,1,16.0,177.0,1233476,46.0,7.0,16.0,9.0,,,WALK_LRF,-0.10086147468805313,no_subtours,,0out_0in,work
130897377,3192618,work,1,1,1,1,mandatory,1,13.0,177.0,1233476,64.0,8.0,18.0,10.0,,,WALK_LOC,0.35060625564913805,eat,,1out_0in,work
130897418,3192619,work,1,1,1,1,mandatory,1,15.0,177.0,1233476,80.0,9.0,19.0,10.0,,,WALK_LRF,0.3070054732054538,no_subtours,,0out_0in,work
131469450,3206571,work,1,1,1,1,mandatory,1,317.0,185.0,1238530,47.0,7.0,17.0,10.0,,,DRIVEALONEFREE,-1.352677066247846,eat,,0out_0in,work
132085303,3221592,school,1,1,1,1,mandatory,1,186.0,186.0,1243844,77.0,9.0,16.0,7.0,,,SHARED3FREE,-0.0902487848182001,,,0out_0in,school
133005105,3244026,work,1,1,1,1,mandatory,1,11.0,179.0,1252647,46.0,7.0,16.0,9.0,,,WALK_LRF,-1.028516624641892,no_subtours,,0out_0in,work
133005138,3244027,school,1,1,1,1,mandatory,1,184.0,179.0,1252647,45.0,7.0,15.0,8.0,,,SHARED3FREE,-0.40834473961608364,,,0out_0in,school
134878797,3289726,school,1,1,1,1,mandatory,1,62.0,58.0,1271024,78.0,9.0,17.0,8.0,,,SHARED3FREE,-0.020285379006524763,,,0out_1in,school
135401555,3302476,work,2,1,1,2,mandatory,1,177.0,64.0,1276562,42.0,7.0,12.0,5.0,,,SHARED3FREE,0.05524616467548035,no_subtours,,0out_0in,work
135401556,3302476,work,2,2,2,2,mandatory,1,177.0,64.0,1276562,146.0,15.0,16.0,1.0,,,DRIVEALONEFREE,0.19258496055304078,no_subtours,,0out_0in,work
135696099,3309660,work,1,1,1,1,mandatory,1,53.0,63.0,1280031,65.0,8.0,19.0,11.0,,,WALK,1.4609533803316814,eat,,0out_0in,work
135696173,3309662,school,2,1,1,2,mandatory,1,170.0,63.0,1280031,58.0,8.0,12.0,4.0,,,SHARED3FREE,1.2802684300026785,,,0out_0in,school
135696174,3309662,school,2,2,2,2,mandatory,1,170.0,63.0,1280031,162.0,17.0,17.0,0.0,,,SHARED3FREE,1.2434688529863955,,,0out_1in,school
137269679,3348040,work,1,1,1,1,mandatory,1,35.0,109.0,1297386,66.0,8.0,20.0,12.0,,,BIKE,-0.18274909066572295,no_subtours,,0out_0in,work
138987005,3389926,work,1,1,1,1,mandatory,1,85.0,35.0,1319414,30.0,6.0,17.0,11.0,,,WALK_LOC,2.2682926354177235,eat,,0out_0in,work
139490444,3402205,work,1,1,1,1,mandatory,1,106.0,32.0,1326125,36.0,6.0,23.0,17.0,,,WALK_HVY,4.7832441056483415,eat,,0out_0in,work
140375347,3423788,work,1,1,1,1,mandatory,1,2.0,6.0,1339220,121.0,12.0,21.0,9.0,,,WALK,5.18483490135061,no_subtours,,0out_0in,work
141116660,3441869,school,1,1,1,1,mandatory,1,10.0,9.0,1351099,155.0,16.0,17.0,1.0,,,WALK_LOC,7.556832077300407,,,0out_1in,univ
141947984,3462145,work,1,1,1,1,mandatory,1,77.0,50.0,1363653,29.0,6.0,16.0,10.0,,,BIKE,-0.6333644100533014,no_subtours,,0out_0in,work
142569626,3477307,work,1,1,1,1,mandatory,1,87.0,46.0,1373198,96.0,10.0,21.0,11.0,,,WALK_LOC,5.016448130763175,maint,,1out_0in,work
143000495,3487816,work,1,1,1,1,mandatory,1,4.0,71.0,1379880,48.0,7.0,18.0,11.0,,,WALK_LOC,-1.9744141747230184,no_subtours,,0out_0in,work
149355454,3642815,work,1,1,1,1,mandatory,1,989.0,237.0,1450268,13.0,5.0,18.0,13.0,,,SHARED3FREE,-3.8109324858001834,no_subtours,,1out_0in,work
149355536,3642817,work,1,1,1,2,mandatory,1,13.0,237.0,1450268,6.0,5.0,11.0,6.0,,,DRIVE_HVY,-2.130965547386079,no_subtours,,0out_0in,work
149355528,3642817,school,1,1,2,2,mandatory,1,229.0,237.0,1450268,162.0,17.0,17.0,0.0,,,BIKE,-0.712701897316282,,,0out_0in,univ
149355700,3642821,work,1,1,1,1,mandatory,1,167.0,237.0,1450268,29.0,6.0,16.0,10.0,,,DRIVEALONEFREE,-1.2438823975274942,no_subtours,,0out_0in,work
149355782,3642823,work,1,1,1,1,mandatory,1,246.0,237.0,1450268,181.0,20.0,21.0,1.0,,,DRIVEALONEFREE,-0.07403672445647498,no_subtours,,0out_0in,work
149966428,3657717,school,1,1,1,1,mandatory,1,218.0,242.0,1456574,62.0,8.0,16.0,8.0,,,SHARED3FREE,-1.783705962052955,,,0out_0in,school
149966477,3657718,work,1,1,1,1,mandatory,1,17.0,242.0,1456574,47.0,7.0,17.0,10.0,,,DRIVE_COM,-1.4876174472548847,no_subtours,,0out_0in,work
149966518,3657719,work,1,1,1,1,mandatory,1,187.0,242.0,1456574,77.0,9.0,16.0,7.0,,,DRIVEALONEFREE,-0.8059895772621322,no_subtours,,0out_0in,work
149966551,3657720,school,1,1,1,1,mandatory,1,229.0,242.0,1456574,45.0,7.0,15.0,8.0,,,DRIVEALONEFREE,-0.625248447265722,,,0out_0in,univ
152757019,3725780,work,1,1,1,1,mandatory,1,121.0,192.0,1480139,63.0,8.0,17.0,9.0,,,DRIVEALONEFREE,-0.9968017374680751,no_subtours,,0out_0in,work
154336339,3764300,work,1,1,1,1,mandatory,1,93.0,197.0,1493079,66.0,8.0,20.0,12.0,,,SHARED3FREE,-3.5405330413268454,eat,,1out_0in,work
154336421,3764302,work,1,1,1,1,mandatory,1,2.0,197.0,1493079,31.0,6.0,18.0,12.0,,,DRIVE_HVY,-3.9570308759103323,no_subtours,,0out_0in,work
155056914,3781875,work,1,1,1,1,mandatory,1,201.0,199.0,1499608,47.0,7.0,17.0,10.0,,,SHARED3FREE,-0.1305947098268202,no_subtours,,0out_0in,work
156557186,3818467,work,1,1,1,1,mandatory,1,213.0,210.0,1511641,79.0,9.0,18.0,9.0,,,SHARED2FREE,0.2847890301061188,no_subtours,,0out_0in,work
157271570,3835891,work,1,1,1,1,mandatory,1,123.0,311.0,1517811,49.0,7.0,19.0,12.0,,,WALK_LOC,-9.25942617168626,eat,,1out_0in,work
157603260,3843981,work,1,1,1,1,mandatory,1,282.0,329.0,1520845,31.0,6.0,18.0,12.0,,,DRIVEALONEFREE,-1.8395915478724085,business1,,1out_1in,work
157872294,3850543,school,1,1,1,1,mandatory,1,330.0,327.0,1522508,47.0,7.0,17.0,10.0,,,SHARED3FREE,-0.9239149829874826,,,1out_0in,school
157872499,3850548,school,1,1,1,1,mandatory,1,343.0,327.0,1522508,142.0,14.0,21.0,7.0,,,SHARED3FREE,-1.2557879426841845,,,0out_1in,school
157873122,3850563,work,1,1,1,1,mandatory,1,315.0,327.0,1522508,27.0,6.0,14.0,8.0,,,SHARED2FREE,-0.3030227830325368,no_subtours,,0out_0in,work
157873327,3850568,work,1,1,1,1,mandatory,1,317.0,327.0,1522508,67.0,8.0,21.0,13.0,,,DRIVEALONEFREE,-0.18301626598836698,maint,,0out_1in,work
158569056,3867537,work,1,1,1,1,mandatory,1,106.0,325.0,1528984,31.0,6.0,18.0,12.0,,,WALK_HVY,-2.991414910760897,no_subtours,,0out_0in,work
158569097,3867538,work,1,1,1,1,mandatory,1,311.0,325.0,1528984,29.0,6.0,16.0,10.0,,,DRIVEALONEFREE,-0.565360057988793,no_subtours,,0out_0in,work
163149289,3979250,work,1,1,1,1,mandatory,1,281.0,293.0,1568318,49.0,7.0,19.0,12.0,,,DRIVEALONEFREE,-1.520230093390364,no_subtours,,0out_0in,work
163149371,3979252,work,1,1,1,1,mandatory,1,12.0,293.0,1568318,30.0,6.0,17.0,11.0,,,DRIVEALONEFREE,-1.8510378881626801,eat,,0out_0in,work
163340431,3983912,work,1,1,1,1,mandatory,1,189.0,296.0,1571100,46.0,7.0,16.0,9.0,,,SHARED2FREE,-4.03817260181871,eat,,2out_1in,work
163340464,3983913,school,1,1,1,1,mandatory,1,296.0,296.0,1571100,61.0,8.0,15.0,7.0,,,DRIVEALONEFREE,-1.6434570913503461,,,0out_0in,school
165630773,4039774,work,1,1,1,1,mandatory,1,249.0,258.0,1592377,152.0,15.0,22.0,7.0,,,DRIVEALONEFREE,0.31674633616463277,no_subtours,,0out_0in,work
165655455,4040376,work,1,1,1,1,mandatory,1,302.0,259.0,1594097,30.0,6.0,17.0,11.0,,,DRIVEALONEFREE,-1.299950733982448,eat,,0out_0in,work
166265535,4055256,work,1,1,1,1,mandatory,1,736.0,260.0,1598119,65.0,8.0,19.0,11.0,,,DRIVEALONEFREE,-4.277395821100241,no_subtours,,1out_1in,work
167987945,4097266,work,1,1,1,1,mandatory,1,462.0,278.0,1616967,13.0,5.0,18.0,13.0,,,DRIVEALONEFREE,-1.5544059950452416,eat,,1out_0in,work
167988027,4097268,work,1,1,1,1,mandatory,1,1448.0,278.0,1616967,9.0,5.0,14.0,9.0,,,SHARED2FREE,-2.2423206217328286,eat,,0out_1in,work
167988101,4097270,school,1,1,1,1,mandatory,1,243.0,278.0,1616967,63.0,8.0,17.0,9.0,,,SHARED3FREE,-2.0237582568068047,,,0out_1in,school
167988183,4097272,school,1,1,1,1,mandatory,1,310.0,278.0,1616967,44.0,7.0,14.0,7.0,,,SHARED3FREE,-1.535083977424102,,,0out_0in,school
168719672,4115113,work,1,1,1,1,mandatory,1,414.0,269.0,1624339,47.0,7.0,17.0,10.0,,,DRIVEALONEFREE,-2.675470834735085,no_subtours,,0out_1in,work
168719713,4115114,work,1,1,1,1,mandatory,1,329.0,269.0,1624339,34.0,6.0,21.0,15.0,,,SHARED2FREE,-1.2511254614328595,no_subtours,,0out_0in,work
168719746,4115115,school,1,1,1,1,mandatory,1,307.0,269.0,1624339,61.0,8.0,15.0,7.0,,,SHARED3FREE,-2.465881092140175,,,0out_1in,school
168839515,4118036,work,1,1,1,1,mandatory,1,246.0,270.0,1625098,64.0,8.0,18.0,10.0,,,DRIVEALONEFREE,-1.0416674582208865,no_subtours,,0out_2in,work
170785293,4165494,work,1,1,1,1,mandatory,1,71.0,286.0,1645302,48.0,7.0,18.0,11.0,,,SHARED3FREE,-0.9948509972663471,no_subtours,,0out_0in,work
171315259,4178420,work,1,1,1,1,mandatory,1,282.0,288.0,1649922,79.0,9.0,18.0,9.0,,,SHARED2FREE,-0.7065458847769335,no_subtours,,0out_3in,work
173984400,4243521,work,1,1,1,1,mandatory,1,863.0,312.0,1676010,84.0,9.0,23.0,14.0,,,SHARED2FREE,-4.6252007704379645,no_subtours,,0out_2in,work
175081765,4270286,work,1,1,1,1,mandatory,1,608.0,558.0,1686844,62.0,8.0,16.0,8.0,,,DRIVEALONEFREE,-0.5984742852726149,no_subtours,,0out_0in,work
175524852,4281093,work,1,1,1,1,mandatory,1,603.0,549.0,1692365,64.0,8.0,18.0,10.0,,,DRIVEALONEFREE,-0.0672824698578313,no_subtours,,1out_0in,work
176932259,4315420,work,1,1,1,1,mandatory,1,554.0,555.0,1704337,48.0,7.0,18.0,11.0,,,WALK_LOC,0.5001720619478266,eat,,0out_0in,work
176932341,4315422,work,1,1,1,1,mandatory,1,434.0,555.0,1704337,13.0,5.0,18.0,13.0,,,SHARED2FREE,-0.10291448452221606,no_subtours,,1out_0in,work
178980824,4365385,work,1,1,1,1,mandatory,1,414.0,653.0,1717736,30.0,6.0,17.0,11.0,,,SHARED3FREE,-0.5838434066730283,eat,,0out_1in,work
178980857,4365386,school,1,1,1,1,mandatory,1,653.0,653.0,1717736,61.0,8.0,15.0,7.0,,,SHARED3FREE,-0.357801582104444,,,0out_0in,school
178980898,4365387,school,1,1,1,1,mandatory,1,653.0,653.0,1717736,77.0,9.0,16.0,7.0,,,SHARED3FREE,-0.357801582104444,,,0out_1in,school
179356917,4374558,work,1,1,1,1,mandatory,1,558.0,654.0,1719984,46.0,7.0,16.0,9.0,,,DRIVEALONEFREE,-0.22771590281483223,no_subtours,,0out_0in,work
179356999,4374560,work,1,1,1,1,mandatory,1,546.0,654.0,1719984,33.0,6.0,20.0,14.0,,,SHARED3FREE,-0.5062379811988448,no_subtours,,0out_0in,work
179462451,4377132,work,1,1,1,1,mandatory,1,349.0,654.0,1721566,64.0,8.0,18.0,10.0,,,DRIVEALONEFREE,-1.5938510320301327,no_subtours,,0out_0in,work
180299999,4397560,work,1,1,1,1,mandatory,1,405.0,651.0,1727975,65.0,8.0,19.0,11.0,,,DRIVEALONEFREE,-0.727175883917528,no_subtours,,0out_3in,work
180300163,4397564,work,1,1,1,1,mandatory,1,651.0,651.0,1727975,51.0,7.0,21.0,14.0,,,WALK,0.49909300190312106,eat,,0out_0in,work
180300237,4397566,school,1,1,1,1,mandatory,1,584.0,651.0,1727975,47.0,7.0,17.0,10.0,,,SHARED3FREE,-0.812844365859204,,,0out_1in,school
180300319,4397568,school,1,1,1,1,mandatory,1,578.0,651.0,1727975,44.0,7.0,14.0,7.0,,,SHARED3FREE,-1.3066770408865076,,,0out_0in,school
182721164,4456613,school,1,1,1,1,mandatory,1,656.0,594.0,1741698,61.0,8.0,15.0,7.0,,,SHARED3FREE,-2.8535250644528136,,,0out_0in,school
182721492,4456621,school,1,1,1,1,mandatory,1,597.0,594.0,1741698,39.0,7.0,9.0,2.0,,,SHARED3FREE,-0.9916582875070608,,,0out_0in,school
182822401,4459082,work,1,1,1,1,mandatory,1,372.0,594.0,1742379,63.0,8.0,17.0,9.0,,,DRIVEALONEFREE,-1.2773951973389102,no_subtours,,1out_0in,work
184906226,4509907,work,1,1,1,1,mandatory,1,652.0,634.0,1757024,28.0,6.0,15.0,9.0,,,DRIVEALONEFREE,-0.5323626928822859,no_subtours,,0out_2in,work
186020762,4537091,school,1,1,1,1,mandatory,1,592.0,627.0,1764690,61.0,8.0,15.0,7.0,,,SHARED2FREE,-2.6463396606857543,,,0out_0in,school
186020885,4537094,school,1,1,1,1,mandatory,1,557.0,627.0,1764690,162.0,17.0,17.0,0.0,,,DRIVEALONEFREE,-1.7298183264731826,,,0out_0in,univ
186191617,4541258,work,1,1,1,1,mandatory,1,377.0,627.0,1765687,47.0,7.0,17.0,10.0,,,DRIVEALONEFREE,-0.7801583183441918,eat,,0out_0in,work
189415980,4619901,work,1,1,1,1,mandatory,1,370.0,494.0,1790466,49.0,7.0,19.0,12.0,,,DRIVEALONEFREE,-0.6144770900148987,no_subtours,,0out_0in,work
189740610,4627819,school,1,1,1,1,mandatory,1,490.0,490.0,1793515,140.0,14.0,19.0,5.0,,,WALK,0.5335851615655969,,,0out_1in,univ
189740651,4627820,school,2,1,1,2,mandatory,1,490.0,490.0,1793515,169.0,18.0,18.0,0.0,,,WALK,0.536847502685636,,,0out_0in,univ
189740652,4627820,school,2,2,2,2,mandatory,1,490.0,490.0,1793515,170.0,18.0,19.0,1.0,,,TAXI,0.5361914136430354,,,0out_2in,univ
190635148,4649637,school,1,1,1,1,mandatory,1,535.0,486.0,1800909,44.0,7.0,14.0,7.0,,,SHARED2FREE,-1.384610920047825,,,0out_0in,school
190635402,4649643,work,1,1,1,1,mandatory,1,365.0,486.0,1800909,28.0,6.0,15.0,9.0,,,DRIVEALONEFREE,-0.4364921473945722,maint,,0out_0in,work
192395614,4692575,work,1,1,1,1,mandatory,1,485.0,479.0,1815567,63.0,8.0,17.0,9.0,,,SHARED2FREE,-0.938866365557348,eat,,0out_0in,work
192395852,4692581,school,2,1,1,2,mandatory,1,498.0,479.0,1815567,37.0,7.0,7.0,0.0,,,SHARED3FREE,-2.869327603928861,,,0out_0in,school
192395853,4692581,school,2,2,2,2,mandatory,1,498.0,479.0,1815567,75.0,9.0,14.0,5.0,,,SHARED3FREE,-3.2877581739151513,,,0out_0in,school
192396098,4692587,school,1,1,1,1,mandatory,1,479.0,479.0,1815567,62.0,8.0,16.0,8.0,,,WALK,-0.28025855660935317,,,0out_0in,school
193718069,4724830,work,1,1,1,1,mandatory,1,403.0,454.0,1827085,67.0,8.0,21.0,13.0,,,DRIVEALONEFREE,-1.2243440437430877,maint,,2out_0in,work
193718110,4724831,work,1,1,1,1,mandatory,1,549.0,454.0,1827085,68.0,8.0,22.0,14.0,,,SHARED3FREE,-2.762017828445683,eat,,1out_0in,work
194428845,4742166,work,1,1,1,1,mandatory,1,396.0,622.0,1833074,48.0,7.0,18.0,11.0,,,SHARED2FREE,-1.2395988268909266,no_subtours,,0out_0in,work
194428886,4742167,work,1,1,1,1,mandatory,1,604.0,622.0,1833074,45.0,7.0,15.0,8.0,,,SHARED3FREE,-0.1936362159971403,eat,,0out_0in,work
194428927,4742168,work,1,1,1,1,mandatory,1,605.0,622.0,1833074,47.0,7.0,17.0,10.0,,,DRIVEALONEFREE,-0.1426920310293283,eat,,0out_0in,work
194921173,4754174,work,1,1,1,1,mandatory,1,331.0,609.0,1836588,64.0,8.0,18.0,10.0,,,DRIVEALONEPAY,-0.7794774240951473,eat,,0out_0in,work
195993889,4780338,school,1,1,1,1,mandatory,1,576.0,613.0,1843983,45.0,7.0,15.0,8.0,,,SHARED3FREE,-1.8486421876027983,,,1out_2in,school
195993938,4780339,work,1,1,1,1,mandatory,1,450.0,613.0,1843983,28.0,6.0,15.0,9.0,,,SHARED2FREE,-0.3395205063189181,eat,,0out_1in,work
195994020,4780341,work,1,1,1,1,mandatory,1,606.0,613.0,1843983,46.0,7.0,16.0,9.0,,,SHARED3FREE,0.05542872246170468,no_subtours,,0out_0in,work
196192911,4785192,work,1,1,1,1,mandatory,1,428.0,608.0,1846107,46.0,7.0,16.0,9.0,,,SHARED2FREE,-0.6999973318635762,no_subtours,,0out_0in,work
196192993,4785194,work,1,1,1,1,mandatory,1,410.0,608.0,1846107,28.0,6.0,15.0,9.0,,,SHARED2FREE,-0.07053325055502133,eat,,0out_0in,work
196193149,4785198,school,1,1,1,1,mandatory,1,616.0,608.0,1846107,31.0,6.0,18.0,12.0,,,SHARED3FREE,0.6095702413576501,,,0out_1in,school
196193313,4785202,school,1,1,1,1,mandatory,1,607.0,608.0,1846107,46.0,7.0,16.0,9.0,,,WALK_LOC,1.0715266798189647,,,0out_0in,school
196193485,4785206,work,1,1,1,1,mandatory,1,576.0,608.0,1846107,142.0,14.0,21.0,7.0,,,SHARED2FREE,-0.4975469319448258,no_subtours,,0out_1in,work
196193567,4785208,work,1,1,1,1,mandatory,1,431.0,608.0,1846107,79.0,9.0,18.0,9.0,,,SHARED3FREE,-0.48696930624439566,no_subtours,,1out_1in,work
196695612,4797453,work,1,1,1,1,mandatory,1,560.0,612.0,1849410,65.0,8.0,19.0,11.0,,,DRIVEALONEFREE,-0.27539232935436037,eat,,0out_0in,work
196695776,4797457,work,1,1,1,1,mandatory,1,608.0,612.0,1849410,80.0,9.0,19.0,10.0,,,DRIVEALONEFREE,0.0863086973100004,eat,,0out_0in,work
196695932,4797461,school,1,1,1,1,mandatory,1,612.0,612.0,1849410,64.0,8.0,18.0,10.0,,,WALK,0.07004591663254767,,,1out_0in,school
198643309,4844958,school,1,1,1,1,mandatory,1,453.0,415.0,1867467,45.0,7.0,15.0,8.0,,,SHARED2FREE,-3.2608252540538785,,,0out_1in,school
199446876,4864557,work,1,1,1,1,mandatory,1,515.0,412.0,1874968,64.0,8.0,18.0,10.0,,,SHARED2FREE,-1.119220783257002,no_subtours,,0out_1in,work
202001914,4926875,work,1,1,1,1,mandatory,1,412.0,544.0,1898891,47.0,7.0,17.0,10.0,,,SHARED3FREE,-1.1000212372140357,no_subtours,,0out_0in,work
202098625,4929234,school,1,1,1,1,mandatory,1,444.0,544.0,1900138,45.0,7.0,15.0,8.0,,,DRIVEALONEFREE,-3.8202774926908605,,,0out_0in,school
202098674,4929235,work,1,1,1,1,mandatory,1,541.0,544.0,1900138,48.0,7.0,18.0,11.0,,,SHARED2FREE,-0.2682822968811929,no_subtours,,0out_0in,work
204691793,4992482,school,1,1,1,1,mandatory,1,475.0,472.0,1925070,61.0,8.0,15.0,7.0,,,DRIVEALONEFREE,-0.888321990953495,,,0out_1in,school
205780433,5019034,work,2,1,1,2,mandatory,1,519.0,504.0,1934886,26.0,6.0,13.0,7.0,,,BIKE,0.41657290364723626,eat,,0out_0in,work
205780434,5019034,work,2,2,2,2,mandatory,1,519.0,504.0,1934886,163.0,17.0,18.0,1.0,,,DRIVEALONEFREE,0.6672576628013871,no_subtours,,0out_0in,work
205780515,5019036,work,1,1,1,1,mandatory,1,315.0,504.0,1934886,95.0,10.0,20.0,10.0,,,WALK_LRF,-0.6835996167754989,no_subtours,,0out_0in,work
205780589,5019038,school,1,1,1,1,mandatory,1,503.0,504.0,1934886,64.0,8.0,18.0,10.0,,,WALK,2.4094806463720055,,,0out_0in,school
206072640,5026161,work,1,1,1,1,mandatory,1,557.0,503.0,1938965,122.0,12.0,22.0,10.0,,,WALK_LRF,-0.29425283544903885,no_subtours,,0out_0in,work
206527002,5037243,work,1,1,1,1,mandatory,1,431.0,499.0,1942598,65.0,8.0,19.0,11.0,,,DRIVEALONEFREE,-0.43046273294396686,no_subtours,,0out_0in,work
206527043,5037244,work,1,1,1,1,mandatory,1,541.0,499.0,1942598,46.0,7.0,16.0,9.0,,,WALK_LOC,-0.32297016199879364,no_subtours,,0out_0in,work
206856757,5045286,school,1,1,1,1,mandatory,1,502.0,474.0,1945327,45.0,7.0,15.0,8.0,,,SHARED3FREE,-0.46563577076418644,,,0out_0in,school
206856880,5045289,school,1,1,1,1,mandatory,1,469.0,474.0,1945327,62.0,8.0,16.0,8.0,,,SHARED2FREE,-0.9225616658546957,,,0out_0in,school
206857003,5045292,school,1,1,1,1,mandatory,1,476.0,474.0,1945327,52.0,7.0,22.0,15.0,,,SHARED3FREE,-1.0066848977035496,,,2out_1in,school
206857134,5045295,work,1,1,1,1,mandatory,1,498.0,474.0,1945327,34.0,6.0,21.0,15.0,,,DRIVEALONEFREE,0.038199335753867254,eat,,0out_2in,work
207027981,5049462,work,1,1,1,1,mandatory,1,410.0,502.0,1946877,23.0,6.0,10.0,4.0,,,DRIVEALONEFREE,-1.274010801174049,no_subtours,,0out_1in,work
207028014,5049463,school,1,1,1,1,mandatory,1,475.0,502.0,1946877,45.0,7.0,15.0,8.0,,,SHARED3FREE,-0.6192423631089615,,,0out_0in,school
207028055,5049464,school,1,1,1,1,mandatory,1,521.0,502.0,1946877,64.0,8.0,18.0,10.0,,,SHARED3FREE,-2.0108382021419158,,,0out_1in,school
207213457,5053986,school,1,1,1,1,mandatory,1,497.0,500.0,1949322,154.0,16.0,16.0,0.0,,,DRIVEALONEFREE,-0.43516018792917943,,,1out_0in,univ
