tour_id,person_id,tour_type,tour_type_count,tour_type_num,tour_num,tour_count,tour_category,number_of_participants,destination,origin,household_id,tdd,start,end,duration,composition,destination_logsum,tour_mode,mode_choice_logsum,atwork_subtour_frequency,parent_tour_id,stop_frequency,primary_purpose
271941758,6632725,shopping,1,1,1,1,non_mandatory,1,1360.0,1353.0,2538172,145.0,15.0,15.0,0.0,,10.034797246279638,DRIVEALONEFREE,-1.0991235945930597,,,0out_0in,shopping
271941791,6632726,othdiscr,1,1,1,1,non_mandatory,1,1363.0,1353.0,2538172,64.0,8.0,18.0,10.0,,11.499228489182773,SHARED2FREE,-2.2373523753202713,,,1out_1in,othdiscr
272164224,6638151,shopping,1,1,1,1,non_mandatory,1,1366.0,1358.0,2540668,101.0,11.0,13.0,2.0,,11.773628947701376,SHARED2FREE,-1.049491063421945,,,0out_0in,shopping
274233371,6688618,shopping,1,1,1,1,non_mandatory,1,1376.0,1355.0,2563210,116.0,12.0,16.0,4.0,,11.473381415425376,DRIVEALONEFREE,-0.31019949226895377,,,0out_0in,shopping
274233412,6688619,shopping,1,1,1,1,non_mandatory,1,1378.0,1355.0,2563210,169.0,18.0,18.0,0.0,,11.424861503535611,SHARED3FREE,-0.36082647068735496,,,1out_0in,shopping
274463291,6694226,othdiscr,1,1,1,1,non_mandatory,1,1356.0,1354.0,2565400,111.0,11.0,23.0,12.0,,12.09435117666704,DRIVEALONEFREE,-0.5392496091944377,,,0out_1in,othdiscr
274463343,6694227,social,1,1,1,1,non_mandatory,1,1359.0,1354.0,2565400,121.0,12.0,21.0,9.0,,10.650660666017977,SHARED2FREE,-0.19152703098245027,,,0out_0in,social
274463417,6694229,othmaint,1,1,1,1,non_mandatory,1,1365.0,1354.0,2565400,146.0,15.0,16.0,1.0,,11.24927379276166,SHARED3FREE,-0.4461416155462497,,,0out_0in,othmaint
274803189,6702516,shopping,1,1,1,1,non_mandatory,1,1361.0,1367.0,2568646,124.0,13.0,13.0,0.0,,10.49139284640537,SHARED3FREE,-1.2672450814634773,,,0out_3in,shopping
275340125,6715612,shopping,1,1,1,1,non_mandatory,1,1360.0,1373.0,2573938,99.0,11.0,11.0,0.0,,12.28600797923212,DRIVEALONEFREE,0.32282415896229727,,,0out_0in,shopping
275340620,6715624,social,1,1,1,1,non_mandatory,1,1382.0,1373.0,2573938,145.0,15.0,15.0,0.0,,11.800853557895179,SHARED2FREE,0.533766911273153,,,0out_0in,social
275524994,6720121,shopping,1,1,1,1,non_mandatory,1,1369.0,1372.0,2575820,155.0,16.0,17.0,1.0,,12.266560249737879,DRIVEALONEFREE,0.06673645108882112,,,0out_0in,shopping
275525008,6720122,eatout,1,1,1,1,non_mandatory,1,1369.0,1372.0,2575820,178.0,19.0,22.0,3.0,,11.494389924291687,SHARED3FREE,0.3245411858096517,,,0out_0in,eatout
275954838,6730605,shopping,1,1,1,2,non_mandatory,1,1348.0,1370.0,2579329,145.0,15.0,15.0,0.0,,11.52022968505041,DRIVEALONEFREE,-0.6542182214806208,,,0out_1in,shopping
275954841,6730605,social,1,1,2,2,non_mandatory,1,1374.0,1370.0,2579329,148.0,15.0,18.0,3.0,,10.772363719991812,BIKE,-0.02314973599752606,,,0out_0in,social
277130144,6759271,shopping,1,1,1,1,non_mandatory,1,1395.0,1395.0,2589943,100.0,11.0,12.0,1.0,,11.188870890902047,DRIVEALONEFREE,0.3981712110967276,,,0out_2in,shopping
277243586,6762038,othmaint,1,1,1,1,non_mandatory,1,1397.0,1395.0,2591068,166.0,17.0,21.0,4.0,,11.201595249353483,SHARED3FREE,-1.2507648206876851,,,0out_0in,othmaint
277420547,6766354,shopping,1,1,1,1,non_mandatory,1,1363.0,1395.0,2592840,85.0,10.0,10.0,0.0,,10.807561327146042,DRIVEALONEFREE,-1.3266205085175324,,,0out_0in,shopping
277781268,6775152,social,1,1,1,1,non_mandatory,1,1399.0,1399.0,2596437,47.0,7.0,17.0,10.0,,9.776601528963646,WALK,0.5103871093930528,,,0out_0in,social
278635623,6795990,shopping,1,1,1,1,non_mandatory,1,1389.0,1389.0,2604730,73.0,9.0,12.0,3.0,,7.992301301315143,DRIVEALONEFREE,-0.4411524994962169,,,0out_1in,shopping
278635664,6795991,shopping,1,1,1,1,non_mandatory,1,1389.0,1389.0,2604730,94.0,10.0,19.0,9.0,,7.9591492480498855,DRIVEALONEFREE,-0.4476328105462865,,,1out_0in,shopping
280477589,6840916,shopping,1,1,1,1,non_mandatory,1,324.0,324.0,2622535,162.0,17.0,17.0,0.0,,12.69592639460338,WALK,0.804961040384561,,,0out_1in,shopping
280477625,6840917,othmaint,1,1,1,1,non_mandatory,1,315.0,324.0,2622535,54.0,8.0,8.0,0.0,,12.868153432778374,DRIVEALONEFREE,-0.02891689757946142,,,0out_0in,othmaint
280820226,6849273,shopping,1,1,1,2,non_mandatory,1,1193.0,1193.0,2625783,115.0,12.0,15.0,3.0,,12.04428351605304,WALK,0.6157793618817605,,,0out_0in,shopping
280820199,6849273,eatout,1,1,2,2,non_mandatory,1,1193.0,1193.0,2625783,171.0,18.0,20.0,2.0,,11.117515114114601,WALK,1.1172611496937657,,,0out_0in,eatout
280947113,6852368,othdiscr,1,1,1,1,non_mandatory,1,777.0,379.0,2627003,87.0,10.0,12.0,2.0,,14.07652860102137,DRIVEALONEFREE,-1.15201013260064,,,2out_2in,othdiscr
280947179,6852370,escort,2,1,1,3,non_mandatory,1,372.0,379.0,2627003,145.0,15.0,15.0,0.0,,12.917313301577172,SHARED3FREE,-0.7015375328257927,,,0out_0in,escort
280947180,6852370,escort,2,2,2,3,non_mandatory,1,364.0,379.0,2627003,170.0,18.0,19.0,1.0,,12.924884673024415,SHARED2FREE,-0.9462200993296748,,,0out_0in,escort
280947203,6852370,shopping,1,1,3,3,non_mandatory,1,372.0,379.0,2627003,124.0,13.0,13.0,0.0,,12.886068169917372,TAXI,0.31717567386554235,,,0out_3in,shopping
280947285,6852372,shopping,1,1,1,1,non_mandatory,1,487.0,379.0,2627003,85.0,10.0,10.0,0.0,,12.981621978075987,DRIVEALONEFREE,-0.26151277921407134,,,0out_0in,shopping
281338726,6861920,eatout,1,1,1,1,non_mandatory,1,56.0,980.0,2630706,156.0,16.0,18.0,2.0,,13.488190226131307,SHARED3FREE,-0.47376572664669686,,,0out_0in,eatout
281338770,6861921,escort,1,1,1,2,non_mandatory,1,967.0,980.0,2630706,54.0,8.0,8.0,0.0,,13.394852142794429,SHARED3FREE,-0.664154309153248,,,0out_0in,escort
281338786,6861921,othdiscr,1,1,2,2,non_mandatory,1,1055.0,980.0,2630706,154.0,16.0,16.0,0.0,,14.93758207985834,WALK_HVY,-0.2577253119000956,,,0out_0in,othdiscr
283166771,6906506,othdiscr,1,1,1,1,non_mandatory,1,872.0,811.0,2647606,100.0,11.0,12.0,1.0,,13.827544478121496,DRIVEALONEFREE,-0.2111134817380049,,,3out_2in,othdiscr
283166820,6906507,shopping,1,1,1,2,non_mandatory,1,954.0,811.0,2647606,59.0,8.0,13.0,5.0,,12.789664130827973,SHARED3FREE,-1.038948807187805,,,0out_0in,shopping
283166812,6906507,othdiscr,1,1,2,2,non_mandatory,1,1161.0,811.0,2647606,146.0,15.0,16.0,1.0,,13.903234314245829,DRIVEALONEFREE,-1.3804889026657525,,,1out_0in,othdiscr
283166861,6906508,shopping,1,1,1,1,non_mandatory,1,812.0,811.0,2647606,75.0,9.0,14.0,5.0,,12.853705467829053,DRIVEALONEFREE,0.3903829914648091,,,0out_1in,shopping
283299570,6909745,othdiscr,1,1,1,1,non_mandatory,1,535.0,694.0,2648798,158.0,16.0,20.0,4.0,,13.528677600264883,SHARED3FREE,-0.43320819412677075,,,3out_0in,othdiscr
283594751,6916945,eatout,1,1,1,1,non_mandatory,1,1314.0,1315.0,2651567,59.0,8.0,13.0,5.0,,9.184981325291071,SHARED2FREE,-0.0028926447504230585,,,0out_0in,eatout
283594860,6916947,shopping,1,1,1,1,non_mandatory,1,1314.0,1315.0,2651567,150.0,15.0,20.0,5.0,,9.176409578619552,DRIVEALONEFREE,-0.27373350843106786,,,0out_1in,shopping
283849552,6923159,shopping,1,1,1,2,non_mandatory,1,801.0,782.0,2653904,171.0,18.0,20.0,2.0,,11.986320818624035,DRIVEALONEFREE,0.024515993836966038,,,0out_0in,shopping
283849547,6923159,othmaint,1,1,2,2,non_mandatory,1,778.0,782.0,2653904,180.0,20.0,20.0,0.0,,12.621904790865184,SHARED3FREE,-0.0312461974676685,,,0out_2in,othmaint
284457066,6937977,escort,2,1,1,3,non_mandatory,1,1321.0,1321.0,2659640,54.0,8.0,8.0,0.0,,10.746894564517707,SHARED3FREE,-0.7505606775688534,,,0out_0in,escort
284457067,6937977,escort,2,2,2,3,non_mandatory,1,1319.0,1321.0,2659640,172.0,18.0,21.0,3.0,,10.785739055024964,SHARED2FREE,-1.16451876205801,,,0out_0in,escort
284457090,6937977,shopping,1,1,3,3,non_mandatory,1,1324.0,1321.0,2659640,124.0,13.0,13.0,0.0,,10.255545358970723,DRIVEALONEFREE,-0.5473445999721404,,,0out_1in,shopping
284680458,6943425,shopping,1,1,1,2,non_mandatory,1,1430.0,1431.0,2661743,86.0,10.0,11.0,1.0,,12.168200735252533,SHARED2FREE,0.025079236591726794,,,0out_1in,shopping
284680450,6943425,othdiscr,1,1,2,2,non_mandatory,1,1428.0,1431.0,2661743,136.0,14.0,15.0,1.0,,13.165334053004758,SHARED2FREE,-0.01245539342422265,,,0out_1in,othdiscr
285110543,6953915,othmaint,1,1,1,1,non_mandatory,1,1286.0,1249.0,2665763,87.0,10.0,12.0,2.0,,11.103086363552611,SHARED2FREE,-1.8627219728189643,,,0out_0in,othmaint
286510332,6988056,social,1,1,1,1,non_mandatory,1,555.0,633.0,2678779,147.0,15.0,17.0,2.0,,12.030650194105887,DRIVEALONEFREE,-0.5333110501285884,,,0out_0in,social
