TAZ,size_term,shadow_price_size_term_adjustment,shadow_price_utility_adjustment
1,2.0,1,0
2,3.0,1,0
3,8.0,1,0
4,3.0,1,0
5,19.0,1,0
6,167.0,1,0
7,328.0,1,0
8,571.0,1,0
9,789.0,1,0
10,360.0,1,0
11,430.0,1,0
12,78.0,1,0
13,5.0,1,0
14,20.0,1,0
15,24.0,1,0
16,268.0,1,0
17,468.0,1,0
18,107.0,1,0
19,31.0,1,0
20,289.0,1,0
21,139.0,1,0
22,69.0,1,0
23,84.0,1,0
24,67.0,1,0
25,431.0,1,0
26,205.0,1,0
27,328.0,1,0
28,231.0,1,0
29,172.0,1,0
30,537.0,1,0
31,148.0,1,0
32,271.0,1,0
33,396.0,1,0
34,208.0,1,0
35,444.0,1,0
36,771.0,1,0
37,308.0,1,0
38,314.0,1,0
39,264.0,1,0
40,252.0,1,0
41,188.0,1,0
42,380.0,1,0
43,328.0,1,0
44,240.0,1,0
45,252.0,1,0
46,230.0,1,0
47,100.0,1,0
48,334.0,1,0
49,330.0,1,0
50,501.0,1,0
51,311.0,1,0
52,402.0,1,0
53,11.0,1,0
54,835.0,1,0
55,329.0,1,0
56,1.0,1,0
57,592.0,1,0
58,630.0,1,0
59,942.0,1,0
60,489.0,1,0
61,433.0,1,0
62,1055.0,1,0
63,739.0,1,0
64,741.0,1,0
65,688.0,1,0
66,293.0,1,0
67,376.0,1,0
68,330.0,1,0
69,396.0,1,0
70,606.0,1,0
71,564.0,1,0
72,133.0,1,0
73,237.0,1,0
74,141.0,1,0
75,16.0,1,0
76,109.0,1,0
77,350.0,1,0
78,451.0,1,0
79,130.0,1,0
80,287.0,1,0
81,558.0,1,0
82,88.0,1,0
83,224.0,1,0
84,179.0,1,0
85,269.0,1,0
86,627.0,1,0
87,388.0,1,0
88,325.0,1,0
89,601.0,1,0
90,341.0,1,0
91,463.0,1,0
92,302.0,1,0
93,226.0,1,0
94,129.0,1,0
95,257.0,1,0
96,236.0,1,0
97,341.0,1,0
98,400.0,1,0
99,350.0,1,0
100,570.0,1,0
101,670.0,1,0
102,362.0,1,0
103,290.0,1,0
104,193.0,1,0
105,661.0,1,0
106,563.0,1,0
107,150.0,1,0
108,73.0,1,0
109,410.0,1,0
110,84.0,1,0
111,68.0,1,0
112,226.0,1,0
113,673.0,1,0
114,206.0,1,0
115,210.0,1,0
116,537.0,1,0
117,628.0,1,0
118,602.0,1,0
119,278.0,1,0
120,399.0,1,0
121,378.0,1,0
122,621.0,1,0
123,463.0,1,0
124,804.0,1,0
125,488.0,1,0
126,807.0,1,0
127,522.0,1,0
128,437.0,1,0
129,329.0,1,0
130,428.0,1,0
131,872.0,1,0
132,541.0,1,0
133,799.0,1,0
134,1332.0,1,0
135,1074.0,1,0
136,499.0,1,0
137,929.0,1,0
138,1505.0,1,0
139,829.0,1,0
140,738.0,1,0
141,483.0,1,0
142,16.0,1,0
143,191.0,1,0
144,820.0,1,0
145,1354.0,1,0
146,12.0,1,0
147,975.0,1,0
148,675.0,1,0
149,562.0,1,0
150,431.0,1,0
151,364.0,1,0
152,431.0,1,0
153,576.0,1,0
154,621.0,1,0
155,553.0,1,0
156,513.0,1,0
157,1002.0,1,0
158,95.0,1,0
159,724.0,1,0
160,776.0,1,0
161,774.0,1,0
162,600.0,1,0
163,821.0,1,0
164,1209.0,1,0
165,1068.0,1,0
166,1310.0,1,0
167,918.0,1,0
168,1279.0,1,0
169,1176.0,1,0
170,920.0,1,0
171,412.0,1,0
172,997.0,1,0
173,572.0,1,0
174,691.0,1,0
175,150.0,1,0
