TAZ,utility
1,0.20529369815253506
2,0.47200161821149056
3,-1.07224646057063
4,0.770518425221943
5,3.076664462218158
6,1.1531221820860402
7,1.059359870588577
8,1.6022621947754265
9,2.312381972769688
10,1.4573617257874618
11,2.5216860961183345
12,2.092609574619634
13,1.30570585101382
14,-0.24701203977171016
15,-0.1401243122438256
16,1.3457113229041546
17,1.4130925829898997
18,1.8804312311786164
19,1.5551651981896635
20,1.5153939259987643
21,1.3409140620997029
22,0.8246333742520813
23,0.38694287191046506
24,1.1614247248499838
25,1.1530024554616896
26,0.5313050614760932
27,1.431634928720647
28,0.45509479295671706
29,0.039734174163092106
30,1.1398785173988033
31,0.5933973685431253
32,1.6095579399831115
33,1.0268091433620796
34,0.3862592989586622
35,0.7621700327635379
36,1.898732755601558
37,1.0664428256732625
38,0.8439167744855842
39,0.6517116713344668
40,1.3835106853270291
41,2.0121884462928765
42,1.3698064147169795
43,1.2375622076734407
44,1.073415648917635
45,0.9815990753968968
46,0.5405100593089287
47,1.669093814735903
48,0.4488572941465403
49,0.5266570553868908
50,0.9055403378406162
51,0.9099579674689036
52,0.4063363784765981
53,0.20169822453806407
54,0.3465279707428728
55,-0.5427432590277297
56,0.14450891416655853
57,0.15481976084560412
58,0.776580097324004
59,1.213323916926555
60,0.033539175290686174
61,-0.08058065387448288
62,1.106189324757545
63,0.7253582192599861
64,0.7507298239136837
65,0.9924939235038188
66,0.3756116842122248
67,0.5325283277959594
68,-0.017009558817721704
69,2.171405373300451
70,1.4267002665127313
71,1.494331272728953
72,0.1421776990974486
73,0.9496031960505142
74,1.0211538462112228
75,0.9466558288935447
76,0.3898984629200317
77,1.5577507793167271
78,0.6832423973545954
79,1.9917836107176772
80,0.16310072334102355
81,1.1459154140505747
82,0.972601043958778
83,0.3344653903604824
84,-0.24746084527315926
85,0.5879074302770881
86,1.4875040085592772
87,1.1165630226868108
88,0.9599512822933605
89,0.8599560132387802
90,2.0585020433970707
91,1.125295893983493
