alternative,utility
tour_id,20976634.0
0,-2.3568541010547626
1,-2.0908839895547735
2,-3.906781563149696
3,-3.685353953769307
4,-4.307774081261897
5,-4.098595691161851
6,-3.9907701082668234
7,-3.799690089200261
8,-3.6677719672410563
9,-3.50505941428014
10,-3.3629985213279725
11,-3.2026238463391286
12,-3.125959418582511
13,-3.1033820034996484
14,-2.8959367818983233
15,-3.084299844777047
16,-3.4998298655974622
17,-5.177064690917821
18,-7.1827611023886675
19,-1.7089461678344953
20,-1.4429760563345062
21,-3.2588736299294285
22,-3.03744602054904
23,-3.6598661480416297
24,-3.4506877579415836
25,-3.342862175046556
26,-3.1517821559799937
27,-3.019864034020789
28,-2.857151481059873
29,-2.715090588107705
30,-2.5547159131188613
31,-2.4780514853622435
32,-2.6563927745506977
33,-2.248028848678056
34,-2.43639191155678
35,-3.6592933997291084
36,-4.529156757697554
37,0.12232973299136296
38,0.388299844491352
39,-1.4275977291035704
40,-1.2061701197231818
41,-1.8285902472157716
42,-1.6194118571157257
43,-1.511586274220698
44,-1.3205062551541356
45,-1.188588133194931
46,-1.0258755802340147
47,-0.8838146872818471
48,-0.7234400122930031
49,-0.8476942888077019
50,-0.8251168737248396
51,-0.41675294785219785
52,-1.4124874780828351
53,-1.8280174989032503
54,0.6399403630118622
55,0.9059104745118512
56,-0.9099870990830712
57,-0.6885594897026825
58,-1.3109796171952723
59,-1.1018012270952264
60,-0.9939756442001988
61,-0.8028956251336363
62,-0.6709775031744316
63,-0.5082649502135155
64,-0.36620405726134786
65,-0.40674808654382044
66,-0.3300836587872027
67,-0.3075062437043403
68,-0.7065137851836121
69,-0.8948768480623359
70,-0.7614566510249124
71,-0.4954865395249234
72,-2.311384113119846
73,-2.089956503739457
74,-2.712376631232047
75,-2.503198241132001
76,-2.3953726582369734
77,-2.204292639170411
78,-2.0723745172112062
79,-1.9096619642502901
80,-1.968519775569439
81,-1.808145100580595
82,-1.7314806728239773
83,-2.5162747250930284
84,-2.1079107992203867
85,-0.48740641900191173
86,-0.22143630750192267
87,-2.037333881096845
88,-1.8159062717164565
89,-2.4383263992090463
90,-2.229148009109
91,-2.1213224262139727
92,-1.9302424071474102
93,-1.7983242851882058
94,-1.836530436498606
95,-1.6944695435464383
96,-1.5340948685575944
97,-2.26480190815289
98,-2.2422244930700277
99,-0.4672764198560463
100,-0.20130630835605723
101,-2.0172038819509797
102,-1.795776272570591
103,-2.418196400063181
104,-2.2090180099631347
105,-2.1011924270681073
106,-1.9101124080015448
107,-1.9791129903136568
108,-1.8164004373527405
109,-1.6743395444005729
110,-2.3213363367636424
111,-2.2446719090070246
112,-0.44714642071018085
113,-0.1811763092101918
114,-1.9970738828051142
115,-1.7756462734247256
116,-2.3980664009173154
117,-2.1888880108172692
118,-2.081062427922242
119,-2.090901113126996
120,-1.9589829911677914
121,-1.796270438206875
122,-2.461581012606621
123,-2.301206337617777
124,-0.455678438179587
125,-0.18970832667959792
126,-2.0056059002745203
127,-1.7841782908941317
128,-2.4065984183867215
129,-2.1974200282866754
130,-2.2905131496629645
131,-2.099433130596402
132,-1.9675150086371975
133,-2.6121739230281946
134,-2.470113030076027
135,-0.43554843903372154
136,-0.16957832753373248
137,-1.985475901128655
138,-1.7640482917482663
139,-2.386468419240856
140,-2.3782087334121265
141,-2.270383150517099
142,-2.0793031314505366
143,-2.7547564768432453
144,-2.592043923882329
145,-0.4154184398878561
146,-0.14944832838786704
147,-1.9653459019827895
148,-1.7439182926024008
149,-2.567257124366307
150,-2.358078734266261
151,-2.2502531513712336
152,-2.8665445996565846
153,-2.73462647769738
154,-1.575428578414415
155,-1.309458466914426
156,-3.1253560405093483
157,-3.1048471354002762
158,-3.727267262892866
159,-3.51808887279282
160,-4.217634757249706
161,-4.026554738183144
162,-1.5552985792685496
163,-1.2893284677685606
164,-3.3061447456347994
165,-3.084717136254411
166,-3.7071372637470006
167,-4.305330340998868
168,-4.1975047581038405
169,-1.5351685801226842
170,-1.4701171728940117
171,-3.286014746488934
172,-3.0645871371085454
173,-4.494378731953049
174,-4.2852003418530025
175,-4.484550000511502
176,-4.218579889011513
177,-6.034477462606436
178,-6.62042132057796
179,-7.24284144807055
180,-4.464420001365637
181,-4.198449889865648
182,-6.821718930812484
183,-6.600291321432095
184,-4.4442900022197716
185,-4.985691358071696
186,-6.801588931666618
187,-9.511678546078896
188,-9.245708434578907
189,-9.49154854693303
