TAZ,utility
1,2.161472152913043
2,2.4021665497193023
3,0.8617464077453327
4,2.671591931030589
5,5.229454002848476
6,2.65689505212101
7,2.3241860174733215
8,2.917205315676064
9,3.5445045791920213
10,2.763359882333174
11,4.523133155798741
12,3.841753932259671
13,3.2664017204055327
14,1.4835482835311504
15,1.5193700312766882
16,2.484687251418026
17,2.3975928912078137
18,2.7813429219902277
19,3.7499407517201746
20,2.74386406564492
21,3.160264570093651
22,2.634773488656524
23,1.7461689324012823
24,2.9762977728278246
25,2.219226928937082
26,1.6835543364815022
27,2.2061458485917553
28,1.3289360873479081
29,0.21763507734690268
30,1.5350450812746441
31,1.9124499719660308
32,3.1118241904792416
33,1.6024149639130592
34,1.6255256710775123
35,-0.1938764982980281
36,2.977174508021994
37,1.6536163275637081
38,1.2915982962958363
39,0.8588279125616749
40,0.9439740496278333
41,4.032810743081051
42,1.4122922806280211
43,3.1137363481503044
44,1.9664182597612578
45,2.401496811017796
46,1.6149651231549482
47,3.4165992059159436
48,1.154593772407595
49,0.746085219707564
50,2.2344172671918505
51,1.762205722242335
52,1.4461432059737218
53,2.1937837014983907
54,0.8976003796524603
55,-0.25772577032432586
56,2.238201662236884
57,-1.1410584975488298
58,0.27063202792566443
59,0.5342787338564019
60,-1.7243762270676104
61,-0.5163524019315848
62,1.065558691589171
63,0.06730288136715057
64,0.34325604610543525
65,1.7321458469787903
66,1.9204136310804678
67,1.7517939831169356
68,-0.005072181012365284
69,3.8039290811014066
70,2.771106179447159
71,2.9823751046378018
72,1.2951243139712822
73,2.680291244502155
74,2.7903140139542373
75,3.0088833526387058
76,1.8079125310869903
77,2.855114502424776
78,-0.08719625405520981
79,3.677351456502408
80,-0.44104736517688403
81,1.5114298610961994
82,2.897511527200032
83,0.6909417812281946
84,0.45604048304387934
85,1.6702337360197088
86,0.7026715478993628
87,2.3475531775020952
88,2.584162763712815
89,1.1024680802839946
90,3.855627386534091
91,2.5071701664223145
92,1.2479090364378465
93,2.5898224283397733
94,1.6312470455939332
95,-0.9151410838053287
96,-1.0875641701446939
97,1.2057912995771423
