dest_taz,utility
1,2.4792988235067766
2,2.6172494829423627
3,1.3192384487915523
4,2.8135764461254773
5,5.773966555470775
6,2.1095723124041803
7,2.7143533640811155
8,3.383216146197992
9,2.2776392050187932
10,2.089972495150983
11,5.104148619190383
12,3.6175400589399542
13,3.6120648288471204
14,1.7158242132372488
15,1.4948531831653034
16,2.191328215740406
17,2.914600557148281
18,3.276037569290301
19,4.333286046902593
20,3.076233745165518
21,3.582477682707548
22,2.8585968430823017
23,0.10982374769252701
24,3.2131365054850343
25,2.7279256751672163
26,2.206163247937648
27,1.8729605853978755
28,1.76374337839863
29,0.4429962431629666
30,1.191441097644268
31,0.9139893829485293
32,2.8026997086293974
33,2.028542163827163
34,1.9223133800283279
35,-0.0849801821667926
36,3.2520639675248293
37,0.8041020295225221
38,1.4523308818807097
39,0.6065716543754882
40,1.3283981245805698
41,4.527665197202617
42,-1.0031930349956497
43,3.3084939874851993
44,1.2654834676755637
45,2.662198433307102
46,0.9378512035827185
47,1.469526256202983
48,0.8101214251947781
49,-0.3944500644831379
50,2.5498905683340727
51,-0.30762971649915194
52,0.14021354837829048
53,-0.4059643066798655
54,0.8956895659682704
55,-0.08567590562855987
56,-4.148120965093314
57,-2.9998962184653735
58,0.050123370379933085
59,-0.4885715059091895
60,-2.053300509151561
61,-0.7263776306539058
62,1.1310677633286343
63,0.0053247601072565764
64,0.3851832588659918
65,1.9219183256001968
66,2.0551625952079293
67,1.2962482076614932
68,0.3762472646375561
69,1.9995363176168302
70,2.9536975319034373
71,1.5585064048236794
72,0.15429798997414945
73,2.9606699688728213
74,2.411231324544761
75,3.201965252220398
76,1.889577441527627
77,1.9236902676581167
78,-1.1812826124972244
79,1.697221684691407
80,-0.8566535634913763
81,1.3238616874500857
82,2.791369098257232
83,0.9399489953083933
84,0.7059520532943684
85,1.2658581658229822
86,0.3417595806381639
87,0.8292512956791729
88,2.913077841266797
89,1.2006799287223449
90,-2.0572808146202197
91,2.2648715685245797
92,0.5684274496724284
93,2.2215277301765024
94,1.9570687700729077
95,-1.6841826530391328
96,-1.200259271411837
97,1.4794276772460222
98,0.7967436466469611
99,0.497608417202569
100,2.2541030526461245
101,2.7084473616974356
102,1.9995340822976093
103,1.3838010538976917
104,1.575895336136615
105,1.5675801581708453
106,3.0867872415784965
107,4.40237449925354
108,1.6792379162744075
109,2.132982389980258
110,1.127456089218854
111,2.1548711315288287
112,0.9859338637095307
113,0.037602747093262945
114,2.425487666866879
115,-0.12714641440452246
116,2.491344089013031
117,0.14188296685704493
118,-1.078072688690078
119,1.3362756537621308
120,2.7219855802973822
121,2.5646056160674973
122,0.22570559660176048
123,1.943596161646309
124,0.6620337600436281
