trip_id,person_id,number_of_participants,trip_mode,PlanElementIndex,ActivityElement,ActivityType,x,y,departure_time
,1980731.0,,,7,activity,Home,-122.2183653,38.0514568,
,1991501.0,,,1,activity,Home,-122.30958400000002,38.0085174,16.732
653212529.0,1991501.0,1.0,SHARED2FREE,2,leg,,,,
,1991501.0,,,3,activity,othdiscr,-122.32761877747126,37.9490914790832,17.873
653212533.0,1991501.0,1.0,SHARED2FREE,4,leg,,,,
,1991501.0,,,5,activity,Home,-122.30958400000002,38.0085174,
,1991503.0,,,1,activity,Home,-122.30958400000002,38.0085174,10.171
653213057.0,1991503.0,1.0,SHARED2FREE,2,leg,,,,
,1991503.0,,,3,activity,escort,-122.28875429485923,38.002824952547506,10.855
653213061.0,1991503.0,1.0,SHARED2FREE,4,leg,,,,
,1991503.0,,,5,activity,Home,-122.30958400000002,38.0085174,11.236
653213065.0,1991503.0,1.0,SHARED2FREE,6,leg,,,,
,1991503.0,,,7,activity,escort,-122.28058682647315,38.024786106216304,13.103
653213069.0,1991503.0,1.0,SHARED2FREE,8,leg,,,,
,1991503.0,,,9,activity,Home,-122.30958400000002,38.0085174,13.225
653213073.0,1991503.0,1.0,SHARED3FREE,10,leg,,,,
,1991503.0,,,11,activity,escort,-122.33385877403094,37.96322736681677,13.533
653213077.0,1991503.0,1.0,SHARED3FREE,12,leg,,,,
,1991503.0,,,13,activity,Home,-122.30958400000002,38.0085174,
,1991505.0,,,1,activity,Home,-122.30958400000002,38.0085174,7.834
653213889.0,1991505.0,1.0,WALK,2,leg,,,,
,1991505.0,,,3,activity,school,-122.30162659628398,38.010029642261316,15.367
653213893.0,1991505.0,1.0,WALK,4,leg,,,,
,1991505.0,,,5,activity,social,-122.31581319327917,38.0012878377469,16.726
653213894.0,1991505.0,1.0,WALK,6,leg,,,,
,1991505.0,,,7,activity,Home,-122.30958400000002,38.0085174,
,1992185.0,,,1,activity,Home,-122.2976861,38.0088409,9.782
653436729.0,1992185.0,1.0,SHARED2FREE,2,leg,,,,
,1992185.0,,,3,activity,shopping,-122.04152277788519,37.96780918537149,12.943
653436730.0,1992185.0,1.0,SHARED2FREE,4,leg,,,,
,1992185.0,,,5,activity,eatout,-122.06143522131684,37.906327727358615,13.075
653436733.0,1992185.0,1.0,SHARED2FREE,6,leg,,,,
,1992185.0,,,7,activity,social,-122.1318249434896,37.88387480039542,13.224
653436734.0,1992185.0,1.0,SHARED2FREE,8,leg,,,,
,1992185.0,,,9,activity,shopping,-122.29594730478162,37.90477409181362,14.614
653436735.0,1992185.0,1.0,DRIVEALONEFREE,10,leg,,,,
,1992185.0,,,11,activity,Home,-122.2976861,38.0088409,16.301
653436905.0,1992185.0,1.0,TNC_SHARED,12,leg,,,,
,1992185.0,,,13,activity,othmaint,-122.05092083054313,37.88406344510903,16.88
653436909.0,1992185.0,1.0,DRIVEALONEFREE,14,leg,,,,
,1992185.0,,,15,activity,othmaint,-122.11566351910292,37.99787545741787,19.214
653436910.0,1992185.0,1.0,DRIVEALONEFREE,16,leg,,,,
,1992185.0,,,17,activity,othmaint,-122.28215537249609,38.01263364786593,19.843
653436911.0,1992185.0,1.0,DRIVEALONEFREE,18,leg,,,,
,1992185.0,,,19,activity,Home,-122.2976861,38.0088409,
,1996252.0,,,1,activity,Home,-122.2980591,37.9983043,10.343
654770881.0,1996252.0,1.0,DRIVEALONEFREE,2,leg,,,,
,1996252.0,,,3,activity,othmaint,-122.26999979677652,38.011558912798044,13.019
654770885.0,1996252.0,1.0,DRIVEALONEFREE,4,leg,,,,
,1996252.0,,,5,activity,Home,-122.2980591,37.9983043,13.902
654770921.0,1996252.0,1.0,SHARED2FREE,6,leg,,,,
,1996252.0,,,7,activity,eatout,-122.28225938730674,38.0230831831598,15.003
654770922.0,1996252.0,1.0,SHARED2FREE,8,leg,,,,
,1996252.0,,,9,activity,shopping,-122.2408848929423,38.05724849818079,17.819
654770925.0,1996252.0,1.0,SHARED2FREE,10,leg,,,,
,1996252.0,,,11,activity,Home,-122.2980591,37.9983043,18.304
654770889.0,1996252.0,1.0,WALK_LOC,12,leg,,,,
,1996252.0,,,13,activity,othmaint,-122.27022926865368,37.860531700211205,23.583
654770893.0,1996252.0,1.0,WALK_HVY,14,leg,,,,
,1996252.0,,,15,activity,Home,-122.2980591,37.9983043,
,1996255.0,,,1,activity,Home,-122.2980591,37.9983043,10.862
654771865.0,1996255.0,1.0,DRIVEALONEFREE,2,leg,,,,
,1996255.0,,,3,activity,othmaint,-122.31636688929748,37.964459551401085,17.547
654771869.0,1996255.0,1.0,DRIVEALONEFREE,4,leg,,,,
,1996255.0,,,5,activity,Home,-122.2980591,37.9983043,
,1997215.0,,,1,activity,Home,-122.2802067,38.0077395,6.59
655086833.0,1997215.0,1.0,DRIVEALONEFREE,2,leg,,,,
,1997215.0,,,3,activity,work,-122.2802067,38.0077395,12.471
655086521.0,1997215.0,1.0,SHARED2FREE,4,leg,,,,
,1997215.0,,,5,activity,atwork,-122.35556078648074,38.005773819872886,14.483
655086525.0,1997215.0,1.0,SHARED2FREE,6,leg,,,,
,1997215.0,,,7,activity,Work,-122.30949071524695,37.98741664783586,17.758
655086837.0,1997215.0,1.0,DRIVEALONEFREE,8,leg,,,,
,1997215.0,,,9,activity,Home,-122.29952090174939,37.99908920022627,18.746
655086721.0,1997215.0,1.0,DRIVEALONEFREE,10,leg,,,,
,1997215.0,,,11,activity,othdiscr,-122.28058682647315,38.024786106216304,21.139
655086725.0,1997215.0,1.0,DRIVEALONEFREE,12,leg,,,,
,1997215.0,,,13,activity,Home,-122.2802067,38.0077395,21.235
655086785.0,1997215.0,1.0,DRIVEALONEFREE,14,leg,,,,
,1997215.0,,,15,activity,shopping,-122.19694723002458,38.12585872352105,23.691
655086789.0,1997215.0,1.0,DRIVEALONEFREE,16,leg,,,,
,1997215.0,,,17,activity,Home,-122.2802067,38.0077395,
,1997373.0,,,1,activity,Home,-122.2808061,38.0051878,6.707
655138545.0,1997373.0,1.0,DRIVEALONEFREE,2,leg,,,,
,1997373.0,,,3,activity,othdiscr,-122.23816209555235,38.12819202867913,11.356
655138549.0,1997373.0,1.0,DRIVEALONEFREE,4,leg,,,,
,1997373.0,,,5,activity,Home,-122.2808061,38.0051878,
,1997375.0,,,1,activity,Home,-122.2808061,38.0051878,8.199
655139265.0,1997375.0,1.0,TNC_SINGLE,2,leg,,,,
,1997375.0,,,3,activity,shopping,-122.3163049238043,37.974611979321345,8.431
655139269.0,1997375.0,1.0,DRIVEALONEFREE,4,leg,,,,
,1997375.0,,,5,activity,othmaint,-122.30096314129031,37.98069067608923,8.626
655139270.0,1997375.0,1.0,DRIVEALONEFREE,6,leg,,,,
,1997375.0,,,7,activity,shopping,-122.29972273765539,37.98528988216762,8.678
655139271.0,1997375.0,1.0,DRIVEALONEFREE,8,leg,,,,
,1997375.0,,,9,activity,Home,-122.2808061,38.0051878,18.432
655139049.0,1997375.0,1.0,WALK,10,leg,,,,
,1997375.0,,,11,activity,eatout,-122.28974570735217,37.99716908705454,18.717
655139053.0,1997375.0,1.0,WALK,12,leg,,,,
,1997375.0,,,13,activity,Home,-122.2808061,38.0051878,
,2003320.0,,,1,activity,Home,-122.2862142,38.01384270000001,8.381
657089273.0,2003320.0,1.0,WALK_LOC,2,leg,,,,
,2003320.0,,,3,activity,othmaint,-122.33659828634553,37.94714333139233,9.521
657089274.0,2003320.0,1.0,SHARED2FREE,4,leg,,,,
,2003320.0,,,5,activity,work,-122.2862142,38.01384270000001,12.409
657088993.0,2003320.0,1.0,WALK,6,leg,,,,
,2003320.0,,,7,activity,atwork,-122.55235111296358,37.99714652445289,13.725
657088997.0,2003320.0,1.0,WALK,8,leg,,,,
,2003320.0,,,9,activity,Work,-122.55335838916976,37.995509640161465,18.213
657089277.0,2003320.0,1.0,WALK_EXP,10,leg,,,,
,2003320.0,,,11,activity,Home,-122.2947073891436,38.00164557100278,20.005
657089161.0,2003320.0,1.0,WALK,12,leg,,,,
,2003320.0,,,13,activity,social,-122.29904232409694,37.9958925117032,20.582
657089162.0,2003320.0,1.0,WALK,14,leg,,,,
,2003320.0,,,15,activity,othdiscr,-122.27705593022095,38.01553123060595,20.668
657089163.0,2003320.0,1.0,WALK,16,leg,,,,
,2003320.0,,,17,activity,escort,-122.28109392806144,38.02538293227811,20.897
657089164.0,2003320.0,1.0,WALK,18,leg,,,,
,2003320.0,,,19,activity,othdiscr,-122.27391420524536,38.01401142708218,23.047
657089165.0,2003320.0,1.0,WALK,20,leg,,,,
,2003320.0,,,21,activity,othdiscr,-122.28629876477099,38.00782202815551,23.418
657089166.0,2003320.0,1.0,WALK,22,leg,,,,
,2003320.0,,,23,activity,Home,-122.2862142,38.01384270000001,
,2010255.0,,,1,activity,Home,-122.2461943,37.9974793,5.277
659363713.0,2010255.0,1.0,SHARED3FREE,2,leg,,,,
,2010255.0,,,3,activity,escort,-122.27836754989183,38.001794417303934,8.607
659363717.0,2010255.0,1.0,SHARED3FREE,4,leg,,,,
,2010255.0,,,5,activity,Home,-122.2461943,37.9974793,10.392
659363865.0,2010255.0,1.0,TNC_SINGLE,6,leg,,,,
,2010255.0,,,7,activity,shopping,-122.36158004815319,37.969499624837376,10.968
659363866.0,2010255.0,1.0,TNC_SINGLE,8,leg,,,,
,2010255.0,,,9,activity,othmaint,-122.28607263044893,37.9957237600246,11.755
659363869.0,2010255.0,1.0,TNC_SINGLE,10,leg,,,,
,2010255.0,,,11,activity,Home,-122.2461943,37.9974793,12.306
659363721.0,2010255.0,1.0,SHARED2FREE,12,leg,,,,
,2010255.0,,,13,activity,escort,-122.23984124610692,37.97460480036081,13.114
659363725.0,2010255.0,1.0,SHARED2FREE,14,leg,,,,
,2010255.0,,,15,activity,othmaint,-122.31393545126274,37.96714337420426,13.891
659363726.0,2010255.0,1.0,SHARED2FREE,16,leg,,,,
,2010255.0,,,17,activity,social,-122.29758742751982,37.954637719148124,13.95
659363727.0,2010255.0,1.0,SHARED2FREE,18,leg,,,,
,2010255.0,,,19,activity,shopping,-122.32484015581534,37.97310296401578,13.968
659363728.0,2010255.0,1.0,SHARED2FREE,20,leg,,,,
,2010255.0,,,21,activity,Home,-122.2461943,37.9974793,18.289
659363905.0,2010255.0,1.0,SHARED3FREE,22,leg,,,,
,2010255.0,,,23,activity,eatout,-122.06527726450837,37.99522416779805,18.638
659363906.0,2010255.0,1.0,DRIVEALONEFREE,24,leg,,,,
,2010255.0,,,25,activity,shopping,-122.05700041567732,37.926453449024834,18.695
659363909.0,2010255.0,1.0,SHARED2FREE,26,leg,,,,
,2010255.0,,,27,activity,Home,-122.2461943,37.9974793,
,2010256.0,,,1,activity,Home,-122.2461943,37.9974793,9.156
659364041.0,2010256.0,1.0,SHARED3FREE,2,leg,,,,
,2010256.0,,,3,activity,escort,-122.3409586193128,37.9884013309478,12.23
659364045.0,2010256.0,1.0,SHARED3FREE,4,leg,,,,
,2010256.0,,,5,activity,Home,-122.2461943,37.9974793,
,2010257.0,,,1,activity,Home,-122.2461943,37.9974793,8.306
659364545.0,2010257.0,1.0,SHARED3FREE,2,leg,,,,
,2010257.0,,,3,activity,school,-122.24155250243209,37.99894604920747,15.511
659364549.0,2010257.0,1.0,WALK,4,leg,,,,
,2010257.0,,,5,activity,Home,-122.2461943,37.9974793,
,2010258.0,,,1,activity,Home,-122.2461943,37.9974793,8.761
659364697.0,2010258.0,1.0,SHARED3FREE,2,leg,,,,
,2010258.0,,,3,activity,escort,-122.29244724677386,38.015274131124066,8.795
659364701.0,2010258.0,1.0,SHARED3FREE,4,leg,,,,
,2010258.0,,,5,activity,Home,-122.2461943,37.9974793,
,2012212.0,,,1,activity,Home,-122.246226,38.001298,6.221
660005849.0,2012212.0,1.0,SHARED3FREE,2,leg,,,,
,2012212.0,,,3,activity,work,-121.99228861479858,38.03219297534665,14.607
660005853.0,2012212.0,1.0,SHARED3FREE,4,leg,,,,
,2012212.0,,,5,activity,Home,-122.246226,38.001298,15.495
660005609.0,2012212.0,1.0,SHARED3FREE,6,leg,,,,
,2012212.0,,,7,activity,escort,-122.26114950541725,38.027959850060206,16.171
660005613.0,2012212.0,1.0,DRIVEALONEFREE,8,leg,,,,
,2012212.0,,,9,activity,othdiscr,-122.25375245045299,37.99817041401885,16.242
660005614.0,2012212.0,1.0,SHARED3FREE,10,leg,,,,
,2012212.0,,,11,activity,shopping,-122.3527642844719,37.98831291810751,16.494
660005615.0,2012212.0,1.0,DRIVEALONEFREE,12,leg,,,,
,2012212.0,,,13,activity,Home,-122.246226,38.001298,17.898
660005617.0,2012212.0,1.0,SHARED2FREE,14,leg,,,,
,2012212.0,,,15,activity,escort,-122.31331036620217,38.00976413080939,18.226
660005621.0,2012212.0,1.0,SHARED2FREE,16,leg,,,,
,2012212.0,,,17,activity,othmaint,-122.25899545543149,38.008449697408274,18.374
660005622.0,2012212.0,1.0,SHARED2FREE,18,leg,,,,
,2012212.0,,,19,activity,escort,-122.12002171256252,38.00606828734937,18.857
660005623.0,2012212.0,1.0,SHARED2FREE,20,leg,,,,
,2012212.0,,,21,activity,Home,-122.246226,38.001298,18.943
660005801.0,2012212.0,1.0,DRIVEALONEFREE,22,leg,,,,
,2012212.0,,,23,activity,shopping,-122.31303131989823,37.96570997563361,19.742
660005805.0,2012212.0,1.0,DRIVEALONEFREE,24,leg,,,,
,2012212.0,,,25,activity,eatout,-122.32517788531338,37.98702762017383,20.366
660005806.0,2012212.0,1.0,DRIVEALONEFREE,26,leg,,,,
,2012212.0,,,27,activity,Home,-122.246226,38.001298,
,2012213.0,,,1,activity,Home,-122.246226,38.001298,8.968
660006089.0,2012213.0,1.0,SHARED2FREE,2,leg,,,,
,2012213.0,,,3,activity,othmaint,-122.31737301389255,37.997759228266915,15.731
660006093.0,2012213.0,1.0,SHARED2FREE,4,leg,,,,
,2012213.0,,,5,activity,Home,-122.246226,38.001298,
,2012296.0,,,1,activity,Home,-122.2496959,38.00326679999999,12.079
660033353.0,2012296.0,1.0,DRIVEALONEFREE,2,leg,,,,
,2012296.0,,,3,activity,shopping,-122.25274559213217,38.00945030508832,12.329
660033357.0,2012296.0,1.0,DRIVEALONEFREE,4,leg,,,,
,2012296.0,,,5,activity,Home,-122.2496959,38.00326679999999,15.725
660033137.0,2012296.0,1.0,DRIVEALONEFREE,6,leg,,,,
,2012296.0,,,7,activity,eatout,-122.13107898763282,38.004389617133256,16.549
660033141.0,2012296.0,1.0,DRIVEALONEFREE,8,leg,,,,
,2012296.0,,,9,activity,Home,-122.2496959,38.00326679999999,16.731
660033377.0,2012296.0,1.0,DRIVEALONEFREE,10,leg,,,,
,2012296.0,,,11,activity,social,-122.31020181677589,37.98995555651982,19.571
660033381.0,2012296.0,1.0,DRIVEALONEFREE,12,leg,,,,
,2012296.0,,,13,activity,Home,-122.2496959,38.00326679999999,
,2012297.0,,,1,activity,Home,-122.2496959,38.00326679999999,5.368
660033729.0,2012297.0,1.0,DRIVEALONEFREE,2,leg,,,,
,2012297.0,,,3,activity,escort,-122.29609058385111,38.00348105138752,5.429
660033730.0,2012297.0,1.0,DRIVEALONEFREE,4,leg,,,,
,2012297.0,,,5,activity,work,-122.3327928940216,37.938858705346775,16.273
660033733.0,2012297.0,1.0,DRIVEALONEFREE,6,leg,,,,
,2012297.0,,,7,activity,escort,-122.31863269563434,38.002716934167886,16.771
660033734.0,2012297.0,1.0,DRIVEALONEFREE,8,leg,,,,
,2012297.0,,,9,activity,Home,-122.2496959,38.00326679999999,
,2012505.0,,,1,activity,Home,-122.2461943,37.9974793,8.595
660101953.0,2012505.0,1.0,DRIVEALONEFREE,2,leg,,,,
,2012505.0,,,3,activity,escort,-122.32280809686888,37.99571341013338,9.938
660101954.0,2012505.0,1.0,SHARED2FREE,4,leg,,,,
,2012505.0,,,5,activity,work,-122.29867003813897,37.983543516395486,16.849
660101957.0,2012505.0,1.0,SHARED2FREE,6,leg,,,,
,2012505.0,,,7,activity,othmaint,-122.28371970688731,37.96310205331518,17.775
660101958.0,2012505.0,1.0,DRIVEALONEFREE,8,leg,,,,
,2012505.0,,,9,activity,Home,-122.2461943,37.9974793,
,2012506.0,,,1,activity,Home,-122.2461943,37.9974793,7.042
660102281.0,2012506.0,1.0,DRIVE_HVY,2,leg,,,,
,2012506.0,,,3,activity,work,-122.27728366891803,37.800123511918024,17.736
660102285.0,2012506.0,1.0,DRIVE_HVY,4,leg,,,,
,2012506.0,,,5,activity,Home,-122.2461943,37.9974793,
,2012507.0,,,1,activity,Home,-122.2461943,37.9974793,8.86
660102545.0,2012507.0,1.0,SHARED3FREE,2,leg,,,,
,2012507.0,,,3,activity,school,-122.29139752541593,37.8944858082087,15.018
660102549.0,2012507.0,1.0,SHARED3FREE,4,leg,,,,
,2012507.0,,,5,activity,othdiscr,-122.29415674155257,37.883480892614514,15.985
660102550.0,2012507.0,1.0,SHARED3FREE,6,leg,,,,
,2012507.0,,,7,activity,Home,-122.2461943,37.9974793,
,2020180.0,,,1,activity,Home,-122.276495,38.0057533,8.228
662619353.0,2020180.0,1.0,DRIVEALONEFREE,2,leg,,,,
,2020180.0,,,3,activity,work,-122.12337385598441,38.01455185013396,18.461
662619357.0,2020180.0,1.0,DRIVEALONEFREE,4,leg,,,,
,2020180.0,,,5,activity,Home,-122.276495,38.0057533,19.366
662619361.0,2020180.0,1.0,DRIVEALONEFREE,6,leg,,,,
,2020180.0,,,7,activity,work,-122.11746490024692,37.99941494906324,19.926
662619362.0,2020180.0,1.0,DRIVEALONEFREE,8,leg,,,,
,2020180.0,,,9,activity,work,-122.12532472443797,38.02095317236358,21.532
662619365.0,2020180.0,1.0,DRIVEALONEFREE,10,leg,,,,
,2020180.0,,,11,activity,eatout,-122.32080208924445,37.96974570228565,21.605
662619366.0,2020180.0,1.0,DRIVEALONEFREE,12,leg,,,,
,2020180.0,,,13,activity,othmaint,-122.31434175006822,37.9794908084341,21.8
662619367.0,2020180.0,1.0,DRIVEALONEFREE,14,leg,,,,
,2020180.0,,,15,activity,Home,-122.276495,38.0057533,
,2032428.0,,,1,activity,Home,-122.2893102,37.9638994,8.913
666636649.0,2032428.0,1.0,DRIVEALONEFREE,2,leg,,,,
,2032428.0,,,3,activity,shopping,-122.30781562466288,37.986660017903624,9.296
666636650.0,2032428.0,1.0,DRIVEALONEFREE,4,leg,,,,
,2032428.0,,,5,activity,shopping,-122.30538989810391,37.97206213728789,11.038
666636653.0,2032428.0,1.0,DRIVEALONEFREE,6,leg,,,,
,2032428.0,,,7,activity,Home,-122.2893102,37.9638994,18.128
666636657.0,2032428.0,1.0,SHARED3FREE,8,leg,,,,
,2032428.0,,,9,activity,shopping,-122.31104585840664,38.00575663412746,18.488
666636661.0,2032428.0,1.0,SHARED3FREE,10,leg,,,,
,2032428.0,,,11,activity,shopping,-122.33038835561773,37.98570477972253,18.669
666636662.0,2032428.0,1.0,SHARED3FREE,12,leg,,,,
,2032428.0,,,13,activity,Home,-122.2893102,37.9638994,
,2032429.0,,,1,activity,Home,-122.2893102,37.9638994,8.152
666636961.0,2032429.0,1.0,SHARED3FREE,2,leg,,,,
,2032429.0,,,3,activity,school,-122.27809846628494,37.882622541416914,16.952
666636965.0,2032429.0,1.0,SHARED3FREE,4,leg,,,,
,2032429.0,,,5,activity,Home,-122.2893102,37.9638994,
,2032430.0,,,1,activity,Home,-122.2893102,37.9638994,8.903
666637289.0,2032430.0,1.0,SHARED2FREE,2,leg,,,,
,2032430.0,,,3,activity,school,-122.31353988519369,37.999657804486006,11.308
666637293.0,2032430.0,1.0,SHARED2FREE,4,leg,,,,
,2032430.0,,,5,activity,Home,-122.2893102,37.9638994,
,2032431.0,,,1,activity,Home,-122.29610471172386,37.97041815315803,8.406
666637441.0,2032431.0,1.0,SHARED3FREE,2,leg,,,,
,2032431.0,,,3,activity,escort,-122.28998359067151,37.834822326810965,8.495
666637445.0,2032431.0,1.0,DRIVEALONEFREE,4,leg,,,,
,2032431.0,,,5,activity,Home,-122.2893102,37.9638994,8.888
666637681.0,2032431.0,1.0,DRIVEALONEFREE,6,leg,,,,
,2032431.0,,,7,activity,escort,-122.35349494347274,37.94267808671719,8.907
666637682.0,2032431.0,1.0,DRIVEALONEFREE,8,leg,,,,
,2032431.0,,,9,activity,eatout,-122.29749973973362,37.899898388353975,10.061
666637683.0,2032431.0,1.0,DRIVEALONEFREE,10,leg,,,,
,2032431.0,,,11,activity,work,-122.2893102,37.9638994,10.254
666637401.0,2032431.0,1.0,WALK,12,leg,,,,
,2032431.0,,,13,activity,atwork,-122.29571187552385,37.95490279540338,10.516
666637405.0,2032431.0,1.0,WALK,14,leg,,,,
,2032431.0,,,15,activity,Work,-122.2676806893452,37.931077348409126,19.227
666637685.0,2032431.0,1.0,DRIVEALONEFREE,16,leg,,,,
,2032431.0,,,17,activity,escort,-122.36227767033144,37.984408114653824,19.5
666637686.0,2032431.0,1.0,DRIVEALONEFREE,18,leg,,,,
,2032431.0,,,19,activity,othdiscr,-122.3393965305187,37.93881769071643,20.421
666637687.0,2032431.0,1.0,DRIVEALONEFREE,20,leg,,,,
,2032431.0,,,21,activity,Home,-122.29610471172386,37.97041815315803,
,2032432.0,,,1,activity,Home,-122.30810497426614,37.96775923838692,6.905
666638009.0,2032432.0,1.0,DRIVEALONEFREE,2,leg,,,,
,2032432.0,,,3,activity,work,-122.2893102,37.9638994,12.064
666637729.0,2032432.0,1.0,WALK,4,leg,,,,
,2032432.0,,,5,activity,atwork,-122.354254575189,37.93481445580446,12.847
666637733.0,2032432.0,1.0,WALK,6,leg,,,,
,2032432.0,,,7,activity,Work,-122.36024064189408,37.94090908638602,17.221
666638013.0,2032432.0,1.0,DRIVEALONEFREE,8,leg,,,,
,2032432.0,,,9,activity,Home,-122.30810497426614,37.96775923838692,
,2040257.0,,,1,activity,Home,-122.31878727341054,37.951222047715135,8.234
669204609.0,2040257.0,1.0,DRIVEALONEFREE,2,leg,,,,
,2040257.0,,,3,activity,work,-122.3204251,37.946568,11.625
669204329.0,2040257.0,1.0,SHARED3FREE,4,leg,,,,
,2040257.0,,,5,activity,atwork,-122.28023676698221,37.83073160676818,13.331
669204333.0,2040257.0,1.0,SHARED3FREE,6,leg,,,,
,2040257.0,,,7,activity,eatout,-122.22364636090086,37.77284418208972,13.653
669204334.0,2040257.0,1.0,SHARED3FREE,8,leg,,,,
,2040257.0,,,9,activity,Work,-122.28816120331496,37.83628592041925,19.301
669204613.0,2040257.0,1.0,SHARED3FREE,10,leg,,,,
,2040257.0,,,11,activity,Home,-122.31878727341054,37.951222047715135,
,2040258.0,,,1,activity,Home,-122.3204251,37.946568,7.417
669204937.0,2040258.0,1.0,DRIVEALONEFREE,2,leg,,,,
,2040258.0,,,3,activity,work,-122.22247494100726,38.14110109700849,16.126
669204941.0,2040258.0,1.0,DRIVEALONEFREE,4,leg,,,,
,2040258.0,,,5,activity,Home,-122.3204251,37.946568,
,2047395.0,,,1,activity,Home,-122.31880514372084,37.99502016778641,8.346
671545873.0,2047395.0,1.0,DRIVEALONEFREE,2,leg,,,,
,2047395.0,,,3,activity,work,-122.3067046,37.9935059,13.774
671545593.0,2047395.0,1.0,WALK,4,leg,,,,
,2047395.0,,,5,activity,atwork,-122.18613808436369,37.45399105635693,15.18
671545597.0,2047395.0,1.0,WALK,6,leg,,,,
,2047395.0,,,7,activity,Work,-122.17818517682203,37.44296631833223,19.133
671545877.0,2047395.0,1.0,DRIVEALONEFREE,8,leg,,,,
,2047395.0,,,9,activity,Home,-122.31880514372084,37.99502016778641,
,2064730.0,,,1,activity,Home,-122.343522,37.975694,12.482
677231705.0,2064730.0,1.0,WALK_LOC,2,leg,,,,
,2064730.0,,,3,activity,shopping,-122.26841953343867,37.802372380384455,16.803
677231709.0,2064730.0,1.0,SHARED2FREE,4,leg,,,,
,2064730.0,,,5,activity,shopping,-122.2449894415668,37.7856947677586,17.226
677231710.0,2064730.0,1.0,WALK_LOC,6,leg,,,,
,2064730.0,,,7,activity,Home,-122.343522,37.975694,
,2064736.0,,,1,activity,Home,-122.343522,37.975694,12.634
677233673.0,2064736.0,1.0,TNC_SHARED,2,leg,,,,
,2064736.0,,,3,activity,eatout,-122.32997937288995,37.97610888014484,13.022
677233674.0,2064736.0,1.0,DRIVEALONEFREE,4,leg,,,,
,2064736.0,,,5,activity,shopping,-122.33172584183033,37.99222209627305,13.761
677233677.0,2064736.0,1.0,DRIVEALONEFREE,6,leg,,,,
,2064736.0,,,7,activity,shopping,-122.33758997109045,37.9812398168414,13.836
677233678.0,2064736.0,1.0,DRIVEALONEFREE,8,leg,,,,
,2064736.0,,,9,activity,Home,-122.343522,37.975694,
,2071910.0,,,1,activity,Home,-122.352608,37.9690737,6.335
679586793.0,2071910.0,1.0,DRIVE_EXP,2,leg,,,,
,2071910.0,,,3,activity,work,-122.40282267549016,37.792968602701016,17.921
679586797.0,2071910.0,1.0,DRIVE_EXP,4,leg,,,,
,2071910.0,,,5,activity,Home,-122.352608,37.9690737,20.041
679586681.0,2071910.0,1.0,DRIVEALONEFREE,6,leg,,,,
,2071910.0,,,7,activity,othdiscr,-122.32754971709716,37.933240953729616,20.758
679586685.0,2071910.0,1.0,DRIVEALONEFREE,8,leg,,,,
,2071910.0,,,9,activity,Home,-122.352608,37.9690737,
,2071911.0,,,1,activity,Home,-122.352608,37.9690737,8.471
679587121.0,2071911.0,1.0,SHARED2FREE,2,leg,,,,
,2071911.0,,,3,activity,work,-122.37453333039792,37.968751456722586,18.461
679587125.0,2071911.0,1.0,DRIVEALONEFREE,4,leg,,,,
,2071911.0,,,5,activity,Home,-122.352608,37.9690737,
,2075439.0,,,1,activity,Home,-122.3403485,37.9749787,8.785
680744305.0,2075439.0,1.0,DRIVEALONEFREE,2,leg,,,,
,2075439.0,,,3,activity,work,-122.31744276790396,37.95257395666475,17.171
680744309.0,2075439.0,1.0,DRIVEALONEFREE,4,leg,,,,
,2075439.0,,,5,activity,Home,-122.3403485,37.9749787,
,2075440.0,,,1,activity,Home,-122.33437286319568,37.9694043900492,5.138
680744521.0,2075440.0,1.0,DRIVEALONEFREE,2,leg,,,,
,2075440.0,,,3,activity,othdiscr,-122.3539865816993,37.97595430776146,6.528
680744525.0,2075440.0,1.0,TNC_SINGLE,4,leg,,,,
,2075440.0,,,5,activity,Home,-122.3403485,37.9749787,7.988
680744633.0,2075440.0,1.0,DRIVEALONEFREE,6,leg,,,,
,2075440.0,,,7,activity,work,-122.3403485,37.9749787,11.237
680744321.0,2075440.0,1.0,WALK,8,leg,,,,
,2075440.0,,,9,activity,atwork,-122.26545754749168,37.809982655616224,13.098
680744325.0,2075440.0,1.0,WALK,10,leg,,,,
,2075440.0,,,11,activity,eatout,-122.26701720740323,37.800590941633196,13.675
680744326.0,2075440.0,1.0,WALK,12,leg,,,,
,2075440.0,,,13,activity,Work,-122.26343693101333,37.788595540812736,18.921
680744637.0,2075440.0,1.0,DRIVEALONEFREE,14,leg,,,,
,2075440.0,,,15,activity,Home,-122.33437286319568,37.9694043900492,
,2086146.0,,,1,activity,Home,-122.35433700000002,37.9579128,14.013
684256113.0,2086146.0,1.0,DRIVEALONEFREE,2,leg,,,,
,2086146.0,,,3,activity,othmaint,-122.3282556749902,37.94685047075556,16.724
684256117.0,2086146.0,1.0,DRIVEALONEFREE,4,leg,,,,
,2086146.0,,,5,activity,othmaint,-122.343735686346,38.00274000840626,16.891
684256118.0,2086146.0,1.0,TNC_SHARED,6,leg,,,,
,2086146.0,,,7,activity,Home,-122.35433700000002,37.9579128,
,2086147.0,,,1,activity,Home,-122.35433700000002,37.9579128,8.272
684256289.0,2086147.0,1.0,TNC_SINGLE,2,leg,,,,
,2086147.0,,,3,activity,escort,-122.35347501720025,37.95645662551945,8.336
