trip_id,person_id,number_of_participants,trip_mode,PlanElementIndex,ActivityElement,ActivityType,x,y,departure_time
,2190.0,,,1,activity,Home,-122.2264358,37.8550502,7.608
718633.0,2190.0,1.0,DRIVEALONEFREE,2,leg,,,,
,2190.0,,,3,activity,work,-122.01403216829142,37.475124198198465,16.44
718637.0,2190.0,1.0,DRIVEALONEFREE,4,leg,,,,
,2190.0,,,5,activity,Home,-122.2264358,37.8550502,
,2192.0,,,1,activity,Home,-122.2264358,37.8550502,5.272
719289.0,2192.0,1.0,DRIVE_HVY,2,leg,,,,
,2192.0,,,3,activity,work,-122.30065963226652,37.8464676255991,15.753
719293.0,2192.0,1.0,DRIVE_HVY,4,leg,,,,
,2192.0,,,5,activity,Home,-122.2264358,37.8550502,20.042
719265.0,2192.0,1.0,SHARED3FREE,6,leg,,,,
,2192.0,,,7,activity,social,-122.2521786003288,37.793977872946705,22.808
719269.0,2192.0,1.0,SHARED3FREE,8,leg,,,,
,2192.0,,,9,activity,Home,-122.2264358,37.8550502,
,3234.0,,,1,activity,Home,-122.2501169,37.8483564,7.297
1061065.0,3234.0,1.0,DRIVEALONEFREE,2,leg,,,,
,3234.0,,,3,activity,work,-122.2501169,37.8483564,12.796
1060785.0,3234.0,1.0,DRIVEALONEFREE,4,leg,,,,
,3234.0,,,5,activity,atwork,-122.27623812279023,37.80225502706285,13.79
1060789.0,3234.0,1.0,DRIVEALONEFREE,6,leg,,,,
,3234.0,,,7,activity,Work,-122.27245579298835,37.79837404264204,14.218
1061069.0,3234.0,1.0,DRIVEALONEFREE,8,leg,,,,
,3234.0,,,9,activity,Home,-122.24855006344903,37.850570555054865,18.049
1061001.0,3234.0,1.0,TNC_SINGLE,10,leg,,,,
,3234.0,,,11,activity,shopping,-122.30302126582484,37.839265753057994,18.178
1061002.0,3234.0,1.0,TNC_SINGLE,12,leg,,,,
,3234.0,,,13,activity,univ,-122.27023836977831,37.86740870791388,18.529
1061005.0,3234.0,1.0,TNC_SINGLE,14,leg,,,,
,3234.0,,,15,activity,Home,-122.2501169,37.8483564,
,3235.0,,,1,activity,Home,-122.2554338164412,37.84545175549901,6.308
1061393.0,3235.0,1.0,DRIVEALONEFREE,2,leg,,,,
,3235.0,,,3,activity,work,-122.2501169,37.8483564,13.112
1061113.0,3235.0,1.0,DRIVEALONEFREE,4,leg,,,,
,3235.0,,,5,activity,atwork,-122.29642137195171,37.846903657475686,13.95
1061117.0,3235.0,1.0,DRIVEALONEFREE,6,leg,,,,
,3235.0,,,7,activity,Work,-122.30142762652365,37.838860476627524,16.515
1061397.0,3235.0,1.0,DRIVEALONEFREE,8,leg,,,,
,3235.0,,,9,activity,Home,-122.2554338164412,37.84545175549901,
,11552.0,,,1,activity,Home,-122.25436814942803,37.84852212743178,7.514
3789129.0,11552.0,1.0,SHARED2FREE,2,leg,,,,
,11552.0,,,3,activity,escort,-122.13364116557922,37.82732153873673,7.635
3789133.0,11552.0,1.0,DRIVEALONEFREE,4,leg,,,,
,11552.0,,,5,activity,Home,-122.2573078,37.8463662,7.869
3789369.0,11552.0,1.0,WALK_HVY,6,leg,,,,
,11552.0,,,7,activity,work,-122.2573078,37.8463662,9.793
3789089.0,11552.0,1.0,SHARED3FREE,8,leg,,,,
,11552.0,,,9,activity,atwork,-122.40515530543215,37.7864068394923,9.98
3789093.0,11552.0,1.0,SHARED3FREE,10,leg,,,,
,11552.0,,,11,activity,Work,-122.42003195502103,37.77115989962522,19.482
3789373.0,11552.0,1.0,WALK_HVY,12,leg,,,,
,11552.0,,,13,activity,Home,-122.25436814942803,37.84852212743178,
,11556.0,,,1,activity,Home,-122.2573078,37.8463662,11.198
3790441.0,11556.0,1.0,SHARED2FREE,2,leg,,,,
,11556.0,,,3,activity,escort,-122.26973111027422,37.83808134617758,12.197
3790445.0,11556.0,1.0,DRIVEALONEFREE,4,leg,,,,
,11556.0,,,5,activity,Home,-122.2573078,37.8463662,
,12089.0,,,1,activity,Home,-122.25420033834214,37.85320884818362,6.526
3965505.0,12089.0,1.0,WALK_HVY,2,leg,,,,
,12089.0,,,3,activity,work,-122.2583337,37.8486628,13.312
3965225.0,12089.0,1.0,TNC_SINGLE,4,leg,,,,
,12089.0,,,5,activity,atwork,-122.26151365020561,37.80021954725345,13.388
3965229.0,12089.0,1.0,TNC_SINGLE,6,leg,,,,
,12089.0,,,7,activity,Work,-122.31889517129905,37.81325217796231,21.407
3965509.0,12089.0,1.0,WALK_HVY,8,leg,,,,
,12089.0,,,9,activity,Home,-122.25420033834214,37.85320884818362,
,21333.0,,,1,activity,Home,-122.27236,37.8371623,6.602
6997537.0,21333.0,1.0,DRIVEALONEFREE,2,leg,,,,
,21333.0,,,3,activity,work,-122.10843786748026,37.59007826195052,16.161
6997541.0,21333.0,1.0,DRIVEALONEFREE,4,leg,,,,
,21333.0,,,5,activity,othmaint,-122.26751160362295,37.849758097072154,17.494
6997542.0,21333.0,1.0,WALK,6,leg,,,,
,21333.0,,,7,activity,Home,-122.27236,37.8371623,
,29393.0,,,1,activity,Home,-122.2684672,37.8276469,12.019
9640977.0,29393.0,1.0,DRIVEALONEFREE,2,leg,,,,
,29393.0,,,3,activity,escort,-122.25513243439698,37.81881412732253,12.479
9640981.0,29393.0,1.0,SHARED2FREE,4,leg,,,,
,29393.0,,,5,activity,Home,-122.2684672,37.8276469,12.529
9640953.0,29393.0,1.0,BIKE,6,leg,,,,
,29393.0,,,7,activity,eatout,-122.27389196670738,37.801804943541825,20.891
9640957.0,29393.0,1.0,BIKE,8,leg,,,,
,29393.0,,,9,activity,Home,-122.2684672,37.8276469,
,31334.0,,,1,activity,Home,-122.26236885298124,37.82714763772079,11.538
10277865.0,31334.0,1.0,WALK,2,leg,,,,
,31334.0,,,3,activity,work,-122.2617287,37.8276727,12.163
10277585.0,31334.0,1.0,SHARED2FREE,4,leg,,,,
,31334.0,,,5,activity,atwork,-122.24984493236433,37.82918394304574,12.937
10277589.0,31334.0,1.0,WALK,6,leg,,,,
,31334.0,,,7,activity,Work,-122.26387951467905,37.826334633866615,17.135
10277869.0,31334.0,1.0,WALK,8,leg,,,,
,31334.0,,,9,activity,eatout,-122.27197888970989,37.82996804038808,19.592
10277870.0,31334.0,1.0,WALK,10,leg,,,,
,31334.0,,,11,activity,shopping,-122.26130366920663,37.83317275723812,20.718
10277871.0,31334.0,1.0,WALK,12,leg,,,,
,31334.0,,,13,activity,Home,-122.26236885298124,37.82714763772079,
,31337.0,,,1,activity,Home,-122.2617287,37.8276727,8.968
10278761.0,31337.0,1.0,SHARED2FREE,2,leg,,,,
,31337.0,,,3,activity,othmaint,-122.25060169474823,37.80925630143724,13.007
10278765.0,31337.0,1.0,SHARED2FREE,4,leg,,,,
,31337.0,,,5,activity,shopping,-122.25013545718983,37.84629874363521,13.974
10278766.0,31337.0,1.0,SHARED2FREE,6,leg,,,,
,31337.0,,,7,activity,Home,-122.2617287,37.8276727,
,32207.0,,,1,activity,Home,-122.2617287,37.8276727,18.111
10564145.0,32207.0,1.0,WALK,2,leg,,,,
,32207.0,,,3,activity,univ,-122.2656720026068,37.825547084177515,18.714
10564149.0,32207.0,1.0,WALK,4,leg,,,,
,32207.0,,,5,activity,Home,-122.2617287,37.8276727,
,32209.0,,,1,activity,Home,-122.26350565047716,37.8297880667145,8.281
10564865.0,32209.0,1.0,WALK,2,leg,,,,
,32209.0,,,3,activity,work,-122.2617287,37.8276727,10.327
10564585.0,32209.0,1.0,WALK,4,leg,,,,
,32209.0,,,5,activity,atwork,-122.26841285123837,37.810461339742595,10.805
10564589.0,32209.0,1.0,WALK,6,leg,,,,
,32209.0,,,7,activity,Work,-122.26689039238673,37.80394613922491,16.848
10564869.0,32209.0,1.0,WALK,8,leg,,,,
,32209.0,,,9,activity,shopping,-122.27078957220986,37.813070501632595,17.342
10564870.0,32209.0,1.0,WALK,10,leg,,,,
,32209.0,,,11,activity,escort,-122.26635823302527,37.81710628803579,17.773
10564871.0,32209.0,1.0,WALK,12,leg,,,,
,32209.0,,,13,activity,Home,-122.26350565047716,37.8297880667145,
,36475.0,,,1,activity,Home,-122.2642432,37.8182879,17.167
11964113.0,36475.0,1.0,BIKE,2,leg,,,,
,36475.0,,,3,activity,work,-122.2651733066928,37.80484767425233,20.412
11964117.0,36475.0,1.0,BIKE,4,leg,,,,
,36475.0,,,5,activity,Home,-122.2642432,37.8182879,
,37919.0,,,1,activity,Home,-122.2694954,37.8140674,13.855
12437745.0,37919.0,1.0,SHARED2FREE,2,leg,,,,
,37919.0,,,3,activity,work,-122.16479955012603,37.73465170163154,18.081
12437749.0,37919.0,1.0,DRIVEALONEFREE,4,leg,,,,
,37919.0,,,5,activity,escort,-122.27620538441634,37.8404430677125,18.093
12437750.0,37919.0,1.0,SHARED2FREE,6,leg,,,,
,37919.0,,,7,activity,Home,-122.2694954,37.8140674,18.784
12437481.0,37919.0,1.0,BIKE,8,leg,,,,
,37919.0,,,9,activity,eatout,-122.25403778532335,37.82258330927308,20.575
12437485.0,37919.0,1.0,BIKE,10,leg,,,,
,37919.0,,,11,activity,shopping,-122.28990415298158,37.830323360392185,20.918
12437486.0,37919.0,1.0,BIKE,12,leg,,,,
,37919.0,,,13,activity,Home,-122.2694954,37.8140674,
,37934.0,,,1,activity,Home,-122.2687072,37.8176178,7.37
12442665.0,37934.0,1.0,WALK,2,leg,,,,
,37934.0,,,3,activity,work,-122.26411629127045,37.81094572006229,21.456
12442669.0,37934.0,1.0,WALK,4,leg,,,,
,37934.0,,,5,activity,Home,-122.2687072,37.8176178,
,60775.0,,,1,activity,Home,-122.1938869,37.770364,8.416
19934513.0,60775.0,1.0,DRIVEALONEFREE,2,leg,,,,
,60775.0,,,3,activity,work,-122.1938869,37.770364,13.073
19934233.0,60775.0,1.0,DRIVEALONEFREE,4,leg,,,,
,60775.0,,,5,activity,atwork,-122.2732308483372,37.804548590877815,13.317
19934237.0,60775.0,1.0,DRIVEALONEFREE,6,leg,,,,
,60775.0,,,7,activity,Work,-122.25659616973581,37.791964501427266,17.312
19934517.0,60775.0,1.0,DRIVEALONEFREE,8,leg,,,,
,60775.0,,,9,activity,Home,-122.19943326626412,37.76983790520326,18.696
19934273.0,60775.0,1.0,SHARED3FREE,10,leg,,,,
,60775.0,,,11,activity,escort,-122.21945872591246,37.784192054061535,19.696
19934277.0,60775.0,1.0,DRIVEALONEFREE,12,leg,,,,
,60775.0,,,13,activity,escort,-122.22591727823456,37.777509966581384,19.79
19934278.0,60775.0,1.0,SHARED3FREE,14,leg,,,,
,60775.0,,,15,activity,Home,-122.1938869,37.770364,
,60777.0,,,1,activity,Home,-122.1938869,37.770364,5.076
19935081.0,60777.0,1.0,SHARED2FREE,2,leg,,,,
,60777.0,,,3,activity,othmaint,-122.25129798297625,37.76480123079434,5.389
19935085.0,60777.0,1.0,SHARED2FREE,4,leg,,,,
,60777.0,,,5,activity,eatout,-122.3120725142558,37.81160151861875,5.565
19935086.0,60777.0,1.0,DRIVEALONEFREE,6,leg,,,,
,60777.0,,,7,activity,shopping,-122.20908070938692,37.772092935117676,5.658
19935087.0,60777.0,1.0,SHARED2FREE,8,leg,,,,
,60777.0,,,9,activity,eatout,-122.24974308611894,37.81008758553808,5.985
19935088.0,60777.0,1.0,SHARED2FREE,10,leg,,,,
,60777.0,,,11,activity,Home,-122.1938869,37.770364,6.479
19935169.0,60777.0,1.0,DRIVEALONEFREE,12,leg,,,,
,60777.0,,,13,activity,work,-121.92665381026491,37.72439319571952,19.34
19935173.0,60777.0,1.0,DRIVEALONEFREE,14,leg,,,,
,60777.0,,,15,activity,Home,-122.1938869,37.770364,
,61199.0,,,1,activity,Home,-122.195245,37.7693875,9.292
20073585.0,61199.0,1.0,WALK_EXP,2,leg,,,,
,61199.0,,,3,activity,work,-122.17954633784622,37.75498308993649,19.486
20073589.0,61199.0,1.0,TNC_SINGLE,4,leg,,,,
,61199.0,,,5,activity,escort,-122.20487289092742,37.75409086139102,20.497
20073590.0,61199.0,1.0,WALK_EXP,6,leg,,,,
,61199.0,,,7,activity,Home,-122.195245,37.7693875,
,89843.0,,,1,activity,Home,-122.1644456,37.7737779,11.394
29468705.0,89843.0,1.0,DRIVEALONEFREE,2,leg,,,,
,89843.0,,,3,activity,othdiscr,-122.16639987791686,37.74944454029455,12.435
29468706.0,89843.0,1.0,SHARED2FREE,4,leg,,,,
,89843.0,,,5,activity,othmaint,-122.20464192122205,37.76918945248458,12.485
29468707.0,89843.0,1.0,SHARED2FREE,6,leg,,,,
,89843.0,,,7,activity,othdiscr,-122.17893942215703,37.77901578590184,13.453
29468709.0,89843.0,1.0,SHARED2FREE,8,leg,,,,
,89843.0,,,9,activity,Home,-122.1644456,37.7737779,
,89844.0,,,1,activity,Home,-122.15735691193873,37.77009618514964,5.489
29469145.0,89844.0,1.0,DRIVEALONEFREE,2,leg,,,,
,89844.0,,,3,activity,work,-122.1644456,37.7737779,10.01
29468865.0,89844.0,1.0,DRIVEALONEFREE,4,leg,,,,
,89844.0,,,5,activity,atwork,-122.09585085193233,37.65439922114175,11.057
29468869.0,89844.0,1.0,DRIVEALONEFREE,6,leg,,,,
,89844.0,,,7,activity,Work,-122.08882946826475,37.67478937955285,14.369
29469149.0,89844.0,1.0,DRIVEALONEFREE,8,leg,,,,
,89844.0,,,9,activity,Home,-122.15735691193873,37.77009618514964,
,150689.0,,,1,activity,Home,-122.1650469,37.7589608,6.622
49426305.0,150689.0,1.0,DRIVEALONEFREE,2,leg,,,,
,150689.0,,,3,activity,work,-122.20991378286622,37.761475774564055,18.112
49426309.0,150689.0,1.0,DRIVEALONEFREE,4,leg,,,,
,150689.0,,,5,activity,Home,-122.1650469,37.7589608,
,168796.0,,,1,activity,Home,-122.1614507,37.7405963,11.001
55365569.0,168796.0,4.0,TNC_SHARED,2,leg,,,,
,168796.0,,,3,activity,shopping,-122.29717939558836,37.530085611685415,14.092
55365573.0,168796.0,4.0,TNC_SHARED,4,leg,,,,
,168796.0,,,5,activity,Home,-122.1614507,37.7405963,14.597
55365353.0,168796.0,1.0,TNC_SHARED,6,leg,,,,
,168796.0,,,7,activity,shopping,-122.3014229980056,37.837430749951956,14.951
55365357.0,168796.0,1.0,TNC_SINGLE,8,leg,,,,
,168796.0,,,9,activity,shopping,-122.20752413701398,37.795911905042225,15.139
55365358.0,168796.0,1.0,TAXI,10,leg,,,,
,168796.0,,,11,activity,shopping,-122.2117659989119,37.771977650648935,15.849
55365359.0,168796.0,1.0,TNC_SHARED,12,leg,,,,
,168796.0,,,13,activity,shopping,-122.17591539886581,37.7000342115245,15.994
55365360.0,168796.0,1.0,DRIVEALONEFREE,14,leg,,,,
,168796.0,,,15,activity,Home,-122.1614507,37.7405963,
,168797.0,,,1,activity,Home,-122.1614507,37.7405963,7.308
55365729.0,168797.0,1.0,SHARED2FREE,2,leg,,,,
,168797.0,,,3,activity,work,-122.42618358873167,37.625842131033366,17.116
55365733.0,168797.0,1.0,DRIVEALONEFREE,4,leg,,,,
,168797.0,,,5,activity,Home,-122.1614507,37.7405963,
,168798.0,,,1,activity,Home,-122.1614507,37.7405963,16.106
55365993.0,168798.0,1.0,WALK,2,leg,,,,
,168798.0,,,3,activity,univ,-122.17584477753087,37.7332574503016,17.885
55365997.0,168798.0,1.0,WALK,4,leg,,,,
,168798.0,,,5,activity,shopping,-122.1745518280773,37.73615809404837,17.962
55365998.0,168798.0,1.0,WALK,6,leg,,,,
,168798.0,,,7,activity,Home,-122.1614507,37.7405963,
,168799.0,,,1,activity,Home,-122.1614507,37.7405963,14.477
55366337.0,168799.0,1.0,SHARED2FREE,2,leg,,,,
,168799.0,,,3,activity,shopping,-122.20397693365311,37.75030718582367,16.115
55366341.0,168799.0,1.0,SHARED2FREE,4,leg,,,,
,168799.0,,,5,activity,Home,-122.1614507,37.7405963,18.149
55366273.0,168799.0,1.0,WALK,6,leg,,,,
,168799.0,,,7,activity,othdiscr,-122.16796010367912,37.74598417497743,21.026
55366277.0,168799.0,1.0,WALK_EXP,8,leg,,,,
,168799.0,,,9,activity,Home,-122.1614507,37.7405963,
,168800.0,,,1,activity,Home,-122.1614507,37.7405963,7.013
55366649.0,168800.0,1.0,WALK,2,leg,,,,
,168800.0,,,3,activity,school,-122.15002197187387,37.724721223897404,18.369
55366653.0,168800.0,1.0,WALK,4,leg,,,,
,168800.0,,,5,activity,Home,-122.1614507,37.7405963,
,180501.0,,,1,activity,Home,-122.30699198871201,37.89365176751599,7.231
59204641.0,180501.0,1.0,DRIVEALONEFREE,2,leg,,,,
,180501.0,,,3,activity,work,-122.3008054,37.8888638,10.208
59204361.0,180501.0,1.0,DRIVEALONEFREE,4,leg,,,,
,180501.0,,,5,activity,atwork,-122.35000692294624,37.9390779762808,10.368
59204365.0,180501.0,1.0,DRIVEALONEFREE,6,leg,,,,
,180501.0,,,7,activity,Work,-122.38726686503439,37.93885244329274,20.999
59204645.0,180501.0,1.0,DRIVEALONEFREE,8,leg,,,,
,180501.0,,,9,activity,Home,-122.30699198871201,37.89365176751599,
,180502.0,,,1,activity,Home,-122.3008054,37.8888638,7.401
59204969.0,180502.0,1.0,WALK_LOC,2,leg,,,,
,180502.0,,,3,activity,work,-122.28931715285178,37.845954105113854,16.983
59204973.0,180502.0,1.0,SHARED3FREE,4,leg,,,,
,180502.0,,,5,activity,Home,-122.3008054,37.8888638,
,181231.0,,,1,activity,Home,-122.3067458,37.88995560000001,7.765
59444081.0,181231.0,1.0,DRIVE_LRF,2,leg,,,,
,181231.0,,,3,activity,work,-122.39803505921508,37.78961184642644,20.158
59444085.0,181231.0,1.0,DRIVE_HVY,4,leg,,,,
,181231.0,,,5,activity,Home,-122.3067458,37.88995560000001,20.398
59443873.0,181231.0,3.0,WALK,6,leg,,,,
,181231.0,,,7,activity,eatout,-122.314501089095,37.88531495472687,20.837
59443877.0,181231.0,3.0,WALK,8,leg,,,,
,181231.0,,,9,activity,Home,-122.3067458,37.88995560000001,
,181234.0,,,1,activity,Home,-122.3067458,37.88995560000001,7.754
59445065.0,181234.0,1.0,DRIVEALONEFREE,2,leg,,,,
,181234.0,,,3,activity,work,-122.3067458,37.88995560000001,12.012
59444785.0,181234.0,1.0,DRIVEALONEFREE,4,leg,,,,
,181234.0,,,5,activity,atwork,-122.5299262082932,37.91962697693279,12.086
59444789.0,181234.0,1.0,DRIVEALONEFREE,6,leg,,,,
,181234.0,,,7,activity,Work,-122.5107736185609,37.98192878837525,17.686
59445069.0,181234.0,1.0,DRIVEALONEFREE,8,leg,,,,
,181234.0,,,9,activity,work,-122.28949270556868,37.84328283228739,18.53
59445070.0,181234.0,1.0,DRIVEALONEFREE,10,leg,,,,
,181234.0,,,11,activity,Home,-122.30561826109478,37.88912846315491,19.127
59445017.0,181234.0,1.0,SHARED2FREE,12,leg,,,,
,181234.0,,,13,activity,shopping,-122.30237324496863,37.8678716361629,19.849
59445021.0,181234.0,1.0,SHARED2FREE,14,leg,,,,
,181234.0,,,15,activity,shopping,-122.36087451266836,37.92900615135412,19.983
59445022.0,181234.0,1.0,DRIVEALONEFREE,16,leg,,,,
,181234.0,,,17,activity,Home,-122.3067458,37.88995560000001,
,186117.0,,,1,activity,Home,-122.3039801,37.88659620000001,7.785
61046689.0,186117.0,1.0,DRIVEALONEFREE,2,leg,,,,
,186117.0,,,3,activity,work,-122.41982970752959,37.77320872747758,13.292
61046693.0,186117.0,1.0,SHARED3FREE,4,leg,,,,
,186117.0,,,5,activity,Home,-122.3039801,37.88659620000001,15.392
61046625.0,186117.0,1.0,WALK_LOC,6,leg,,,,
,186117.0,,,7,activity,univ,-122.26549227749067,37.87301254603493,15.431
61046629.0,186117.0,1.0,WALK_LOC,8,leg,,,,
,186117.0,,,9,activity,shopping,-122.30597782066202,37.83739460596522,18.03
61046630.0,186117.0,1.0,WALK_LOC,10,leg,,,,
,186117.0,,,11,activity,work,-122.26833607253117,37.81698068796244,18.566
61046631.0,186117.0,1.0,WALK_LOC,12,leg,,,,
,186117.0,,,13,activity,eatout,-122.2480363656291,37.82995086239904,18.717
61046632.0,186117.0,1.0,WALK_LOC,14,leg,,,,
,186117.0,,,15,activity,Home,-122.3039801,37.88659620000001,
,195130.0,,,1,activity,Home,-122.2706241,37.8926734,11.429
64002865.0,195130.0,1.0,TNC_SHARED,2,leg,,,,
,195130.0,,,3,activity,othmaint,-122.06720904019001,37.700602750334674,16.422
64002869.0,195130.0,1.0,DRIVEALONEFREE,4,leg,,,,
,195130.0,,,5,activity,Home,-122.2706241,37.8926734,
,200371.0,,,1,activity,Home,-122.281155,37.8831951,6.325
65722001.0,200371.0,1.0,WALK_LOC,2,leg,,,,
,200371.0,,,3,activity,work,-122.26274730960536,37.80685874697549,16.041
65722005.0,200371.0,1.0,WALK_LOC,4,leg,,,,
,200371.0,,,5,activity,Home,-122.281155,37.8831951,18.236
65721953.0,200371.0,1.0,WALK_LOC,6,leg,,,,
,200371.0,,,7,activity,shopping,-122.26986581462212,37.86807465335049,18.999
65721957.0,200371.0,1.0,TNC_SINGLE,8,leg,,,,
,200371.0,,,9,activity,Home,-122.281155,37.8831951,
,218150.0,,,1,activity,Home,-122.29129679999998,37.87906470000001,12.507
71553401.0,218150.0,1.0,DRIVEALONEFREE,2,leg,,,,
,218150.0,,,3,activity,othdiscr,-122.27401188904929,37.87545904544308,13.175
71553405.0,218150.0,1.0,DRIVEALONEFREE,4,leg,,,,
,218150.0,,,5,activity,shopping,-122.29757512726023,37.84580033288727,13.558
71553406.0,218150.0,1.0,DRIVEALONEFREE,6,leg,,,,
,218150.0,,,7,activity,Home,-122.29129679999998,37.87906470000001,15.216
71553465.0,218150.0,1.0,TNC_SHARED,8,leg,,,,
,218150.0,,,9,activity,shopping,-122.30569123134497,37.87251066604641,15.518
71553469.0,218150.0,1.0,DRIVEALONEFREE,10,leg,,,,
,218150.0,,,11,activity,eatout,-122.25347165625249,37.82066713023521,15.553
71553470.0,218150.0,1.0,DRIVEALONEFREE,12,leg,,,,
,218150.0,,,13,activity,Home,-122.29129679999998,37.87906470000001,
,218151.0,,,1,activity,Home,-122.29129679999998,37.87906470000001,7.656
71553777.0,218151.0,1.0,SHARED2FREE,2,leg,,,,
,218151.0,,,3,activity,school,-122.29443190177068,37.89683208289236,14.734
71553781.0,218151.0,1.0,SHARED3FREE,4,leg,,,,
,218151.0,,,5,activity,Home,-122.29129679999998,37.87906470000001,
,218152.0,,,1,activity,Home,-122.29129679999998,37.87906470000001,6.539
71554105.0,218152.0,1.0,SHARED3FREE,2,leg,,,,
,218152.0,,,3,activity,school,-122.28641910144034,37.868596986812655,13.708
71554109.0,218152.0,1.0,SHARED3FREE,4,leg,,,,
,218152.0,,,5,activity,Home,-122.29129679999998,37.87906470000001,
,229344.0,,,1,activity,Home,-122.27151502838315,37.876465919059044,7.092
75225145.0,229344.0,1.0,DRIVEALONEFREE,2,leg,,,,
,229344.0,,,3,activity,work,-122.2673435,37.8776718,10.375
75225017.0,229344.0,1.0,DRIVEALONEFREE,4,leg,,,,
,229344.0,,,5,activity,atwork,-122.25759119881404,37.83826532578764,16.216
75225021.0,229344.0,1.0,DRIVEALONEFREE,6,leg,,,,
,229344.0,,,7,activity,eatout,-122.29447437089692,37.846459647197356,16.434
75225022.0,229344.0,1.0,DRIVEALONEFREE,8,leg,,,,
,229344.0,,,9,activity,Work,-122.25753257175239,37.82614046233235,17.108
75225149.0,229344.0,1.0,DRIVEALONEFREE,10,leg,,,,
,229344.0,,,11,activity,Home,-122.27151502838315,37.876465919059044,
,232148.0,,,1,activity,Home,-122.2714153,37.8728516,7.966
76144857.0,232148.0,1.0,WALK_HVY,2,leg,,,,
,232148.0,,,3,activity,work,-122.40148573939088,37.79270346993217,16.689
76144861.0,232148.0,1.0,WALK_HVY,4,leg,,,,
,232148.0,,,5,activity,Home,-122.2714153,37.8728516,18.976
76144745.0,232148.0,1.0,WALK,6,leg,,,,
,232148.0,,,7,activity,othdiscr,-122.27709542235402,37.85799025708835,19.124
76144749.0,232148.0,1.0,WALK,8,leg,,,,
,232148.0,,,9,activity,Home,-122.2714153,37.8728516,
,237664.0,,,1,activity,Home,-122.09260381622323,37.67885152693778,7.75
77954105.0,237664.0,1.0,DRIVEALONEFREE,2,leg,,,,
,237664.0,,,3,activity,work,-122.0910638,37.6802838,13.158
77953793.0,237664.0,1.0,DRIVEALONEFREE,4,leg,,,,
,237664.0,,,5,activity,atwork,-122.23415906193405,37.77602000025947,13.163
77953797.0,237664.0,1.0,DRIVEALONEFREE,6,leg,,,,
,237664.0,,,7,activity,shopping,-122.24992057604933,37.75462772490504,13.222
77953798.0,237664.0,1.0,DRIVEALONEFREE,8,leg,,,,
,237664.0,,,9,activity,othmaint,-122.24874963791603,37.76035254804265,13.987
77953799.0,237664.0,1.0,DRIVEALONEFREE,10,leg,,,,
,237664.0,,,11,activity,Work,-122.25497396895894,37.75552850048647,18.621
77954109.0,237664.0,1.0,DRIVEALONEFREE,12,leg,,,,
,237664.0,,,13,activity,Home,-122.09260381622323,37.67885152693778,
,239734.0,,,1,activity,Home,-122.0951625,37.6780901,14.395
78633065.0,239734.0,1.0,DRIVEALONEFREE,2,leg,,,,
,239734.0,,,3,activity,work,-121.98648060406201,37.47418344991498,23.323
78633069.0,239734.0,1.0,DRIVEALONEFREE,4,leg,,,,
,239734.0,,,5,activity,othmaint,-122.0540675179244,37.607924605102085,23.553
78633070.0,239734.0,1.0,DRIVEALONEFREE,6,leg,,,,
,239734.0,,,7,activity,social,-122.07892571572569,37.635746486148314,23.698
78633071.0,239734.0,1.0,DRIVEALONEFREE,8,leg,,,,
,239734.0,,,9,activity,Home,-122.0951625,37.6780901,
,249833.0,,,1,activity,Home,-122.1187997,37.6853653,10.783
81954545.0,249833.0,4.0,TNC_SINGLE,2,leg,,,,
,249833.0,,,3,activity,othmaint,-121.95942922455754,37.707906372716494,15.456
81954549.0,249833.0,4.0,SHARED3FREE,4,leg,,,,
,249833.0,,,5,activity,Home,-122.1187997,37.6853653,17.65
81945513.0,249833.0,1.0,SHARED2FREE,6,leg,,,,
,249833.0,,,7,activity,social,-121.88687588509785,37.72956100236571,18.29
81945517.0,249833.0,1.0,SHARED2FREE,8,leg,,,,
,249833.0,,,9,activity,Home,-122.1187997,37.6853653,
,249847.0,,,1,activity,Home,-122.1187997,37.6853653,10.068
81950081.0,249847.0,1.0,DRIVEALONEFREE,2,leg,,,,
,249847.0,,,3,activity,shopping,-122.09221945602913,37.648264800367514,10.396
81950085.0,249847.0,1.0,TNC_SHARED,4,leg,,,,
,249847.0,,,5,activity,Home,-122.1187997,37.6853653,
,249854.0,,,1,activity,Home,-122.1187997,37.6853653,17.6
81952377.0,249854.0,1.0,SHARED2FREE,2,leg,,,,
,249854.0,,,3,activity,shopping,-122.1504801902465,37.68832230621549,19.681
81952381.0,249854.0,1.0,SHARED2FREE,4,leg,,,,
,249854.0,,,5,activity,Home,-122.1187997,37.6853653,
,249861.0,,,1,activity,Home,-122.1187997,37.6853653,7.893
81954721.0,249861.0,1.0,DRIVEALONEFREE,2,leg,,,,
,249861.0,,,3,activity,work,-122.40477607615095,37.79443382161962,19.146
81954725.0,249861.0,1.0,SHARED2FREE,4,leg,,,,
,249861.0,,,5,activity,othmaint,-122.26977365150678,37.790829258173375,19.524
81954726.0,249861.0,1.0,DRIVEALONEFREE,6,leg,,,,
,249861.0,,,7,activity,shopping,-122.15598976128395,37.71079908027705,19.569
81954727.0,249861.0,1.0,DRIVEALONEFREE,8,leg,,,,
,249861.0,,,9,activity,Home,-122.1187997,37.6853653,
,249868.0,,,1,activity,Home,-122.1187997,37.6853653,9.35
81956905.0,249868.0,1.0,SHARED2FREE,2,leg,,,,
