alternative,probability_1,probability_2,probability_3
160,0.0004997530291973012,0.00048449962392804394,0.00048449962392804394
161,0.0008949993600081131,0.0008787011531329624,0.0008787011531329624
162,0.000929864146627817,0.0008363381078331423,0.0008363381078331423
163,0.0008930699845584513,0.0008132803577324746,0.0008132803577324746
164,0.0004894498524207,0.0004512966978499666,0.0004512966978499666
165,0.0009653515730142488,0.0009012502102265137,0.0009012502102265137
166,0.0009587892794963893,0.0009264892289199743,0.0009264892289199743
167,0.00048160855393300446,0.00047127843532641174,0.00047127843532641174
168,0.0004889188132746136,0.00048449962392804394,0.00048449962392804394
169,0.0008796588611504051,0.0007911824863246945,0.0007911824863246945
170,0.00048209572572069424,0.00043902380670566774,0.00043902380670566774
171,0.0004894498524207,0.0004512966978499666,0.0004512966978499666
172,0.0009444678833534804,0.0009012502102265137,0.0009012502102265137
173,0.0003969529661360685,0.0003835802666734842,0.0003835802666734842
174,0.00048160855393300446,0.00047127843532641174,0.00047127843532641174
175,5.65558757231558e-05,5.086746731840865e-05,5.086746731840865e-05
176,5.741811660114962e-05,5.228820497510701e-05,5.228820497510701e-05
177,5.7038947380779056e-05,5.3749919437941327e-05,5.3749919437941327e-05
178,4.657134044280258e-05,4.444029395216353e-05,4.444029395216353e-05
179,4.7277522862706034e-05,4.568482005276727e-05,4.568482005276727e-05
180,5.65558757231558e-05,5.086746731840865e-05,5.086746731840865e-05
181,5.618781382051398e-05,5.228820497510701e-05,5.228820497510701e-05
182,2.36149692453509e-05,2.2253262950199563e-05,2.2253262950199563e-05
183,4.657134044280258e-05,4.444029395216353e-05,4.444029395216353e-05
184,5.556376852068986e-05,5.086746731840865e-05,5.086746731840865e-05
185,2.335251963769778e-05,2.1648091507345257e-05,2.1648091507345257e-05
186,2.3706270168810046e-05,2.2253262950199563e-05,2.2253262950199563e-05
187,2.959702255995381e-08,2.7095454787773306e-08,2.7095454787773306e-08
188,3.0045137375710804e-08,2.7852235790872826e-08,2.7852235790872826e-08
189,2.959702255995381e-08,2.7095454787773306e-08,2.7095454787773306e-08
