alternative,utility
person_id,511628.0
0,0.0
1,-4.449459744982658
2,-4.663294122442944
3,-8.426831954361722
4,-5.002078281366809
5,-8.765616113285587
6,-8.979450490745874
7,-12.86644276336496
8,-3.7796344771057595
9,-7.543172309024538
10,-7.757006686484825
11,-11.64399895910391
12,-8.09579084540869
13,-11.982783118027776
14,-12.196617495488063
15,-15.06888302950892
16,-3.1497768803342834
17,-6.913314712253062
18,-7.127149089713349
19,-11.014141362332435
20,-7.465933248637214
21,-11.3529255212563
22,-11.566759898716587
23,-14.439025432737443
24,-6.243489444376165
25,-10.13048171699525
26,-10.344316094455538
27,-13.216581628476392
28,-10.683100253379402
29,-13.555365787400255
30,-13.769200164860544
31,-17.033265625639213
32,-3.7240389788503934
33,-7.487576810769172
34,-7.701411188229459
35,-11.588403460848545
36,-8.040195347153324
37,-11.92718761977241
38,-12.141021997232697
39,-15.013287531253555
40,-6.817751542892275
41,-10.70474381551136
42,-10.918578192971648
43,-13.790843726992504
44,-11.257362351895512
45,-14.129627885916367
46,-14.343462263376654
47,-17.607527724155325
48,-6.1878939461207985
49,-10.074886218739884
50,-10.288720596200172
51,-13.160986130221026
52,-10.627504755124036
53,-13.499770289144891
54,-13.713604666605178
55,-16.97767012738385
56,-9.405060950862987
57,-12.277326484883842
58,-12.49116086234413
59,-15.755226323122798
60,-12.829945021267994
61,-16.094010482046663
62,-16.307844859506947
63,-995.5998110160864
64,-6.081556060855332
65,-9.968548333474416
66,-10.182382710934704
67,-13.054648244955558
68,-10.521166869858568
69,-13.393432403879427
70,-13.60726678133971
71,-16.871332242118385
72,-9.29872306559752
73,-12.170988599618374
74,-12.384822977078661
75,-15.648888437857334
76,-12.723607136002526
77,-15.987672596781199
78,-16.201506974241482
79,-995.4934731308209
80,-8.668865468826043
81,-11.541131002846898
82,-11.754965380307185
83,-15.019030841085858
84,-12.09374953923105
85,-15.357815000009722
86,-15.571649377470006
87,-994.8636155340494
88,-10.87130573497
89,-14.135371195748672
90,-14.349205573208957
91,-993.6411717297883
92,-14.68798973213282
93,-993.9799558887122
94,-994.1937902661725
95,-994.1700558917461
