person_id,utility
511625,11.10225305384169
511625,10.41284933937456
511625,10.409887166193329
511625,10.468737646817388
511625,10.445010607988099
511625,10.431393445022692
511625,10.266814619757023
511625,10.37074332177423
511625,9.822150446401256
511625,10.067355145801766
511625,10.329185368212524
511625,10.169410039166532
511625,10.705488572663631
511625,10.64161596613073
511625,10.710984454585144
511625,10.675573215804825
511625,10.915644108758594
511625,10.69700600449795
511625,10.735158073751817
511625,10.654971593258797
511625,11.188434759700256
511625,10.563339423530941
511625,10.74763159974098
511625,10.576177150522824
511625,10.232994547831845
511625,10.29757876257627
511625,9.947731652546373
511628,10.422231292966764
511628,11.19009626683237
511628,10.171604596909482
511628,10.049670814776764
511628,10.237477145417781
511628,10.445010607988099
511628,10.317274958781963
511628,9.886468768808648
511628,9.726424987012681
511628,9.66333090509227
511628,10.087917702124074
511628,10.518171679630889
511628,10.558975372132945
511628,10.798489894660522
511628,10.742536979648118
511628,10.608314925510218
511628,10.81692598183626
511628,10.735158073751817
511628,10.992329578080179
511628,10.369184253888744
511628,10.242814210139194
511628,10.27759762393296
511628,10.483552732452742
511628,10.655167918400126
511628,10.534555447139857
511628,10.28457475118568
511628,9.982591485797581
511628,9.673537571839208
511628,10.178235234035151
