label,value
trip_id,167812597.0
HR5,0.0
HR6,0.0
HR7,0.0
HR8,0.0
HR9,0.0
HR10,0.0
HR11,0.016215295184744058
HR12,0.016262018499473434
HR13,0.07766476046594831
HR14,0.13667273709563818
HR15,0.22969237727480987
HR16,0.04576031375220308
HR17,0.12126132071326097
HR18,0.10553609472626656
HR19,0.2509350822876555
HR20,0.0
HR21,0.0
HR22,0.0
HR23,0.0
fail,0.0
