TAZ,size_term
1,97.65300000000002
2,132.00300000000001
3,28.569000000000003
4,179.03700000000003
5,1913.1090000000002
6,299.703
7,269.88
8,469.185
9,1031.9540000000002
10,424.43100000000004
11,1114.422
12,675.8100000000001
13,292.341
14,59.519999999999996
15,69.138
16,281.10300000000007
17,331.227
18,567.885
19,445.641
20,418.254
21,322.971
22,204.246
23,137.27700000000002
24,277.964
25,299.66700000000003
26,150.441
27,398.833
28,149.904
29,95.676
30,322.92
31,186.144
32,517.104
33,300.27700000000004
34,161.898
35,217.728
36,645.1080000000001
37,273.56000000000006
38,230.35000000000002
39,204.282
40,462.834
41,814.739
42,236.404
43,484.85400000000004
44,374.303
45,331.28700000000003
46,195.258
47,678.4440000000001
48,211.911
49,224.27100000000002
50,362.808
51,394.485
52,293.688
53,256.701
54,441.29400000000004
55,167.304
56,313.521
57,284.57700000000006
58,504.21500000000003
59,918.7850000000001
60,244.50400000000002
61,214.314
62,632.98
63,435.913
64,406.05199999999996
65,501.02500000000003
66,247.71
67,293.091
68,166.95000000000002
69,1289.121
70,645.2660000000001
71,711.4860000000001
72,153.352
73,305.38800000000003
74,349.15500000000003
75,282.471
76,160.40900000000002
77,559.442
78,226.824
79,824.2980000000002
80,144.633
81,376.65700000000004
82,329.72100000000006
83,196.34400000000002
84,105.57300000000001
85,241.073
86,590.36
87,454.07900000000006
88,403.36800000000005
89,394.994
90,1488.2500000000002
91,545.994
92,222.82
93,466.4170000000001
94,169.20700000000002
95,212.15800000000002
96,115.81500000000001
97,306.55400000000003
98,332.574
99,204.375
100,551.831
101,454.47900000000004
102,252.03000000000003
103,349.55600000000004
104,307.072
105,372.111
106,1760.957
107,686.313
108,125.25
109,550.749
110,58.779
111,97.47300000000001
112,183.61800000000002
113,388.62800000000004
114,207.642
115,117.32400000000001
116,449.39700000000005
117,495.8230000000001
118,286.13100000000003
119,171.2
120,410.31899999999996
121,315.09000000000003
122,383.0150000000001
123,351.663
124,442.69100000000003
125,306.726
126,377.271
127,343.916
128,353.98199999999997
129,178.961
130,486.74300000000005
131,489.35400000000004
132,298.77000000000004
133,1222.4870000000003
134,1140.468
135,664.677
136,353.04900000000004
137,534.03
138,1364.074
139,532.6500000000001
140,379.732
141,248.76
142,212.28900000000002
143,108.92099999999999
144,483.148
145,655.753
146,5.949
147,481.095
148,371.116
149,321.27900000000005
150,485.15700000000004
151,173.05800000000002
152,613.147
153,270.603
154,311.40000000000003
155,335.37
156,238.54500000000002
157,469.683
158,261.362
159,415.396
160,424.118
161,362.07000000000005
162,298.422
163,491.09100000000007
164,636.0840000000001
165,922.062
166,971.715
167,631.643
168,1068.411
169,1160.298
170,614.3430000000001
171,230.55
172,672.812
173,273.387
174,444.281
175,118.503
176,331.105
177,789.6690000000001
178,543.422
179,794.2139999999999
180,306.576
181,394.07700000000006
182,453.837
183,920.6950000000002
184,842.282
185,1385.691
186,773.966
187,476.274
188,1320.709
189,412.269
190,126.786
191,377.6
192,829.417
193,688.6780000000001
194,1463.4550000000002
195,506.08000000000004
196,631.724
197,379.863
198,596.9110000000001
199,498.141
200,1172.643
201,824.686
202,1048.98
203,697.783
204,636.388
205,773.1930000000001
206,413.26800000000003
207,517.037
208,633.4730000000001
209,949.5600000000002
210,435.942
211,992.076
212,1328.363
213,847.6710000000002
214,857.4159999999999
215,599.655
216,1124.827
217,396.10800000000006
218,529.58
219,581.892
220,607.6980000000001
221,325.725
222,398.121
223,650.341
224,480.05100000000004
225,425.939
226,769.18
227,582.988
228,68.71600000000001
229,652.037
230,990.2560000000001
231,517.066
232,506.541
233,622.63
234,660.0120000000001
235,411.009
236,814.166
237,944.811
238,572.889
239,182.14200000000002
240,717.019
241,384.078
242,279.759
243,247.038
244,769.094
245,561.999
246,1604.4910000000002
247,514.98
248,607.7510000000001
249,977.387
250,736.673
251,530.406
252,974.6360000000001
253,356.61400000000003
254,952.4010000000001
255,844.762
256,345.381
257,730.053
258,477.933
259,663.817
260,1031.294
261,406.148
262,484.71700000000004
263,261.48
264,478.744
265,379.89300000000003
266,1156.923
267,411.39
268,470.56500000000005
269,542.058
270,235.506
271,265.80300000000005
272,389.70300000000003
273,274.497
274,428.607
275,510.692
276,203.955
277,550.357
278,626.587
279,505.06600000000003
280,602.1890000000001
281,509.95300000000003
282,317.27000000000004
283,556.018
284,867.873
285,500.23300000000006
286,768.611
287,265.512
288,895.472
289,677.5100000000001
290,217.548
291,333.168
292,366.68300000000005
293,706.405
294,629.274
295,649.6320000000001
296,1178.059
297,454.289
298,1229.1660000000002
299,480.733
300,356.649
301,971.859
302,603.231
303,592.2750000000001
304,577.97
305,217.437
306,629.369
307,760.7950000000001
308,611.265
309,950.7800000000002
310,691.6080000000001
311,660.728
312,925.8140000000001
313,560.937
314,931.566
315,1364.3070000000002
316,390.418
317,938.191
318,391.2460000000001
319,347.99
320,513.0870000000001
321,501.307
322,766.763
323,602.157
324,514.581
325,1017.9960000000001
326,426.048
327,793.95
328,421.297
329,929.2610000000002
330,796.1370000000001
331,920.7880000000001
332,887.268
333,1658.4240000000002
334,957.6930000000001
335,859.2030000000001
336,641.74
337,286.98300000000006
338,266.805
339,930.2070000000001
340,416.922
341,691.062
342,658.321
343,383.40700000000004
344,578.493
345,495.3
346,499.70000000000005
347,908.4630000000001
348,8.814
349,1996.258
350,289.346
351,728.634
352,132.83200000000002
353,185.505
354,107.559
355,3179.2920000000004
356,1043.413
357,638.287
358,902.5029999999999
359,407.04
360,589.403
361,877.899
362,683.644
363,654.528
364,295.82500000000005
365,318.525
366,603.51
367,925.3330000000001
368,527.1070000000001
369,804.2760000000001
370,885.545
371,772.8430000000001
372,1026.276
373,410.18600000000004
374,350.76
375,199.776
376,565.634
377,394.84200000000004
378,276.576
379,569.518
380,297.97499999999997
381,843.273
382,509.8660000000001
383,982.2150000000001
384,640.27
385,302.31600000000003
386,360.54900000000004
387,405.318
388,1362.807
389,747.803
390,305.947
391,650.532
392,322.077
393,446.56100000000004
394,436.11600000000004
395,293.63100000000003
396,89.49600000000001
397,251.382
398,225.723
399,37.71
400,312.372
401,1636.296
402,140.397
403,25.164
404,360.27000000000004
405,218.262
406,96.99000000000001
407,456.26700000000005
408,186.82800000000003
409,77.025
410,192.804
411,1.5720000000000003
412,935.22
413,1086.8290000000002
414,563.079
415,662.6580000000001
416,844.565
417,20.583
418,123.50399999999999
419,394.977
420,344.07700000000006
421,397.386
422,362.211
423,573.745
424,967.272
425,531.898
426,215.925
427,268.422
428,426.46200000000005
429,248.93400000000003
430,48.393
431,33.489000000000004
432,378.25200000000007
433,694.692
434,23.673000000000002
435,445.20399999999995
436,512.847
437,631.884
438,687.251
439,367.491
440,839.027
441,531.931
442,654.315
443,475.494
444,746.9970000000001
445,798.213
446,610.5630000000001
447,397.17
448,636.216
449,680.943
450,610.7860000000001
451,730.948
452,730.6890000000001
453,1253.517
454,845.508
455,318.276
456,1026.435
457,745.3900000000001
458,488.59200000000004
459,1147.159
460,730.308
461,598.595
462,762.368
463,346.074
464,300.504
465,911.615
466,1433.946
467,615.807
468,874.2239999999999
469,1026.822
470,688.343
471,713.0820000000001
472,660.0360000000001
473,1094.4640000000002
474,536.442
475,961.7629999999999
476,1165.146
477,632.1600000000001
478,899.157
479,1663.2690000000002
480,814.845
481,890.5120000000002
482,602.698
483,956.5730000000001
484,1150.0320000000002
485,1491.9930000000002
486,1103.3840000000002
487,1628.707
488,969.993
489,1533.7939999999999
490,830.769
491,506.127
492,762.102
493,804.9710000000001
494,938.6870000000001
495,642.3810000000001
496,772.555
497,1172.7
498,1179.2410000000002
499,1024.721
500,849.1310000000001
501,454.44300000000004
502,493.56000000000006
503,695.582
504,570.471
505,484.254
506,575.097
507,1152.2620000000002
508,338.93100000000004
509,356.967
510,423.9170000000001
511,1494.2
512,1087.352
513,268.908
514,1042.448
515,1195.3400000000001
516,688.098
517,679.478
518,1197.642
519,1640.679
520,558.304
521,558.743
522,864.5520000000001
523,1106.0240000000001
524,546.03
525,474.41700000000003
526,1311.141
527,972.231
528,611.49
529,271.749
530,832.038
531,1008.1170000000001
532,442.809
533,1092.727
534,561.3
535,576.936
536,664.542
537,511.992
538,138.58800000000002
539,243.05400000000003
540,488.9170000000001
541,1579.911
542,334.101
543,539.0550000000001
544,746.1210000000001
545,196.395
546,1588.8550000000002
547,804.354
548,928.769
549,602.43
550,438.699
551,1008.3130000000001
552,439.617
553,567.844
554,237.375
555,578.348
556,122.913
557,664.2030000000001
558,410.97
559,631.219
560,978.787
561,344.274
562,597.2640000000001
563,1988.22
564,1133.402
565,393.21900000000005
566,460.569
567,1065.876
568,832.9190000000001
569,515.642
570,719.1670000000001
571,484.15000000000003
572,1192.877
573,460.854
574,393.75300000000004
575,678.2710000000001
576,479.391
577,718.0930000000001
578,1317.799
579,365.793
580,678.1669999999999
581,834.2030000000001
582,954.637
583,1467.8619999999999
