job_sector,income_category,age_category,rate
0,0,0,0
0,0,1,0.06973919
0,0,2,0.071883235
0,1,0,0
0,1,1,0.150986636
0,1,2,0.101441931
0,2,0,0
0,2,1,0.259743233
0,2,2,0.222851594
1,0,0,0.179879408
1,0,1,0.227049515
1,0,2,0.135047214
1,1,0,0.241858864
1,1,1,0.297457924
1,1,2,0.196749534
1,2,0,0.163771746
1,2,1,0.411698013
1,2,2,0.306259321
