job_sector,income_category,age_category,rate
0,0,0,0.559
0,0,1,0.544
0,0,2,0.241
0,1,0,0.810
0,1,1,0.836
0,1,2,0.365
0,2,0,0.958
0,2,1,0.915
0,2,2,0.852
1,0,0,0.757
1,0,1,0.713
1,0,2,0.430
1,1,0,0.844
1,1,1,0.879
1,1,2,0.661
1,2,0,0.887
1,2,1,0.905
1,2,2,0.927
