person_id,utility
1180753,9.893176162297143
1180753,9.672946104572162
1180753,9.980935997354814
1180753,10.248226229218984
1180753,10.394893940800989
1180753,10.354845392033187
1180753,10.327125771180341
1180753,10.36049577759737
1180753,10.337160344357088
1180753,10.232079702285866
1180753,10.311235526578535
1180753,10.309284549549965
1180753,10.396825390771465
1180753,10.34242354248775
1180753,10.260221122490503
1180753,10.194947992989839
1180753,10.383829194994256
1180753,11.138538669042891
1180753,10.506684603136428
1180753,10.452492918800468
1180753,10.464936735620235
1180753,10.393236471647478
1180753,10.99136678108351
1180753,10.329223748989566
1180753,10.261003346286042
1180753,10.235642443162712
1180753,10.203431092641651
1180753,10.060430973122934
1180754,10.091105571517126
1180754,10.11214733651669
1180754,10.180174120731891
1180754,10.279086914813467
1180754,10.248226229218984
1180754,10.354845392033187
1180754,10.327125771180341
1180754,10.308072465347792
1180754,10.353242796012172
1180754,10.401191690209432
1180754,10.360959019513379
1180754,10.390201519872441
1180754,10.397577347686735
1180754,10.315454742234765
1180754,10.369368774566961
1180754,11.544003777151056
1180754,10.4901801366094
1180754,10.438054210563159
1180754,10.413694564794397
1180754,10.479401880114953
1180754,10.370796208590848
1180754,10.261003346286042
1180754,10.200037099874148
1180754,10.016139610847125
1180754,10.74204883861841
1180754,10.135129722382755
1180754,10.250527089278716
