trip_id,utility
387286909,-8.979875259198154
387286909,-8.522319049273527
387286909,-6.621501778760591
387286909,-6.534353280908845
387286909,-6.428175372655338
387286909,-5.986134281850121
387286909,-5.6843323854066625
387286909,-6.031457205110824
387286909,-5.972656176839427
387286909,-6.7304133473211545
387286909,-6.634946125774711
387286909,-6.264273028348556
387286909,-6.557465748972999
387286909,-6.761536901664327
387286909,-6.591355296373572
387286909,-6.0807406704338005
387286909,-4.914686920522704
387286909,-4.699156712959171
387286909,-5.643295793185238
387286909,-5.652835544257185
387286909,-6.148742469852379
387286909,-5.121752960730185
387286909,-6.46575139361997
387286909,-6.853846897788939
387286909,-8.608374628548653
