TAZ,size_term,shadow_price_size_term_adjustment,shadow_price_utility_adjustment
1,0.0,1,0
2,1.0,1,0
3,6.0,1,0
4,3.0,1,0
5,19.0,1,0
6,144.0,1,0
7,300.0,1,0
8,554.0,1,0
9,734.0,1,0
10,349.0,1,0
11,412.0,1,0
12,68.0,1,0
13,1.0,1,0
14,18.0,1,0
15,20.0,1,0
16,219.0,1,0
17,388.0,1,0
18,88.0,1,0
19,25.0,1,0
20,256.0,1,0
21,112.0,1,0
22,57.0,1,0
23,79.0,1,0
24,60.0,1,0
25,413.0,1,0
26,190.0,1,0
27,308.0,1,0
28,213.0,1,0
29,153.0,1,0
30,510.0,1,0
31,124.0,1,0
32,233.0,1,0
33,359.0,1,0
34,177.0,1,0
35,393.0,1,0
36,709.0,1,0
37,247.0,1,0
38,249.0,1,0
39,224.0,1,0
40,155.0,1,0
41,149.0,1,0
42,362.0,1,0
43,313.0,1,0
44,143.0,1,0
45,207.0,1,0
46,192.0,1,0
47,90.0,1,0
48,277.0,1,0
49,278.0,1,0
50,378.0,1,0
51,260.0,1,0
52,369.0,1,0
53,0.0,1,0
54,716.0,1,0
55,282.0,1,0
56,1.0,1,0
57,542.0,1,0
58,578.0,1,0
59,834.0,1,0
60,451.0,1,0
61,412.0,1,0
62,929.0,1,0
63,676.0,1,0
64,672.0,1,0
65,615.0,1,0
66,262.0,1,0
67,342.0,1,0
68,313.0,1,0
69,294.0,1,0
70,533.0,1,0
71,516.0,1,0
72,121.0,1,0
73,220.0,1,0
74,126.0,1,0
75,6.0,1,0
76,80.0,1,0
77,342.0,1,0
78,423.0,1,0
79,91.0,1,0
80,253.0,1,0
81,476.0,1,0
82,68.0,1,0
83,171.0,1,0
84,149.0,1,0
85,223.0,1,0
86,533.0,1,0
87,377.0,1,0
88,286.0,1,0
89,497.0,1,0
90,296.0,1,0
91,461.0,1,0
92,299.0,1,0
93,226.0,1,0
94,96.0,1,0
95,219.0,1,0
96,217.0,1,0
97,288.0,1,0
98,330.0,1,0
99,319.0,1,0
100,524.0,1,0
101,619.0,1,0
102,305.0,1,0
103,230.0,1,0
104,155.0,1,0
105,618.0,1,0
106,501.0,1,0
