person_id,alt_dest,rand,prob,pick_count
1180753,810,0.8338865508140509,0.010128840805931542,2
1180753,873,0.8749850257130277,0.0030903505294752453,1
1180753,777,0.7802590066384293,0.012866730016498795,1
1180753,746,0.6307527537123256,0.0013597126755162281,1
1180753,406,0.21851534578829945,0.0061752837778417035,1
1180753,401,0.18452446737168393,0.009208916673919789,1
1180753,519,0.3991474853902297,0.0024523171994042746,1
1180753,682,0.5610139689271494,0.000241484596333593,1
1180753,751,0.6480349059543049,0.03390272531524747,2
1180753,774,0.7686917357980314,0.002568589881883233,1
1180753,973,0.9205884641658487,0.001777199913647777,1
1180753,415,0.28826407198838333,0.010418955586856172,1
1180753,434,0.34101829473387424,0.0019901405936571456,1
1180753,567,0.48062463827195623,0.0004916178658271026,1
1180753,16,0.021587654431275083,0.002500470078254135,1
1180753,414,0.27994920830058556,0.0056287784191911844,1
1180753,212,0.05540931485623113,0.0042959702659699376,1
1180753,798,0.8144158320389071,0.000901154900709214,1
1180753,697,0.5638552783439843,0.0005747937845008381,1
1180753,853,0.8624868840915876,0.0016221644530555657,1
1180753,605,0.5111021779787646,0.010846941408507116,1
1180753,761,0.7332957936708743,0.007199059437858498,1
1180753,408,0.23638779441010604,0.007247820546941654,1
1180753,824,0.8482846906447958,0.0010847828121391065,1
1180753,563,0.4737861912130018,0.005643125442987368,1
1180753,891,0.8838272794034939,4.287217219091125e-05,1
1180753,106,0.04192148106374938,0.0044886562704240735,1
1180753,641,0.5478040379418557,0.00010339731307886295,1
1180754,751,0.670556749695339,0.03390272531524747,3
1180754,776,0.7718538584576656,0.0017976258881629713,1
1180754,558,0.46865233169095255,0.009892188235014338,1
1180754,401,0.18757015435976354,0.009208916673919789,1
1180754,284,0.08455290920850445,0.0005704446514002037,1
1180754,736,0.6031270695104843,0.006225759495519423,1
1180754,853,0.8612191663454041,0.0016221644530555657,1
1180754,797,0.8125431055389015,0.005871746349899224,1
1180754,1121,0.9508023073768387,0.0015058648776459325,1
1180754,1014,0.9329745173341757,0.0018713494429440343,2
1180754,414,0.2790579707100648,0.0056287784191911844,1
1180754,548,0.4533609784059496,0.0004170186296097306,1
1180754,767,0.750963966842569,0.007634828717564783,1
1180754,428,0.3163031722721097,0.005660798804863002,1
1180754,945,0.8970538099632528,0.005250024942292735,1
1180754,723,0.5856281454135994,0.0009184585836497465,1
1180754,604,0.5014272343601746,0.0030834158538803292,1
1180754,408,0.23565511931231697,0.007247820546941654,1
1180754,349,0.13231968922022896,0.009096489701624954,1
1180754,376,0.16289117936855702,0.0007835888015787625,1
1180754,1161,0.9687944892630267,0.0015868924074366204,1
1180754,773,0.7674119075153336,0.003153566420794477,1
1180754,587,0.4856784879698264,7.754705301423873e-05,1
1180754,606,0.5153050296556637,0.0028082850048731867,1
1180754,760,0.7288227326744541,0.0004250476550771958,1
1180754,887,0.8836196608157959,5.0335844072992326e-05,1
1180754,287,0.08532654821794627,0.0002955902673697737,1
