tour_id,tdd,start,end,duration,out_period,in_period,mode_choice_logsum
48410863,101,11,13,2,AM,MD,-4.775947633795778
48410863,102,11,14,3,AM,MD,-4.776372011624199
48410863,103,11,15,4,AM,MD,-4.776796382061373
48410863,104,11,16,5,AM,MD,-4.777220745108021
48410863,105,11,17,6,AM,PM,-4.819589424936241
48410863,106,11,18,7,AM,PM,-4.820011071964775
48410863,107,11,19,8,AM,PM,-4.820432711899721
48410863,108,11,20,9,AM,PM,-4.82085434474183
48410863,109,11,21,10,AM,EV,-4.764106792564286
48410863,110,11,22,11,AM,EV,-4.764531109661083
48410863,111,11,23,12,AM,EV,-4.76495541937176
48410863,112,12,12,0,MD,MD,-4.767437068362784
48410863,113,12,13,1,MD,MD,-4.7678650862397145
48410863,114,12,14,2,MD,MD,-4.768293096363005
48410863,115,12,15,3,MD,MD,-4.768721098733335
48410863,116,12,16,4,MD,MD,-4.76914909335138
48410863,117,12,17,5,MD,PM,-4.812879502356326
48410863,118,12,18,6,MD,PM,-4.813304645189356
48410863,119,12,19,7,MD,PM,-4.813729780553805
48410863,120,12,20,8,MD,PM,-4.814154908450392
48410863,121,12,21,9,MD,EV,-4.756052894431349
48410863,122,12,22,10,MD,EV,-4.756480840743467
48410863,123,12,23,11,MD,EV,-4.7569087793073095
48410863,124,13,13,0,MD,MD,-4.767437068362784
48410863,125,13,14,1,MD,MD,-4.7678650862397145
48410863,126,13,15,2,MD,MD,-4.768293096363005
48410863,127,13,16,3,MD,MD,-4.768721098733335
48410863,128,13,17,4,MD,PM,-4.8124543520540035
48410863,129,13,18,5,MD,PM,-4.812879502356326
48410863,130,13,19,6,MD,PM,-4.813304645189356
48410863,131,13,20,7,MD,PM,-4.813729780553805
48410863,132,13,21,8,MD,EV,-4.755624940370278
48410863,133,13,22,9,MD,EV,-4.756052894431349
48410863,134,13,23,10,MD,EV,-4.756480840743467
48410863,135,14,14,0,MD,MD,-4.767437068362784
48410863,136,14,15,1,MD,MD,-4.7678650862397145
48410863,137,14,16,2,MD,MD,-4.768293096363005
48410863,138,14,17,3,MD,PM,-4.812029194281673
48410863,139,14,18,4,MD,PM,-4.8124543520540035
48410863,140,14,19,5,MD,PM,-4.812879502356326
48410863,141,14,20,6,MD,PM,-4.813304645189356
48410863,142,14,21,7,MD,EV,-4.755196978559578
48410863,143,14,22,8,MD,EV,-4.755624940370278
48410863,144,14,23,9,MD,EV,-4.756052894431349
48410863,145,15,15,0,MD,MD,-4.767437068362784
48410863,146,15,16,1,MD,MD,-4.7678650862397145
48410863,147,15,17,2,MD,PM,-4.811604029038619
48410863,148,15,18,3,MD,PM,-4.812029194281673
48410863,149,15,19,4,MD,PM,-4.8124543520540035
48410863,150,15,20,5,MD,PM,-4.812879502356326
48410863,151,15,21,6,MD,EV,-4.754769008998567
48410863,152,15,22,7,MD,EV,-4.755196978559578
48410863,153,15,23,8,MD,EV,-4.755624940370278
48410863,154,16,16,0,MD,MD,-4.767437068362784
48410863,155,16,17,1,MD,PM,-4.811178856324126
48410863,156,16,18,2,MD,PM,-4.811604029038619
48410863,157,16,19,3,MD,PM,-4.812029194281673
48410863,158,16,20,4,MD,PM,-4.8124543520540035
48410863,159,16,21,5,MD,EV,-4.754341031686569
48410863,160,16,22,6,MD,EV,-4.754769008998567
48410863,161,16,23,7,MD,EV,-4.755196978559578
48410863,162,17,17,0,PM,PM,-5.110432871167403
48410863,163,17,18,1,PM,PM,-5.110848431268198
48410863,164,17,19,2,PM,PM,-5.11126398501979
48410863,165,17,20,3,PM,PM,-5.111679532422966
48410863,166,17,21,4,PM,EV,-5.05730965942373
48410863,167,17,22,5,PM,EV,-5.057727626429025
48410863,168,17,23,6,PM,EV,-5.058145586781578
48410863,169,18,18,0,PM,PM,-5.110432871167403
48410863,170,18,19,1,PM,PM,-5.110848431268198
48410863,171,18,20,2,PM,PM,-5.11126398501979
48410863,172,18,21,3,PM,EV,-5.056891685764916
48410863,173,18,22,4,PM,EV,-5.05730965942373
48410863,174,18,23,5,PM,EV,-5.057727626429025
48410863,175,19,19,0,PM,PM,-5.110432871167403
48410863,176,19,20,1,PM,PM,-5.110848431268198
48410863,177,19,21,2,PM,EV,-5.056473705451809
48410863,178,19,22,3,PM,EV,-5.056891685764916
48410863,179,19,23,4,PM,EV,-5.05730965942373
48410863,180,20,20,0,PM,PM,-5.110432871167403
48410863,181,20,21,1,PM,EV,-5.05605571848363
48410863,182,20,22,2,PM,EV,-5.056473705451809
48410863,183,20,23,3,PM,EV,-5.056891685764916
48410863,184,21,21,0,EV,EV,-4.734724180454122
48410863,185,21,22,1,EV,EV,-4.73515219444363
48410863,186,21,23,2,EV,EV,-4.735580200677904
48410863,187,22,22,0,EV,EV,-4.734724180454122
48410863,188,22,23,1,EV,EV,-4.73515219444363
48410863,189,23,23,0,EV,EV,-4.734724180454122
