TAZ,atwork,TAZ,person_id,income_segment,workplace_taz
200,2358.146,200,1180753,4,697
201,300.592,201,1180753,4,697
202,110.51,202,1180753,4,697
203,423.53400000000005,203,1180753,4,697
204,113.0,204,1180753,4,697
205,15.580000000000002,205,1180753,4,697
206,0.516,206,1180753,4,697
207,109.994,207,1180753,4,697
208,417.98199999999997,208,1180753,4,697
209,24.22,209,1180753,4,697
210,158.594,210,1180753,4,697
211,448.51399999999995,211,1180753,4,697
212,1955.0859999999998,212,1180753,4,697
213,248.744,213,1180753,4,697
214,65.092,214,1180753,4,697
215,98.166,215,1180753,4,697
216,1302.152,216,1180753,4,697
217,53.222,217,1180753,4,697
218,398.814,218,1180753,4,697
219,147.70999999999998,219,1180753,4,697
220,30.736,220,1180753,4,697
221,28.002,221,1180753,4,697
222,99.536,222,1180753,4,697
223,78.408,223,1180753,4,697
224,276.43399999999997,224,1180753,4,697
225,115.99600000000001,225,1180753,4,697
226,147.674,226,1180753,4,697
227,23.19,227,1180753,4,697
228,2.838,228,1180753,4,697
229,93.558,229,1180753,4,697
230,367.716,230,1180753,4,697
231,28.478,231,1180753,4,697
232,44.378,232,1180753,4,697
233,114.646,233,1180753,4,697
234,1716.924,234,1180753,4,697
235,282.256,235,1180753,4,697
236,104.092,236,1180753,4,697
237,387.002,237,1180753,4,697
238,58.647999999999996,238,1180753,4,697
239,355.402,239,1180753,4,697
240,478.65999999999997,240,1180753,4,697
241,34.8,241,1180753,4,697
242,10.32,242,1180753,4,697
243,18.772,243,1180753,4,697
244,326.626,244,1180753,4,697
245,31.93,245,1180753,4,697
246,1098.846,246,1180753,4,697
247,8.772,247,1180753,4,697
248,710.5400000000001,248,1180753,4,697
249,469.92,249,1180753,4,697
250,252.06,250,1180753,4,697
251,867.43,251,1180753,4,697
252,75.82000000000001,252,1180753,4,697
253,5.226,253,1180753,4,697
254,35.542,254,1180753,4,697
255,163.322,255,1180753,4,697
256,61.826,256,1180753,4,697
257,1031.982,257,1180753,4,697
258,155.418,258,1180753,4,697
259,184.374,259,1180753,4,697
260,289.614,260,1180753,4,697
261,25.352,261,1180753,4,697
262,80.38199999999999,262,1180753,4,697
263,13.836,263,1180753,4,697
264,103.45400000000001,264,1180753,4,697
265,482.89000000000004,265,1180753,4,697
266,1551.6979999999999,266,1180753,4,697
267,46.892,267,1180753,4,697
268,30.608,268,1180753,4,697
269,28.736,269,1180753,4,697
270,69.744,270,1180753,4,697
271,14.936,271,1180753,4,697
272,14.964,272,1180753,4,697
273,3.096,273,1180753,4,697
274,202.10399999999998,274,1180753,4,697
275,132.226,275,1180753,4,697
276,23.518,276,1180753,4,697
277,44.996,277,1180753,4,697
278,477.28799999999995,278,1180753,4,697
279,403.906,279,1180753,4,697
280,298.36,280,1180753,4,697
281,320.288,281,1180753,4,697
282,174.78799999999998,282,1180753,4,697
283,32.35,283,1180753,4,697
284,1876.744,284,1180753,4,697
285,17.352,285,1180753,4,697
286,381.854,286,1180753,4,697
287,150.904,287,1180753,4,697
288,124.036,288,1180753,4,697
289,72.84,289,1180753,4,697
290,0.516,290,1180753,4,697
291,220.91,291,1180753,4,697
292,35.738,292,1180753,4,697
293,41.026,293,1180753,4,697
294,68.55,294,1180753,4,697
295,361.10200000000003,295,1180753,4,697
296,373.822,296,1180753,4,697
297,72.254,297,1180753,4,697
298,257.93,298,1180753,4,697
299,147.70999999999998,299,1180753,4,697
300,88.402,300,1180753,4,697
301,131.662,301,1180753,4,697
302,12.030000000000001,302,1180753,4,697
303,182.06,303,1180753,4,697
304,33.024,304,1180753,4,697
305,9.030000000000001,305,1180753,4,697
306,14.964,306,1180753,4,697
307,35.088,307,1180753,4,697
308,30.380000000000003,308,1180753,4,697
309,585.066,309,1180753,4,697
310,1249.166,310,1180753,4,697
311,508.142,311,1180753,4,697
312,57.806,312,1180753,4,697
313,902.648,313,1180753,4,697
314,389.284,314,1180753,4,697
315,2291.774,315,1180753,4,697
316,299.236,316,1180753,4,697
317,189.19,317,1180753,4,697
318,44.153999999999996,318,1180753,4,697
319,14.706,319,1180753,4,697
320,115.534,320,1180753,4,697
321,47.18600000000001,321,1180753,4,697
322,75.576,322,1180753,4,697
323,454.448,323,1180753,4,697
324,301.79200000000003,324,1180753,4,697
325,150.75,325,1180753,4,697
326,256.466,326,1180753,4,697
327,182.196,327,1180753,4,697
328,29.194,328,1180753,4,697
329,471.17,329,1180753,4,697
330,23.128,330,1180753,4,697
331,97.446,331,1180753,4,697
332,326.606,332,1180753,4,697
333,428.596,333,1180753,4,697
334,55.186,334,1180753,4,697
335,341.592,335,1180753,4,697
336,170.582,336,1180753,4,697
337,247.93800000000002,337,1180753,4,697
338,6.45,338,1180753,4,697
339,71.118,339,1180753,4,697
340,104.316,340,1180753,4,697
341,1116.334,341,1180753,4,697
342,131.872,342,1180753,4,697
343,22.996000000000002,343,1180753,4,697
344,84.624,344,1180753,4,697
345,66.54,345,1180753,4,697
346,204.214,346,1180753,4,697
347,332.664,347,1180753,4,697
348,4.128,348,1180753,4,697
349,2849.3540000000003,349,1180753,4,697
350,8.998000000000001,350,1180753,4,697
351,876.468,351,1180753,4,697
352,11.094000000000001,352,1180753,4,697
353,82.522,353,1180753,4,697
354,167.71200000000002,354,1180753,4,697
355,4786.814,355,1180753,4,697
356,1499.562,356,1180753,4,697
357,39.186,357,1180753,4,697
358,85.31,358,1180753,4,697
359,36.120000000000005,359,1180753,4,697
360,52.864000000000004,360,1180753,4,697
361,207.802,361,1180753,4,697
362,285.49,362,1180753,4,697
363,98.266,363,1180753,4,697
364,177.856,364,1180753,4,697
365,284.666,365,1180753,4,697
366,386.25600000000003,366,1180753,4,697
367,197.7,367,1180753,4,697
368,161.358,368,1180753,4,697
369,81.116,369,1180753,4,697
370,491.472,370,1180753,4,697
371,157.716,371,1180753,4,697
372,1597.8899999999999,372,1180753,4,697
373,141.066,373,1180753,4,697
374,515.224,374,1180753,4,697
375,16.516,375,1180753,4,697
376,161.428,376,1180753,4,697
377,131.478,377,1180753,4,697
378,318.968,378,1180753,4,697
379,48.478,379,1180753,4,697
380,60.034,380,1180753,4,697
381,364.42600000000004,381,1180753,4,697
382,52.412,382,1180753,4,697
383,1227.734,383,1180753,4,697
384,73.762,384,1180753,4,697
385,69.79,385,1180753,4,697
386,13.932,386,1180753,4,697
387,73.164,387,1180753,4,697
388,326.332,388,1180753,4,697
389,401.646,389,1180753,4,697
390,27.933999999999997,390,1180753,4,697
391,454.074,391,1180753,4,697
392,57.97,392,1180753,4,697
393,100.512,393,1180753,4,697
394,180.87,394,1180753,4,697
395,49.604,395,1180753,4,697
396,159.284,396,1180753,4,697
397,312.734,397,1180753,4,697
398,182.03799999999998,398,1180753,4,697
399,81.284,399,1180753,4,697
400,16.32,400,1180753,4,697
401,727.246,401,1180753,4,697
402,28.606,402,1180753,4,697
403,40.548,403,1180753,4,697
404,39.832,404,1180753,4,697
405,698.186,405,1180753,4,697
406,250.644,406,1180753,4,697
407,1183.048,407,1180753,4,697
408,577.844,408,1180753,4,697
409,173.952,409,1180753,4,697
410,47.636,410,1180753,4,697
411,3.0,411,1180753,4,697
412,156.512,412,1180753,4,697
413,153.76999999999998,413,1180753,4,697
414,435.478,414,1180753,4,697
415,715.514,415,1180753,4,697
416,81.57600000000001,416,1180753,4,697
417,48.483999999999995,417,1180753,4,697
418,114.94399999999999,418,1180753,4,697
419,18.932000000000002,419,1180753,4,697
420,47.546,420,1180753,4,697
421,10.968,421,1180753,4,697
422,39.874,422,1180753,4,697
423,22.064,423,1180753,4,697
424,111.638,424,1180753,4,697
425,88.326,425,1180753,4,697
426,198.82,426,1180753,4,697
427,664.096,427,1180753,4,697
428,494.57,428,1180753,4,697
429,263.854,429,1180753,4,697
430,143.716,430,1180753,4,697
431,78.254,431,1180753,4,697
432,936.38,432,1180753,4,697
433,179.032,433,1180753,4,697
434,36.68,434,1180753,4,697
435,353.142,435,1180753,4,697
436,178.832,436,1180753,4,697
437,171.368,437,1180753,4,697
438,69.51,438,1180753,4,697
439,241.26000000000002,439,1180753,4,697
440,82.984,440,1180753,4,697
441,172.55,441,1180753,4,697
442,79.192,442,1180753,4,697
443,19.866,443,1180753,4,697
444,289.334,444,1180753,4,697
445,169.78799999999998,445,1180753,4,697
446,154.13799999999998,446,1180753,4,697
447,86.682,447,1180753,4,697
448,338.082,448,1180753,4,697
449,679.778,449,1180753,4,697
450,369.976,450,1180753,4,697
451,381.666,451,1180753,4,697
452,217.594,452,1180753,4,697
453,452.718,453,1180753,4,697
454,180.536,454,1180753,4,697
455,262.264,455,1180753,4,697
456,465.95,456,1180753,4,697
457,70.632,457,1180753,4,697
458,9.678,458,1180753,4,697
459,356.972,459,1180753,4,697
460,894.902,460,1180753,4,697
461,56.988,461,1180753,4,697
462,470.122,462,1180753,4,697
463,261.37399999999997,463,1180753,4,697
464,11.868,464,1180753,4,697
465,784.764,465,1180753,4,697
466,3748.728,466,1180753,4,697
467,767.2379999999999,467,1180753,4,697
468,277.488,468,1180753,4,697
469,226.856,469,1180753,4,697
470,166.068,470,1180753,4,697
471,758.13,471,1180753,4,697
472,186.798,472,1180753,4,697
473,48.996,473,1180753,4,697
474,51.932,474,1180753,4,697
475,977.7479999999999,475,1180753,4,697
476,719.728,476,1180753,4,697
477,132.71,477,1180753,4,697
478,882.614,478,1180753,4,697
479,108.10600000000001,479,1180753,4,697
480,87.6,480,1180753,4,697
481,115.616,481,1180753,4,697
482,8.45,482,1180753,4,697
483,196.09400000000002,483,1180753,4,697
484,388.938,484,1180753,4,697
485,821.7220000000001,485,1180753,4,697
486,677.072,486,1180753,4,697
487,199.54,487,1180753,4,697
488,53.988,488,1180753,4,697
489,80.498,489,1180753,4,697
490,508.358,490,1180753,4,697
491,240.008,491,1180753,4,697
492,189.62,492,1180753,4,697
493,57.96,493,1180753,4,697
494,127.664,494,1180753,4,697
495,33.282000000000004,495,1180753,4,697
496,96.756,496,1180753,4,697
497,449.954,497,1180753,4,697
498,428.71,498,1180753,4,697
499,442.452,499,1180753,4,697
500,14.126000000000001,500,1180753,4,697
501,41.578,501,1180753,4,697
502,443.08,502,1180753,4,697
503,410.088,503,1180753,4,697
504,852.88,504,1180753,4,697
505,2.58,505,1180753,4,697
506,125.59,506,1180753,4,697
507,197.458,507,1180753,4,697
508,134.106,508,1180753,4,697
509,351.61,509,1180753,4,697
510,36.412,510,1180753,4,697
511,742.67,511,1180753,4,697
512,26.058,512,1180753,4,697
513,21.834,513,1180753,4,697
514,393.772,514,1180753,4,697
515,58.996,515,1180753,4,697
516,18.060000000000002,516,1180753,4,697
517,248.34,517,1180753,4,697
518,824.4599999999999,518,1180753,4,697
519,1317.078,519,1180753,4,697
520,202.796,520,1180753,4,697
521,448.568,521,1180753,4,697
522,123.506,522,1180753,4,697
523,622.4259999999999,523,1180753,4,697
524,14.646,524,1180753,4,697
525,124.668,525,1180753,4,697
526,140.886,526,1180753,4,697
527,164.90599999999998,527,1180753,4,697
528,187.066,528,1180753,4,697
529,242.26,529,1180753,4,697
530,943.206,530,1180753,4,697
531,2194.48,531,1180753,4,697
532,147.508,532,1180753,4,697
533,302.416,533,1180753,4,697
534,348.356,534,1180753,4,697
535,415.258,535,1180753,4,697
536,250.148,536,1180753,4,697
537,520.202,537,1180753,4,697
538,60.482,538,1180753,4,697
539,632.9179999999999,539,1180753,4,697
540,249.792,540,1180753,4,697
541,789.142,541,1180753,4,697
542,257.342,542,1180753,4,697
543,553.0600000000001,543,1180753,4,697
544,268.164,544,1180753,4,697
545,104.596,545,1180753,4,697
546,2120.422,546,1180753,4,697
547,254.63199999999998,547,1180753,4,697
548,94.932,548,1180753,4,697
549,422.528,549,1180753,4,697
550,65.44,550,1180753,4,697
551,134.35399999999998,551,1180753,4,697
552,1.516,552,1180753,4,697
553,45.868,553,1180753,4,697
554,105.926,554,1180753,4,697
555,165.822,555,1180753,4,697
556,13.614,556,1180753,4,697
557,1052.92,557,1180753,4,697
558,467.194,558,1180753,4,697
559,52.384,559,1180753,4,697
560,281.17,560,1180753,4,697
561,99.846,561,1180753,4,697
562,18.676000000000002,562,1180753,4,697
563,1278.412,563,1180753,4,697
564,551.732,564,1180753,4,697
565,93.526,565,1180753,4,697
566,65.36,566,1180753,4,697
567,189.614,567,1180753,4,697
568,62.612,568,1180753,4,697
569,8.256,569,1180753,4,697
570,153.59,570,1180753,4,697
571,11.482,571,1180753,4,697
572,53.278,572,1180753,4,697
573,1.548,573,1180753,4,697
574,22.834,574,1180753,4,697
575,113.384,575,1180753,4,697
576,63.611999999999995,576,1180753,4,697
577,17.544,577,1180753,4,697
578,118.52600000000001,578,1180753,4,697
579,463.38599999999997,579,1180753,4,697
580,66.162,580,1180753,4,697
581,239.74800000000002,581,1180753,4,697
582,425.568,582,1180753,4,697
583,1991.562,583,1180753,4,697
584,112.574,584,1180753,4,697
585,136.718,585,1180753,4,697
586,213.362,586,1180753,4,697
587,31.578000000000003,587,1180753,4,697
588,53.934,588,1180753,4,697
589,61.227999999999994,589,1180753,4,697
590,795.548,590,1180753,4,697
591,130.352,591,1180753,4,697
592,30.096,592,1180753,4,697
593,218.276,593,1180753,4,697
594,88.44800000000001,594,1180753,4,697
595,826.222,595,1180753,4,697
596,202.032,596,1180753,4,697
597,39.098,597,1180753,4,697
598,28.352,598,1180753,4,697
599,57.714,599,1180753,4,697
600,49.06,600,1180753,4,697
601,87.474,601,1180753,4,697
602,244.232,602,1180753,4,697
603,202.69,603,1180753,4,697
604,343.062,604,1180753,4,697
605,674.428,605,1180753,4,697
606,103.062,606,1180753,4,697
607,2346.372,607,1180753,4,697
608,644.596,608,1180753,4,697
609,123.252,609,1180753,4,697
610,130.882,610,1180753,4,697
611,229.278,611,1180753,4,697
612,100.542,612,1180753,4,697
613,142.102,613,1180753,4,697
614,112.152,614,1180753,4,697
615,54.796,615,1180753,4,697
616,93.14,616,1180753,4,697
617,158.45,617,1180753,4,697
618,1.032,618,1180753,4,697
619,41.09,619,1180753,4,697
620,170.99200000000002,620,1180753,4,697
621,323.73199999999997,621,1180753,4,697
622,69.184,622,1180753,4,697
623,23.898,623,1180753,4,697
624,1.806,624,1180753,4,697
625,195.26399999999998,625,1180753,4,697
626,64.438,626,1180753,4,697
627,278.26,627,1180753,4,697
628,78.694,628,1180753,4,697
629,54.762,629,1180753,4,697
630,248.67,630,1180753,4,697
631,94.396,631,1180753,4,697
632,915.08,632,1180753,4,697
633,101.912,633,1180753,4,697
634,201.582,634,1180753,4,697
635,92.056,635,1180753,4,697
636,222.32,636,1180753,4,697
637,13.868,637,1180753,4,697
638,41.606,638,1180753,4,697
639,197.362,639,1180753,4,697
640,119.426,640,1180753,4,697
641,49.474000000000004,641,1180753,4,697
642,0.516,642,1180753,4,697
643,26.832,643,1180753,4,697
644,182.11200000000002,644,1180753,4,697
645,99.372,645,1180753,4,697
646,14.190000000000001,646,1180753,4,697
647,4.71,647,1180753,4,697
648,19.576,648,1180753,4,697
649,224.494,649,1180753,4,697
650,214.352,650,1180753,4,697
651,119.97800000000001,651,1180753,4,697
652,74.44,652,1180753,4,697
653,306.62,653,1180753,4,697
654,12.578,654,1180753,4,697
655,76.562,655,1180753,4,697
656,175.222,656,1180753,4,697
657,378.254,657,1180753,4,697
658,0.774,658,1180753,4,697
659,117.06,659,1180753,4,697
660,194.66400000000002,660,1180753,4,697
661,1571.1860000000001,661,1180753,4,697
662,21.996000000000002,662,1180753,4,697
663,32.896,663,1180753,4,697
664,14.706,664,1180753,4,697
665,191.554,665,1180753,4,697
666,21.254,666,1180753,4,697
667,108.192,667,1180753,4,697
668,47.214,668,1180753,4,697
669,93.44800000000001,669,1180753,4,697
670,10.74,670,1180753,4,697
671,182.756,671,1180753,4,697
672,230.81799999999998,672,1180753,4,697
673,66.022,673,1180753,4,697
674,231.31400000000002,674,1180753,4,697
675,214.25,675,1180753,4,697
676,788.192,676,1180753,4,697
677,1664.35,677,1180753,4,697
678,21.932000000000002,678,1180753,4,697
679,225.17600000000002,679,1180753,4,697
680,606.786,680,1180753,4,697
681,121.632,681,1180753,4,697
682,105.422,682,1180753,4,697
683,180.07600000000002,683,1180753,4,697
684,283.778,684,1180753,4,697
685,108.366,685,1180753,4,697
686,249.658,686,1180753,4,697
687,851.39,687,1180753,4,697
688,173.124,688,1180753,4,697
689,56.903999999999996,689,1180753,4,697
690,202.366,690,1180753,4,697
691,43.086,691,1180753,4,697
692,214.164,692,1180753,4,697
693,131.224,693,1180753,4,697
694,29.124000000000002,694,1180753,4,697
695,15.126000000000001,695,1180753,4,697
696,102.856,696,1180753,4,697
697,47.668,697,1180753,4,697
698,155.768,698,1180753,4,697
699,43.774,699,1180753,4,697
700,625.832,700,1180753,4,697
701,112.648,701,1180753,4,697
702,421.584,702,1180753,4,697
703,19.61,703,1180753,4,697
704,186.602,704,1180753,4,697
705,280.342,705,1180753,4,697
706,2399.592,706,1180753,4,697
707,615.772,707,1180753,4,697
708,126.68,708,1180753,4,697
709,534.96,709,1180753,4,697
710,125.77199999999999,710,1180753,4,697
711,28.48,711,1180753,4,697
712,318.082,712,1180753,4,697
713,55.903999999999996,713,1180753,4,697
714,137.33,714,1180753,4,697
715,314.598,715,1180753,4,697
716,87.182,716,1180753,4,697
717,336.152,717,1180753,4,697
718,440.064,718,1180753,4,697
719,81.326,719,1180753,4,697
720,42.414,720,1180753,4,697
721,972.158,721,1180753,4,697
722,71.322,722,1180753,4,697
723,269.89,723,1180753,4,697
724,1251.5,724,1180753,4,697
725,79.124,725,1180753,4,697
726,59.513999999999996,726,1180753,4,697
727,35.862,727,1180753,4,697
728,281.752,728,1180753,4,697
729,455.692,729,1180753,4,697
730,1129.714,730,1180753,4,697
731,1.0,731,1180753,4,697
732,928.782,732,1180753,4,697
733,1177.572,733,1180753,4,697
734,139.834,734,1180753,4,697
735,71.376,735,1180753,4,697
736,2749.1679999999997,736,1180753,4,697
737,573.534,737,1180753,4,697
738,4.806,738,1180753,4,697
739,569.182,739,1180753,4,697
740,383.19599999999997,740,1180753,4,697
741,82.324,741,1180753,4,697
742,2203.068,742,1180753,4,697
743,332.82,743,1180753,4,697
744,554.7860000000001,744,1180753,4,697
745,9.030000000000001,745,1180753,4,697
746,249.464,746,1180753,4,697
747,12.804,747,1180753,4,697
748,4.386,748,1180753,4,697
749,78.22,749,1180753,4,697
750,455.85400000000004,750,1180753,4,697
751,2016.7440000000001,751,1180753,4,697
752,1041.878,752,1180753,4,697
753,51.96,753,1180753,4,697
754,135.34,754,1180753,4,697
755,121.03,755,1180753,4,697
756,345.532,756,1180753,4,697
757,13.225999999999999,757,1180753,4,697
758,30.192,758,1180753,4,697
759,23.254,759,1180753,4,697
760,83.744,760,1180753,4,697
761,433.992,761,1180753,4,697
762,28.77,762,1180753,4,697
763,368.23400000000004,763,1180753,4,697
764,400.118,764,1180753,4,697
765,182.49599999999998,765,1180753,4,697
766,49.29,766,1180753,4,697
767,2066.836,767,1180753,4,697
768,138.298,768,1180753,4,697
769,26.124000000000002,769,1180753,4,697
770,173.844,770,1180753,4,697
771,366.756,771,1180753,4,697
772,36.228,772,1180753,4,697
773,279.342,773,1180753,4,697
774,209.262,774,1180753,4,697
775,50.158,775,1180753,4,697
776,195.376,776,1180753,4,697
777,1699.8139999999999,777,1180753,4,697
778,1353.31,778,1180753,4,697
779,68.936,779,1180753,4,697
780,16.644,780,1180753,4,697
781,52.6,781,1180753,4,697
782,52.964,782,1180753,4,697
783,0.516,783,1180753,4,697
784,229.298,784,1180753,4,697
785,95.672,785,1180753,4,697
786,32.064,786,1180753,4,697
787,163.332,787,1180753,4,697
788,33.318,788,1180753,4,697
789,8.772,789,1180753,4,697
790,12.642,790,1180753,4,697
791,188.452,791,1180753,4,697
792,4.644,792,1180753,4,697
793,66.86800000000001,793,1180753,4,697
794,20.933999999999997,794,1180753,4,697
795,29.35,795,1180753,4,697
796,1614.104,796,1180753,4,697
797,479.98600000000005,797,1180753,4,697
798,25.158,798,1180753,4,697
799,23.514,799,1180753,4,697
800,188.042,800,1180753,4,697
801,333.724,801,1180753,4,697
802,27.026,802,1180753,4,697
803,108.49000000000001,803,1180753,4,697
804,90.87,804,1180753,4,697
805,44.256,805,1180753,4,697
806,506.95399999999995,806,1180753,4,697
807,60.326,807,1180753,4,697
808,1327.926,808,1180753,4,697
809,225.944,809,1180753,4,697
810,1197.3220000000001,810,1180753,4,697
811,445.86,811,1180753,4,697
812,1253.698,812,1180753,4,697
813,596.8820000000001,813,1180753,4,697
814,80.004,814,1180753,4,697
815,30.444000000000003,815,1180753,4,697
816,135.046,816,1180753,4,697
817,100.872,817,1180753,4,697
818,161.45600000000002,818,1180753,4,697
819,220.146,819,1180753,4,697
820,138.826,820,1180753,4,697
821,86.91,821,1180753,4,697
822,25.836,822,1180753,4,697
823,64.08800000000001,823,1180753,4,697
824,368.466,824,1180753,4,697
825,31.546,825,1180753,4,697
826,100.776,826,1180753,4,697
