tour_id,utility
48410863,-18.614271674233784
48410863,-18.61518206008663
48410863,-19.711970463040238
48410863,-19.04879507727304
48410863,-19.0496821776039
48410863,-17.681503025631145
48410863,-17.68239009816309
48410863,-16.05085691459029
48410863,-15.35362740199973
48410863,-16.005344325066233
48410863,-15.720467937506758
48410863,-16.72692106632813
48410863,-17.526171082946394
48410863,-17.58257956861681
48410863,-18.28465433966101
48410863,-18.285558471527608
48410863,-18.162016391533257
48410863,-19.044780034330824
48410863,-19.398990144983358
48410863,-15.527553234177935
48410863,-16.624364894847975
48410863,-16.62525202298439
48410863,-15.962076637217196
48410863,-14.772154130042253
48410863,-14.5947845855753
48410863,-13.530864792996992
48410863,-12.265998687814166
48410863,-12.266908961943884
48410863,-12.37885695076051
48410863,-13.022918743409239
48410863,-13.541222113181846
48410863,-14.49495696494255
48410863,-15.112383381120626
48410863,-15.197935899605163
48410863,-15.074387813076253
48410863,-15.957151472347617
48410863,-16.3113615994725
48410863,-15.049144171764041
48410863,-15.050024825376438
48410863,-15.050905465917971
48410863,-13.196913985884516
48410863,-13.19779460028935
48410863,-11.966694301371817
48410863,-11.26945711917332
48410863,-10.702723098901075
48410863,-10.163856737741373
48410863,-11.204735206496919
48410863,-11.35776376638636
48410863,-12.030538529545025
48410863,-13.545283900161522
48410863,-13.546180652926173
48410863,-13.510149869100847
48410863,-14.39290584964371
48410863,-14.74710829880977
48410863,-15.122971013774062
48410863,-15.12385166738646
48410863,-13.933922700422194
48410863,-13.270740827894537
48410863,-12.217875154039477
48410863,-11.342381356661562
48410863,-11.34328396118334
48410863,-10.236781006661218
48410863,-10.626852825709722
48410863,-11.176711504859952
48410863,-11.487094930448384
48410863,-12.720887624114708
48410863,-13.619110742171543
48410863,-13.498425864989748
48410863,-14.465830231981077
48410863,-14.820032696851257
48410863,-17.129714869548465
48410863,-15.939785915655063
48410863,-15.940666556196597
48410863,-14.223716373854348
48410863,-13.526479223093604
48410863,-13.349125212435965
48410863,-12.810258882707865
48410863,-12.632694108393949
48410863,-12.53175188211925
48410863,-13.238959682686357
48410863,-14.110361038782449
48410863,-14.72763147988911
48410863,-15.504267229678629
48410863,-16.38702324163436
48410863,-16.825874092953004
48410863,-16.84407403378644
48410863,-16.84495468739884
48410863,-15.79204499391741
48410863,-14.430745358877846
48410863,-14.431647994837379
48410863,-13.714525049929861
48410863,-14.104596900409968
48410863,-13.436023825681987
48410863,-13.492424975915027
48410863,-14.760650706989793
48410863,-15.015529810526223
48410863,-15.511207144416039
48410863,-17.29128952229261
48410863,-17.64549201857566
48410863,-16.84407403378644
48410863,-15.791142326513974
48410863,-15.093905207197134
48410863,-14.430745358877846
48410863,-13.8918790605875
48410863,-14.10369429588819
48410863,-14.002763591490345
48410863,-13.49152814773399
48410863,-14.108947228474689
48410863,-14.760650706989793
48410863,-14.89393096373126
48410863,-16.39306066528625
48410863,-17.644589527490137
48410863,-15.773943020446033
48410863,-15.07671362778999
48410863,-15.077624005362232
48410863,-13.874702932194046
48410863,-14.264782522744957
48410863,-13.988491585535755
48410863,-14.044900186433344
48410863,-14.094690092875469
48410863,-14.09559433995124
48410863,-14.62281801612305
48410863,-15.759564084365863
48410863,-16.730147973108913
48410863,-15.718498422248096
48410863,-15.71940881631233
48410863,-15.180550259634693
48410863,-14.906567366674713
48410863,-14.80853911022284
48410863,-14.686691096110096
48410863,-15.304117627515344
48410863,-14.737385281397808
48410863,-14.613796280896963
48410863,-16.147366725515596
48410863,-16.755559278085727
48410863,-15.718498422248096
48410863,-15.179639882062451
48410863,-15.56971950559302
48410863,-14.80763479960136
48410863,-14.864043432274842
48410863,-15.303213348669757
48410863,-15.304117627515344
48410863,-14.612886006085606
48410863,-15.495649801767172
48410863,-16.50066673071312
48410863,-15.178729487998218
48410863,-15.56880912802078
48410863,-15.470792973089646
48410863,-14.863139121653361
48410863,-15.480565684834504
48410863,-15.303213348669757
48410863,-15.179612323866792
48410863,-15.494739526955815
48410863,-15.848949806964697
48410863,-15.041969282967777
48410863,-14.943959179697414
48410863,-15.000367844152878
48410863,-14.953731923224254
48410863,-14.954636233845735
48410863,-14.652772565095404
48410863,-15.535536393748231
48410863,-15.32211008116457
48410863,-15.58047249723737
48410863,-15.6368607156626
48410863,-16.254266851090737
48410863,-15.591088220456127
48410863,-15.47544349550534
48410863,-16.179929401337354
48410863,-16.53411840824382
48410863,-15.635976819289372
48410863,-16.25338296822226
48410863,-16.254266851090737
48410863,-15.474554465493979
48410863,-16.357297016375547
48410863,-16.53322940653488
48410863,-18.380281893504307
48410863,-18.381165789877535
48410863,-18.265510742984212
48410863,-18.484190808019463
48410863,-18.838379843228346
48410863,-18.380281893504307
48410863,-18.26462168466383
48410863,-19.14736426385442
48410863,-18.837490813216988
48410863,-17.581149473243393
48410863,-18.463913379909286
48410863,-18.818123754407114
48410863,-25.11876232867781
48410863,-25.47297271967102
48410863,-25.472062333875336
