trip_id,utility
387287301,6.323263866484932
387287301,6.7160857230878745
387287301,5.607837680612983
387287301,5.297361848501474
387287301,5.048737005139765
387287301,4.493878779883296
387287301,3.760398076445386
387287301,4.030530773545721
387287301,4.151557566081303
387287301,4.867386510592349
387287301,6.072108873450005
387287301,5.675771640422678
387287301,4.265869856665604
387287301,4.234367267714812
387287301,5.901704073556662
387287301,5.204491659469695
387287301,5.86158418765912
387287301,4.389137405077314
387287301,2.7709245250021706
387287301,3.69156088540326
387287301,3.8648081554968536
387287301,3.5680464095330793
387287301,1.267295452730902
387287301,0.1501174386566677
387287625,6.6201884442732295
387287625,7.350983897937756
387287625,6.412188483279719
387287625,6.000619470885403
387287625,6.097659111814757
387287625,5.365568907872
387287625,6.968586401611671
387287625,6.859000506688294
387287625,8.497467427246107
387287625,7.611567942319439
387287625,6.9233470462211315
387287625,6.882920726286205
387287625,6.676124655571094
387287625,5.920760577764822
387287625,6.88615337477523
387287625,7.232534539494857
387287625,6.841529451531708
387287625,7.315680648701833
387287625,6.41595030326603
387287625,6.282098465844157
387287625,4.825361526191781
