person_id,alt_dest,rand,prob,pick_count
1180752,755,0.5402225878229652,0.1529642270881299,7
1180752,749,0.32851788806857785,0.015553659069842287,1
1180752,785,0.807291046711292,0.005040879396470613,1
1180752,790,0.816688280607119,0.0023055386853258063,1
1180752,747,0.3193691584242351,0.006939001099546875,1
1180752,404,0.07618232461150021,0.0006276186887518844,1
1180752,922,0.912409086360549,0.0001851692039088629,1
1180752,779,0.7711721970840159,0.024803714264925166,1
1180752,780,0.7861949191337515,0.013482642394767421,2
1180752,1257,0.9896230040384053,9.500628371676376e-05,1
1180752,1009,0.9280021887369185,0.00017846027371386342,1
1180752,497,0.12412820126230228,0.0006003176677179855,1
1180752,551,0.14884623416339549,0.0008793514540997504,1
1180752,778,0.7462869907915816,0.012597756885574202,2
1180752,772,0.7084076253031699,0.0024390872653773247,1
1180752,777,0.7314105219939088,0.0054303310994032765,1
1180752,419,0.08493858684315714,0.0005035619937249699,1
1180752,682,0.2671843820108917,0.00047783459304487894,1
1180752,661,0.25691936737429066,0.0005542024872449407,1
1180752,440,0.09246124770521635,0.0005444258769850995,1
1180752,793,0.8214363406969204,0.0014548478577505206,1
1180752,540,0.14218310707626503,0.000375099758938298,1
