trip_id,dest_taz,rand,prob,pick_count
387287301,546,0.3171642220542571,0.02579764247959101,2
387287301,437,0.061559063183044604,0.0009290425488759021,1
387287301,702,0.9386204123162765,0.020168195204176634,2
387287301,651,0.6112017493271533,0.0029172629547654064,1
387287301,572,0.41649909655543504,0.0012459553771208731,1
387287301,583,0.48417947728177246,0.03718122568359686,3
387287301,713,0.978004192667882,0.0006319692281656376,1
387287301,466,0.09307033247113494,0.025844536573131665,1
387287301,415,0.03961771832427963,0.002638793465233655,1
387287301,510,0.16651700000526692,0.00011739661414320783,1
387287301,504,0.1599807748751232,0.005583339619703401,1
387287301,520,0.19191515453474217,0.0020428646164590758,1
387287301,408,0.0328820859062432,0.004695465956515227,1
387287301,523,0.20212349271686247,0.007153127104885546,1
387287301,595,0.5192907151095564,0.009801397398948522,1
387287301,564,0.39124233563634003,0.01082900650815571,1
387287301,563,0.3693074092885902,0.02472130640497569,3
387287301,533,0.25047302276721883,0.002702761186190699,1
387287301,586,0.4919127787143308,0.003229249648778471,1
387287301,688,0.8799593718123685,0.0026863058508568172,1
387287301,671,0.7518589195944687,0.005552371703332334,1
387287301,680,0.8430648103622636,0.012882850691151887,1
387287301,659,0.6547921813976714,0.006956261992859215,1
387287301,479,0.13821302632409505,0.0003275599651889174,1
387287625,607,0.39674575936898127,0.12567502063300157,5
387287625,520,0.19393549752881656,0.00012138840876707238,1
387287625,407,0.07316896270070028,0.024800717949450074,2
387287625,625,0.5153784002974551,0.003602627900526691,1
387287625,751,0.6227029171035372,0.09587448247482958,2
387287625,414,0.10068045962023442,0.005388763008822055,1
387287625,612,0.47412502088699615,0.00404214882422976,1
387287625,611,0.4659874554596085,0.008580096802032488,1
387287625,405,0.041830293494694915,0.02919751291919875,1
387287625,811,0.9902438056555318,0.00041491286499212835,1
387287625,761,0.8173153067485138,0.01913341257025018,2
387287625,752,0.7115883623383635,0.0729650000257678,1
387287625,608,0.44177425875922105,0.02287480726324366,2
387287625,747,0.5605677346293694,0.00037231175443344096,1
387287625,590,0.2577302451623249,0.005819218483223558,2
387287625,466,0.15356739227497695,0.02293526298498017,1
387287625,765,0.8441834383048852,0.006837700505096817,1
387287625,767,0.863953918687563,0.04702265889588624,1
387287625,644,0.5372324674565312,0.0006037656046874271,1
387287625,465,0.1521575074988012,0.0035338579627615303,1
387287625,605,0.28946883015690394,0.018061371796741683,1
