trip_id,dest_taz,prob,pick_count,od_logsum,dp_logsum
387287301,408,0.004695466,1,-0.6276287833230946,-0.5655438771611379
387287301,415,0.0026387936,1,-0.7270494294507397,-0.438214254749973
387287301,437,0.0009290425,1,-0.7476685985734716,-0.6859907646018407
387287301,466,0.025844537,1,-0.6916801195232946,-0.6958374480821212
387287301,479,0.00032755997,1,-0.790062838716938,-0.6796207584518201
387287301,504,0.00558334,1,-0.6457682670584939,-0.8230139457437611
387287301,510,0.000117396616,1,-0.7510923511099008,-1.0199855515179548
387287301,520,0.0020428647,1,-0.5155033087211756,-0.8699992730127164
387287301,523,0.007153127,1,-0.5580915105811449,-0.8194337886459772
387287301,533,0.0027027612,1,-0.6141161283233499,-0.7236898278019681
387287301,546,0.025797643,2,-0.612989459553892,-0.7157141477887596
387287301,563,0.024721306,3,-0.5512118550855561,-0.67496702563366
387287301,564,0.010829006,1,-0.46870906925444367,-0.7406052859785759
387287301,572,0.0012459554,1,-0.3970774609217442,-0.6911509495209935
387287301,583,0.037181225,3,-0.4505935229284559,-0.6309217336269715
387287301,586,0.0032292497,1,-0.5209329394971443,-0.5971556629328235
387287301,595,0.009801397,1,-0.5529036012953181,-0.5338329610928559
387287301,651,0.002917263,1,-0.4064357734150027,-0.6659935435136519
387287301,659,0.006956262,1,-0.21968116181870087,-0.8039907039485704
387287301,671,0.0055523715,1,-0.3991207107586915,-0.7689024977248515
387287301,680,0.012882851,1,-0.4399496127534334,-0.7935611025173188
387287301,688,0.002686306,1,-0.4659082363098381,-0.8671419930293996
387287301,702,0.020168195,2,-0.2285592778793135,-1.0986690037118891
387287301,713,0.00063196925,1,-0.44485285772376476,-1.2165493479770222
387287625,405,0.029197512,1,-0.43043033875289755,-0.29307836254950104
387287625,407,0.024800718,2,-0.5682826589544789,-0.1345513888843342
387287625,414,0.005388763,1,-0.6472176768582166,-0.1905139422359804
387287625,465,0.0035338579,1,-0.7426775705234875,-0.32106657730529775
387287625,466,0.022935264,1,-0.7137918422921186,-0.2966631006447667
387287625,520,0.00012138841,1,-0.9046225006947942,-0.507859209498103
387287625,590,0.0058192187,2,-0.5944433563965607,-0.31838379221828184
387287625,605,0.018061372,1,-0.4881069118638109,-0.10425851468596009
387287625,607,0.12567502,5,-0.4358944715752006,-0.14052958718314382
387287625,608,0.022874808,2,-0.4093797511968789,-0.15035493474221123
387287625,611,0.008580097,1,-0.3766805979567141,-0.18034882622186074
387287625,612,0.004042149,1,-0.31542998325204624,-0.2637995484787391
387287625,625,0.003602628,1,-0.49350847570642864,-0.1992829600731297
387287625,644,0.0006037656,1,-0.6810268127989659,-0.4265720561928497
387287625,747,0.00037231174,1,-0.22132755365090043,-0.3561268398773997
387287625,751,0.09587448,2,-0.27589482716352554,-0.49198575265075434
387287625,752,0.072965,1,-0.16137922389002973,-0.4405802497697494
387287625,761,0.019133413,2,-0.1744342554834351,-0.5477866699503644
387287625,765,0.0068377005,1,-0.2454900886080755,-0.5901756806647072
387287625,767,0.04702266,1,-0.29986830171896484,-0.6093020109916948
387287625,811,0.00041491285,1,-0.6625048251300212,-1.0466310285738838
