tour_id,utility
48410912,-6.349628338121796
48410912,-6.196114905719946
48410912,-7.943826384213065
48410912,-6.1810209500540205
48410912,-6.027507486603853
48410912,-4.315021187591963
48410912,-4.161507724099895
48410912,-3.387183325595105
48410912,-3.1162519317374873
48410912,-1.5104087857556197
48410912,-1.0340474537775097
48410912,-0.9522454641928545
48410912,-1.0681359801722283
48410912,-0.814920312395283
48410912,-2.0507664986000904
48410912,-1.8972529945352132
48410912,-1.7065772790262308
48410912,-2.622587509012114
48410912,-2.852974130447742
48410912,-5.570271750641947
48410912,-7.317983260141483
48410912,-7.164469796733216
48410912,-5.401664362574171
48410912,-3.8896022579191696
48410912,-3.535664600112114
48410912,-3.340266867966553
48410912,-2.4904087767562313
48410912,-2.3368953442576377
48410912,-0.35249812231942534
48410912,0.021393020325722434
48410912,0.21813418268684648
48410912,-0.1890770940511739
48410912,-0.731286878566194
48410912,-1.271409911120241
48410912,-1.080734056813305
48410912,-1.996744286819876
48410912,-2.2271309082761914
48410912,-6.916099401286608
48410912,-6.762585666072464
48410912,-6.609071930836463
48410912,-3.487717583643944
48410912,-3.334203848364229
48410912,-2.938354836492622
48410912,-2.6674231695199198
48410912,-1.9349827665112302
48410912,-1.4029149848979656
48410912,0.479012320866547
48410912,0.9678413286340791
48410912,0.8732620072185693
48410912,-0.32937444880597455
48410912,-0.17586080666386017
48410912,-0.6788197981387831
48410912,-1.5948296201165681
48410912,-1.8252159684308626
48410912,-7.213401926975475
48410912,-7.059888191761331
48410912,-5.547825815320496
48410912,-3.7850201093328106
48410912,-3.589595262109485
48410912,-3.118239400822465
48410912,-2.9647256952087866
48410912,-1.8537312162437525
48410912,-1.42413362396345
48410912,0.5727312699423983
48410912,0.7702411015864171
48410912,-0.1197636721210582
48410912,-0.6266769744948414
48410912,-0.4359995605035314
48410912,-2.045645919101145
48410912,-2.276032132549362
48410912,-8.252620955159156
48410912,-6.740558578740178
48410912,-6.587044843504176
48410912,-4.782327995863603
48410912,-4.511396328934142
48410912,-4.157458429006145
48410912,-3.6253906474361224
48410912,-2.6168663578040503
48410912,-2.0723311812032357
48410912,-0.36678545960007725
48410912,-0.964701080248024
48410912,-1.1589827003047386
48410912,-1.6287322270519782
48410912,-2.5447421839607065
48410912,-3.4687649340287523
48410912,-7.909383094628996
48410912,-7.755869359414852
48410912,-7.560444452816922
48410912,-5.680220815179253
48410912,-5.526707109608816
48410912,-4.794215133724475
48410912,-4.364617541487414
