TAZ,size_term,shadow_price_size_term_adjustment,shadow_price_utility_adjustment
1,4542.886,1,0
2,6999.158000000001,1,0
3,529.494,1,0
4,4490.552,1,0
5,3219.205,1,0
6,697.142,1,0
7,1893.149,1,0
8,590.244,1,0
9,2914.358,1,0
10,2340.536,1,0
11,2017.9160000000002,1,0
12,2947.46,1,0
13,4416.620000000001,1,0
14,5655.34,1,0
15,3405.225,1,0
16,5746.099,1,0
17,1823.587,1,0
18,1231.752,1,0
19,1513.9750000000001,1,0
20,922.6990000000001,1,0
21,2217.353,1,0
22,3398.067,1,0
23,1948.702,1,0
24,4218.0380000000005,1,0
25,357.834,1,0
26,1292.34,1,0
27,309.769,1,0
28,220.91699999999997,1,0
29,235.265,1,0
30,315.193,1,0
31,411.79200000000003,1,0
32,811.388,1,0
33,183.019,1,0
34,202.348,1,0
35,61.867000000000004,1,0
36,967.121,1,0
37,564.2360000000001,1,0
38,220.269,1,0
39,186.312,1,0
40,524.4960000000001,1,0
41,1684.6660000000002,1,0
42,130.717,1,0
43,228.799,1,0
44,561.5699999999999,1,0
45,498.225,1,0
46,361.447,1,0
47,1489.457,1,0
48,126.988,1,0
49,152.762,1,0
50,459.14699999999993,1,0
51,252.477,1,0
52,893.3230000000001,1,0
53,488.774,1,0
54,169.485,1,0
55,35.16,1,0
56,754.9680000000001,1,0
57,56.835,1,0
58,111.395,1,0
59,189.144,1,0
60,28.795,1,0
61,117.92500000000001,1,0
62,230.74800000000002,1,0
63,104.953,1,0
64,106.61500000000001,1,0
65,288.898,1,0
66,271.93100000000004,1,0
67,219.911,1,0
68,48.717,1,0
69,1744.3000000000002,1,0
70,435.99800000000005,1,0
71,1120.192,1,0
72,234.981,1,0
73,383.189,1,0
74,630.838,1,0
75,891.5340000000001,1,0
76,934.2180000000001,1,0
77,680.884,1,0
78,168.56199999999998,1,0
79,1933.85,1,0
80,57.503,1,0
81,316.977,1,0
82,505.877,1,0
83,64.142,1,0
84,130.57500000000002,1,0
85,244.33700000000002,1,0
86,121.768,1,0
87,436.61100000000005,1,0
88,254.656,1,0
89,184.86700000000002,1,0
90,2321.188,1,0
91,115.565,1,0
92,31.141999999999996,1,0
93,187.72399999999996,1,0
94,167.881,1,0
95,90.457,1,0
96,40.094,1,0
97,118.44500000000001,1,0
98,73.882,1,0
99,131.696,1,0
100,431.213,1,0
101,477.31399999999996,1,0
102,231.43,1,0
103,160.473,1,0
104,230.85500000000002,1,0
105,264.101,1,0
106,11975.016,1,0
107,1747.72,1,0
108,894.148,1,0
109,2128.839,1,0
110,363.45500000000004,1,0
111,819.942,1,0
112,236.821,1,0
113,136.36900000000003,1,0
114,223.14100000000002,1,0
115,78.73500000000001,1,0
116,666.3990000000001,1,0
117,65.809,1,0
118,107.46900000000001,1,0
119,53.584,1,0
120,93.28300000000002,1,0
121,100.93100000000001,1,0
122,105.84900000000002,1,0
123,313.644,1,0
124,37.334,1,0
125,15.514000000000001,1,0
126,27.778,1,0
127,85.724,1,0
128,104.477,1,0
129,29.398,1,0
130,114.63900000000001,1,0
131,45.601,1,0
132,98.918,1,0
133,314.32300000000004,1,0
134,150.90800000000002,1,0
135,69.233,1,0
136,218.34000000000003,1,0
137,41.508,1,0
138,1014.093,1,0
139,132.857,1,0
140,21.372999999999998,1,0
141,132.147,1,0
142,2156.57,1,0
143,91.979,1,0
144,72.618,1,0
145,60.557,1,0
146,8.992,1,0
147,337.958,1,0
148,404.94900000000007,1,0
149,327.258,1,0
150,467.13199999999995,1,0
151,17.683,1,0
152,123.22699999999999,1,0
153,17.727999999999998,1,0
154,72.90100000000001,1,0
155,33.72,1,0
156,12.817999999999998,1,0
157,22.616,1,0
158,10.781999999999998,1,0
159,22.448,1,0
160,22.989,1,0
161,31.003,1,0
162,75.092,1,0
163,44.667,1,0
164,104.48500000000001,1,0
165,134.313,1,0
166,101.73,1,0
167,47.412,1,0
168,86.87899999999999,1,0
169,184.93000000000004,1,0
170,333.665,1,0
171,73.10499999999999,1,0
172,89.301,1,0
173,21.019000000000002,1,0
174,131.173,1,0
175,219.163,1,0
176,95.46000000000001,1,0
177,318.97,1,0
178,116.138,1,0
179,75.861,1,0
180,61.724000000000004,1,0
181,71.098,1,0
182,62.541,1,0
183,115.275,1,0
184,169.61499999999998,1,0
185,355.68600000000004,1,0
186,297.025,1,0
187,185.112,1,0
188,1005.3040000000001,1,0
189,95.55899999999998,1,0
190,142.348,1,0
191,69.682,1,0
192,464.51099999999997,1,0
193,609.618,1,0
194,965.576,1,0
195,35.702999999999996,1,0
196,58.867000000000004,1,0
197,56.795,1,0
198,171.08100000000002,1,0
199,319.65,1,0
200,882.7890000000001,1,0
201,230.818,1,0
202,109.185,1,0
203,550.161,1,0
204,202.308,1,0
205,36.844,1,0
206,24.625999999999998,1,0
207,202.40500000000003,1,0
208,1985.5370000000003,1,0
209,75.088,1,0
210,175.86299999999997,1,0
211,608.9830000000001,1,0
212,9739.291000000001,1,0
213,306.956,1,0
214,122.132,1,0
215,75.115,1,0
216,929.46,1,0
217,67.185,1,0
218,553.4390000000001,1,0
219,74.245,1,0
220,72.748,1,0
221,44.657000000000004,1,0
222,119.694,1,0
223,292.216,1,0
224,98.46900000000001,1,0
225,168.924,1,0
226,118.42699999999999,1,0
227,56.481,1,0
228,2.6510000000000002,1,0
229,113.979,1,0
230,243.862,1,0
231,47.847,1,0
232,66.391,1,0
233,67.66300000000001,1,0
234,1664.612,1,0
235,346.47,1,0
236,132.91199999999998,1,0
237,373.759,1,0
238,154.084,1,0
239,2232.1870000000004,1,0
240,577.154,1,0
241,64.932,1,0
242,33.58,1,0
243,25.040000000000003,1,0
244,324.953,1,0
245,36.253,1,0
246,3606.139,1,0
247,37.058,1,0
248,3167.0879999999997,1,0
249,996.336,1,0
250,316.116,1,0
251,1021.499,1,0
252,211.882,1,0
253,39.945,1,0
254,97.581,1,0
255,321.281,1,0
256,467.749,1,0
257,1550.431,1,0
258,220.97500000000002,1,0
259,222.411,1,0
260,320.827,1,0
261,99.696,1,0
262,100.945,1,0
263,49.408,1,0
264,66.53500000000001,1,0
265,1298.115,1,0
266,5780.243,1,0
267,97.376,1,0
268,66.21600000000001,1,0
269,69.44200000000001,1,0
270,139.904,1,0
271,32.82,1,0
272,34.972,1,0
273,19.618,1,0
274,334.66200000000003,1,0
275,355.327,1,0
276,24.541000000000004,1,0
277,72.456,1,0
278,895.1880000000001,1,0
279,1149.0810000000001,1,0
280,737.654,1,0
281,642.2360000000001,1,0
282,1179.5680000000002,1,0
283,47.381,1,0
284,603.422,1,0
285,36.516000000000005,1,0
286,394.669,1,0
287,311.972,1,0
288,275.52599999999995,1,0
289,61.69800000000001,1,0
290,12.478000000000002,1,0
291,320.65500000000003,1,0
292,86.279,1,0
293,129.851,1,0
294,129.737,1,0
295,265.55100000000004,1,0
296,1048.2530000000002,1,0
297,196.785,1,0
298,584.313,1,0
299,260.913,1,0
300,149.943,1,0
301,121.171,1,0
302,120.289,1,0
303,200.05,1,0
304,96.21000000000001,1,0
305,34.825,1,0
306,97.662,1,0
307,103.39,1,0
308,64.75,1,0
309,904.1610000000001,1,0
310,2421.943,1,0
311,2986.759,1,0
312,227.965,1,0
313,2011.812,1,0
314,663.744,1,0
315,4601.241,1,0
316,193.012,1,0
317,307.675,1,0
318,143.40300000000002,1,0
319,32.529,1,0
