TAZ,size_term,shadow_price_size_term_adjustment,shadow_price_utility_adjustment,TAZ,TAZ_chooser,school_segment,household_id
707,2280.0,1,0,707,755,1,456291
708,1858.0,1,0,708,755,1,456291
709,1727.0,1,0,709,755,1,456291
710,1973.0,1,0,710,755,1,456291
711,1656.0,1,0,711,755,1,456291
712,788.0,1,0,712,755,1,456291
713,955.0,1,0,713,755,1,456291
714,219.0,1,0,714,755,1,456291
715,1401.0,1,0,715,755,1,456291
716,815.0,1,0,716,755,1,456291
717,949.0,1,0,717,755,1,456291
718,1875.0,1,0,718,755,1,456291
719,1301.0,1,0,719,755,1,456291
720,683.0,1,0,720,755,1,456291
721,1167.0,1,0,721,755,1,456291
722,1712.0,1,0,722,755,1,456291
723,947.0,1,0,723,755,1,456291
724,1052.0,1,0,724,755,1,456291
725,976.0,1,0,725,755,1,456291
726,2068.0,1,0,726,755,1,456291
727,675.0,1,0,727,755,1,456291
728,1581.0,1,0,728,755,1,456291
729,2627.0,1,0,729,755,1,456291
730,1777.0,1,0,730,755,1,456291
731,570.0,1,0,731,755,1,456291
732,969.0,1,0,732,755,1,456291
733,1136.0,1,0,733,755,1,456291
734,1597.0,1,0,734,755,1,456291
735,651.0,1,0,735,755,1,456291
736,1983.0,1,0,736,755,1,456291
737,1134.0,1,0,737,755,1,456291
738,1307.0,1,0,738,755,1,456291
739,828.0,1,0,739,755,1,456291
740,854.0,1,0,740,755,1,456291
741,1017.0,1,0,741,755,1,456291
742,2301.0,1,0,742,755,1,456291
743,2387.0,1,0,743,755,1,456291
744,1097.0,1,0,744,755,1,456291
745,1013.0,1,0,745,755,1,456291
746,2244.0,1,0,746,755,1,456291
747,710.0,1,0,747,755,1,456291
748,1032.0,1,0,748,755,1,456291
749,1513.0,1,0,749,755,1,456291
750,293.0,1,0,750,755,1,456291
751,27.0,1,0,751,755,1,456291
752,105.0,1,0,752,755,1,456291
753,1016.0,1,0,753,755,1,456291
754,891.0,1,0,754,755,1,456291
755,2687.0,1,0,755,755,1,456291
756,1580.0,1,0,756,755,1,456291
757,661.0,1,0,757,755,1,456291
758,1170.0,1,0,758,755,1,456291
759,1226.0,1,0,759,755,1,456291
760,1077.0,1,0,760,755,1,456291
761,1813.0,1,0,761,755,1,456291
762,590.0,1,0,762,755,1,456291
763,1422.0,1,0,763,755,1,456291
764,1330.0,1,0,764,755,1,456291
765,589.0,1,0,765,755,1,456291
766,533.0,1,0,766,755,1,456291
767,1558.0,1,0,767,755,1,456291
768,1849.0,1,0,768,755,1,456291
769,2498.0,1,0,769,755,1,456291
770,1289.0,1,0,770,755,1,456291
771,1234.0,1,0,771,755,1,456291
772,961.0,1,0,772,755,1,456291
773,1246.0,1,0,773,755,1,456291
774,1424.0,1,0,774,755,1,456291
775,1797.0,1,0,775,755,1,456291
776,1263.0,1,0,776,755,1,456291
777,862.0,1,0,777,755,1,456291
778,1837.0,1,0,778,755,1,456291
779,1311.0,1,0,779,755,1,456291
780,754.0,1,0,780,755,1,456291
781,706.0,1,0,781,755,1,456291
782,1437.0,1,0,782,755,1,456291
783,532.0,1,0,783,755,1,456291
784,1010.0,1,0,784,755,1,456291
785,1477.0,1,0,785,755,1,456291
786,706.0,1,0,786,755,1,456291
787,1173.0,1,0,787,755,1,456291
788,1328.0,1,0,788,755,1,456291
789,940.0,1,0,789,755,1,456291
790,1392.0,1,0,790,755,1,456291
791,735.0,1,0,791,755,1,456291
792,497.0,1,0,792,755,1,456291
793,998.0,1,0,793,755,1,456291
794,757.0,1,0,794,755,1,456291
795,703.0,1,0,795,755,1,456291
796,1367.0,1,0,796,755,1,456291
797,1653.0,1,0,797,755,1,456291
798,564.0,1,0,798,755,1,456291
799,1021.0,1,0,799,755,1,456291
800,914.0,1,0,800,755,1,456291
801,2030.0,1,0,801,755,1,456291
802,1432.0,1,0,802,755,1,456291
803,333.0,1,0,803,755,1,456291
804,678.0,1,0,804,755,1,456291
805,1494.0,1,0,805,755,1,456291
806,1455.0,1,0,806,755,1,456291
807,815.0,1,0,807,755,1,456291
808,899.0,1,0,808,755,1,456291
809,681.0,1,0,809,755,1,456291
810,1876.0,1,0,810,755,1,456291
811,1257.0,1,0,811,755,1,456291
812,431.0,1,0,812,755,1,456291
813,716.0,1,0,813,755,1,456291
814,707.0,1,0,814,755,1,456291
815,1187.0,1,0,815,755,1,456291
816,715.0,1,0,816,755,1,456291
817,2472.0,1,0,817,755,1,456291
818,989.0,1,0,818,755,1,456291
819,427.0,1,0,819,755,1,456291
820,2112.0,1,0,820,755,1,456291
821,533.0,1,0,821,755,1,456291
822,531.0,1,0,822,755,1,456291
823,1368.0,1,0,823,755,1,456291
824,773.0,1,0,824,755,1,456291
825,1687.0,1,0,825,755,1,456291
826,895.0,1,0,826,755,1,456291
827,630.0,1,0,827,755,1,456291
828,1515.0,1,0,828,755,1,456291
829,846.0,1,0,829,755,1,456291
830,1770.0,1,0,830,755,1,456291
831,797.0,1,0,831,755,1,456291
832,1014.0,1,0,832,755,1,456291
833,955.0,1,0,833,755,1,456291
834,1076.0,1,0,834,755,1,456291
835,1094.0,1,0,835,755,1,456291
836,962.0,1,0,836,755,1,456291
837,2433.0,1,0,837,755,1,456291
838,686.0,1,0,838,755,1,456291
839,713.0,1,0,839,755,1,456291
840,773.0,1,0,840,755,1,456291
841,915.0,1,0,841,755,1,456291
842,603.0,1,0,842,755,1,456291
843,623.0,1,0,843,755,1,456291
844,1950.0,1,0,844,755,1,456291
845,1418.0,1,0,845,755,1,456291
846,1066.0,1,0,846,755,1,456291
847,563.0,1,0,847,755,1,456291
848,962.0,1,0,848,755,1,456291
849,847.0,1,0,849,755,1,456291
850,742.0,1,0,850,755,1,456291
851,301.0,1,0,851,755,1,456291
852,924.0,1,0,852,755,1,456291
853,1181.0,1,0,853,755,1,456291
854,1574.0,1,0,854,755,1,456291
855,1252.0,1,0,855,755,1,456291
856,1879.0,1,0,856,755,1,456291
857,667.0,1,0,857,755,1,456291
858,958.0,1,0,858,755,1,456291
859,782.0,1,0,859,755,1,456291
860,611.0,1,0,860,755,1,456291
861,1075.0,1,0,861,755,1,456291
862,1395.0,1,0,862,755,1,456291
863,772.0,1,0,863,755,1,456291
864,1318.0,1,0,864,755,1,456291
865,738.0,1,0,865,755,1,456291
866,470.0,1,0,866,755,1,456291
867,461.0,1,0,867,755,1,456291
868,650.0,1,0,868,755,1,456291
869,520.0,1,0,869,755,1,456291
870,779.0,1,0,870,755,1,456291
871,1121.0,1,0,871,755,1,456291
872,1856.0,1,0,872,755,1,456291
873,1251.0,1,0,873,755,1,456291
874,0.0,1,0,874,755,1,456291
875,1046.0,1,0,875,755,1,456291
876,527.0,1,0,876,755,1,456291
877,804.0,1,0,877,755,1,456291
878,1108.0,1,0,878,755,1,456291
879,705.0,1,0,879,755,1,456291
880,1000.0,1,0,880,755,1,456291
881,651.0,1,0,881,755,1,456291
882,647.0,1,0,882,755,1,456291
883,455.0,1,0,883,755,1,456291
884,406.0,1,0,884,755,1,456291
885,678.0,1,0,885,755,1,456291
886,787.0,1,0,886,755,1,456291
887,582.0,1,0,887,755,1,456291
888,1363.0,1,0,888,755,1,456291
889,995.0,1,0,889,755,1,456291
890,1523.0,1,0,890,755,1,456291
891,1498.0,1,0,891,755,1,456291
892,1210.0,1,0,892,755,1,456291
893,917.0,1,0,893,755,1,456291
894,782.0,1,0,894,755,1,456291
895,1606.0,1,0,895,755,1,456291
896,825.0,1,0,896,755,1,456291
897,1017.0,1,0,897,755,1,456291
898,969.0,1,0,898,755,1,456291
899,1594.0,1,0,899,755,1,456291
900,1356.0,1,0,900,755,1,456291
901,558.0,1,0,901,755,1,456291
902,248.0,1,0,902,755,1,456291
903,575.0,1,0,903,755,1,456291
904,1189.0,1,0,904,755,1,456291
905,1817.0,1,0,905,755,1,456291
906,1095.0,1,0,906,755,1,456291
907,523.0,1,0,907,755,1,456291
908,650.0,1,0,908,755,1,456291
909,610.0,1,0,909,755,1,456291
910,711.0,1,0,910,755,1,456291
911,323.0,1,0,911,755,1,456291
912,604.0,1,0,912,755,1,456291
913,920.0,1,0,913,755,1,456291
914,759.0,1,0,914,755,1,456291
915,461.0,1,0,915,755,1,456291
916,702.0,1,0,916,755,1,456291
917,1187.0,1,0,917,755,1,456291
918,1360.0,1,0,918,755,1,456291
919,356.0,1,0,919,755,1,456291
920,323.0,1,0,920,755,1,456291
921,380.0,1,0,921,755,1,456291
922,543.0,1,0,922,755,1,456291
923,1440.0,1,0,923,755,1,456291
924,1317.0,1,0,924,755,1,456291
925,1667.0,1,0,925,755,1,456291
926,690.0,1,0,926,755,1,456291
927,1190.0,1,0,927,755,1,456291
928,1061.0,1,0,928,755,1,456291
929,1108.0,1,0,929,755,1,456291
930,440.0,1,0,930,755,1,456291
931,620.0,1,0,931,755,1,456291
932,963.0,1,0,932,755,1,456291
933,1921.0,1,0,933,755,1,456291
934,1194.0,1,0,934,755,1,456291
935,584.0,1,0,935,755,1,456291
936,416.0,1,0,936,755,1,456291
937,396.0,1,0,937,755,1,456291
938,871.0,1,0,938,755,1,456291
939,288.0,1,0,939,755,1,456291
940,252.0,1,0,940,755,1,456291
941,388.0,1,0,941,755,1,456291
942,198.0,1,0,942,755,1,456291
943,483.0,1,0,943,755,1,456291
944,267.0,1,0,944,755,1,456291
945,235.0,1,0,945,755,1,456291
946,344.0,1,0,946,755,1,456291
947,537.0,1,0,947,755,1,456291
948,740.0,1,0,948,755,1,456291
949,623.0,1,0,949,755,1,456291
950,861.0,1,0,950,755,1,456291
951,1059.0,1,0,951,755,1,456291
952,1269.0,1,0,952,755,1,456291
953,980.0,1,0,953,755,1,456291
954,657.0,1,0,954,755,1,456291
955,481.0,1,0,955,755,1,456291
956,571.0,1,0,956,755,1,456291
957,509.0,1,0,957,755,1,456291
958,351.0,1,0,958,755,1,456291
959,705.0,1,0,959,755,1,456291
960,793.0,1,0,960,755,1,456291
961,631.0,1,0,961,755,1,456291
962,1031.0,1,0,962,755,1,456291
963,562.0,1,0,963,755,1,456291
964,199.0,1,0,964,755,1,456291
965,29.0,1,0,965,755,1,456291
966,4.0,1,0,966,755,1,456291
967,13.0,1,0,967,755,1,456291
968,182.0,1,0,968,755,1,456291
969,123.0,1,0,969,755,1,456291
970,235.0,1,0,970,755,1,456291
971,16.0,1,0,971,755,1,456291
972,545.0,1,0,972,755,1,456291
973,194.0,1,0,973,755,1,456291
974,261.0,1,0,974,755,1,456291
975,202.0,1,0,975,755,1,456291
976,323.0,1,0,976,755,1,456291
977,421.0,1,0,977,755,1,456291
978,717.0,1,0,978,755,1,456291
979,198.0,1,0,979,755,1,456291
980,137.0,1,0,980,755,1,456291
981,39.0,1,0,981,755,1,456291
982,407.0,1,0,982,755,1,456291
983,477.0,1,0,983,755,1,456291
984,79.0,1,0,984,755,1,456291
985,449.0,1,0,985,755,1,456291
986,301.0,1,0,986,755,1,456291
987,407.0,1,0,987,755,1,456291
988,225.0,1,0,988,755,1,456291
989,458.0,1,0,989,755,1,456291
990,259.0,1,0,990,755,1,456291
991,652.0,1,0,991,755,1,456291
992,331.0,1,0,992,755,1,456291
993,395.0,1,0,993,755,1,456291
994,276.0,1,0,994,755,1,456291
995,628.0,1,0,995,755,1,456291
996,596.0,1,0,996,755,1,456291
997,167.0,1,0,997,755,1,456291
998,477.0,1,0,998,755,1,456291
999,211.0,1,0,999,755,1,456291
1000,369.0,1,0,1000,755,1,456291
1001,321.0,1,0,1001,755,1,456291
1002,237.0,1,0,1002,755,1,456291
1003,180.0,1,0,1003,755,1,456291
1004,477.0,1,0,1004,755,1,456291
1005,280.0,1,0,1005,755,1,456291
1006,460.0,1,0,1006,755,1,456291
1007,649.0,1,0,1007,755,1,456291
1008,569.0,1,0,1008,755,1,456291
1009,618.0,1,0,1009,755,1,456291
1010,256.0,1,0,1010,755,1,456291
1011,297.0,1,0,1011,755,1,456291
1012,622.0,1,0,1012,755,1,456291
1013,455.0,1,0,1013,755,1,456291
1014,217.0,1,0,1014,755,1,456291
1015,390.0,1,0,1015,755,1,456291
1016,475.0,1,0,1016,755,1,456291
1017,473.0,1,0,1017,755,1,456291
1018,830.0,1,0,1018,755,1,456291
1019,50.0,1,0,1019,755,1,456291
1020,421.0,1,0,1020,755,1,456291
1021,321.0,1,0,1021,755,1,456291
1022,396.0,1,0,1022,755,1,456291
1023,319.0,1,0,1023,755,1,456291
1024,264.0,1,0,1024,755,1,456291
1025,431.0,1,0,1025,755,1,456291
1026,331.0,1,0,1026,755,1,456291
1027,384.0,1,0,1027,755,1,456291
1028,313.0,1,0,1028,755,1,456291
1029,503.0,1,0,1029,755,1,456291
1030,291.0,1,0,1030,755,1,456291
1031,514.0,1,0,1031,755,1,456291
1032,270.0,1,0,1032,755,1,456291
1033,627.0,1,0,1033,755,1,456291
1034,675.0,1,0,1034,755,1,456291
1035,595.0,1,0,1035,755,1,456291
1036,651.0,1,0,1036,755,1,456291
1037,447.0,1,0,1037,755,1,456291
1038,705.0,1,0,1038,755,1,456291
1039,917.0,1,0,1039,755,1,456291
1040,191.0,1,0,1040,755,1,456291
1041,165.0,1,0,1041,755,1,456291
1042,190.0,1,0,1042,755,1,456291
1043,438.0,1,0,1043,755,1,456291
1044,274.0,1,0,1044,755,1,456291
1045,242.0,1,0,1045,755,1,456291
1046,374.0,1,0,1046,755,1,456291
1047,352.0,1,0,1047,755,1,456291
1048,358.0,1,0,1048,755,1,456291
1049,621.0,1,0,1049,755,1,456291
1050,1337.0,1,0,1050,755,1,456291
1051,381.0,1,0,1051,755,1,456291
1052,129.0,1,0,1052,755,1,456291
1053,451.0,1,0,1053,755,1,456291
1054,385.0,1,0,1054,755,1,456291
1055,911.0,1,0,1055,755,1,456291
1056,809.0,1,0,1056,755,1,456291
1057,1377.0,1,0,1057,755,1,456291
1058,1474.0,1,0,1058,755,1,456291
1059,850.0,1,0,1059,755,1,456291
1060,1541.0,1,0,1060,755,1,456291
1061,1502.0,1,0,1061,755,1,456291
1062,216.0,1,0,1062,755,1,456291
1063,1402.0,1,0,1063,755,1,456291
1064,1185.0,1,0,1064,755,1,456291
1065,1475.0,1,0,1065,755,1,456291
1066,1313.0,1,0,1066,755,1,456291
1067,1932.0,1,0,1067,755,1,456291
1068,1395.0,1,0,1068,755,1,456291
1069,1556.0,1,0,1069,755,1,456291
1070,948.0,1,0,1070,755,1,456291
1071,1621.0,1,0,1071,755,1,456291
1072,1192.0,1,0,1072,755,1,456291
1073,848.0,1,0,1073,755,1,456291
1074,1087.0,1,0,1074,755,1,456291
1075,572.0,1,0,1075,755,1,456291
1076,526.0,1,0,1076,755,1,456291
1077,763.0,1,0,1077,755,1,456291
1078,709.0,1,0,1078,755,1,456291
1079,1483.0,1,0,1079,755,1,456291
1080,910.0,1,0,1080,755,1,456291
1081,873.0,1,0,1081,755,1,456291
1082,894.0,1,0,1082,755,1,456291
1083,2402.0,1,0,1083,755,1,456291
1084,841.0,1,0,1084,755,1,456291
1085,574.0,1,0,1085,755,1,456291
1086,1126.0,1,0,1086,755,1,456291
1087,1047.0,1,0,1087,755,1,456291
1088,702.0,1,0,1088,755,1,456291
1089,1029.0,1,0,1089,755,1,456291
1090,403.0,1,0,1090,755,1,456291
1091,522.0,1,0,1091,755,1,456291
1092,69.0,1,0,1092,755,1,456291
1093,290.0,1,0,1093,755,1,456291
1094,1248.0,1,0,1094,755,1,456291
1095,864.0,1,0,1095,755,1,456291
1096,1461.0,1,0,1096,755,1,456291
1097,725.0,1,0,1097,755,1,456291
1098,1614.0,1,0,1098,755,1,456291
1099,1485.0,1,0,1099,755,1,456291
1100,1634.0,1,0,1100,755,1,456291
1101,714.0,1,0,1101,755,1,456291
1102,194.0,1,0,1102,755,1,456291
1103,1441.0,1,0,1103,755,1,456291
1104,761.0,1,0,1104,755,1,456291
1105,258.0,1,0,1105,755,1,456291
1106,1076.0,1,0,1106,755,1,456291
1107,849.0,1,0,1107,755,1,456291
1108,1155.0,1,0,1108,755,1,456291
1109,1359.0,1,0,1109,755,1,456291
1110,1148.0,1,0,1110,755,1,456291
1111,910.0,1,0,1111,755,1,456291
1112,1122.0,1,0,1112,755,1,456291
1113,144.0,1,0,1113,755,1,456291
1114,1694.0,1,0,1114,755,1,456291
1115,1149.0,1,0,1115,755,1,456291
1116,657.0,1,0,1116,755,1,456291
1117,603.0,1,0,1117,755,1,456291
1118,1070.0,1,0,1118,755,1,456291
1119,2067.0,1,0,1119,755,1,456291
1120,2192.0,1,0,1120,755,1,456291
1121,807.0,1,0,1121,755,1,456291
1122,1065.0,1,0,1122,755,1,456291
1123,761.0,1,0,1123,755,1,456291
1124,1021.0,1,0,1124,755,1,456291
1125,880.0,1,0,1125,755,1,456291
1126,894.0,1,0,1126,755,1,456291
1127,831.0,1,0,1127,755,1,456291
1128,922.0,1,0,1128,755,1,456291
1129,933.0,1,0,1129,755,1,456291
1130,549.0,1,0,1130,755,1,456291
1131,1140.0,1,0,1131,755,1,456291
1132,1167.0,1,0,1132,755,1,456291
1133,1333.0,1,0,1133,755,1,456291
1134,833.0,1,0,1134,755,1,456291
1135,684.0,1,0,1135,755,1,456291
1136,576.0,1,0,1136,755,1,456291
1137,500.0,1,0,1137,755,1,456291
1138,1290.0,1,0,1138,755,1,456291
1139,950.0,1,0,1139,755,1,456291
1140,724.0,1,0,1140,755,1,456291
1141,1440.0,1,0,1141,755,1,456291
1142,973.0,1,0,1142,755,1,456291
1143,910.0,1,0,1143,755,1,456291
1144,880.0,1,0,1144,755,1,456291
1145,486.0,1,0,1145,755,1,456291
1146,310.0,1,0,1146,755,1,456291
1147,1113.0,1,0,1147,755,1,456291
1148,24.0,1,0,1148,755,1,456291
1149,1129.0,1,0,1149,755,1,456291
1150,1084.0,1,0,1150,755,1,456291
1151,1443.0,1,0,1151,755,1,456291
1152,1053.0,1,0,1152,755,1,456291
1153,1013.0,1,0,1153,755,1,456291
1154,1440.0,1,0,1154,755,1,456291
1155,417.0,1,0,1155,755,1,456291
1156,723.0,1,0,1156,755,1,456291
1157,458.0,1,0,1157,755,1,456291
1158,1218.0,1,0,1158,755,1,456291
1159,459.0,1,0,1159,755,1,456291
1160,1210.0,1,0,1160,755,1,456291
1161,2097.0,1,0,1161,755,1,456291
1162,310.0,1,0,1162,755,1,456291
1163,760.0,1,0,1163,755,1,456291
1164,1188.0,1,0,1164,755,1,456291
1165,1771.0,1,0,1165,755,1,456291
1166,2967.0,1,0,1166,755,1,456291
1167,2138.0,1,0,1167,755,1,456291
1168,1612.0,1,0,1168,755,1,456291
1169,1515.0,1,0,1169,755,1,456291
1170,1728.0,1,0,1170,755,1,456291
1171,2154.0,1,0,1171,755,1,456291
1172,1373.0,1,0,1172,755,1,456291
1173,1031.0,1,0,1173,755,1,456291
1174,895.0,1,0,1174,755,1,456291
1175,2962.0,1,0,1175,755,1,456291
1176,11163.0,1,0,1176,755,1,456291
1177,4746.0,1,0,1177,755,1,456291
1178,9716.0,1,0,1178,755,1,456291
1179,5321.0,1,0,1179,755,1,456291
1180,3859.0,1,0,1180,755,1,456291
1181,527.0,1,0,1181,755,1,456291
1182,2438.0,1,0,1182,755,1,456291
1183,607.0,1,0,1183,755,1,456291
1184,925.0,1,0,1184,755,1,456291
1185,4046.0,1,0,1185,755,1,456291
1186,4238.0,1,0,1186,755,1,456291
1187,1713.0,1,0,1187,755,1,456291
1188,1856.0,1,0,1188,755,1,456291
1189,1433.0,1,0,1189,755,1,456291
1190,854.0,1,0,1190,755,1,456291
1191,1379.0,1,0,1191,755,1,456291
1192,905.0,1,0,1192,755,1,456291
1193,1223.0,1,0,1193,755,1,456291
1194,762.0,1,0,1194,755,1,456291
1195,4047.0,1,0,1195,755,1,456291
1196,1265.0,1,0,1196,755,1,456291
1197,714.0,1,0,1197,755,1,456291
1198,948.0,1,0,1198,755,1,456291
1199,1294.0,1,0,1199,755,1,456291
1200,1616.0,1,0,1200,755,1,456291
1201,1007.0,1,0,1201,755,1,456291
1202,785.0,1,0,1202,755,1,456291
1203,1242.0,1,0,1203,755,1,456291
1204,498.0,1,0,1204,755,1,456291
1205,465.0,1,0,1205,755,1,456291
1206,1760.0,1,0,1206,755,1,456291
1207,1259.0,1,0,1207,755,1,456291
1208,1559.0,1,0,1208,755,1,456291
1209,1467.0,1,0,1209,755,1,456291
1210,1637.0,1,0,1210,755,1,456291
1211,711.0,1,0,1211,755,1,456291
1212,549.0,1,0,1212,755,1,456291
1213,517.0,1,0,1213,755,1,456291
1214,646.0,1,0,1214,755,1,456291
1215,908.0,1,0,1215,755,1,456291
1216,668.0,1,0,1216,755,1,456291
1217,1213.0,1,0,1217,755,1,456291
1218,907.0,1,0,1218,755,1,456291
1219,546.0,1,0,1219,755,1,456291
1220,1066.0,1,0,1220,755,1,456291
1221,1009.0,1,0,1221,755,1,456291
1222,297.0,1,0,1222,755,1,456291
1223,597.0,1,0,1223,755,1,456291
1224,350.0,1,0,1224,755,1,456291
1225,397.0,1,0,1225,755,1,456291
1226,637.0,1,0,1226,755,1,456291
1227,503.0,1,0,1227,755,1,456291
1228,295.0,1,0,1228,755,1,456291
1229,894.0,1,0,1229,755,1,456291
1230,1332.0,1,0,1230,755,1,456291
1231,638.0,1,0,1231,755,1,456291
1232,527.0,1,0,1232,755,1,456291
1233,376.0,1,0,1233,755,1,456291
1234,686.0,1,0,1234,755,1,456291
1235,448.0,1,0,1235,755,1,456291
1236,510.0,1,0,1236,755,1,456291
1237,505.0,1,0,1237,755,1,456291
1238,85.0,1,0,1238,755,1,456291
1239,608.0,1,0,1239,755,1,456291
1240,1293.0,1,0,1240,755,1,456291
1241,366.0,1,0,1241,755,1,456291
1242,777.0,1,0,1242,755,1,456291
1243,863.0,1,0,1243,755,1,456291
1244,1208.0,1,0,1244,755,1,456291
1245,962.0,1,0,1245,755,1,456291
1246,2157.0,1,0,1246,755,1,456291
1247,2347.0,1,0,1247,755,1,456291
1248,1488.0,1,0,1248,755,1,456291
1249,851.0,1,0,1249,755,1,456291
1250,1168.0,1,0,1250,755,1,456291
1251,1669.0,1,0,1251,755,1,456291
1252,596.0,1,0,1252,755,1,456291
1253,1014.0,1,0,1253,755,1,456291
1254,1278.0,1,0,1254,755,1,456291
1255,1001.0,1,0,1255,755,1,456291
1256,1013.0,1,0,1256,755,1,456291
1257,1396.0,1,0,1257,755,1,456291
1258,913.0,1,0,1258,755,1,456291
1259,1175.0,1,0,1259,755,1,456291
1260,1121.0,1,0,1260,755,1,456291
1261,1056.0,1,0,1261,755,1,456291
1262,280.0,1,0,1262,755,1,456291
1263,595.0,1,0,1263,755,1,456291
1264,1208.0,1,0,1264,755,1,456291
1265,837.0,1,0,1265,755,1,456291
1266,1069.0,1,0,1266,755,1,456291
1267,494.0,1,0,1267,755,1,456291
1268,1859.0,1,0,1268,755,1,456291
1269,1606.0,1,0,1269,755,1,456291
1270,3081.0,1,0,1270,755,1,456291
1271,3617.0,1,0,1271,755,1,456291
1272,0.0,1,0,1272,755,1,456291
1273,739.0,1,0,1273,755,1,456291
1274,1413.0,1,0,1274,755,1,456291
1275,689.0,1,0,1275,755,1,456291
1276,829.0,1,0,1276,755,1,456291
1277,1423.0,1,0,1277,755,1,456291
1278,750.0,1,0,1278,755,1,456291
1279,760.0,1,0,1279,755,1,456291
1280,1629.0,1,0,1280,755,1,456291
1281,1152.0,1,0,1281,755,1,456291
1282,3327.0,1,0,1282,755,1,456291
1283,806.0,1,0,1283,755,1,456291
1284,1093.0,1,0,1284,755,1,456291
1285,841.0,1,0,1285,755,1,456291
1286,769.0,1,0,1286,755,1,456291
1287,638.0,1,0,1287,755,1,456291
1288,3055.0,1,0,1288,755,1,456291
1289,1683.0,1,0,1289,755,1,456291
1290,854.0,1,0,1290,755,1,456291
1291,2632.0,1,0,1291,755,1,456291
1292,2543.0,1,0,1292,755,1,456291
1293,1033.0,1,0,1293,755,1,456291
1294,0.0,1,0,1294,755,1,456291
1295,1826.0,1,0,1295,755,1,456291
1296,542.0,1,0,1296,755,1,456291
1297,1652.0,1,0,1297,755,1,456291
1298,391.0,1,0,1298,755,1,456291
1299,367.0,1,0,1299,755,1,456291
1300,427.0,1,0,1300,755,1,456291
1301,652.0,1,0,1301,755,1,456291
1302,1727.0,1,0,1302,755,1,456291
1303,601.0,1,0,1303,755,1,456291
1304,1716.0,1,0,1304,755,1,456291
1305,1247.0,1,0,1305,755,1,456291
1306,1628.0,1,0,1306,755,1,456291
1307,1466.0,1,0,1307,755,1,456291
1308,591.0,1,0,1308,755,1,456291
1309,792.0,1,0,1309,755,1,456291
1310,135.0,1,0,1310,755,1,456291
1311,994.0,1,0,1311,755,1,456291
1312,230.0,1,0,1312,755,1,456291
1313,715.0,1,0,1313,755,1,456291
1314,1041.0,1,0,1314,755,1,456291
1315,302.0,1,0,1315,755,1,456291
1316,171.0,1,0,1316,755,1,456291
1317,954.0,1,0,1317,755,1,456291
1318,655.0,1,0,1318,755,1,456291
1319,2215.0,1,0,1319,755,1,456291
1320,536.0,1,0,1320,755,1,456291
1321,1450.0,1,0,1321,755,1,456291
1322,328.0,1,0,1322,755,1,456291
1323,1170.0,1,0,1323,755,1,456291
1324,281.0,1,0,1324,755,1,456291
1325,1868.0,1,0,1325,755,1,456291
1326,962.0,1,0,1326,755,1,456291
1327,985.0,1,0,1327,755,1,456291
1328,869.0,1,0,1328,755,1,456291
1329,350.0,1,0,1329,755,1,456291
1330,505.0,1,0,1330,755,1,456291
1331,1113.0,1,0,1331,755,1,456291
1332,567.0,1,0,1332,755,1,456291
1333,797.0,1,0,1333,755,1,456291
1334,833.0,1,0,1334,755,1,456291
1335,1210.0,1,0,1335,755,1,456291
1336,2939.0,1,0,1336,755,1,456291
1337,1219.0,1,0,1337,755,1,456291
1338,633.0,1,0,1338,755,1,456291
1339,823.0,1,0,1339,755,1,456291
1340,1165.0,1,0,1340,755,1,456291
1341,907.0,1,0,1341,755,1,456291
1342,707.0,1,0,1342,755,1,456291
1343,814.0,1,0,1343,755,1,456291
1344,612.0,1,0,1344,755,1,456291
1345,391.0,1,0,1345,755,1,456291
1346,674.0,1,0,1346,755,1,456291
1347,909.0,1,0,1347,755,1,456291
1348,1787.0,1,0,1348,755,1,456291
1349,1742.0,1,0,1349,755,1,456291
1350,850.0,1,0,1350,755,1,456291
1351,568.0,1,0,1351,755,1,456291
1352,553.0,1,0,1352,755,1,456291
1353,386.0,1,0,1353,755,1,456291
1354,1534.0,1,0,1354,755,1,456291
1355,630.0,1,0,1355,755,1,456291
1356,991.0,1,0,1356,755,1,456291
1357,798.0,1,0,1357,755,1,456291
1358,1131.0,1,0,1358,755,1,456291
1359,837.0,1,0,1359,755,1,456291
1360,621.0,1,0,1360,755,1,456291
1361,210.0,1,0,1361,755,1,456291
1362,466.0,1,0,1362,755,1,456291
1363,307.0,1,0,1363,755,1,456291
1364,640.0,1,0,1364,755,1,456291
1365,739.0,1,0,1365,755,1,456291
1366,1588.0,1,0,1366,755,1,456291
1367,810.0,1,0,1367,755,1,456291
1368,927.0,1,0,1368,755,1,456291
1369,1235.0,1,0,1369,755,1,456291
1370,1406.0,1,0,1370,755,1,456291
1371,1070.0,1,0,1371,755,1,456291
1372,1266.0,1,0,1372,755,1,456291
1373,1262.0,1,0,1373,755,1,456291
1374,1398.0,1,0,1374,755,1,456291
1375,1225.0,1,0,1375,755,1,456291
1376,1228.0,1,0,1376,755,1,456291
1377,1051.0,1,0,1377,755,1,456291
1378,2141.0,1,0,1378,755,1,456291
1379,1397.0,1,0,1379,755,1,456291
1380,1771.0,1,0,1380,755,1,456291
1381,2450.0,1,0,1381,755,1,456291
1382,1223.0,1,0,1382,755,1,456291
1383,677.0,1,0,1383,755,1,456291
1384,1020.0,1,0,1384,755,1,456291
