TAZ,university,gradeschool,highschool
1099,0,66,0
1100,0,27,0
1101,0,18,0
1102,0,4,0
1103,0,42,0
1104,0,24,0
1105,0,12,0
1106,0,45,87
1107,0,15,0
1108,0,29,0
1109,0,39,55
1110,0,55,0
1111,0,38,0
1112,0,53,68
1113,0,7,0
1114,0,69,0
1115,0,64,0
1116,0,17,0
1117,0,10,0
1118,0,39,0
1119,0,81,0
1120,0,90,0
1121,0,47,0
1122,0,38,0
1123,0,24,0
1124,0,37,0
1125,0,20,0
1126,0,45,0
1127,595,35,71
1128,0,34,0
1129,0,29,0
1130,0,25,0
1131,0,22,0
1132,0,28,31
1133,0,31,7
1134,0,31,0
1135,0,19,0
1136,0,17,0
1137,0,21,123
1138,0,38,0
1139,0,13,0
1140,0,17,0
1141,0,24,42
1142,0,23,0
1143,0,13,0
1144,0,17,0
1145,0,24,0
1146,0,8,47
1147,0,31,0
1148,0,0,0
1149,0,23,0
1150,0,25,0
1151,0,31,0
1152,0,23,46
1153,0,17,0
1154,29,19,0
1155,0,6,0
1156,0,21,0
1157,0,7,0
1158,0,25,22
1159,95,18,0
1160,0,31,0
1161,0,84,56
1162,0,5,0
1163,0,15,0
1164,0,21,0
1165,0,38,77
1166,0,63,0
1167,0,66,0
1168,0,20,0
1169,0,35,0
1170,0,24,0
1171,0,52,0
1172,0,34,79
1173,0,33,0
1174,0,22,0
1175,0,71,0
1176,0,262,24
1177,0,96,0
1178,0,368,92
1179,0,162,80
1180,0,95,0
1181,0,9,0
1182,0,98,0
1183,0,13,0
1184,0,37,0
1185,0,154,0
1186,0,144,0
1187,0,69,0
1188,0,69,0
1189,0,50,0
1190,0,42,0
1191,0,58,181
1192,0,47,0
1193,0,66,0
1194,0,61,0
1195,0,130,0
1196,0,38,0
1197,0,41,0
1198,380,29,0
1199,0,64,0
1200,0,97,0
1201,0,34,0
1202,0,40,0
1203,0,46,133
1204,0,16,0
1205,0,10,0
1206,0,48,0
1207,0,44,0
1208,0,81,0
1209,0,66,0
1210,0,57,0
1211,0,21,0
1212,0,20,62
1213,0,11,0
1214,0,16,0
1215,0,26,0
1216,0,19,0
1217,0,51,0
1218,0,24,28
1219,0,34,35
1220,0,63,0
1221,0,51,0
1222,192,16,0
1223,0,26,0
1224,0,27,0
1225,0,19,0
1226,0,43,0
1227,0,26,0
1228,0,19,0
1229,0,33,96
1230,0,58,0
1231,0,29,0
1232,0,33,0
1233,0,27,0
1234,0,45,128
1235,0,33,0
1236,0,25,0
1237,0,16,0
1238,0,2,0
1239,0,20,0
1240,0,35,0
1241,0,10,0
1242,0,47,0
1243,0,48,0
1244,0,62,0
1245,0,51,0
1246,0,80,0
1247,0,44,0
1248,0,22,0
1249,336,19,0
1250,0,37,0
1251,0,51,0
1252,0,6,0
1253,0,30,0
1254,0,54,0
1255,0,51,0
1256,0,32,0
1257,0,65,0
1258,0,43,0
1259,0,60,0
1260,0,37,0
1261,0,38,0
1262,0,10,0
1263,0,21,111
1264,0,65,0
1265,0,30,0
1266,0,51,0
1267,0,23,0
1268,0,68,0
1269,0,43,78
1270,0,155,65
1271,0,124,0
1272,0,0,0
1273,0,12,0
1274,0,58,148
1275,0,34,0
1276,0,35,0
1277,0,41,0
1278,0,8,0
1279,0,18,0
1280,0,53,0
1281,0,63,0
1282,0,115,0
1283,0,27,82
1284,0,23,0
1285,0,24,0
1286,0,12,0
1287,0,9,0
1288,0,107,0
1289,0,59,28
1290,0,49,12
1291,0,110,0
1292,0,94,0
1293,0,41,0
1294,177,0,0
1295,0,61,0
1296,0,14,0
1297,0,86,0
1298,0,19,0
1299,0,20,0
1300,0,18,0
1301,0,24,0
1302,0,45,0
1303,0,15,0
1304,0,65,0
1305,0,37,108
1306,0,80,87
1307,0,37,24
1308,0,9,0
1309,0,16,0
1310,0,4,0
1311,0,27,0
1312,0,4,0
1313,39,16,10
1314,0,37,26
1315,0,6,0
1316,0,5,0
1317,0,31,12
1318,0,16,0
1319,0,87,0
1320,0,18,0
1321,0,40,0
1322,0,14,0
1323,0,43,0
1324,0,7,35
1325,0,38,46
1326,0,17,0
1327,0,15,51
1328,0,18,0
1329,0,12,0
1330,0,20,27
1331,0,39,0
1332,0,36,0
1333,0,35,0
1334,0,45,0
1335,0,48,0
1336,0,66,0
1337,0,30,0
1338,0,17,0
1339,0,51,0
1340,0,49,0
1341,0,15,0
1342,301,62,111
1343,0,43,0
1344,0,31,0
1345,0,21,0
1346,0,31,0
1347,0,29,0
1348,0,57,0
1349,0,93,0
1350,0,34,0
1351,0,26,0
1352,0,16,0
1353,0,5,0
1354,0,36,2
1355,0,28,43
1356,0,29,0
1357,0,44,0
1358,0,39,86
1359,0,46,0
1360,0,28,0
1361,0,20,0
1362,0,18,0
1363,434,8,0
1364,0,32,101
1365,0,18,0
1366,0,42,40
1367,0,33,0
1368,0,11,0
1369,0,38,0
