trip_id,person_id,household_id,tour_id,primary_purpose,trip_num,outbound,trip_count,purpose,destination,origin,destination_logsum,chunk_id,earliest,latest,tour_hour,outbound_departure,max_outbound_departure,next_trip_id,HR5,HR6,HR7,HR8,HR9,HR10,HR11,HR12,HR13,HR14,HR15,HR16,HR17,HR18,HR19,HR20,HR21,HR22,HR23
1004475726,3062425,1363732,125559465,work,2,False,4,eatout,29,33,13.722417298085524,2533,20.0,20.0,20,,20.0,1004475725,0.0,0.0,0.0,0.003020632,0.0008726710000000001,0.009819915,0.004032092,0.033547265,0.012437163999999999,0.023084614,0.029601855,0.030696598,0.08880218,0.150240348,0.244376765,0.3694679,0.0,0.0,0.0
1377159773,4198657,1815175,172144971,shopping,1,False,3,shopping,739,742,10.275912812102094,10733,22.0,22.0,22,,22.0,0,0.0,0.0,0.0,0.0,0.0,0.018041153,0.0,0.0,0.0,0.0,0.0,0.0,0.009811009,0.008718505999999999,0.044707222000000005,0.09728921900000001,0.453480605,0.36795228700000004,0.0
2228376413,6793830,2600742,278547051,social,1,False,3,eatout,1165,1161,13.026794960092413,7069,17.0,17.0,17,,17.0,0,0.0,0.0,0.0,0.0,0.0,0.004235542,0.004235542,0.010773772,0.036037056,0.011244256999999999,0.008654904,0.185030812,0.739788115,0.0,0.0,0.0,0.0,0.0,0.0
245678814,749020,411576,30709851,univ,2,False,4,shopping,927,996,9.197917017275078,613,16.0,16.0,16,,16.0,245678813,0.0,0.0,0.0,0.015451903000000001,0.014978608999999999,0.0,0.006115529000000001,0.008472156,0.0,0.091244276,0.41749224100000004,0.446245285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585160102,1784024,937026,73145012,othmaint,2,False,4,othmaint,390,382,14.066013185210661,8743,18.0,18.0,18,,18.0,585160101,0.0,0.0,0.0,0.0,0.0,0.065300384,0.006485915,0.052781714,0.048191377,0.040820218,0.0,0.16243248400000002,0.05438396,0.5696039479999999,0.0,0.0,0.0,0.0,0.0
1048236102,3195841,1407601,131029512,univ,2,False,4,escort,106,79,9.056987607011356,2617,17.0,17.0,17,,17.0,1048236101,0.0,0.0,0.0,0.0,0.0,0.0,0.026878377999999998,0.0,0.045587412,0.056703613,0.067767612,0.211772198,0.591290787,0.0,0.0,0.0,0.0,0.0,0.0
2456865230,7490442,2799107,307108153,univ,2,False,4,othmaint,1019,1008,10.077648364162634,6574,16.0,16.0,16,,16.0,2456865229,0.0,0.0,0.0,0.015451903000000001,0.014978608999999999,0.0,0.006115529000000001,0.008472156,0.0,0.091244276,0.41749224100000004,0.446245285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102201901,311591,250611,12775237,eatout,1,False,3,escort,771,756,10.146391118165417,7345,11.0,11.0,11,,11.0,0,0.0,0.0,0.0,0.0,0.091878183,0.12493006,0.783191757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1073723141,3273546,1483723,134215392,eatout,1,False,3,shopping,583,595,14.527202199975108,10068,18.0,18.0,18,,18.0,0,0.0,0.00402747,0.0,0.0026997690000000003,0.0,0.0,0.0034580220000000003,0.004776748,0.0,0.0,0.007128847,0.022821634,0.560262038,0.39482547100000004,0.0,0.0,0.0,0.0,0.0
1995904198,6085073,2453475,249488024,univ,2,False,4,shopping,249,232,-0.8242507421313574,5388,17.0,17.0,17,,17.0,1995904197,0.0,0.0,0.0,0.0,0.0,0.0,0.026878377999999998,0.0,0.045587412,0.056703613,0.067767612,0.211772198,0.591290787,0.0,0.0,0.0,0.0,0.0,0.0
1001650605,3053812,1359426,125206325,shopping,1,False,3,othmaint,1292,1306,13.329935949308403,9791,14.0,14.0,14,,14.0,0,0.0,0.0,0.0,0.014322811999999999,0.008308251,0.005594511999999999,0.016143904,0.130012933,0.19330349,0.6323140979999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
695642014,2120859,1086893,86955251,univ,2,False,4,univ,1249,1269,5.4933209118486985,1637,18.0,18.0,18,,18.0,695642013,0.0,0.0,0.0,0.00721016,0.0,0.0,0.021117111,0.009952490999999999,0.040163793999999996,0.18130628199999999,0.011084411,0.0,0.37585875,0.353307001,0.0,0.0,0.0,0.0,0.0
791200877,2412197,1164606,98900109,univ,1,False,3,escort,1260,1249,8.449963367151728,1893,18.0,18.0,18,,18.0,0,0.0,0.0,0.0,0.003945375,0.0,0.0,0.0,0.017778798000000002,0.0,0.094239059,0.126537664,0.04524658,0.521630843,0.19062168100000002,0.0,0.0,0.0,0.0,0.0
1341490406,4089909,1793491,167686300,univ,2,False,4,othmaint,415,465,12.303594311775615,3299,15.0,15.0,15,,15.0,1341490405,0.0,0.0,0.0,0.0,0.045151752,0.0,0.09938020800000001,0.018712363,0.046279979000000006,0.313502235,0.47697346399999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2249677797,6858773,2615435,281209724,school,1,False,3,escort,1359,1354,2.018206799033345,5952,16.0,16.0,16,,16.0,0,0.0,0.0,0.003957494000000001,0.007442128,0.0028943109999999997,0.0,0.018097734,0.013714786000000001,0.017413316,0.113052385,0.49048648,0.332941366,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2373127637,7235145,2687806,296640954,escort,1,False,3,eatout,7,4,13.564367498335526,12780,12.0,12.0,12,,12.0,0,0.0,0.0,0.0,0.018963707,0.021920487000000002,0.031520436,0.140654387,0.786940984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
