TAZ,university,gradeschool,highschool
1082,0,67,14
1083,0,130,24
1084,0,12,10
1085,0,46,5
1086,0,71,40
1087,0,37,0
1088,0,36,12
1089,0,33,0
1090,0,14,0
1091,0,42,12
1092,0,11,0
1093,0,46,0
1094,0,103,28
1095,0,26,0
1096,0,46,10
1097,0,56,12
1098,0,49,24
1099,0,134,20
1100,0,57,9
1101,0,117,19
1102,0,60,17
1103,0,57,29
1104,0,42,0
1105,0,80,0
1106,0,14,12
1107,0,19,2
1108,0,2,0
1109,0,8,0
1110,0,44,30
1111,0,26,0
1112,0,35,28
1113,0,1,2
1114,0,12,0
1115,0,13,1
1116,0,25,7
1117,1384,47,6
1118,0,15,9
1119,0,39,4
1120,0,36,0
1121,0,19,16
1122,0,4,4
1123,0,17,0
1124,0,24,20
1125,0,16,9
1126,0,15,0
1127,0,28,0
1128,0,36,5
1129,0,9,3
1130,0,35,4
1131,0,3,0
1132,0,35,0
1133,0,15,2
1134,0,31,0
1135,0,56,18
1136,0,98,0
1137,0,30,0
1138,0,47,21
1139,0,37,9
1140,0,66,0
1141,0,25,0
1142,0,62,29
1143,0,32,0
1144,0,67,0
1145,0,52,0
1146,0,74,27
1147,0,47,9
1148,0,30,0
1149,0,5,4
1150,0,13,9
1151,0,38,11
1152,0,10,1
1153,0,46,4
1154,0,13,0
1155,0,46,0
1156,0,56,0
1157,0,38,22
1158,0,59,4
1159,0,15,0
1160,0,80,22
1161,0,53,0
1162,0,106,18
1163,0,65,16
1164,0,21,0
1165,0,55,22
1166,0,1,4
1167,0,52,15
1168,0,24,3
1169,0,68,9
1170,0,0,0
1171,0,24,5
1172,0,55,0
1173,0,111,12
1174,0,94,41
1175,0,84,5
1176,0,20,4
1177,0,34,9
1178,0,53,6
1179,0,45,34
1180,0,28,0
1181,0,9,0
1182,0,26,10
1183,0,74,13
1184,0,46,0
1185,0,97,30
1186,0,109,0
1187,0,44,31
1188,0,128,12
1189,0,68,10
1190,0,46,11
1191,0,81,32
1192,0,48,15
1193,0,69,0
1194,0,78,30
1195,0,65,2
1196,0,72,10
1197,0,67,43
1198,0,143,0
1199,0,17,0
1200,0,0,0
1201,0,58,12
1202,0,64,19
1203,0,24,7
1204,0,35,0
1205,0,17,31
1206,0,123,74
1207,0,84,0
1208,0,81,32
1209,0,26,0
1210,0,64,20
1211,0,16,3
1212,0,81,33
1213,0,38,7
1214,0,27,0
1215,0,181,21
1216,0,47,0
1217,0,34,19
1218,0,44,0
1219,4347,11,50
1220,0,42,0
1221,0,52,0
1222,0,82,49
1223,0,19,0
1224,0,102,22
1225,0,52,0
1226,0,63,5
1227,0,48,3
1228,0,66,0
1229,0,38,0
1230,0,0,0
1231,0,7,0
1232,0,88,0
1233,0,2,0
1234,0,44,23
1235,0,63,36
1236,0,31,0
1237,0,43,6
1238,0,13,0
1239,0,42,30
1240,0,13,0
1241,0,0,0
1242,0,9,27
1243,0,45,4
1244,0,85,10
1245,0,65,33
1246,0,86,7
1247,0,38,7
1248,0,53,2
1249,0,84,0
1250,0,25,0
1251,0,21,0
1252,0,8,0
1253,0,64,0
1254,0,47,0
1255,0,105,0
1256,0,61,7
1257,0,37,4
1258,0,41,0
1259,0,33,0
1260,0,52,57
1261,0,55,32
1262,0,86,10
1263,0,78,15
1264,0,63,34
1265,0,37,0
1266,0,57,0
1267,0,58,0
1268,0,36,0
1269,0,28,11
1270,0,39,15
1271,0,70,0
1272,0,23,0
1273,0,72,11
1274,0,146,7
1275,0,85,31
1276,0,39,0
1277,0,98,10
1278,0,97,5
1279,0,44,16
1280,0,27,31
1281,0,84,17
1282,0,56,0
1283,0,49,7
1284,0,95,30
1285,0,132,25
1286,0,13,0
1287,0,9,0
1288,0,33,7
1289,0,101,22
1290,0,63,19
1291,0,42,6
1292,0,96,18
1293,0,142,14
1294,0,30,24
1295,0,48,7
1296,0,25,0
1297,0,58,41
1298,0,55,16
1299,0,49,0
1300,0,39,10
1301,0,42,29
1302,0,26,0
1303,0,37,0
1304,0,51,22
1305,0,44,21
1306,0,75,9
1307,528,72,7
1308,0,18,6
1309,0,37,7
1310,0,15,5
1311,0,35,0
1312,0,15,7
1313,0,33,0
1314,0,118,22
1315,0,97,21
1316,0,63,0
1317,0,126,34
1318,0,25,13
1319,0,25,0
1320,0,90,47
1321,0,155,0
1322,0,12,0
1323,0,28,0
1324,0,39,6
1325,0,11,5
1326,0,45,11
1327,0,22,0
1328,0,6,4
1329,0,37,11
1330,0,64,0
1331,0,42,32
1332,0,147,20
1333,0,59,0
1334,0,121,35
1335,0,13,9
1336,0,19,0
1337,0,30,0
1338,0,76,27
1339,0,84,35
1340,0,77,23
1341,0,25,4
1342,0,46,0
1343,0,205,22
1344,0,36,0
1345,0,125,0
1346,0,141,12
1347,0,83,48
1348,0,44,0
1349,0,67,12
1350,0,119,13
1351,0,72,0
1352,0,73,0
1353,0,27,5
1354,0,53,8
1355,0,68,17
1356,0,91,49
1357,0,35,12
1358,0,81,66
1359,0,70,16
1360,0,270,97
1361,0,124,0
1362,0,156,0
1363,0,91,46
1364,0,117,14
1365,0,108,35
1366,0,79,0
1367,0,55,39
1368,0,6,0
1369,0,101,22
1370,0,81,23
1371,0,36,0
1372,0,118,0
1373,0,50,0
1374,0,59,0
1375,0,98,0
1376,0,151,40
1377,0,116,102
1378,0,60,0
1379,0,81,9
1380,0,29,4
1381,0,42,9
1382,0,86,9
1383,0,95,34
1384,0,22,5
1385,0,40,40
1386,0,39,3
1387,2607,7,0
1388,0,24,7
1389,0,89,12
1390,0,96,34
1391,0,53,20
1392,0,51,0
1393,0,33,0
1394,0,39,0
1395,0,80,33
1396,0,46,23
1397,0,25,13
1398,0,45,65
1399,0,120,10
1400,0,228,34
1401,0,100,0
1402,0,133,31
1403,0,82,17
1404,0,221,34
1405,0,122,8
1406,0,98,16
1407,0,94,30
1408,0,48,11
1409,0,101,24
1410,0,100,26
1411,0,104,0
1412,0,41,85
1413,0,109,12
1414,0,45,0
1415,0,158,48
1416,0,75,8
1417,0,46,12
1418,0,30,7
1419,0,45,22
1420,0,43,0
1421,0,54,17
1422,0,136,15
1423,0,91,9
1424,0,50,0
1425,0,26,8
1426,0,43,9
1427,0,82,20
1428,0,54,0
1429,0,68,116
1430,0,76,0
1431,0,8,0
1432,0,66,0
1433,0,64,14
1434,0,63,0
1435,0,91,0
1436,0,88,14
1437,0,32,0
1438,0,50,13
1439,0,23,0
1440,0,66,26
1441,0,89,15
1442,0,95,15
1443,0,70,12
1444,0,111,19
1445,0,52,0
1446,0,41,9
1447,0,83,17
1448,0,16,5
1449,0,32,0
1450,0,48,11
1451,0,116,45
1452,0,152,31
1453,0,60,7
1454,0,16,14
