TAZ,work_low,work_med,work_high,work_veryhigh
578,29,54,66,177
579,24,19,36,63
580,4,10,11,22
581,8,8,20,32
582,15,28,35,72
583,11,18,17,36
584,37,64,87,179
585,7,12,18,28
586,11,12,24,34
587,8,36,19,49
588,3,1,2,6
589,58,87,94,177
590,4,10,5,17
591,1,3,5,9
592,7,11,9,50
593,8,13,11,21
594,6,13,13,9
595,6,19,25,45
596,8,16,32,42
597,7,12,3,19
598,2,9,9,13
599,14,36,38,79
600,3,12,13,16
601,5,5,6,12
602,4,8,6,13
603,78,131,169,365
604,5,14,10,31
605,6,6,4,21
606,9,19,26,43
607,2,10,8,10
608,0,11,9,15
609,32,65,66,127
610,2,3,3,4
611,2,15,14,27
612,7,11,23,52
613,4,8,16,28
614,3,2,3,12
615,8,18,18,28
616,6,14,26,23
617,12,31,29,51
618,7,10,14,22
619,1,1,5,5
620,0,1,2,4
621,5,5,8,6
622,3,4,2,10
623,8,15,15,18
624,0,2,1,2
625,1,3,2,4
626,91,142,188,240
627,38,47,64,120
628,1,4,3,9
629,7,15,19,26
630,2,8,8,15
631,2,1,7,5
632,5,18,19,26
633,10,19,18,37
634,16,57,53,100
635,3,3,8,16
636,33,79,93,194
637,0,0,0,4
638,15,26,48,45
639,20,22,24,47
640,1,7,4,13
641,3,10,9,17
642,0,3,5,8
643,1,0,6,2
644,1,8,4,12
645,1,2,5,8
646,22,43,55,122
647,25,88,114,200
648,15,38,47,95
649,1,4,3,12
650,3,7,10,22
651,4,9,11,23
652,3,14,10,23
653,1,1,5,4
654,2,6,7,14
655,11,16,24,28
656,0,4,3,2
657,0,1,3,3
658,25,38,57,96
659,19,64,64,117
660,6,14,16,32
661,1,4,1,5
662,8,7,24,56
663,22,52,46,83
664,6,13,11,26
665,6,14,12,28
666,7,15,23,24
667,1,4,5,6
668,7,20,15,19
669,13,21,22,43
670,6,18,20,27
671,2,9,5,6
672,6,9,16,14
673,4,10,13,24
674,2,4,6,12
675,18,44,37,55
676,179,421,503,852
677,0,2,3,4
678,6,14,20,23
679,6,8,9,16
680,4,4,7,21
681,2,1,5,6
682,40,113,181,299
683,16,32,54,83
684,8,11,13,17
685,6,9,9,11
686,5,7,8,18
687,39,70,78,110
688,7,16,13,26
689,0,9,2,11
690,3,9,14,18
691,57,130,149,245
692,16,39,40,32
693,0,4,3,6
694,4,9,8,14
695,11,23,37,55
696,20,34,53,84
697,6,16,19,35
698,3,7,5,4
699,2,10,6,10
700,24,22,19,26
701,3,8,5,5
702,10,20,18,18
703,28,36,47,68
704,3,7,8,8
705,4,3,8,10
706,4,16,20,27
707,14,16,18,8
708,10,23,8,8
709,5,6,3,10
710,34,74,50,44
711,8,18,23,19
712,26,70,51,64
713,2,0,2,1
714,1,4,6,8
715,2,5,6,11
716,0,1,2,8
717,2,2,2,5
718,5,13,18,57
719,8,16,28,65
720,42,97,104,266
721,5,9,11,30
722,2,4,4,9
723,10,20,14,58
724,9,17,32,53
725,3,5,12,15
726,0,3,9,7
727,1,1,2,4
728,3,13,21,42
729,0,8,6,24
730,11,33,43,66
731,11,21,26,61
732,21,34,55,104
733,7,24,31,60
734,1,5,8,15
735,9,23,25,38
736,2,6,9,17
737,10,19,30,67
738,5,7,13,15
739,4,8,10,27
740,22,30,23,60
741,3,3,3,8
742,18,42,53,100
743,18,43,58,122
744,11,29,26,73
745,6,10,15,38
746,1,1,3,10
747,4,5,6,24
748,4,9,16,23
749,1,5,2,5
750,0,1,0,1
751,1,1,5,9
752,18,29,46,84
753,7,12,12,30
754,11,17,32,64
755,15,40,47,94
756,0,1,1,4
757,4,4,5,17
758,22,38,49,106
759,18,43,80,156
760,14,38,75,154
761,95,237,346,793
762,3,4,2,13
763,2,4,7,17
764,2,9,14,14
765,22,45,71,189
766,2,11,4,16
767,16,23,47,97
768,20,10,24,54
769,8,14,28,62
770,20,28,43,106
771,4,9,8,25
772,2,3,4,14
773,4,12,16,39
774,16,46,70,207
775,10,36,40,102
776,27,67,130,304
777,26,61,87,231
778,19,42,62,136
779,5,22,28,61
780,5,5,13,33
781,58,109,173,418
782,8,9,11,47
783,29,70,115,256
784,20,39,54,120
785,105,204,337,977
786,2,2,8,9
787,6,26,47,98
788,14,46,45,113
789,5,4,4,17
790,32,67,150,345
791,2,5,7,22
792,4,11,19,36
793,4,14,23,34
794,9,21,44,85
795,1,2,3,6
796,1,5,10,20
797,0,1,2,7
798,3,4,10,19
799,2,6,7,8
800,5,5,13,21
801,1,1,3,8
802,7,23,59,127
803,8,26,48,115
804,29,38,66,142
805,5,11,12,23
806,3,9,6,18
807,30,76,91,214
808,50,119,155,420
809,15,48,43,80
810,62,198,290,702
811,44,109,154,415
812,20,37,46,73
813,19,27,44,80
814,30,43,69,115
815,5,13,18,35
816,4,11,13,22
817,7,20,31,48
818,13,10,19,42
819,1,6,10,10
820,6,7,13,25
821,1,9,11,17
822,8,8,18,43
823,66,145,185,471
824,19,35,51,96
825,70,127,144,267
826,7,14,29,44
827,8,7,15,38
828,16,31,43,100
829,17,47,68,139
830,1,5,5,8
831,2,5,12,17
832,3,8,12,26
833,4,11,20,41
834,2,2,5,9
835,26,52,88,171
836,11,12,27,55
837,18,32,40,68
838,5,6,10,10
839,13,17,32,49
840,28,40,52,111
841,40,83,101,191
842,70,136,159,305
843,44,79,112,226
844,2,5,18,29
845,16,31,31,63
846,3,4,10,9
847,13,20,21,46
848,2,5,4,19
849,10,39,45,126
850,14,19,22,61
851,22,44,62,153
852,1,4,4,9
853,2,11,10,14
854,1,7,12,23
855,3,10,15,23
856,14,7,10,19
857,57,136,190,427
858,13,15,25,62
859,51,98,118,234
860,15,25,30,65
861,0,2,3,9
862,29,42,55,104
863,11,19,22,63
864,13,12,34,57
865,10,27,34,62
866,7,18,26,51
867,1,5,5,9
868,6,16,14,54
869,12,19,25,91
870,3,8,9,23
871,1,8,7,16
872,32,96,104,272
873,7,9,16,29
874,30,49,92,223
875,3,3,16,14
876,2,5,9,27
877,15,15,23,65
878,11,20,36,72
879,4,5,11,27
880,1,6,9,8
881,16,36,59,106
882,33,71,130,270
883,1,9,11,17
884,8,13,21,47
885,5,4,7,16
886,1,0,1,0
887,9,14,25,50
888,1,3,4,13
889,1,1,6,18
