participant_id,tour_id,household_id,person_id,participant_num
6507562303,65075623,607115,1587212,3
21418463401,214184634,2014069,5224015,1
21418463402,214184634,2014069,5224021,2
21418463403,214184634,2014069,5224024,3
20506447101,205064471,1926038,5001572,1
20506447102,205064471,1926038,5001573,2
26346958401,263469584,2450330,6426087,1
26346958402,263469584,2450330,6426088,2
24765116501,247651165,2307742,6040272,1
24765116502,247651165,2307742,6040280,2
9956913201,99569132,912885,2428515,1
9956913202,99569132,912885,2428517,2
9956913203,99569132,912885,2428519,3
17776113404,177761134,1708748,4335635,1
17776113403,177761134,1708748,4335639,2
17776113402,177761134,1708748,4335641,3
17776113405,177761134,1708748,4335643,4
26033279901,260332799,2421543,6349580,1
26033279902,260332799,2421543,6349581,2
8050449904,80504499,751081,1963512,1
8050449901,80504499,751081,1963524,2
6056767701,60567677,564181,1477260,1
6056767703,60567677,564181,1477264,2
22272398701,222723987,2085589,5432292,1
22272398703,222723987,2085589,5432293,2
4139825002,41398250,398457,1009714,1
4139825004,41398250,398457,1009715,2
4139825006,41398250,398457,1009716,3
4139825005,41398250,398457,1009717,4
4139825003,41398250,398457,1009718,5
17894669001,178946690,1716043,4364553,1
17894669002,178946690,1716043,4364556,2
17894669003,178946690,1716043,4364562,3
17894669006,178946690,1716043,4364565,4
17894669004,178946690,1716043,4364568,5
22492282103,224922821,2103378,5485920,1
22492282101,224922821,2103378,5485922,2
6954290103,69542901,651474,1696167,1
6954290101,69542901,651474,1696168,2
13015726401,130157264,1225724,3174567,1
13015726402,130157264,1225724,3174569,2
3134205702,31342057,309723,764437,1
3134205703,31342057,309723,764443,2
21870984501,218709845,2052864,5334386,1
21870984504,218709845,2052864,5334387,2
1466289004,14662890,135455,357632,1
1466289003,14662890,135455,357633,2
1466288401,14662884,135455,357631,1
1466288404,14662884,135455,357632,2
13473470907,134734709,1268152,3286222,1
13473470908,134734709,1268152,3286224,2
19358553501,193585535,1823876,4721598,1
19358553503,193585535,1823876,4721600,2
19358553502,193585535,1823876,4721602,3
4381118001,43811180,417718,1068565,1
4381118002,43811180,417718,1068566,2
4381118003,43811180,417718,1068567,3
17661961401,176619614,1700553,4307795,1
17661961402,176619614,1700553,4307796,2
17661961403,176619614,1700553,4307797,3
13250475802,132504758,1246047,3231825,1
13250475807,132504758,1246047,3231827,2
13250475806,132504758,1246047,3231829,3
13250475805,132504758,1246047,3231831,4
13250475808,132504758,1246047,3231833,5
13250475803,132504758,1246047,3231835,6
15325256001,153252560,1483466,3737867,1
15325256002,153252560,1483466,3737868,2
6486050201,64860502,604648,1581963,1
6486050202,64860502,604648,1581964,2
23492255301,234922553,2185087,5729818,1
23492255302,234922553,2185087,5729819,2
11704333001,117043330,1095905,2854715,1
11704333002,117043330,1095905,2854720,2
7716714601,77167146,724625,1882125,1
7716714602,77167146,724625,1882129,2
24833160902,248331609,2313109,6056856,1
24833160904,248331609,2313109,6056860,2
27335501202,273355012,2551048,6667193,1
27335501201,273355012,2551048,6667195,2
27335501205,273355012,2551048,6667201,3
3969031301,39690313,384321,968056,1
3969031303,39690313,384321,968058,2
3969031302,39690313,384321,968060,3
8268545501,82685455,770939,2016718,1
8268545502,82685455,770939,2016720,2
11213054602,112130546,1041618,2734893,1
11213054604,112130546,1041618,2734895,2
26912779103,269127791,2507222,6564086,1
26912779104,269127791,2507222,6564089,2
26912779101,269127791,2507222,6564092,3
268732302,2687323,29562,65543,1
268732301,2687323,29562,65544,2
18232127901,182321279,1737834,4446860,1
18232127903,182321279,1737834,4446864,2
18232127905,182321279,1737834,4446868,3
24317958402,243179584,2268254,5931212,1
24317958403,243179584,2268254,5931215,2
22274670501,222746705,2086019,5432846,1
22274670503,222746705,2086019,5432848,2
24799597701,247995977,2310324,6048682,1
24799597705,247995977,2310324,6048685,2
26826432704,268264327,2498603,6543034,1
26826432702,268264327,2498603,6543035,2
5481152302,54811523,510707,1336869,1
5481152303,54811523,510707,1336872,2
15986729701,159867297,1539148,3899202,1
15986729702,159867297,1539148,3899203,2
17844899504,178448995,1712976,4352416,1
17844899503,178448995,1712976,4352417,2
16037053703,160370537,1543030,3911473,1
16037053705,160370537,1543030,3911474,2
16037053704,160370537,1543030,3911477,3
22400191401,224001914,2095879,5463461,1
22400191402,224001914,2095879,5463462,2
8538522504,85385225,794507,2082563,1
8538522505,85385225,794507,2082572,2
27265157301,272651573,2543294,6650038,1
27265157302,272651573,2543294,6650040,2
16312429601,163124296,1566666,3978641,1
16312429602,163124296,1566666,3978653,2
19953118904,199531189,1872101,4866610,1
19953118901,199531189,1872101,4866614,2
19953118903,199531189,1872101,4866622,3
16759915702,167599157,1611356,4087787,1
16759915703,167599157,1611356,4087790,2
624439702,6244397,59319,152287,1
624439704,6244397,59319,152297,2
21586038001,215860380,2029296,5264887,1
21586038002,215860380,2029296,5264888,2
170303801,1703038,20674,41537,1
170303802,1703038,20674,41539,2
15538435702,155384357,1501025,3789866,1
15538435706,155384357,1501025,3789870,2
15538435705,155384357,1501025,3789886,3
15538435712,155384357,1501025,3789898,4
15538435708,155384357,1501025,3789902,5
1801324601,18013246,172392,439347,1
1801324602,18013246,172392,439348,2
2217814501,22178145,213010,540930,1
2217814502,22178145,213010,540931,2
2217814503,22178145,213010,540932,3
17287471102,172874711,1663800,4216455,1
17287471101,172874711,1663800,4216456,2
4263284002,42632840,407466,1039823,1
4263284005,42632840,407466,1039824,2
4263284004,42632840,407466,1039826,3
4263284003,42632840,407466,1039827,4
12162566003,121625660,1149133,2966477,1
12162566001,121625660,1149133,2966479,2
12162566002,121625660,1149133,2966481,3
12162566004,121625660,1149133,2966483,4
5935997901,59359979,552647,1447804,1
5935997905,59359979,552647,1447806,2
1828454103,18284541,174950,445965,1
1828454104,18284541,174950,445967,2
1554434701,15544347,143222,379130,1
1554434704,15544347,143222,379136,2
19057113301,190571133,1798136,4648076,1
19057113303,190571133,1798136,4648078,2
19057113306,190571133,1798136,4648081,3
15978189401,159781894,1538265,3897119,1
15978189402,159781894,1538265,3897121,2
1604918401,16049184,149491,391443,1
1604918402,16049184,149491,391445,2
1604918403,16049184,149491,391446,3
15394169405,153941694,1489657,3754674,1
15394169403,153941694,1489657,3754676,2
15394169402,153941694,1489657,3754678,3
7004167002,70041670,656137,1708332,1
7004167001,70041670,656137,1708333,2
5388484101,53884841,502521,1314264,1
5388484102,53884841,502521,1314265,2
3646021401,36460214,359870,889273,1
3646021404,36460214,359870,889276,2
3646021405,36460214,359870,889277,3
4093986801,40939868,394714,998533,1
4093986802,40939868,394714,998534,2
4093986804,40939868,394714,998536,3
15370667601,153706676,1487431,3748943,1
15370667603,153706676,1487431,3748945,2
5694831601,56948316,529503,1388983,1
5694831602,56948316,529503,1388984,2
20637293902,206372939,1939235,5033485,1
20637293903,206372939,1939235,5033487,2
22440269101,224402691,2099468,5473236,1
22440269105,224402691,2099468,5473237,2
9581476603,95814766,879465,2336944,1
9581476601,95814766,879465,2336945,2
22182096602,221820966,2077013,5410265,1
22182096601,221820966,2077013,5410267,2
4626831203,46268312,438850,1128500,1
4626831202,46268312,438850,1128510,2
4766489501,47664895,450297,1162558,1
4766489502,47664895,450297,1162561,2
11836964503,118369645,1113967,2887062,1
11836964504,118369645,1113967,2887063,2
11836964501,118369645,1113967,2887064,3
11836964502,118369645,1113967,2887065,4
20320622801,203206228,1909359,4956249,1
20320622802,203206228,1909359,4956251,2
23597887702,235978877,2195417,5755584,1
23597887703,235978877,2195417,5755586,2
4889522502,48895225,459579,1192565,1
4889522501,48895225,459579,1192566,2
24031778602,240317786,2241238,5861407,1
24031778604,240317786,2241238,5861411,2
24031778606,240317786,2241238,5861415,3
4743492606,47434926,448398,1156952,1
4743492602,47434926,448398,1156958,2
4743492605,47434926,448398,1156961,3
4743492603,47434926,448398,1156964,4
4743492604,47434926,448398,1156967,5
4743492607,47434926,448398,1156970,6
4228040402,42280404,404994,1031227,1
4228040404,42280404,404994,1031233,2
2808476901,28084769,268184,684994,1
2808476903,28084769,268184,684995,2
15601797103,156017971,1505718,3805322,1
15601797104,156017971,1505718,3805325,2
15601797108,156017971,1505718,3805337,3
23541021102,235410211,2190149,5741711,1
23541021101,235410211,2190149,5741712,2
17779114401,177791144,1708790,4336369,1
17779114405,177791144,1708790,4336376,2
17779114407,177791144,1708790,4336383,3
17779114402,177791144,1708790,4336390,4
17779114403,177791144,1708790,4336404,5
18489316801,184893168,1754933,4509589,1
18489316803,184893168,1754933,4509598,2
18489316802,184893168,1754933,4509607,3
2792335803,27923358,267145,681055,1
2792335802,27923358,267145,681059,2
12171056502,121710565,1149666,2968532,1
12171056501,121710565,1149666,2968550,2
19637464201,196374642,1845153,4789625,1
19637464202,196374642,1845153,4789635,2
8818404903,88184049,818216,2150831,1
8818404902,88184049,818216,2150832,2
18557589403,185575894,1759328,4526240,1
18557589401,185575894,1759328,4526241,2
14913936402,149139364,1447517,3637543,1
14913936403,149139364,1447517,3637547,2
25360494501,253604945,2360813,6185486,1
25360494502,253604945,2360813,6185488,2
18433200103,184332001,1751389,4495901,1
18433200101,184332001,1751389,4495902,2
18433200105,184332001,1751389,4495903,3
1550551801,15505518,143333,378183,1
1550551802,15505518,143333,378184,2
1129658502,11296585,108495,275521,1
1129658501,11296585,108495,275526,2
21314430002,213144300,2004465,5198640,1
21314430001,213144300,2004465,5198641,2
18823577102,188235771,1778905,4591115,1
18823577103,188235771,1778905,4591117,2
19578887702,195788877,1840992,4775337,1
19578887701,195788877,1840992,4775338,2
289117702,2891177,31194,70517,1
289117703,2891177,31194,70519,2
27564076601,275640766,2574705,6722945,1
27564076603,275640766,2574705,6722946,2
12570786603,125707866,1186144,3066042,1
12570786602,125707866,1186144,3066043,2
9855807402,98558074,903478,2403854,1
9855807401,98558074,903478,2403855,2
16664020802,166640208,1601320,4064392,1
16664020801,166640208,1601320,4064395,2
996916503,9969165,97853,243144,1
996916504,9969165,97853,243146,2
4901526902,49015269,460472,1195496,1
4901526903,49015269,460472,1195500,2
2322856903,23228569,223632,566549,1
2322856901,23228569,223632,566550,2
12791128601,127911286,1204693,3119787,1
12791128602,127911286,1204693,3119788,2
7164300304,71643003,671972,1747391,1
7164300303,71643003,671972,1747392,2
15721590702,157215907,1515619,3834531,1
15721590701,157215907,1515619,3834534,2
15721590703,157215907,1515619,3834540,3
2172354101,21723541,209123,529842,1
2172354102,21723541,209123,529843,2
26752464401,267524644,2491041,6524991,1
26752464402,267524644,2491041,6524993,2
5950881103,59508811,554376,1451432,1
5950881104,59508811,554376,1451433,2
5950881101,59508811,554376,1451434,3
5950881105,59508811,554376,1451435,4
5950881102,59508811,554376,1451436,5
22309872501,223098725,2088662,5441432,1
22309872504,223098725,2088662,5441438,2
3106969202,31069692,306952,757796,1
3106969201,31069692,306952,757797,2
10418528502,104185285,960937,2541103,1
10418528501,104185285,960937,2541104,2
19798139503,197981395,1858900,4828801,1
19798139501,197981395,1858900,4828814,2
1533323602,15333236,140994,373978,1
1533323601,15333236,140994,373981,2
1108494103,11084941,106957,270362,1
1108494101,11084941,106957,270364,2
18000415801,180004158,1724883,4390345,1
18000415804,180004158,1724883,4390346,2
18000415803,180004158,1724883,4390347,3
18000415802,180004158,1724883,4390348,4
17978440401,179784404,1722823,4384985,1
17978440402,179784404,1722823,4384989,2
17978440404,179784404,1722823,4384993,3
17978440403,179784404,1722823,4384997,4
20380700102,203807001,1914286,4970900,1
20380700101,203807001,1914286,4970902,2
7031243202,70312432,659021,1714933,1
7031243203,70312432,659021,1714935,2
7031243201,70312432,659021,1714937,3
24210518301,242105183,2258977,5905004,1
24210518307,242105183,2258977,5905005,2
24210518306,242105183,2258977,5905006,3
4976073501,49760735,466375,1213676,1
4976073503,49760735,466375,1213678,2
17456149603,174561496,1678862,4257595,1
17456149604,174561496,1678862,4257596,2
15690902402,156909024,1513652,3827046,1
15690902404,156909024,1513652,3827048,2
22399839003,223998390,2095809,5463376,1
22399839004,223998390,2095809,5463377,2
23501603304,235016033,2186227,5732102,1
23501603303,235016033,2186227,5732104,2
25117294602,251172946,2338801,6126167,1
25117294601,251172946,2338801,6126169,2
25117295002,251172950,2338801,6126167,1
25117295001,251172950,2338801,6126169,2
10468502603,104685026,966254,2553294,1
10468502602,104685026,966254,2553295,2
17902733907,179027339,1716713,4366519,1
17902733905,179027339,1716713,4366523,2
9995957501,99959575,917094,2438038,1
9995957502,99959575,917094,2438039,2
9995957504,99959575,917094,2438041,3
19645709102,196457091,1847339,4791635,1
19645709101,196457091,1847339,4791636,2
19645709105,196457091,1847339,4791638,3
9993062702,99930627,916920,2437328,1
9993062703,99930627,916920,2437330,2
9993062701,99930627,916920,2437332,3
13186691902,131866919,1240835,3216265,1
13186691901,131866919,1240835,3216266,2
26504082904,265040829,2467627,6464412,1
26504082902,265040829,2467627,6464413,2
25343405701,253434057,2358255,6181318,1
25343405702,253434057,2358255,6181323,2
12571097602,125710976,1186057,3066123,1
12571097605,125710976,1186057,3066124,2
7988999104,79889991,745312,1948552,1
7988999102,79889991,745312,1948568,2
23012370802,230123708,2146104,5612758,1
23012370804,230123708,2146104,5612763,2
23012370801,230123708,2146104,5612773,3
18699961902,186999619,1770243,4560964,1
18699961903,186999619,1770243,4560968,2
18790888404,187908884,1776882,4583145,1
18790888402,187908884,1776882,4583146,2
17390979701,173909797,1673356,4241702,1
17390979702,173909797,1673356,4241705,2
18341774002,183417740,1744958,4473602,1
18341774001,183417740,1744958,4473603,2
14654315803,146543158,1423406,3574224,1
14654315802,146543158,1423406,3574225,2
15200952601,152009526,1473367,3707549,1
15200952603,152009526,1473367,3707582,2
15200952604,152009526,1473367,3707593,3
14431001302,144310013,1396877,3519752,1
14431001301,144310013,1396877,3519756,2
11329691602,113296916,1053593,2763345,1
11329691604,113296916,1053593,2763357,2
18412568904,184125689,1749855,4490868,1
18412568902,184125689,1749855,4490869,2
18412568901,184125689,1749855,4490870,3
18412568905,184125689,1749855,4490871,4
1023907203,10239072,99789,249731,1
1023907202,10239072,99789,249732,2
1023907201,10239072,99789,249733,3
17800471304,178004713,1710371,4341569,1
17800471305,178004713,1710371,4341572,2
17800471303,178004713,1710371,4341575,3
23767570702,237675707,2212572,5796957,1
23767570701,237675707,2212572,5796968,2
23767570704,237675707,2212572,5796990,3
17264281301,172642813,1661300,4210800,1
17264281302,172642813,1661300,4210802,2
21917540206,219175402,2055818,5345738,1
21917540205,219175402,2055818,5345747,2
21917540204,219175402,2055818,5345753,3
9236588101,92365881,850313,2252826,1
9236588102,92365881,850313,2252828,2
9236588105,92365881,850313,2252832,3
14904305302,149043053,1446558,3635192,1
14904305303,149043053,1446558,3635194,2
14904305301,149043053,1446558,3635196,3
7226460403,72264604,677395,1762549,1
7226460401,72264604,677395,1762551,2
11275493502,112754935,1047626,2750118,1
11275493501,112754935,1047626,2750120,2
19070364303,190703643,1799506,4651310,1
19070364302,190703643,1799506,4651312,2
26664921811,266649218,2483246,6503633,1
26664921806,266649218,2483246,6503637,2
26664921802,266649218,2483246,6503638,3
26664921801,266649218,2483246,6503639,4
26664921807,266649218,2483246,6503641,5
26664921810,266649218,2483246,6503642,6
26664921812,266649218,2483246,6503643,7
27476020301,274760203,2566015,6701468,1
27476020302,274760203,2566015,6701469,2
13133285501,131332855,1235950,3203240,1
13133285503,131332855,1235950,3203241,2
16640806802,166408068,1598409,4058735,1
16640806803,166408068,1598409,4058737,2
15893864702,158938647,1530524,3876549,1
15893864703,158938647,1530524,3876550,2
15893864701,158938647,1530524,3876552,3
4053282202,40532822,391208,988604,1
4053282201,40532822,391208,988605,2
15066168803,150661688,1461681,3674673,1
15066168801,150661688,1461681,3674675,2
13174158802,131741588,1240012,3213207,1
13174158801,131741588,1240012,3213209,2
22756309604,227563096,2125857,5550323,1
22756309605,227563096,2125857,5550325,2
22756309603,227563096,2125857,5550327,3
8019122402,80191224,748209,1955881,1
8019122403,80191224,748209,1955882,2
8019122401,80191224,748209,1955883,3
25857025201,258570252,2405785,6306591,1
25857025202,258570252,2405785,6306592,2
27547368505,275473685,2572891,6718867,1
27547368502,275473685,2572891,6718868,2
27547368504,275473685,2572891,6718872,3
27547368508,275473685,2572891,6718874,4
25394704701,253947047,2364116,6193830,1
25394704703,253947047,2364116,6193832,2
25394704705,253947047,2364116,6193834,3
16566953504,165669535,1591669,4040722,1
16566953505,165669535,1591669,4040724,2
9890984803,98909848,906421,2412433,1
9890984804,98909848,906421,2412434,2
9890984801,98909848,906421,2412435,3
709105102,7091051,67035,172951,1
709105104,7091051,67035,172954,2
18947159501,189471595,1788925,4621258,1
18947159502,189471595,1788925,4621259,2
18947159503,189471595,1788925,4621261,3
9225453102,92254531,849412,2250104,1
9225453104,92254531,849412,2250108,2
6763328703,67633287,633055,1649584,1
6763328701,67633287,633055,1649592,2
6763328702,67633287,633055,1649596,3
6763328705,67633287,633055,1649600,4
9490317001,94903170,871701,2314711,1
9490317002,94903170,871701,2314712,2
9490317003,94903170,871701,2314713,3
945785401,9457854,91938,230679,1
945785404,9457854,91938,230680,2
945785403,9457854,91938,230682,3
15600116502,156001165,1505941,3804904,1
15600116501,156001165,1505941,3804906,2
22552387503,225523875,2107444,5500578,1
22552387502,225523875,2107444,5500580,2
27311179801,273111798,2548412,6661263,1
27311179802,273111798,2548412,6661264,2
26505394501,265053945,2467417,6464730,1
26505394502,265053945,2467417,6464732,2
380604501,3806045,40799,92830,1
380604502,3806045,40799,92831,2
15309147301,153091473,1481695,3733938,1
15309147303,153091473,1481695,3733940,2
25694402601,256944026,2391084,6266927,1
25694402602,256944026,2391084,6266931,2
25694402604,256944026,2391084,6266939,3
24460084701,244600847,2281458,5965874,1
24460084703,244600847,2281458,5965875,2
25885818903,258858189,2408855,6313613,1
25885818901,258858189,2408855,6313614,2
9343975301,93439753,859879,2279018,1
9343975303,93439753,859879,2279019,2
