alternative,utility
tour_id,93102790.0
0,32.6643208946855
1,32.6989608937285
2,32.73360089274322
3,33.43230339179487
4,33.46694339085044
5,34.87064962831318
6,34.90528962737638
7,35.50756623555031
8,36.24034602134063
9,35.62417935499373
10,35.94460598279403
11,34.97370307773609
12,34.302065616926136
13,34.28120129396212
14,33.61467066975091
15,33.64931066884537
16,33.68395066797474
17,32.836737146204676
18,32.87137714530787
19,34.867339321580644
20,34.9019793205907
21,34.93661931963836
22,35.63532181869001
23,36.86077142525138
24,37.07366805520832
25,37.10830805430162
26,38.408724449165724
27,38.44336444823577
28,38.36696671613875
29,37.758455163730844
30,37.36777039494873
31,36.449579721769275
32,35.8676974682976
33,35.81768909664605
34,35.85232909577284
35,35.005115573999674
36,35.03975557309982
37,36.48498339306327
38,36.51962339210798
39,36.554263391156745
40,38.44377549771527
41,38.478415496771916
42,38.691312126760394
43,39.424091912544355
44,40.0263685206892
45,40.600777454010114
46,39.59544154170587
47,39.56714812557429
48,38.92991014442425
49,37.45070154073806
50,37.48534153982695
51,37.43533316820904
52,36.588119646433576
53,36.622759645531474
54,36.411156551053246
55,36.44579655009796
56,37.67124615665252
57,38.36994865570525
58,38.40458865479294
59,39.31562507147065
60,39.350265070534334
61,40.49231061292906
62,40.137781366041764
63,39.712663590012234
64,39.43781696151227
65,38.239561049854565
66,37.37687469872804
67,37.41151469785027
68,36.47965280532881
69,36.514292804423555
70,34.40441269527884
71,35.629862301829355
72,35.66450230087812
73,36.36320479996246
74,37.09598458573881
75,37.308881215696246
76,37.88329014900981
77,38.09639751119633
78,38.32208640058311
79,37.65041541218583
80,36.814550853178204
81,36.23281719408016
82,35.3701308429876
83,34.52291732120566
84,34.47290894955441
85,34.69005353104087
86,34.72469353008558
87,34.759333529166526
88,36.15617581493896
89,36.19081581399504
90,36.94348137820235
91,36.58895213130771
92,37.382277629767636
93,37.361413306787334
94,36.12872438788239
95,35.90938208143443
96,35.32764842237097
97,33.583108550373616
98,33.617748549461886
99,34.69005353104087
100,34.72469353011835
101,35.4574733158868
102,36.15617581493896
103,36.730584748244915
104,36.55431213224402
105,36.780001021622105
106,37.326773307715634
107,36.74489105422767
108,36.12872438788239
109,35.90938208146964
110,34.44579490150076
111,33.583108550373616
112,34.69005353113689
113,35.42283331690016
114,35.45747331594723
115,36.69594474924819
116,36.34141550234487
117,36.74536102261478
118,36.72449669962614
119,36.710251055210996
120,36.74489105428171
121,36.1287243879715
122,35.027528560651724
123,34.44579490155212
124,34.74549812933483
125,34.78013812837782
126,35.35454706167477
127,35.664080314767524
128,35.88976920413534
129,36.04716151204044
130,35.465279258544136
131,36.06755586668866
132,36.102195865796055
133,34.604175678578954
134,34.384833372129386
135,34.74549812933483
136,35.3199070626277
137,34.965377815716444
138,35.85512920507961
139,35.83426488208334
140,35.43063925948078
141,35.465279258544136
142,36.06755586672601
143,35.22034234492585
144,34.604175678578954
145,35.285267063584705
146,34.93073781666937
147,35.15642670602781
148,35.79962488302761
149,35.21774262952368
150,35.43063925948078
151,35.46527925858217
152,35.1857023458558
153,35.22034234492585
154,35.422027268615146
155,35.64771615796875
156,35.626851834964576
157,35.70903208145672
158,35.74367208051245
159,35.95656871050828
160,35.10935518870073
161,35.71163179684457
162,35.613076158968134
163,35.59221183595911
164,35.01032958244651
165,35.709032081497575
166,35.74367208059215
167,35.07471518967761
168,35.10935518873956
169,35.55757183691613
170,34.97568958339945
171,35.01032958244651
172,35.70903208153787
173,34.86181855972194
174,35.07471518967761
175,32.8132667627012
176,32.84790676174418
177,32.88254676083227
178,32.69939573901239
179,32.734035738066666
180,32.8132667627012
181,32.84790676178596
182,32.00069323996206
183,32.69939573901239
184,32.81326676270079
185,31.966053240873578
186,32.00069323992064
187,25.275653907266374
188,25.31029390630937
189,25.275653907266374
