person_id,alt_dest,prob,pick_count,mode_choice_logsum,size_term,shadow_price_size_term_adjustment,shadow_price_utility_adjustment,TAZ,person_id,income_segment,TAZ_chooser
2270797,78,0.0055096857,1,-1.4371701185077326,2474.5119999999997,1,0,78,2270797,1,974
2270797,110,0.002020862,2,-1.2713234344079536,803.563,1,0,110,2270797,1,974
2270797,114,0.001065766,1,-1.5934005605095038,468.973,1,0,114,2270797,1,974
2270797,301,8.599328e-05,1,-2.0886848349984204,517.5550000000001,1,0,301,2270797,1,974
2270797,442,0.00014332394,1,-2.538143928337058,1224.887,1,0,442,2270797,1,974
2270797,496,0.00010966854,1,-5.776916702604324,3470.622,1,0,496,2270797,1,974
2270797,737,4.232942e-05,1,-0.976217049028246,68.44899999999998,1,0,737,2270797,1,974
2270797,807,0.0018442023,1,-1.1808104274914573,1797.7740000000001,1,0,807,2270797,1,974
2270797,820,0.00018061686,1,-0.5872869573586866,152.78599999999997,1,0,820,2270797,1,974
2270797,861,0.0012712128,1,-0.35040939427542567,606.86,1,0,861,2270797,1,974
2270797,871,0.0026592058,1,-0.21614069222827195,907.816,1,0,871,2270797,1,974
2270797,907,0.00389001,1,0.16908878474451902,685.3539999999999,1,0,907,2270797,1,974
2270797,913,0.0038985827,1,0.2085855870548709,373.779,1,0,913,2270797,1,974
2270797,918,0.006494384,3,0.35080292204421126,346.08099999999996,1,0,918,2270797,1,974
2270797,919,0.0039345194,1,0.3029116022785507,221.88899999999998,1,0,919,2270797,1,974
2270797,940,0.023008743,1,0.636042651084579,786.2629999999998,1,0,940,2270797,1,974
2270797,942,0.003021321,1,0.5343329763118795,138.994,1,0,942,2270797,1,974
2270797,945,0.0197492,2,0.2628835283141421,1262.3609999999999,1,0,945,2270797,1,974
2270797,955,0.012170144,1,-1.7530337533437497,2495.292,1,0,955,2270797,1,974
2270797,965,0.004189026,1,-2.7164219697382728,832.606,1,0,965,2270797,1,974
2270797,983,0.015050019,1,0.3080598843322826,1081.483,1,0,983,2270797,1,974
2270797,993,0.00077282597,1,0.21103413879613853,64.937,1,0,993,2270797,1,974
2270797,999,0.008598643,1,0.3395666130595819,448.00199999999995,1,0,999,2270797,1,974
2270797,1021,0.0077759116,1,-1.1298005978512113,938.1079999999998,1,0,1021,2270797,1,974
2270797,1030,0.0038769871,1,-0.3674750083353078,1213.331,1,0,1030,2270797,1,974
2270797,1200,0.00026980464,1,-1.225542498550372,473.856,1,0,1200,2270797,1,974
2270800,64,3.0057152e-05,1,-1.397218854281847,16.988,1,0,64,2270800,1,974
2270800,67,0.0004503397,1,-1.567880755205229,236.99399999999997,1,0,67,2270800,1,974
2270800,334,0.00016327764,1,-1.5383332386966881,531.2049999999999,1,0,334,2270800,1,974
2270800,348,0.00012883321,1,-2.042350796246365,740.155,1,0,348,2270800,1,974
2270800,625,0.0003745958,1,-2.2249238754340728,2437.656,1,0,625,2270800,1,974
2270800,809,0.0033100485,1,-0.8575077052773369,3209.8520000000003,1,0,809,2270800,1,974
2270800,852,0.00014818051,1,-0.38226758411036615,88.907,1,0,852,2270800,1,974
2270800,896,0.00058956654,2,0.007902585113785422,139.331,1,0,896,2270800,1,974
2270800,922,0.022099776,1,0.2469864375156637,1633.0459999999998,1,0,922,2270800,1,974
2270800,923,0.0048154737,1,0.26488369112808147,438.70500000000004,1,0,923,2270800,1,974
2270800,940,0.023008743,1,0.636042651084579,786.2629999999998,1,0,940,2270800,1,974
2270800,941,0.025186555,4,0.37890197058198893,1272.211,1,0,941,2270800,1,974
2270800,963,0.006903762,2,-0.4603500497919656,1213.9519999999998,1,0,963,2270800,1,974
2270800,967,0.0070603075,1,-0.7777729004674317,706.8829999999999,1,0,967,2270800,1,974
2270800,973,0.0351934,1,0.7698323190773467,769.4989999999999,1,0,973,2270800,1,974
2270800,974,0.0014949447,1,0.7254245075593031,42.43,1,0,974,2270800,1,974
2270800,989,0.0037690585,1,0.1682520834323735,209.18099999999995,1,0,989,2270800,1,974
2270800,995,0.004285317,1,0.24595828398255035,377.09900000000005,1,0,995,2270800,1,974
2270800,1004,0.007555358,1,0.12399902164035821,539.2669999999999,1,0,1004,2270800,1,974
2270800,1009,0.017919159,1,0.21397338224556034,1310.5929999999998,1,0,1009,2270800,1,974
2270800,1025,0.0060555595,1,-2.019579232936667,1123.847,1,0,1025,2270800,1,974
2270800,1026,0.014257622,1,-1.482943854795816,1856.1539999999998,1,0,1026,2270800,1,974
2270800,1041,0.001170922,1,-0.10204216451465511,323.64899999999994,1,0,1041,2270800,1,974
2270800,1049,0.012845327,1,-0.679382203343978,3326.7539999999995,1,0,1049,2270800,1,974
2270800,1157,0.0013996507,1,0.06675130111895522,262.23199999999997,1,0,1157,2270800,1,974
