tour_id,alt_dest,rand,prob,pick_count
93102765,918,0.30749893775882886,0.005386339367589976,1
93102765,57,0.04984014626140876,0.00029937895648244863,1
93102765,1148,0.9687888015515796,0.010434517558372287,1
93102765,925,0.3473817878311247,0.011841110936131383,2
93102765,982,0.6972724335992152,0.006294714028292837,1
93102765,852,0.21034966501043117,7.39075811184318e-05,1
93102765,128,0.10918223502878033,0.01353142881285246,1
93102765,973,0.5620378838014343,0.09491484185700028,2
93102765,1156,0.9741351335085566,0.0002477807421389132,1
93102765,997,0.7444690403978428,0.0027464883107377537,1
93102765,924,0.33894267167728076,0.0022016488548015378,1
93102765,823,0.1904662110060853,0.0006976872174165486,1
93102765,805,0.17538366231022295,0.0001314535220410143,1
93102765,898,0.2525359205017951,0.007972901660221195,1
93102765,1152,0.971246949159947,0.00028752656803261516,1
93102765,945,0.48189133133771966,0.01131407257434827,1
93102765,1003,0.7769842089439511,0.008693477167871498,1
93102765,916,0.29999853868351534,0.003110788523717382,1
93102765,1026,0.8561828135098791,0.009532279922286502,1
93102765,940,0.4123882309989986,0.04090463384458255,3
93102765,1043,0.8900623803953744,0.004956387934748961,1
93102765,35,0.030842679249885152,0.0029344223076400665,1
93102765,1021,0.8366184900623617,0.0077202160615844955,1
93102765,67,0.05608201995552675,0.0008967946669258696,1
93102765,1049,0.9135272947303736,0.013076092843540154,1
93102765,873,0.22702197194271823,0.0030163250115612097,1
