dest_taz,dest_taz,person_id,household_id,tour_id,primary_purpose,trip_num,outbound,trip_count,purpose,destination,origin,failed,next_trip_id,tour_mode,trip_period,is_joint
136,136,2270799,866761,93102765,eatout,1,False,3,othdiscr,974,1026,False,744822126,WALK_LOC,EV,False
137,137,2270799,866761,93102765,eatout,1,False,3,othdiscr,974,1026,False,744822126,WALK_LOC,EV,False
138,138,2270799,866761,93102765,eatout,1,False,3,othdiscr,974,1026,False,744822126,WALK_LOC,EV,False
139,139,2270799,866761,93102765,eatout,1,False,3,othdiscr,974,1026,False,744822126,WALK_LOC,EV,False
140,140,2270799,866761,93102765,eatout,1,False,3,othdiscr,974,1026,False,744822126,WALK_LOC,EV,False
141,141,2270799,866761,93102765,eatout,1,False,3,othdiscr,974,1026,False,744822126,WALK_LOC,EV,False
142,142,2270799,866761,93102765,eatout,1,False,3,othdiscr,974,1026,False,744822126,WALK_LOC,EV,False
143,143,2270799,866761,93102765,eatout,1,False,3,othdiscr,974,1026,False,744822126,WALK_LOC,EV,False
144,144,2270799,866761,93102765,eatout,1,False,3,othdiscr,974,1026,False,744822126,WALK_LOC,EV,False
145,145,2270799,866761,93102765,eatout,1,False,3,othdiscr,974,1026,False,744822126,WALK_LOC,EV,False
146,146,2270799,866761,93102765,eatout,1,False,3,othdiscr,974,1026,False,744822126,WALK_LOC,EV,False
147,147,2270799,866761,93102765,eatout,1,False,3,othdiscr,974,1026,False,744822126,WALK_LOC,EV,False
148,148,2270799,866761,93102765,eatout,1,False,3,othdiscr,974,1026,False,744822126,WALK_LOC,EV,False
149,149,2270799,866761,93102765,eatout,1,False,3,othdiscr,974,1026,False,744822126,WALK_LOC,EV,False
150,150,2270799,866761,93102765,eatout,1,False,3,othdiscr,974,1026,False,744822126,WALK_LOC,EV,False
151,151,2270799,866761,93102765,eatout,1,False,3,othdiscr,974,1026,False,744822126,WALK_LOC,EV,False
152,152,2270799,866761,93102765,eatout,1,False,3,othdiscr,974,1026,False,744822126,WALK_LOC,EV,False
153,153,2270799,866761,93102765,eatout,1,False,3,othdiscr,974,1026,False,744822126,WALK_LOC,EV,False
154,154,2270799,866761,93102765,eatout,1,False,3,othdiscr,974,1026,False,744822126,WALK_LOC,EV,False
155,155,2270799,866761,93102765,eatout,1,False,3,othdiscr,974,1026,False,744822126,WALK_LOC,EV,False
156,156,2270799,866761,93102765,eatout,1,False,3,othdiscr,974,1026,False,744822126,WALK_LOC,EV,False
157,157,2270799,866761,93102765,eatout,1,False,3,othdiscr,974,1026,False,744822126,WALK_LOC,EV,False
158,158,2270799,866761,93102765,eatout,1,False,3,othdiscr,974,1026,False,744822126,WALK_LOC,EV,False
159,159,2270799,866761,93102765,eatout,1,False,3,othdiscr,974,1026,False,744822126,WALK_LOC,EV,False
160,160,2270799,866761,93102765,eatout,1,False,3,othdiscr,974,1026,False,744822126,WALK_LOC,EV,False
161,161,2270799,866761,93102765,eatout,1,False,3,othdiscr,974,1026,False,744822126,WALK_LOC,EV,False
162,162,2270799,866761,93102765,eatout,1,False,3,othdiscr,974,1026,False,744822126,WALK_LOC,EV,False
163,163,2270799,866761,93102765,eatout,1,False,3,othdiscr,974,1026,False,744822126,WALK_LOC,EV,False
164,164,2270799,866761,93102765,eatout,1,False,3,othdiscr,974,1026,False,744822126,WALK_LOC,EV,False
165,165,2270799,866761,93102765,eatout,1,False,3,othdiscr,974,1026,False,744822126,WALK_LOC,EV,False
166,166,2270799,866761,93102765,eatout,1,False,3,othdiscr,974,1026,False,744822126,WALK_LOC,EV,False
167,167,2270799,866761,93102765,eatout,1,False,3,othdiscr,974,1026,False,744822126,WALK_LOC,EV,False
168,168,2270799,866761,93102765,eatout,1,False,3,othdiscr,974,1026,False,744822126,WALK_LOC,EV,False
169,169,2270799,866761,93102765,eatout,1,False,3,othdiscr,974,1026,False,744822126,WALK_LOC,EV,False
170,170,2270799,866761,93102765,eatout,1,False,3,othdiscr,974,1026,False,744822126,WALK_LOC,EV,False
171,171,2270799,866761,93102765,eatout,1,False,3,othdiscr,974,1026,False,744822126,WALK_LOC,EV,False
172,172,2270799,866761,93102765,eatout,1,False,3,othdiscr,974,1026,False,744822126,WALK_LOC,EV,False
173,173,2270799,866761,93102765,eatout,1,False,3,othdiscr,974,1026,False,744822126,WALK_LOC,EV,False
174,174,2270799,866761,93102765,eatout,1,False,3,othdiscr,974,1026,False,744822126,WALK_LOC,EV,False
175,175,2270799,866761,93102765,eatout,1,False,3,othdiscr,974,1026,False,744822126,WALK_LOC,EV,False
176,176,2270799,866761,93102765,eatout,1,False,3,othdiscr,974,1026,False,744822126,WALK_LOC,EV,False
177,177,2270799,866761,93102765,eatout,1,False,3,othdiscr,974,1026,False,744822126,WALK_LOC,EV,False
178,178,2270799,866761,93102765,eatout,1,False,3,othdiscr,974,1026,False,744822126,WALK_LOC,EV,False
179,179,2270799,866761,93102765,eatout,1,False,3,othdiscr,974,1026,False,744822126,WALK_LOC,EV,False
180,180,2270799,866761,93102765,eatout,1,False,3,othdiscr,974,1026,False,744822126,WALK_LOC,EV,False
181,181,2270799,866761,93102765,eatout,1,False,3,othdiscr,974,1026,False,744822126,WALK_LOC,EV,False
182,182,2270799,866761,93102765,eatout,1,False,3,othdiscr,974,1026,False,744822126,WALK_LOC,EV,False
183,183,2270799,866761,93102765,eatout,1,False,3,othdiscr,974,1026,False,744822126,WALK_LOC,EV,False
184,184,2270799,866761,93102765,eatout,1,False,3,othdiscr,974,1026,False,744822126,WALK_LOC,EV,False
185,185,2270799,866761,93102765,eatout,1,False,3,othdiscr,974,1026,False,744822126,WALK_LOC,EV,False
186,186,2270799,866761,93102765,eatout,1,False,3,othdiscr,974,1026,False,744822126,WALK_LOC,EV,False
187,187,2270799,866761,93102765,eatout,1,False,3,othdiscr,974,1026,False,744822126,WALK_LOC,EV,False
188,188,2270799,866761,93102765,eatout,1,False,3,othdiscr,974,1026,False,744822126,WALK_LOC,EV,False
