person_id,utility
2270798,7.721792827696548
2270798,6.25588408534343
2270798,6.934713412701728
2270798,8.498800932317335
2270798,8.714441023808975
2270798,9.642095057399425
2270798,9.024523716713508
2270798,9.817861705075266
2270798,8.762000724445965
2270798,8.638447706630599
2270798,8.87853937042021
2270798,8.906757223055799
2270798,8.928710886191155
2270798,9.556684535200276
2270798,10.474359557576152
2270798,9.088041595190642
2270798,9.094620070493157
2270798,8.970564710082716
2270798,8.898392576770977
2270798,8.822692093368067
2270798,9.530436132591987
2270798,9.454117246147678
2270798,8.768549942651443
2270798,7.714581602920399
2270799,9.263690010572866
2270799,7.950569261336442
2270799,7.643027966221237
2270799,6.672395864523143
2270799,7.87268459290314
2270799,8.718024668233097
2270799,8.852782456229763
2270799,9.946552141365743
2270799,9.055284542780894
2270799,8.910656914760509
2270799,8.89349708614105
2270799,9.456814204152959
2270799,9.933272953155761
2270799,8.75347844106366
2270799,9.041887928725794
2270799,9.128797264960735
2270799,10.655296823868385
2270799,9.451815981964799
2270799,9.551905052015181
2270799,9.1994867246865
2270799,9.272391482950264
2270799,8.998220332697041
2270799,8.94974257032197
2270799,8.918136032317605
2270799,8.392766866964504
