alternative,probability
tour_id,93102765.0
0,3.475866038277135e-06
1,0.0003060740985430293
2,1.4402772895913976e-05
3,5.37855843373914e-05
4,0.00018263155717997934
5,0.0005408060404504533
6,0.0007600078441731013
7,0.0005164040440905023
8,0.005883473310940333
9,0.00037289491348342505
10,0.0
11,0.0006020521458496358
12,0.0007150822261268443
13,0.0019372896333135757
14,0.0007165435005955411
15,0.0001576617576459803
16,0.00011754144993189463
17,0.000980520452814746
18,0.00032178025204021143
19,0.0007776976162528345
20,0.0007785897105053469
21,8.622345908405162e-05
22,0.002295650379234805
23,0.0025329863231788037
24,0.0008215793835802433
25,0.00019006995538746834
26,0.0006520266898565163
27,0.0002878829064306521
28,0.000374004612651562
29,0.0003513029375096762
30,0.0005661320232665345
31,0.0028543385255582684
32,0.0006062225819988866
33,0.00021500898028857575
34,0.000887368239306803
35,0.0029344223076400665
36,0.0014492270404744398
37,0.0001566436281100355
38,0.0015356180109540453
39,4.076856044645314e-05
40,0.00023242479548770228
41,0.0034859393071150686
42,0.0017798014269680563
43,0.00010259072000428593
44,0.0003824293317642668
45,0.0027034847053406612
46,0.00010940359419829916
47,0.0003526576981178482
48,0.00017416586243032358
49,0.0016536999068564825
50,0.0003039460115012466
51,0.0012795191695848004
52,9.010507497711651e-05
53,0.0012118335264971094
54,0.00024130267569711966
55,0.00011718182315463945
56,0.0010344201744392724
57,0.00029937895648244863
58,0.0002591895887610514
59,0.0004743609944456868
60,0.0007531930928976108
61,0.0003684866896448438
62,0.0017135411403686237
63,0.00040446061530553925
64,1.3575879228719955e-05
65,0.0006251951263467324
66,0.0009964977120539105
67,0.0008967946669258696
68,0.0003972779316571549
69,0.0011040312810287427
70,0.0002613649089773316
71,0.0009928892883938865
72,8.485693947753654e-06
73,0.00046086198328962997
74,0.00012205139015731478
75,0.0004174243644456418
76,0.0004013925072953637
77,0.0007030096938582392
78,0.0022279322366634004
79,0.00011340533534260113
80,0.00018641495198434016
81,0.0004930095246517974
82,0.0024392495548293445
83,0.00022531402298880414
84,0.00021360070714668896
85,0.0005287043422396803
86,0.00018845740356316515
87,0.00039723235623584884
88,0.000625947958605417
89,0.0017735739971691822
90,3.295302573549611e-05
91,9.942616762777424e-05
92,0.0014960725869023184
93,0.002196439079686495
94,0.0006008048793555541
95,0.0015990391274774945
96,0.0004731772893206945
97,0.0020837907106055153
98,0.00015695337688810215
99,0.0014023039609201834
100,0.0003822480790089655
101,0.00020499388898563217
102,0.0007062353427253296
103,0.0004388587968252638
104,0.00019582726427628606
105,0.0005472416715833639
106,0.000255167723679678
107,0.0004028220572283792
108,0.0004613933434302035
109,0.0006092162974859402
110,0.0016146590683917788
111,0.00019419168738809252
112,0.003930806507115123
113,0.0009167586870816197
114,0.0009940768807066831
115,0.0031396317738666803
116,0.0014789110856000655
117,0.0011845325600450187
118,0.00031623997094603116
119,0.0013293697555322563
120,0.0005124458848895198
121,0.0006112925792223404
122,0.0013162359203753977
123,0.0003999322075202811
124,0.0001672417451185982
125,0.00023427453498970347
126,0.0001240050539766359
127,0.00014512211959708004
128,0.01353142881285246
129,0.0003410049698565873
130,4.159710033017358e-05
131,0.0004108681592094448
132,5.9891652412998564e-05
133,0.00041521858282741927
134,0.00023158983037715436
135,5.2924543176190634e-05
136,0.00020896802120984128
137,0.00010903638162844994
138,0.00047053018558282665
139,0.0003078945416569565
140,0.0008553566794010144
141,0.00014822777635738072
142,0.00029161128605332154
143,6.048659448578538e-05
144,0.0001798637227351925
145,0.00016852050370283836
146,9.340910775300609e-05
147,0.000224917827374813
148,0.0005085273766568273
149,4.339861911694957e-05
150,0.00018889817562804502
151,0.0005907065593882827
152,0.0004171040160176002
153,0.0003992501935560787
154,0.003212918327236603
155,0.00016087822202732536
156,8.492488212751833e-05
157,0.0003519129623271729
158,0.00010671370966039063
159,0.00011563644306436512
160,0.0010526097440440726
161,0.00042546459554636875
162,0.0001888062192733822
163,0.00014300645284816578
164,0.0002178536094442733
165,0.00014493257640156075
166,0.00032769648225077104
167,0.0002342508272194138
168,0.000997813827467009
169,0.00023332972121190346
170,0.0003302218577255279
171,0.001002271585739974
172,0.0010554835127348464
173,0.001261289616570708
174,0.00023068576054869475
175,0.00037758453017248635
176,0.00027931565614275816
177,0.00018741156031598118
178,0.0002458673207413317
179,0.00046631284013847125
180,0.0023183881297912383
181,7.088366167079139e-06
182,1.9930043655593115e-05
183,5.5477400024315394e-05
184,0.00100991102735883
185,0.00027018969173517624
186,0.000308109580172863
187,5.473577321313595e-05
188,0.00048698097358354747
189,0.00013012221275246773
190,8.777410112445784e-06
191,9.572279108639649e-05
192,0.00013649320500278776
193,0.0002246316130413478
194,1.3612291397773466e-06
195,0.0005264392560287467
196,0.00012926214345150534
197,4.848445401462214e-06
198,2.5943043217801464e-05
199,1.498494499012756e-05
200,8.218872581877752e-06
201,7.71690694720159e-05
202,5.6299064112702625e-05
203,0.0009146075809705798
204,0.000575144452369985
205,9.550940855170985e-05
206,1.5995195818588616e-06
207,3.151365223376376e-05
208,2.2828158155300328e-05
209,4.8378058284307654e-05
210,0.00017378697658336942
211,0.00011913447419127865
212,9.928088791806202e-06
213,4.9609702129672265e-06
214,3.297436694633169e-06
215,3.1339386211404224e-06
216,2.2732929904149116e-06
217,1.649579841512928e-05
218,1.762378689340086e-05
219,6.806524649841288e-06
220,0.00010495484218827201
221,1.3461118382206097e-05
222,2.1398691408911794e-06
223,1.4811718793046257e-05
224,8.6526058372979e-06
225,5.674599025587767e-06
226,4.011995474438781e-06
227,5.943163085438527e-06
228,1.918438974698862e-06
229,5.194215673843942e-06
230,6.917762202926636e-06
231,9.409413249941429e-06
232,5.202726303226967e-06
233,4.813849646833249e-06
234,3.5274152871528687e-06
235,1.5921272231005754e-06
236,2.866432355547709e-07
237,1.702658150243749e-05
238,1.8637016835376494e-06
239,2.088377572779797e-06
240,1.0906381008706653e-05
241,1.2088950669521371e-05
242,4.4943525224331414e-05
243,1.5079023127752356e-05
244,2.616637035515987e-05
245,0.0002071930041770255
246,3.2447129976597705e-05
247,9.262313558698921e-05
248,4.1068797944038736e-06
249,4.027010197845068e-05
250,2.4149139167022448e-05
251,2.986462226886913e-06
252,2.654467506441366e-05
253,8.235288701295151e-06
254,0.0003645183148663307
255,6.47035189710789e-06
256,1.5015215613863185e-05
257,7.410029610811319e-06
258,8.236000249775592e-06
259,0.00013084673101472542
260,0.00018255134518373818
261,5.2863964857267554e-05
262,2.1328353479492038e-05
263,3.031555550066073e-05
264,2.1900786453608058e-05
265,0.0001540986463482719
266,9.666372343986534e-06
267,3.595548676407692e-05
268,1.6783694911330795e-05
269,0.00037014048694730754
270,0.00020188857621342954
271,3.061107946183331e-05
272,5.7892762086618706e-05
273,1.8665136828182792e-05
274,4.423535575438896e-05
275,4.3456532604580494e-05
276,8.85606586954025e-05
277,5.484752498251134e-05
278,0.00018605663641522663
279,1.4306878984322433e-05
280,2.8408129279547082e-05
281,7.909087884024367e-07
282,1.508992448069464e-06
283,0.001214004455952661
284,5.6298516183870285e-06
285,0.00011537327237230462
286,2.725568384996822e-05
287,3.4716700364038687e-05
288,0.00011499896890909851
289,4.86427097198995e-06
290,8.963261615093633e-05
291,0.00013932379485937172
292,9.041419330366323e-05
293,1.0196086336032064e-05
294,1.0890077138970534e-05
295,1.3837006641707261e-05
296,1.0482055316474015e-06
297,2.124311015354204e-06
298,5.868005493203514e-06
299,7.097759104950033e-06
300,6.116681445651561e-05
301,3.8497430261974914e-05
302,3.2752804970869425e-06
303,4.166355165126328e-05
304,5.632485036717353e-05
305,8.034864401170557e-05
306,5.645104888411949e-06
307,1.0942715895413164e-05
308,8.799915677202163e-06
309,9.613731724937867e-05
310,2.1761311656248982e-05
311,1.6596416364547388e-05
312,1.8901552586192726e-05
313,2.7427428488274336e-05
314,0.00022054732830886038
315,5.7519582640971805e-06
316,6.05740707656442e-06
317,9.668964030790039e-05
318,0.00013694383350795945
319,3.257592361338622e-05
320,2.621843118476271e-06
321,2.430896030199198e-05
322,7.97406437677299e-05
323,1.5304185563233593e-05
324,3.2565874245056414e-06
325,2.8498464347913756e-06
326,2.9449090269361934e-05
327,2.389857522784519e-05
328,0.00011517539667505242
329,3.416990972213902e-05
330,1.962427101092014e-05
331,0.00015169456097323958
332,1.5818360465514456e-05
333,4.352177257401853e-06
334,6.170194812432395e-05
335,6.43987558422448e-05
336,9.908466379672065e-06
337,1.7329966865719835e-05
338,5.9647351945112925e-05
339,1.733140128409334e-05
340,0.0008244462393761533
341,0.0003216676939371323
342,0.0001862818729285399
343,2.157054038137877e-05
344,7.743827733919791e-05
345,6.807534655337106e-05
