person_id,alt_dest,rand,prob,pick_count
2270798,915,0.23392741976179932,0.009256342080439284,2
2270798,100,0.045885836591172624,0.00026203872670656984,1
2270798,976,0.6697084366305659,0.02465657447615784,1
2270798,977,0.7084739987758096,0.01986000927822205,1
2270798,974,0.6108276924836327,0.05560895060860183,3
2270798,917,0.2610554948773798,0.02337206756196384,2
2270798,995,0.7938479573398107,0.0026956122352855953,1
2270798,1013,0.9224791944629301,0.0037114490779359874,1
2270798,980,0.734009281322366,0.007637445560153328,1
2270798,893,0.1687927595969535,0.0005575768561839184,1
2270798,1011,0.9083163931468374,0.010120121427598688,2
2270798,968,0.45178510401575955,0.012403769261106385,1
2270798,925,0.30862381259824423,0.0029029151132666645,1
2270798,1026,0.9331893128103429,0.0022382769927646136,1
2270798,973,0.5111882928908364,0.09686110268772974,1
2270798,1003,0.8641182293091929,0.013097075445845098,2
2270798,939,0.3391350480589863,0.004368886919889271,1
2270798,916,0.23694550253874702,0.005731231072977229,1
2270798,907,0.19943443644449232,0.0076730711344578425,1
2270798,920,0.28746280411201175,0.003093326288032363,1
2270798,348,0.0842763337815906,0.00011560574239942973,1
2270798,971,0.47553034216790646,0.008812886315788209,1
2270798,978,0.7128543734462305,0.006533302150773555,1
2270798,752,0.10581515072136105,0.00022084448420294983,1
2270799,1008,0.8872641549457885,0.004482339767414348,1
2270799,309,0.08184539542188984,0.00010081731015189238,1
2270799,920,0.2874661240349864,0.003093326288032363,1
2270799,940,0.35917548135949784,0.0315665803406024,1
2270799,938,0.3339434887967616,0.002677260994862154,1
2270799,975,0.645517137745896,0.025325114462037886,1
2270799,917,0.25690377630301653,0.02337206756196384,2
2270799,819,0.11756390689978957,0.00040440582621299357,1
2270799,998,0.8229667731169691,0.009903090464689785,1
2270799,44,0.02856319049653644,0.0006756703921435295,1
2270799,973,0.5406824358900625,0.09686110268772974,3
2270799,974,0.6300871841452024,0.05560895060860183,1
2270799,1076,0.9630668885654511,0.0003605836006777524,1
2270799,919,0.28209381289711444,0.0078121757072396585,1
2270799,977,0.6957330983032922,0.01986000927822205,1
2270799,942,0.40260276626527647,0.024687550959277483,2
2270799,1003,0.8691300919971126,0.013097075445845098,1
2270799,42,0.02637720414647393,0.0013763027175884002,2
2270799,177,0.06810480793677332,0.00022538099289658726,1
2270799,908,0.20766964812068445,0.002856707361336491,1
2270799,968,0.4469282284626874,0.012403769261106385,1
2270799,970,0.46517392873750885,0.005346583852289302,1
2270799,963,0.44259245660019697,0.0009163417929696704,1
2270799,904,0.19492936411578532,0.004599176073010955,1
2270799,1006,0.8769592508121871,0.009000748495240522,1
