trip_id,person_id,household_id,tour_id,primary_purpose,trip_num,outbound,trip_count,purpose,destination,origin,destination_logsum,chunk_id,earliest,latest,tour_hour,next_trip_id,HR5,HR6,HR7,HR8,HR9,HR10,HR11,HR12,HR13,HR14,HR15,HR16,HR17,HR18,HR19,HR20,HR21,HR22,HR23
1607779187,4901765,1901817,200972398,shopping,3,True,3,shopping,450,427,,1128,5.0,5.0,5,0,0.0,0.0,0.0,0.0,0.061551337000000005,0.0,0.071672554,0.060629628,0.0,0.0,0.09164693800000001,0.65884087,0.0,0.0,0.0,0.055658673,0.0,0.0,0.0
1457097299,4442369,1767514,182137162,shopping,3,True,3,shopping,1438,1438,,1129,6.0,6.0,5,0,0.0,0.0,0.0,0.0,0.061551337000000005,0.0,0.071672554,0.060629628,0.0,0.0,0.09164693800000001,0.65884087,0.0,0.0,0.0,0.055658673,0.0,0.0,0.0
1862061451,5677016,2204165,232757681,othdiscr,3,True,4,othdiscr,225,225,17.735303917558625,1317,10.0,10.0,10,1862061452,0.0,0.0,0.0,0.0,0.0,0.03549155,0.582807345,0.127174633,0.224739775,0.0,0.0,0.0,0.0,0.029786697,0.0,0.0,0.0,0.0,0.0
302186811,921301,373416,37773351,escort,3,True,3,escort,881,841,,817,13.0,13.0,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.671206778,0.328793222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
898702699,2739947,1055072,112337837,escort,3,True,3,escort,1008,992,,957,18.0,18.0,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78249237,0.21750763,0.0,0.0,0.0
984535891,3001633,1203837,123066986,shopping,3,True,4,othdiscr,681,430,16.12281155793529,977,18.0,18.0,18,984535892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192023096,0.8079769040000001,0.0,0.0,0.0,0.0
1487131411,4533937,1795306,185891426,escort,3,True,3,escort,69,172,,1100,7.0,7.0,7,0,0.0,0.0,0.0,0.0,0.0,0.045211707000000004,0.0,0.0,0.126121874,0.0,0.277934232,0.221864174,0.0,0.328868013,0.0,0.0,0.0,0.0,0.0
1673892531,5103330,1980661,209236566,social,3,True,3,social,180,187,,1173,11.0,11.0,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.893087119,0.0,0.0,0.106912881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379307803,1156426,453132,47413475,escort,3,True,3,escort,725,719,,769,7.0,7.0,7,0,0.0,0.0,0.0,0.0,0.0,0.045211707000000004,0.0,0.0,0.126121874,0.0,0.277934232,0.221864174,0.0,0.328868013,0.0,0.0,0.0,0.0,0.0
643218763,1961032,751683,80402345,shopping,3,True,4,shopping,807,841,13.874490624968315,868,6.0,6.0,5,643218764,0.0,0.0,0.0,0.0,0.061551337000000005,0.0,0.071672554,0.060629628,0.0,0.0,0.09164693800000001,0.65884087,0.0,0.0,0.0,0.055658673,0.0,0.0,0.0
1137266131,3467274,1391979,142158266,univ,3,True,3,univ,1218,1218,,340,16.0,16.0,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
342192499,1043269,413681,42774062,shopping,3,True,4,othmaint,739,738,16.285040429944665,801,7.0,7.0,7,342192500,0.0,0.0,0.11803981300000001,0.17307831899999998,0.187104935,0.14629093,0.052634804,0.10898427,0.0,0.0,0.0,0.16871215899999997,0.045154769000000004,0.0,0.0,0.0,0.0,0.0,0.0
204806099,624408,270873,25600762,shopping,3,True,3,shopping,780,616,,767,23.0,23.0,22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
812455595,2476998,946031,101556949,univ,3,True,4,othmaint,922,942,12.755149035719148,243,15.0,15.0,15,812455596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.628916949,0.371083051,0.0,0.0,0.0,0.0,0.0,0.0
257855827,786145,330419,32231978,shopping,3,True,4,shopping,640,686,14.744541118164703,726,15.0,15.0,15,257855828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.150837677,0.364045291,0.292150535,0.06771696,0.0,0.125249537,0.0,0.0,0.0
916963027,2795618,1081997,114620378,work,3,True,3,work,479,486,,215,23.0,23.0,22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
