trip_id,utility
744822126,6.451040375512072
744822126,3.7905667194106205
744822126,5.72156950531217
744822126,4.8022168007195924
744822126,4.702688665449289
744822126,5.586613538862744
744822126,5.855808397745726
744822126,5.455983842923752
744822126,6.754322606563932
744822126,7.666970076404075
744822126,6.496369028666331
744822126,2.0812290105083475
744822126,6.590714732061377
744822126,7.2465822389134065
744822126,11.897016791158832
744822126,11.133832167947013
744822126,6.898946268037274
744822126,8.37274535657143
744822126,9.24008341061685
744822126,8.578933481946823
744822126,11.78137384337812
744822126,10.941434727657136
744822126,11.723567682985095
744822126,7.02017988961408
744822126,7.557622423441372
744822126,6.4206884349438225
744822126,4.754469315648874
744822126,-2.1906435469497776
