tour_id,utility
93102746,10.037417412119057
93102746,10.789269689522502
93102746,10.335501554007621
93102746,10.462782734218523
93102746,10.379138905552267
93102746,10.503510480295596
93102746,11.013098082246938
93102746,11.656054792140035
93102746,11.07320701293888
93102746,12.615456774123542
93102746,11.61300956504595
93102746,11.092122492530553
93102746,11.79187503116064
93102746,11.686877440089814
93102746,12.123885358770456
93102746,11.386983084197489
93102746,11.864756197368315
93102746,11.263207084780701
93102746,12.295633276979512
93102746,11.193192014419111
93102746,10.870347538108188
93102746,11.132169654930243
93102746,10.45850302835088
93102746,11.224593460889892
93102746,10.405185898682781
