alternative,probability
trip_id,744822125.0
0,3.684521746024628e-06
1,8.048643755914257e-05
2,3.265873542143733e-05
3,2.727505578913601e-05
4,4.217480665465842e-05
5,4.33951661898079e-05
6,8.433692525846503e-05
7,4.153749183973916e-05
8,0.00012452114209533365
9,3.536340111265868e-05
10,2.905537280268563e-05
11,6.817496951602062e-05
12,7.513132929172867e-05
13,0.0001438831096235837
14,3.9297743798746187e-05
15,3.435217380632061e-05
16,0.0004621646766689634
17,4.565998655296915e-05
18,6.424461825974661e-05
19,3.79201023539514e-05
20,5.235418732404652e-05
21,4.39953216323025e-05
22,0.00011966539069765072
23,0.00015381075725626862
24,7.430361750225186e-05
25,8.054495808799717e-05
26,5.915378238846402e-05
27,5.496664556015493e-05
28,2.5601190511476408e-05
29,7.670063144679801e-05
30,4.712791748817181e-05
31,0.0001248871364982222
32,9.755495417539546e-05
33,9.19249622117338e-05
34,9.211518823661733e-05
35,0.00017758521146303652
36,0.00011503404656379054
37,4.6975701991497216e-05
38,0.00011240342088708286
39,4.2874272514847605e-05
40,7.131391697872274e-05
41,0.00013321743549268985
42,0.002472318103599986
43,4.4794892872656946e-05
44,9.504699909957911e-05
45,0.00020936619521068272
46,3.6937601670598295e-05
47,6.834831099613124e-05
48,3.766001225992604e-05
49,0.00014879112748294893
50,5.2076409866914565e-05
51,9.115981096270893e-05
52,6.317568622683591e-05
53,7.390385407070623e-05
54,4.768586724983407e-05
55,5.947315721661106e-05
56,7.25447395237282e-05
57,4.999438151143244e-05
58,4.6574493284809516e-05
59,5.582057798816582e-05
60,0.0001021546441636793
61,8.768409682009642e-05
62,8.978996761924449e-05
63,5.514025048749811e-05
64,3.774061244839596e-05
65,4.3541465367261716e-05
66,8.41399577658158e-05
67,0.00010503405431644157
68,5.8376985335349525e-05
69,8.944589808695049e-05
70,4.905612309894098e-05
71,0.00012539364910848445
72,2.290533521706932e-05
73,4.9984224733340845e-05
74,4.5075659930247836e-05
75,4.1115148382610874e-05
76,5.784361847593429e-05
77,7.058947263891433e-05
78,0.00015404926796838093
79,7.480399134311931e-05
80,2.6410166630425105e-05
81,0.00011852339033428714
82,0.00012693788092969302
83,4.202770085335929e-05
84,2.9526954167151955e-05
85,8.43727779144044e-05
86,8.84832961056616e-05
87,5.271094659795039e-05
88,7.150807427268999e-05
89,0.00011011330120160852
90,4.61882073551147e-05
91,3.9904606501247393e-05
92,8.654798280365544e-05
93,9.014299852089522e-05
94,7.158301459805349e-05
95,0.00010952211428407123
96,6.429933418649558e-05
97,5.669024601760977e-05
98,4.203561958637556e-05
99,5.3701366177128935e-05
100,3.990613631740352e-05
101,6.211204922457818e-05
102,4.613960645783418e-05
103,5.594395326202248e-05
104,5.640600525375622e-05
105,7.38225571745659e-05
106,7.603659877288055e-05
107,5.657760581990285e-05
108,7.44581738740599e-05
109,0.0008404647098185593
110,8.104750072069468e-05
111,4.039721769335616e-05
112,9.743086152880399e-05
113,7.22245036979443e-05
114,8.128392404279167e-05
115,9.370783729895547e-05
116,6.721780520799473e-05
117,7.15912479208508e-05
118,3.952771546806516e-05
119,6.839018031059423e-05
120,3.9597754864928934e-05
121,6.406856512975027e-05
122,7.250426723294462e-05
123,3.0269882077011714e-05
124,1.5735575438927476e-05
125,1.599492237641416e-05
126,2.822004332203213e-05
127,2.5923974347714936e-05
128,0.00031878860189121116
129,1.9952669793551478e-05
130,6.644261345183799e-06
