trip_id,dest_taz,rand,prob,pick_count
744822125,990,0.4999387083265694,0.002641228563289291,1
744822125,1017,0.6540187898419134,0.009616789330408604,1
744822125,1143,0.9662303896748575,0.0002390122249124149,1
744822125,1034,0.804332049774241,0.006475319573100358,1
744822125,984,0.4760010977840844,0.004571108563591588,1
744822125,985,0.4843639489367899,0.006335138604076812,1
744822125,1060,0.9292738748919983,0.002231273049960827,1
744822125,1026,0.7590072041342708,0.028354093107025104,1
744822125,941,0.2808338341148001,0.013457031845482364,1
744822125,1033,0.8007395280384964,0.00674680280575666,1
744822125,1125,0.9617427805543577,0.0002039940759535857,1
744822125,881,0.06141090290808959,0.007177689096378142,1
744822125,894,0.08329966936953737,0.0020864505548318516,1
744822125,995,0.5165862960113041,0.0056168734228619725,1
744822125,865,0.04496445704223029,0.0007667402809403291,1
744822125,982,0.4659186160690857,0.007803184626256225,1
744822125,1008,0.5929515467508323,0.006050228125389802,1
744822125,895,0.08571601512973137,0.000999494255484992,1
744822125,939,0.2589997897579983,0.0021424516670494206,1
744822125,1036,0.8161982962614002,0.005242473562807045,2
744822125,1076,0.9441263911927429,0.0013338472170885546,1
744822125,1010,0.608379121593507,0.012173070713729724,1
744822125,1158,0.9892939682166663,0.0010877791998528303,1
744822125,867,0.046033313332062176,0.0005336500894757113,1
744822125,973,0.417149817541446,0.015398782590757415,1
744822125,1011,0.6202737354130208,0.008665198039919627,1
744822125,940,0.26181785974427907,0.009316950628558255,1
744822125,975,0.4269339121906456,0.0054701614243790365,1
744822125,917,0.16637547261052676,0.00633788284560125,1
