alternative,probability_1,probability_2,probability_3
238,1.0052051722194225e-07,3.4594058429225195e-08,7.32019298323483e-08
239,7.978101479252066e-08,1.2788576175152325e-08,7.244334243362399e-08
240,1.0418618766844817e-06,5.5948649847653324e-08,2.2545182125412281e-07
241,7.635844040993509e-07,2.2978059698883233e-08,3.13794398583008e-07
242,5.223202991234939e-06,3.048606436030896e-07,2.1467128193998e-06
243,1.2693517130877201e-06,3.822081845264516e-08,1.029843747320373e-06
244,2.2219044264692186e-06,4.80121879041887e-08,3.9657695672631523e-07
245,1.009478634370614e-05,9.095996820051219e-08,9.006918681516112e-06
246,2.0068194632212047e-06,6.543388193369877e-08,1.1807216252058853e-06
247,3.85703208896466e-06,1.4505701999437344e-07,6.377162601349747e-06
248,4.25291962183116e-07,2.0269054764515712e-07,1.5012126386400068e-07
249,2.8030615130367324e-06,1.7656367549742622e-07,3.561711647681476e-06
250,1.0360467768742447e-06,1.2005389373840603e-07,1.985809158481807e-06
251,4.1393835162827474e-07,1.4977529139733868e-07,3.86152189679911e-08
252,1.3101646931034828e-06,5.781323500046192e-08,1.430910441292298e-06
253,1.1286999691398605e-06,1.1761958996848067e-07,1.60872596214005e-07
254,2.5788090716123826e-05,5.277769782817266e-07,4.228106616703738e-05
255,1.1178385920383936e-06,3.516467435860382e-07,8.011701967519192e-08
256,2.3973013493740714e-06,1.6022242549075082e-07,2.0178294717754498e-07
257,1.1352721227619828e-06,2.579909485903696e-07,2.975954544599099e-07
258,1.2984170184797055e-06,1.797192458676124e-07,4.7961480567863616e-08
259,1.0738257926349738e-05,3.7423223701722007e-07,1.1556140136114258e-05
260,2.7865882303859257e-05,1.1623785762871404e-06,5.941693243124845e-06
261,3.899170071286707e-06,3.3090275281747304e-07,6.891738496983403e-06
262,1.696868474630941e-06,2.851561195192639e-07,2.84131939488628e-06
263,5.320509800215624e-06,3.686120155310634e-07,8.738341810974775e-07
264,1.8817253499628622e-06,1.984833267906709e-07,2.904992135299517e-06
265,3.283116391768659e-05,6.634957236623728e-07,6.020175007399047e-07
266,1.6445119689702202e-06,7.556262257883135e-07,8.879500997739564e-07
267,5.419064084018821e-06,3.2830896990220224e-07,2.233722815819537e-06
268,3.2695474685358166e-06,3.1251466801074337e-07,1.3003251805295474e-06
269,6.873984858832227e-05,1.150262750495703e-06,1.854001447332368e-05
270,3.6882137371673475e-05,1.164800398600994e-06,8.156175926471603e-06
271,7.230748300011432e-06,4.4116952049394015e-07,1.5243825008141928e-07
272,7.370576763244207e-06,9.369495772127637e-07,6.692992923280472e-06
273,4.35101970870994e-06,6.040727355652974e-07,4.6971551321949904e-07
274,4.123998509762861e-06,5.3182063117071226e-08,5.9446116370675614e-06
275,6.1996420512352e-06,3.621047709357484e-07,1.6746402600990107e-06
276,1.0422461629850185e-05,2.0553758695956843e-07,5.981016881781677e-06
277,8.206548631084858e-06,2.733050097847228e-07,2.947147668072582e-06
278,2.161013469894049e-05,3.1624101103162953e-07,1.8188186226141227e-05
279,2.5377747266003194e-06,1.0061815375104054e-06,6.267187829856319e-07
280,5.944795463554912e-06,3.378956405597143e-07,1.274809840802931e-07
281,1.587100401871489e-07,3.4391724044612364e-07,6.204269356005803e-08
282,2.3020289678786312e-07,2.368122837451366e-09,5.6009256681458624e-08
283,0.00022706723749102298,1.79749070151435e-06,4.2481331414525054e-07
284,1.0683939567759475e-06,1.5975668098344291e-07,8.718303997646194e-08
285,1.4434448490030071e-05,3.0475276661887536e-07,5.450273366786709e-06
286,3.789347819453192e-06,2.5234442865877774e-08,1.8102649188191366e-07
287,2.932672238103525e-06,9.976736905958211e-08,2.981051246643719e-06
288,1.2962213061833707e-05,1.9578381225450985e-07,2.5549272826455157e-06
289,6.17249757781374e-07,8.476710420174103e-08,8.113664329400434e-08
290,1.4168759745575875e-05,2.229070466380752e-07,9.59776774629291e-07
291,1.17430525217987e-05,2.0248340782818045e-07,1.2194089286037103e-05
292,4.589518644120629e-06,2.1331096898128514e-07,8.488847907019881e-06
293,2.854993538139204e-07,2.187850539635465e-09,1.6046659353549115e-08
294,3.098984988394866e-07,3.4324123080652348e-09,1.2486892022645117e-07
295,4.483370228833237e-07,8.004875161801148e-09,2.7209480115488124e-07
296,2.6341886328649897e-08,8.031936041934027e-09,3.653676087187399e-08
297,1.5278848446065346e-08,1.4624429745618806e-10,1.1916802390561477e-08
298,1.345316741873393e-07,4.351267024474852e-09,1.3660465978400219e-07
299,1.4317852280742571e-07,3.5898732592502036e-09,1.2734692167700597e-07
300,2.2082218437799242e-06,3.676063812952004e-08,2.1136060175058503e-06
301,1.7202492588069838e-06,3.384308926825088e-08,9.073077100922096e-07
302,1.6414881495342914e-07,1.936617471412e-08,4.6077103029081274e-08
303,1.8102595781386715e-06,3.942322512123616e-08,1.4732254639975669e-06
304,2.45849860728101e-06,1.205809183471789e-07,3.096441818888127e-06
305,4.091774834055345e-06,7.225700728402841e-08,3.6170969896688605e-06
306,3.3397813043950477e-07,1.9567706080961195e-08,2.2350791821406866e-07
307,5.000018016309211e-07,6.394516942668966e-08,5.780071259209654e-07
308,5.597310619883367e-07,4.8212917953748894e-08,2.992132976661845e-07
309,3.7886763478032876e-06,9.418636314195433e-08,5.684548712784569e-06
310,9.362542526328484e-07,6.374677610924232e-08,1.3480335716668605e-06
311,1.659473308355245e-06,9.219874187490588e-08,1.5998455561501155e-07
312,1.0421537028035233e-06,4.680015641084393e-08,6.337374787337034e-07
313,3.09892274809041e-06,5.138041560564609e-07,2.2849884635624357e-06
314,1.0141784693857531e-05,2.447615884074149e-07,1.66049500582801e-05
315,3.831685021741202e-07,3.0533438167672704e-09,2.6187415827901344e-07
316,4.4929622544533874e-07,3.426842887058684e-08,2.325096273909211e-07
317,3.4861182272282653e-06,2.8802639035343833e-08,7.1714855834914085e-06
318,7.070613160949876e-06,4.997544445211888e-08,7.639870548072327e-06
319,2.038469478324296e-06,1.1727617891270761e-08,1.294069103303625e-06
320,1.3191696269984668e-07,1.6895661555294844e-08,1.5153092879753405e-07
321,1.2287143275946971e-06,6.968903255960782e-08,8.775591658800314e-07
322,6.267642613594217e-06,5.809567325209662e-08,1.0853812400233967e-06
323,1.030967516380233e-06,8.7861901104227e-08,6.13404761369187e-07
324,3.321413261555488e-07,3.585510322669749e-08,1.774903849176139e-08
325,1.6434277463167885e-07,8.030660182967012e-08,1.6963276910054287e-07
326,1.297637525704754e-06,8.563389678514074e-08,2.1221202617794936e-06
327,1.6348921182360274e-06,5.352801919868947e-08,1.1770306216072285e-06
328,1.0354022382061343e-05,2.5452551069293167e-07,4.476509938668179e-06
329,2.730920113191877e-06,1.130342467376926e-07,2.3765586213866286e-06
330,2.1483889408650296e-06,9.405320136053047e-08,8.923277339016583e-07
331,1.6824113012001067e-05,1.3595401006568466e-06,1.9232505616808704e-05
332,2.268687243837685e-06,1.9581450915492675e-07,4.12184851185635e-07
333,4.2097959820179255e-07,9.911633978480678e-08,3.384669703029583e-07
334,9.143253462916298e-06,2.2644084527783404e-07,1.2483453344867057e-06
335,6.0693148740887276e-06,4.493885482389237e-07,4.3008007240954895e-06
336,9.498199595852045e-07,1.0717396815687955e-07,6.909196426868324e-07
337,1.7492326925445405e-06,1.277257291957513e-07,9.704997057903046e-07
338,5.187522609638761e-06,4.9195959848858624e-08,4.973434962037523e-06
339,1.266692356829063e-06,1.1743111800471689e-08,9.331240317783322e-07
340,3.999006449295305e-05,3.460575031884099e-07,6.466663008381159e-05
341,2.5080564409510943e-05,1.5241618899971844e-07,1.1355443375924988e-05
342,1.2528627015239606e-05,8.748379909217265e-08,1.0099790151681628e-05
343,1.5862242807926688e-06,1.1261957164546559e-08,9.158700147411781e-07
344,3.68739438577198e-06,4.062644676626246e-08,5.174518621771546e-06
345,3.250541092543986e-06,3.4427821015804286e-08,3.1898729703456044e-06
346,1.2254891804052647e-06,1.0100875351939143e-08,2.6917319810578767e-07
347,3.231580282233352e-07,3.421743490461248e-08,5.209853834381577e-07
348,4.0164605194993565e-06,5.6918475902867245e-08,3.385627834212773e-08
349,3.1048633038240352e-06,8.472518294022704e-08,6.776902210854052e-07
350,2.5416107713544182e-06,3.296914190247005e-08,9.78299009196097e-07
351,2.1007724509611275e-07,2.7422579742559445e-08,1.4387959821723683e-07
352,2.9435911360168393e-07,2.3473152415726666e-08,6.335451470559983e-08
353,5.332314403326752e-07,2.1171672130781937e-08,6.141407179929961e-08
354,1.0134150926075054e-06,3.242491202770195e-08,2.0089185287086416e-06
355,7.101535340039432e-06,5.0549159927128554e-08,6.507827524146063e-06
356,1.5690565051744371e-06,1.1028543228743708e-08,1.1767216780675324e-06
357,9.674085449925552e-06,1.0537579861151541e-07,8.800913036780117e-06
358,2.047660540819024e-06,1.9832829474038748e-08,4.429368924428837e-06
359,8.177201921586775e-07,2.1791028170673677e-08,4.973528745717501e-07
360,7.231219642083544e-06,3.955122403801581e-08,4.480374753645371e-06
361,2.5241862607128198e-06,2.6782746811265758e-08,4.116349206177751e-06
362,9.704998718909269e-06,8.910875579838455e-08,6.337223664370396e-07
363,6.70953549841476e-06,7.58242853566046e-08,1.2717454079106007e-05
364,4.247627906223312e-06,3.706783565554241e-08,2.927417531032169e-06
365,9.24684464164495e-06,4.886576668401573e-08,4.242168727057712e-06
366,1.335795237967505e-06,8.724182872105774e-08,6.78994746614175e-07
367,1.8929907726617366e-06,3.718493788833999e-08,1.038402377376704e-06
368,2.8831992793905176e-06,7.040391106941921e-08,6.904856460673702e-07
369,1.8894780776246543e-06,2.1913312313433444e-08,2.2310691513689834e-06
370,2.382341509712487e-07,1.5816739254498336e-08,5.585566740072046e-08
371,2.9435368079699295e-06,4.52589944787174e-08,2.06096308015854e-08
372,1.6046790439211572e-06,5.487952198583862e-08,2.618314813603651e-06
373,1.1351905345334335e-06,2.857996035540708e-08,1.2626246471964912e-06
374,5.069488187055289e-07,3.9233586249179484e-08,7.814827148748686e-07
375,2.3335474721107275e-07,1.7891302999919633e-08,3.2417184613621703e-07
376,4.932735048558478e-06,3.0664570456982804e-08,9.418552880711005e-06
377,1.2731304433310187e-07,7.082090100288576e-10,1.568512772206648e-07
378,2.794675253123108e-06,3.2764947400808356e-08,2.6062581545666853e-06
379,9.97246488756604e-07,1.671052631806711e-08,1.3359809050770593e-08
380,6.495082152760993e-06,4.6315676570765705e-08,8.637176854453222e-06
381,1.4208182572826859e-05,5.570236861899314e-08,8.296599712973166e-06
382,7.685768782426731e-07,1.938852108683181e-08,7.428005338664787e-07
383,1.1263073470184801e-06,4.413256356706444e-08,1.1909148081406682e-07
384,2.191640869995254e-06,2.314869016876168e-08,3.2501900275382663e-06
385,2.279608982522344e-07,2.3832177558874337e-09,8.967103156632292e-08
386,3.138611421486828e-07,9.493341528294847e-09,2.9565233034014886e-07
387,3.7219870461326273e-07,8.70687035495775e-09,3.812487897892802e-07
