alternative,probability_1,probability_2,probability_3
388,9.821892442457519e-08,9.317942141283258e-09,2.571039763957944e-08
389,1.1920439655514526e-07,1.0640254705385693e-08,1.8948793472533738e-08
390,2.383319271786089e-07,1.9295781052983842e-08,1.3067698988648077e-07
391,2.234599110500742e-08,1.2645393360150451e-08,1.58039475856137e-08
392,1.2525597988911214e-07,1.2441050835526282e-08,6.189856943923562e-08
393,4.113615307560146e-06,2.3759102412856952e-08,5.125505259754747e-06
394,5.556648216458464e-07,5.596530607662858e-09,8.842048911194568e-07
395,5.011698664151493e-07,1.0581235923998925e-08,1.810431302684957e-07
396,2.097868527095804e-06,2.9021056268188267e-08,2.849956782922045e-06
397,6.013876738602153e-07,1.1451382347260793e-08,8.579374842815175e-07
398,1.259525939993233e-07,2.1630293001820012e-08,5.9453555048452354e-08
399,1.8039189514593288e-06,1.995759027017326e-08,3.021937275604473e-07
400,6.177569662519953e-07,4.763387736317115e-08,3.789059453467352e-08
401,3.520906915133717e-06,2.9045713195437054e-07,2.2723260134369047e-06
402,9.706782251324211e-08,1.2118091897440147e-08,1.4459296275709662e-08
403,2.15339537040491e-06,2.0775548645362663e-08,1.3127413964417018e-06
404,1.9941251283824672e-07,1.8061238015178697e-08,5.170343807056458e-08
405,8.334996322459145e-07,2.4436707846878583e-07,2.852204862785634e-07
406,4.274707301573811e-06,8.08759538846069e-08,2.9120612565645937e-06
407,1.6267474493190905e-06,4.267452182469665e-08,1.1213795480854742e-06
408,7.293806243547744e-07,2.5866151494127896e-08,4.749285351036583e-08
409,1.0274581980252684e-06,5.508775217607109e-08,2.7974437611107644e-07
410,5.8215607154062414e-06,1.004617262020085e-07,1.0338368602784807e-05
411,2.2423480990208775e-06,5.816148401615218e-08,1.2332830930482393e-06
412,5.3141221667525395e-06,6.394440024551429e-08,2.2776119935008686e-06
413,3.2096170267119147e-07,1.1309037616756078e-08,5.734782025682699e-07
414,2.5652354878588496e-06,2.561843024008114e-08,2.0142090871636677e-06
415,1.3008132084968362e-06,5.049005200721778e-09,7.482337861580332e-07
416,2.9369746977937296e-06,1.3137419651628774e-08,1.6449431484307376e-06
417,4.163515276662889e-06,2.6553718373857635e-08,9.866945190694607e-07
418,5.377801318929163e-06,3.6062966774543887e-08,9.191076352884216e-06
419,4.250827076729652e-07,1.7581162432474802e-09,2.828993408058065e-07
420,9.119387193469543e-07,4.9885597519527835e-09,3.7512900594048386e-07
421,6.439629529296943e-07,7.1753755712750815e-09,1.1107405223873122e-06
422,1.6389715405735669e-06,7.444764248055952e-09,3.1063411629434103e-06
423,1.9107150619067557e-07,8.362703147865838e-09,1.7697429653335322e-07
424,1.266212312219114e-06,3.5768534522830343e-08,1.4786102210496182e-06
425,1.2670411725440086e-06,1.1641696852604836e-08,1.3385680501192465e-07
426,4.85557441407244e-08,4.128688473975456e-09,8.17245882806389e-08
427,7.894497358763798e-07,1.6344613841619726e-08,9.465092181414681e-07
428,3.666621277708176e-08,3.500162988784566e-09,1.0004104285114031e-08
429,2.7039295923950628e-06,1.3890025996901648e-08,3.2676213204008263e-06
430,9.307311784743752e-06,3.3681461685373374e-08,4.07773515714711e-07
431,5.086249338420807e-07,1.2858056849729296e-08,1.748762069872749e-07
432,5.109196566006319e-07,6.477545460376539e-09,3.8705930670892004e-07
433,6.681349791318705e-07,8.17229555494215e-09,1.5109082639942298e-07
434,1.7998605015027205e-06,1.1402361071979117e-08,2.29503344806204e-06
435,1.4820235503770627e-06,6.898328849612575e-09,1.4462155758761072e-06
436,8.978045987933087e-07,3.066594232655211e-09,3.438116394117982e-07
437,1.3873362774465041e-06,6.29210463114705e-09,1.9421155522738016e-07
438,9.325378294969325e-08,6.792351112735459e-10,1.2513525826852405e-07
439,2.4548091743066427e-06,8.683822282147467e-09,6.056888097073514e-07
440,8.678520592931682e-08,2.548765749069368e-09,1.4567661815521968e-08
441,2.1613449784931252e-07,2.0397514520685187e-09,4.066583528277168e-07
442,2.2026473440752167e-07,6.656014198725624e-10,1.2589490184242068e-07
443,3.5490638816128425e-07,1.1655663594335546e-09,3.542631825639954e-07
444,4.5100014854521585e-07,1.611987644882997e-09,7.888129633110528e-07
445,4.751820578039851e-09,2.4533438447198815e-11,8.370998999813652e-09
446,4.673685538920091e-08,1.2239872376331917e-10,1.408292496428578e-08
447,5.5253809440989786e-08,8.544172124250705e-10,7.582473235542573e-08
448,6.671894311116195e-07,2.650358330965907e-09,8.596953874629614e-07
449,3.116503144499057e-07,8.192678683258042e-10,1.660297287287154e-08
450,2.1266503691237606e-06,1.6585280350130888e-08,1.1198851546214552e-06
451,5.791768805712599e-07,5.78938620502571e-09,5.249410108769036e-07
452,1.7513859825004898e-07,1.4880616589602478e-08,1.5901175824695012e-07
453,7.751222474700508e-08,5.6025627173603e-09,5.605815441710434e-08
454,1.8963396214816923e-07,2.27865412634053e-09,1.842581256500514e-07
455,5.642985365327599e-07,3.566276935576116e-09,5.373233575392322e-07
456,2.2925697781220835e-08,2.100031661878629e-09,7.074343072611306e-09
457,9.142818478800516e-08,1.070814463296803e-09,1.4298009451605573e-09
458,7.779191879312622e-08,1.398218905773971e-09,3.031828128587282e-08
459,1.0425547247560741e-08,1.4859555333656987e-09,3.530742728462087e-09
460,1.1768440718337079e-07,1.2338501973588858e-09,1.1916411959450674e-07
461,7.123496885083244e-09,1.408840641183114e-09,8.369802501753987e-09
462,1.3299568841657902e-08,1.3017624221478362e-09,4.59078803065646e-09
463,4.6768873839916814e-08,9.186378533259111e-09,3.25758370288606e-08
464,6.603633258740142e-08,2.929550817887594e-09,4.595607419662621e-08
465,4.957513413159085e-07,6.064773296412694e-09,4.3229772256387216e-08
466,4.340749905141052e-07,2.9716694861363704e-09,1.3747340433001889e-08
467,2.63591482002566e-07,2.41484033516866e-09,2.8936988402716782e-09
468,3.610332807084653e-08,1.0646935121117932e-09,2.7573181655273062e-08
469,1.8052428446049217e-08,2.7279379086784297e-09,2.4737332352486516e-08
470,1.31541255559113e-07,2.6331963886648922e-09,2.6247504859158755e-07
471,3.3502785865243686e-08,2.626927717673509e-09,7.179899284236083e-09
472,3.388464536416955e-07,1.2472002893387661e-09,6.231523644683503e-08
473,3.947979929368421e-09,9.684107695201106e-10,1.5538305894277829e-09
474,2.4342886149246416e-08,2.296845309765014e-09,2.9576981732682243e-09
475,5.181836418780086e-08,2.6464884036415476e-09,3.798832987431825e-08
476,1.605741327688567e-08,2.0047671276629142e-09,5.3052894494683104e-09
477,1.6293135461927932e-09,8.590479850196241e-10,2.2954241681216086e-09
478,3.0120035860150995e-08,1.8602681929418193e-09,4.622555871405041e-08
479,1.1825856910924348e-08,2.559505324690425e-09,1.688967945605231e-08
480,4.202831134576839e-08,4.805046439459755e-10,3.348385729694856e-09
481,2.939058600121783e-06,4.646673090839641e-09,6.05878778671106e-08
482,1.2058570543349418e-07,9.47329229558945e-10,1.3905436317964967e-07
483,3.739809540777315e-08,5.339591394308847e-10,3.2464624085027805e-09
484,7.792399223363364e-08,1.8758718201427804e-09,9.341152098396694e-08
485,6.853459551726746e-09,1.0140420847243086e-09,3.6099657318488276e-09
486,1.5890201380530678e-06,5.064338492593538e-09,3.128712202915506e-08
487,1.3700077315620015e-07,1.52223382362888e-09,5.6291930948503666e-08
488,1.5550565772222192e-08,7.890504058854187e-10,5.8995405354096174e-09
489,8.999902747086894e-09,8.054542754658898e-10,9.566157065596031e-09
490,3.17370923878366e-07,1.470578461695339e-09,4.733183118032733e-07
491,1.802122196128675e-09,3.4979656881512924e-11,2.826231115828581e-09
492,2.4198550876813106e-08,1.0194732595855005e-09,1.2525081826176023e-09
493,5.638791068359935e-09,1.282592525714745e-10,5.999189961949079e-10
494,3.920241206756844e-08,4.346912377263807e-10,2.792470781738291e-08
495,3.567226109852787e-09,2.2191482899307748e-10,8.288158793819539e-10
496,7.734323610519832e-08,6.314145830024517e-11,1.370160270252927e-08
497,2.1566641865333745e-07,4.905313776602044e-10,4.895996528661412e-08
498,2.1821500009931676e-07,5.452330026199503e-10,6.899817770242685e-08
499,1.8985726018507815e-07,6.326113278713854e-10,4.030872856353973e-09
500,5.106993186613347e-08,4.2263731346615277e-10,1.3664935002150434e-09
501,1.3919748877910495e-07,4.294890030197034e-10,2.3692770091940786e-08
502,5.4400384157086814e-08,4.994218208048298e-10,3.811342201511159e-08
503,2.3601957716463843e-06,4.091047108145849e-09,5.159058002506934e-08
504,2.3641903540491003e-07,9.207990231241564e-10,1.386105971425418e-07
505,3.2795880308946644e-08,3.631908050496024e-10,1.0841552413757689e-09
506,9.296544868073339e-10,2.5414211144206057e-10,1.3004359962578927e-09
507,7.502412282838987e-08,5.902692402320166e-10,1.0005681905899505e-07
508,3.452136438949058e-09,3.0275920624862326e-10,1.1735373730204448e-09
509,1.092243465014896e-08,1.693981204705454e-10,7.111284269086243e-09
510,2.5650284501038725e-08,1.7637281063540524e-10,2.5762662314521318e-08
511,3.912100127398279e-08,8.883052798593236e-11,3.7673462936245466e-08
512,1.7984534074421779e-09,4.523496119625674e-12,1.3436656854388854e-09
513,8.672641829292489e-11,1.1377575146745388e-11,8.677536138592325e-11
514,1.3789888938600597e-08,8.961450088260882e-11,5.426498609282182e-09
515,4.2567522858611836e-08,2.1336754601049087e-10,6.090808287157329e-08
516,7.116498350399627e-07,9.764368813811196e-10,1.2668633044832142e-07
517,1.982481600625393e-08,3.5068237101378024e-10,6.883625515879355e-09
518,6.8341435246883796e-09,2.6627288011404356e-10,2.2487002336958085e-09
519,3.269230974361297e-08,4.906526969481729e-11,9.960844228584663e-09
520,1.4291265762911742e-08,3.71286965814181e-10,1.9219870733867153e-08
521,7.934570846835218e-09,5.037446919635975e-10,7.506039929873918e-09
522,2.2857073550202262e-08,9.830932954837711e-11,1.0579059571676476e-08
523,2.1273152719065196e-07,7.213010051820243e-10,5.646917691929481e-08
524,3.7838658522314584e-07,1.0793420233979457e-09,1.635968946425771e-07
525,9.148417041108508e-07,2.3577979426494767e-09,3.3090506201299277e-07
526,3.2137262036512504e-07,1.9541704830928934e-09,4.98475634639865e-07
527,3.856981158281277e-08,3.579012086743809e-09,1.6282472566860956e-08
528,2.035731815551088e-08,8.201853456834856e-10,3.822712813760338e-09
529,2.7078681513751183e-08,8.973636705170328e-10,2.206017169893269e-08
530,2.1793814404656288e-07,1.0152357538476831e-09,7.603138370371525e-08
531,1.6714332654898134e-07,1.223965934303722e-09,2.3091423071464534e-08
532,3.711670496597531e-08,1.2061465368823491e-09,4.0221286058765497e-08
533,1.3795887462514138e-07,4.292080783029668e-09,1.6003125276978315e-07
534,9.210446793034434e-08,4.856527301321805e-09,2.3394426219595218e-08
535,9.510059065617184e-07,5.944071781902143e-09,1.7552151082542916e-08
536,7.502839231656326e-08,3.0985395539005625e-09,1.35011492135722e-08
537,3.101550861019242e-08,2.878889846196645e-09,2.1039753195338886e-08
538,1.8854228284515533e-08,4.770474935267849e-09,2.5025796420147817e-08
539,1.0594924652661837e-07,1.0894575869176089e-08,2.788570146407789e-08
540,1.430166162608054e-07,3.2268994860847367e-09,1.2836178134526503e-08
541,6.629805688169309e-08,2.4675132437927346e-09,2.3131224479697038e-08
542,8.653107476217514e-07,9.333949087011064e-09,6.347754219859783e-07
543,1.9375300615405364e-07,5.199336306429807e-09,1.857810498006209e-07
544,1.508253381297454e-06,1.0735328552461838e-08,7.459943021213584e-07
545,2.984238644586921e-07,7.991094703609203e-09,3.932315411162703e-08
546,6.467885903059566e-07,9.527644647996305e-09,8.139599083130679e-07
547,5.642370435638708e-07,8.872595527521376e-09,4.5471682656966376e-07
548,1.0560182462780445e-06,1.0549074504836963e-08,5.285880864971398e-07
549,1.5486146474693738e-07,1.517001162629671e-08,1.8508153795638255e-07
550,1.8411134405368024e-07,4.793595303546461e-09,5.912590043878239e-09
551,9.291444990743439e-07,5.561026285284434e-09,3.632397327400129e-09
552,1.574068561481865e-08,3.128368473969372e-09,7.062852740815048e-09
553,7.396675571901792e-08,4.397131609724456e-09,9.041193911737999e-08
554,2.735793714386291e-07,4.801970609232703e-09,2.5543396350291004e-08
555,3.035183748101138e-07,7.330436222605647e-09,2.3174502784161443e-07
556,1.0846178342650948e-07,2.8854466028587705e-09,7.093867095636386e-08
557,9.294475137507727e-08,2.6857818883401804e-09,9.086494859798437e-09
558,7.273232141896454e-08,4.636791218181568e-09,1.0576020712723174e-08
559,4.4055360676207414e-08,9.463987299099298e-10,2.525139330632501e-08
560,6.290818760700628e-08,3.3766200247104565e-09,1.0160483027997484e-08
561,1.4211459310768632e-08,1.5983932874800828e-09,9.214404112195078e-09
562,2.178148903728876e-06,7.111982230804216e-09,1.7582763811862597e-06
563,1.921083163206953e-07,1.0055955918519194e-09,1.0330178808589616e-07
564,1.574554930164386e-07,1.061641298875101e-09,9.074355132539858e-08
565,6.411672492215639e-09,8.935760825547069e-11,1.2760488636357243e-08
566,2.233458259199991e-07,1.7039425510848823e-09,2.8251483240576363e-07
567,1.9610157204718148e-07,2.234151266975698e-09,2.1952849529539246e-08
568,1.352946413458815e-07,9.768004934547776e-10,8.106781761138205e-08
569,4.663598606448614e-08,7.989520529803765e-10,1.34415627481184e-09
570,1.1348580330141314e-07,3.772529697291243e-10,3.069914378622321e-08
571,3.2953034876751166e-08,3.4952876388309934e-10,3.361481044628691e-08
572,4.548512585632063e-08,3.7789231278500657e-10,1.2890212272286771e-08
573,2.8387992111006437e-08,8.354928474156171e-10,3.4296191395132045e-09
574,1.1962630620202334e-06,4.066125107473779e-09,1.2452102764416177e-06
575,1.149541007168755e-07,1.8809653169304248e-09,1.705757888998345e-08
576,1.2724124347674366e-07,1.5597769166218995e-09,6.583437641923633e-08
577,1.4775687665588246e-07,3.194492432324715e-09,1.8535001305781857e-07
578,2.1382573908839292e-07,2.449774350648808e-09,1.2730989618386003e-08
579,8.90755803441425e-08,3.3813660405127594e-09,3.738804006142484e-08
580,1.8603974978961222e-07,2.5553101403365444e-09,6.531393100598012e-08
581,5.530782309518279e-07,2.514721213506915e-09,1.331807309846868e-07
582,1.0971925382470128e-07,1.6421979811723303e-09,6.072637631992143e-08
583,3.1142013771490903e-07,3.988307188372243e-09,1.674020927416272e-07
584,1.6384786608433512e-07,3.146901870978291e-09,9.679763379450527e-08
585,2.2786977068504544e-07,6.332839993690129e-09,5.204562622381893e-08
586,3.703651070077487e-07,5.626016851703444e-09,1.979160531158385e-08
587,1.2305848854359543e-08,1.1227867105978374e-09,3.63869831923022e-09
588,1.7705270570386366e-06,8.272627777865128e-09,3.0572086615723845e-08
589,1.3856805699564508e-07,4.24634300888176e-09,1.2818315852374576e-08
590,6.694628679765878e-08,5.856229588564169e-09,1.5008167826680037e-08
591,1.640659302082129e-07,3.430801578013487e-09,3.0450704026044454e-08
592,2.4574871698636716e-07,4.211734570246618e-09,2.7259156473974245e-07
593,2.561944996547728e-07,5.408519658079458e-09,1.8358701178724378e-07
594,3.168677685855158e-07,5.180267888279367e-09,2.868795645844133e-07
595,6.058723330671273e-07,5.345837746873152e-09,6.694683415578041e-07
596,3.3235009127307145e-07,5.0069360403593085e-09,2.6216523758317843e-07
597,2.598414897870681e-07,4.639797293920002e-09,1.2223319616242426e-07
598,2.3974119211514247e-07,2.8047243022660955e-09,1.0532166978052354e-07
599,3.377977729528017e-07,1.056304253198192e-08,1.0381202694807533e-07
600,3.143132214406166e-07,5.070959420398746e-09,2.2670423067537325e-08
601,1.5534331717686186e-07,6.213363935032442e-09,4.7627551476900525e-09
602,4.4702657007762226e-06,2.9627226876496453e-08,1.6140745931858136e-06
603,5.297429019019537e-07,8.438563509693513e-09,2.730929431708154e-07
604,3.8425759435864765e-07,1.3467014580392878e-08,3.025003135910521e-07
605,2.1739563192946573e-06,2.3054281838432515e-08,2.619688802080609e-06
606,1.0367481697137594e-06,2.9633819710476467e-08,1.0310986982832392e-06
607,5.207018119932453e-07,2.699636323621533e-08,3.946445577486815e-07
608,8.364288476542316e-06,3.854630532214085e-08,1.5164110373428556e-06
609,4.705259015412915e-07,1.725280583302586e-08,2.8462865652681414e-08
610,2.275015109845874e-06,1.2180186769674743e-07,7.207770950222093e-07
611,1.2720422106316978e-06,9.28282465693426e-08,9.062743169925204e-07
612,1.2746932456748348e-06,3.2190977515482834e-08,4.5522807309915964e-07
613,9.838383909607282e-07,1.015419860906927e-07,9.199902621091089e-07
614,2.17775486153712e-06,5.5867719338919807e-08,7.026625695352908e-07
615,3.763917884502534e-07,9.322224657737603e-09,3.467985670658447e-08
616,4.283138471440536e-06,5.808032640319759e-08,4.80859375646931e-06
617,2.9895265886629996e-06,3.984195966640458e-08,1.7887664431100975e-08
618,1.369888765157129e-07,1.3882714995815958e-08,4.522746827677408e-08
619,5.871435122674151e-08,2.044474688747308e-08,1.593003017829935e-08
620,3.691625240763745e-07,2.659575311303152e-08,1.8781216377182576e-07
621,1.9716097251645982e-07,1.6663615096958018e-08,4.42401807649466e-08
622,9.606741572762354e-07,3.259729156387165e-08,6.969571048549e-07
623,2.759139298091046e-08,9.521003782185806e-09,2.5195301867563625e-08
624,1.333297706814445e-08,2.482659990669406e-08,1.7232143310770033e-08
625,1.0118048955586794e-05,4.425298597253419e-08,1.2335376409915284e-06
626,1.6192792247246235e-06,1.854878163040512e-08,1.5021130502213304e-06
627,2.561997236861746e-07,1.7528046545347173e-08,2.1141939939135166e-08
628,4.994275142139608e-07,1.4671974434869649e-08,2.2918632585920392e-07
629,1.5980838250634145e-07,6.982546711019164e-09,2.3587823490075966e-07
630,6.186795519259667e-08,5.866941587170539e-09,5.601464351861206e-08
631,5.97009577755968e-07,1.3796414469990458e-08,3.5546758966953273e-07
632,3.9516141200493893e-07,1.511669443268176e-08,3.0108062902257883e-07
633,2.3679312714348908e-07,5.7020191450079665e-09,4.797148089363925e-07
634,9.728705203947888e-08,8.374707606472965e-09,9.216652422990033e-09
635,1.0038084280100171e-06,1.1013853885332582e-08,1.5885890657252097e-06
636,1.1356769502846232e-08,2.4161090877143797e-09,2.2958500233382075e-09
637,3.470727861913567e-07,2.9755128816413404e-09,6.059649090395672e-08
638,1.5625682931693075e-07,3.75584162626165e-09,5.789641875278245e-09
639,5.832789617723708e-08,6.189543541421956e-09,1.4066617325674733e-08
640,2.3935238850822164e-07,5.181150856704856e-09,2.3190252560754243e-07
641,6.09309543574757e-08,4.09870972505425e-09,3.1656331933264195e-09
642,1.7989559543273866e-08,1.6427669552922322e-09,1.3914291249291956e-09
643,8.207570127390875e-08,3.195881095848983e-09,3.437860936089635e-08
644,3.954343849460657e-08,1.4805071344827512e-09,1.0297769468375945e-08
645,5.339707872120108e-07,4.989194648045875e-09,1.3952616634695407e-08
646,8.958823670279736e-07,3.1745916392298913e-09,5.285148476810926e-07
647,2.5821267877351515e-07,4.441280929023618e-09,2.2626680880720508e-07
648,3.209562508637703e-08,1.572276279261932e-09,4.618841483152767e-09
649,5.4858644317955384e-08,3.0905371114892677e-09,2.7938837885233118e-08
650,7.982327155746943e-08,1.3197825700170255e-09,1.2816215164367304e-07
651,6.115919908104461e-08,1.4109726162015124e-09,5.117934289293286e-09
652,4.109315209528926e-09,1.360412921335735e-09,1.136186712895883e-09
653,2.189279896527559e-08,6.7934270454768e-10,6.8494570974501644e-09
654,9.124961014606036e-08,1.2739173680189803e-09,9.141945204449912e-08
655,3.083953347405606e-08,1.2294445553067522e-09,3.5931202986293857e-08
656,2.5948202357576843e-10,4.7705954123378156e-11,2.2933834122384833e-10
657,1.8924819632829409e-07,6.218807965198547e-10,2.344429763125129e-07
658,7.557214810155843e-08,3.495186045478795e-10,5.960871056319135e-08
659,3.2385843937837615e-08,2.381280793672159e-10,3.306178314944973e-08
660,7.586904833296973e-10,2.757536460868285e-10,4.0282895028336325e-10
661,4.302269007211161e-08,7.396171035995208e-10,2.473991663917176e-08
662,1.1182234846355585e-07,3.291341392883779e-10,5.447957564997073e-08
663,4.631488650912289e-08,3.1626849730826136e-10,6.42623002771796e-08
664,3.302663907398057e-08,6.299810819924302e-10,2.6777949860104113e-09
665,4.4791784466875335e-08,6.800401151464056e-10,2.9206122650771423e-08
666,1.0423367355981617e-08,3.77231604001028e-10,9.953960603949496e-09
667,2.9021347725957082e-08,6.841858445209136e-10,2.805426368668703e-08
668,1.530340839785506e-07,1.5490253356226412e-09,1.7320356664871843e-07
669,4.057604516706004e-08,6.822870700706383e-10,7.589895920046615e-09
670,2.3347408977004907e-08,4.999494628549789e-10,7.850488933396745e-09
671,2.8785057990791966e-08,8.032014445614478e-10,2.8801313445852853e-08
672,6.572308400928295e-08,1.1386405491047677e-09,9.32346079147046e-10
673,3.306141097404424e-08,1.5499021297015679e-09,6.409602914477057e-09
674,1.6966541769472195e-07,5.346210021365074e-10,2.8684564505606162e-09
675,9.217667296657284e-07,2.17711195957986e-09,3.2425514170119057e-07
676,1.564629138083612e-08,4.101244102511501e-10,1.2937234827876772e-08
677,5.199611888086137e-08,2.556884699911343e-09,3.4973804512307116e-08
678,4.611769125141538e-08,4.639833270517243e-10,7.249213678252725e-08
679,5.1012253689954074e-08,7.244947274770719e-10,4.072439447036384e-08
680,3.788782370077971e-08,1.1332368465695339e-09,4.216152943103376e-08
681,3.130424857540983e-07,3.3655829869351467e-09,4.6076640098223987e-07
682,6.935192016051625e-08,1.0428808067866599e-09,3.424481190628045e-08
683,1.0948110035201096e-07,5.99984334159725e-10,4.15983037859703e-09
684,5.992599978574004e-08,7.616120837728641e-10,1.0578020251808147e-08
685,3.6536495549958494e-08,6.669915712726897e-10,4.298502808100474e-08
686,5.868691890745127e-07,1.7448923798893419e-09,2.2004646499680852e-07
687,6.562247630020058e-08,7.921146954612427e-10,6.796615147868565e-08
688,2.400030504310501e-08,4.949737316275191e-10,6.7613850899049e-09
689,2.6850095658727256e-08,1.5941836799082762e-10,1.6963351890811376e-08
690,1.6854133239399813e-07,5.576657201352916e-10,2.728166393459798e-07
691,3.6718841451633095e-08,2.5719918238086043e-10,4.359941991367255e-08
692,1.3228715950678887e-08,1.0213196751339789e-10,8.280102904025317e-09
693,2.765063470779132e-08,9.322749359701132e-11,3.1161772587060724e-10
694,5.1686437440763005e-08,2.1188190941816007e-10,3.8930763496571266e-08
695,7.942975337402053e-08,2.813169192208841e-10,1.294539494659307e-07
696,3.7065634494179143e-08,1.4868164568552736e-10,6.700298780466698e-10
697,7.290074994034621e-10,8.747891198994323e-12,7.67406237586131e-10
698,3.1752527312058616e-09,8.231038873495922e-12,5.327005918676736e-09
699,5.144188769610575e-09,1.0893919522388622e-11,6.4400060579839385e-09
700,1.3362284024294586e-09,1.0549159312690608e-11,3.5953738813058793e-10
701,1.7527017077953318e-09,9.720420150538249e-12,6.12104363856901e-10
702,6.07006082338486e-09,3.1924381548855987e-12,6.530862311134356e-10
703,2.1572745399917616e-09,4.586901228383114e-12,3.4135483816885996e-10
704,6.462359342624245e-11,4.974355506678345e-14,1.3047264734951483e-10
705,6.455202287957624e-11,1.6279459769599807e-13,1.7340666092143725e-11
706,1.0477246934638642e-10,9.112265973543305e-14,8.671423867400793e-11
707,1.535554689063738e-10,3.0538881494149244e-13,2.0443297490897426e-10
708,4.9012777280754355e-11,3.3004432580573223e-13,1.0643945282391476e-11
709,9.292943057130545e-10,3.1775293537910125e-13,1.680567626969315e-10
710,4.740458533615549e-10,2.288139209010731e-13,6.452471176666191e-10
711,1.030829389967076e-09,4.930560800898609e-13,8.40933458940492e-10
712,1.8706050970127972e-10,3.287830297810831e-12,1.1630934186651689e-11
713,2.0162169627593917e-10,2.1145697913456385e-13,7.965897990575812e-11
714,1.5971154009946636e-08,1.341264380043616e-10,1.1060147803617817e-08
715,2.558442119109779e-08,2.6864472779729044e-09,5.667610404611363e-09
716,3.3495657393392655e-07,6.302046201551649e-08,1.6441507040477197e-08
717,4.4175871136338085e-06,3.619472737608144e-07,4.51670665570423e-06
718,5.643232513301554e-06,1.8742632486237238e-07,2.507671439778504e-07
719,2.9791871622744466e-05,3.644406445851588e-07,2.4915402965338833e-07
720,2.2322190271468917e-06,9.9961771625212e-08,8.208912812804966e-07
721,1.2167019229002354e-06,2.862269352721268e-07,6.409258546676364e-07
722,6.80701562969071e-06,5.15936292817051e-07,8.623270709595792e-06
723,8.238621895534091e-06,2.6683075687708986e-07,8.332679101086848e-06
724,1.6056635861250388e-06,1.4686298843459073e-07,1.0539921601502202e-06
725,1.3113148752874996e-06,2.0751171179020474e-07,1.4828736821499865e-06
726,4.605208277845719e-07,1.503057401461189e-07,3.177367280207561e-07
727,2.271384926690467e-06,6.103429580535692e-07,7.03102217368715e-07
728,4.142814060024966e-06,6.330485859191627e-07,2.192910971821999e-06
729,2.1902566187347414e-05,8.969882593056698e-07,2.2790706304416856e-06
730,1.6970679875114318e-05,5.351187981965162e-06,2.0290424588200438e-05
731,7.17218029506845e-05,1.9693531899845318e-05,2.9868345735687403e-05
732,3.404274627981418e-05,7.843540473442315e-06,1.7682060625969073e-05
733,2.0767019434765147e-05,3.840514496269121e-06,2.745811884627533e-06
734,0.0001602394423444284,1.0560669151377028e-05,0.00011277000668968154
735,2.5252088497897864e-06,2.5337615173115516e-07,4.245910596246009e-06
736,9.309354466219864e-05,1.3319637821137061e-05,7.358523442917873e-05
737,4.137317117451726e-06,5.731234272746698e-06,4.436528157923236e-06
738,2.3944801297625044e-05,1.5159105209753076e-06,2.580945183343317e-05
739,6.073755952436869e-05,2.41292317465345e-06,3.060370264796156e-05
740,1.8196427898872249e-06,1.6556855255416267e-06,2.0430200337228992e-07
741,3.839888936036236e-06,3.5695022639579213e-07,1.2813874674716412e-07
742,8.14262488537602e-06,1.2850891421434459e-06,1.0531777003077278e-05
743,2.4976960961398088e-05,7.418719923759862e-07,3.8707626206466286e-05
744,1.245095868513326e-05,1.0796925791196081e-06,4.84556049707493e-06
745,1.9509211990817287e-06,4.6517089581734613e-07,1.0446128420528658e-06
746,1.0414743204882814e-05,1.2733664670820321e-06,2.1343388044269427e-07
747,3.6285472327800715e-06,4.1203959184579567e-07,1.059903886823532e-06
748,4.5600701683119994e-07,1.3590116598172067e-07,8.918246515941086e-08
749,1.453059911593578e-07,5.516755368458546e-08,2.88379986324253e-08
750,1.2265413332468433e-06,2.493232708012618e-07,1.0233540268832698e-06
751,2.3905734132770345e-06,3.685289645962647e-08,3.2028862944959254e-06
752,6.266285830116557e-06,1.021287533033603e-06,3.0139139891698694e-06
753,1.3509685380094642e-05,5.528744932662481e-07,1.5333581445851472e-05
754,1.6930995983533544e-05,4.031594574203818e-07,5.165260483086038e-06
755,2.3242911959277703e-07,3.162409931825298e-07,3.6409767106619203e-07
756,7.77603257201603e-06,1.6476056793037872e-06,5.524925562076084e-06
757,2.961018075310503e-05,1.4356919045492796e-06,3.9342023501325564e-05
758,1.932597868042723e-05,1.6051160542936707e-06,1.1121214528134016e-05
759,1.65178171677767e-05,2.5898860712010203e-06,2.696972846307936e-05
760,0.0001506873994427115,4.75397658110934e-06,0.0001470636654578808
761,2.183384280810036e-06,7.740990906167989e-07,5.951050000325787e-07
762,3.6884571212350306e-06,1.2892313260055578e-06,3.38632718649739e-06
763,8.174312162555906e-06,9.506879731248465e-07,5.149652482268445e-07
764,3.1414332120250987e-05,2.013923965936472e-06,1.1684263114902292e-05
765,5.8967765787045844e-06,2.0387237858675577e-06,3.013057353053296e-06
766,1.4087153925136193e-05,2.0649251308339855e-06,3.8302473269196975e-06
767,5.1946968850874e-05,2.9507844988937537e-06,5.258529551656146e-06
768,2.775047876407171e-05,2.8141069032226405e-06,2.210874516741586e-05
769,0.00019769414659042577,1.0040998250717868e-05,0.00010970633276863786
770,1.9630343659818562e-05,8.607679136254785e-06,1.1091915308319023e-05
771,4.5690220666258294e-06,3.965243470988153e-06,6.736277746524178e-07
772,3.768431223653415e-05,3.312285620474077e-06,3.568165398803709e-05
