person_id,alt_dest,rand,prob,pick_count
2270797,940,0.45739106674959784,0.02300874307536771,1
2270797,496,0.17520913131957194,0.0001096685397372361,1
2270797,907,0.3107076535957395,0.0038900101184660978,1
2270797,993,0.7070038105164722,0.0007728259832784579,1
2270797,301,0.15024203929975444,8.599327910796374e-05,1
2270797,1200,0.9784466715381253,0.00026980465457199335,1
2270797,1021,0.8200099237520656,0.007775911677233963,1
2270797,737,0.18457390041757316,4.2329420216125786e-05,1
2270797,955,0.5446555186611913,0.012170144343900235,1
2270797,913,0.322924630061323,0.0038985825548126527,1
2270797,919,0.34218036671692864,0.003934519133080567,1
2270797,999,0.7240061098003957,0.008598643147301927,1
2270797,945,0.5170867038607772,0.019749199114502024,2
2270797,983,0.6824184071308361,0.0150500190568216,1
2270797,871,0.245966806020256,0.002659205796272548,1
2270797,965,0.575189456261166,0.004189026163700942,1
2270797,110,0.0814665840928479,0.0020208618467514113,2
2270797,820,0.21276475034538267,0.0001806168564078044,1
2270797,442,0.17293555129983473,0.0001433239410137525,1
2270797,942,0.48644495094442053,0.0030213210914010183,1
2270797,918,0.33692887566420915,0.006494383701655574,3
2270797,1030,0.8646436863786229,0.0038769871065682405,1
2270797,114,0.08743190934103762,0.0010657659764056048,1
2270797,807,0.20264228345276114,0.0018442023319854685,1
2270797,78,0.06096191238199122,0.005509685830462005,1
2270797,861,0.2397817154577131,0.0012712128659357006,1
2270800,625,0.18002987946274884,0.0003745958005017803,1
2270800,348,0.1597989950897284,0.00012883321982276767,1
2270800,1004,0.7574904777546254,0.007555358309125143,1
2270800,1041,0.8814880726391601,0.001170921978774346,1
2270800,1025,0.8411539898980894,0.006055559711858383,1
2270800,334,0.15537925275596387,0.00016327763617889442,1
2270800,995,0.7121488325530735,0.0042853168253394365,1
2270800,940,0.4506530307846063,0.02300874307536771,1
2270800,941,0.4612504017402026,0.025186555500142427,4
2270800,809,0.20749816818172173,0.003310048460375817,1
2270800,973,0.6233945810696766,0.03519339910653482,1
2270800,852,0.23210054215831133,0.00014818050941573725,1
2270800,963,0.566271811990825,0.006903761846998711,2
2270800,1049,0.8980247315274196,0.012845326816608578,1
2270800,989,0.7023633098863522,0.0037690584356301197,1
2270800,67,0.05045750264230753,0.0004503396937666297,1
2270800,896,0.26872325639733474,0.0005895665516811949,2
2270800,974,0.6358749849617161,0.001494944732495247,1
2270800,923,0.37980107128661067,0.004815473550989466,1
2270800,1026,0.854235192686407,0.014257622082721733,1
2270800,1009,0.7781429609196937,0.01791915944789478,1
2270800,967,0.580496724315868,0.0070603076014962235,1
2270800,1157,0.9695272179569969,0.0013996507229269383,1
2270800,64,0.0495354327224905,3.0057151188468097e-05,1
2270800,922,0.3610266521976532,0.022099776173912664,1
