trip_id,dest_taz,prob,pick_count,od_logsum,dp_logsum
744821733,17,0.00012040715,1,-1.1398930088009442,-1.623308930424569
744821733,109,0.00023988615,1,-1.2662101576881448,-1.8968297572527812
744821733,114,0.000114618575,1,-1.597075541005649,-1.9094089640183152
744821733,890,0.002738521,2,-0.7036403137988738,-0.8621568930959486
744821733,904,0.012683476,1,-0.5495898640058715,-0.712120293891231
744821733,907,0.014694397,2,-0.27240887501602457,-0.6066186521904118
744821733,912,0.0053462395,1,0.39887257470516446,-0.35220251011538084
744821733,913,0.018033847,1,0.10907378743016384,-0.35159131666043036
744821733,924,0.0074332654,3,-0.366134038568087,-0.34646254060231346
744821733,927,0.004478125,1,-0.35414849554953665,-0.3849073554632868
744821733,930,0.014059359,1,-0.3826540097065039,-0.3410890857124402
744821733,936,0.002141672,1,-0.2460715340268279,-0.2733028499251484
744821733,940,0.019459475,1,-0.3966022540923904,0.4285953077874066
744821733,941,0.035832416,1,-0.3269122873333966,-0.0550016826409963
744821733,948,0.016078705,1,-0.6667397177190921,-0.6790510123295291
744821733,967,0.009718057,1,-0.691122842097265,-0.17667320606476447
744821733,973,0.020892426,2,-0.325361709670887,0.34874626951920507
744821733,992,0.00088714325,1,-0.78507588508898,-0.1395046786443999
744821733,994,0.00038761037,1,-1.0260898033578407,-0.17495774845287942
744821733,995,0.006226781,1,-1.0084311467824638,-0.2464066652148314
744821733,1003,0.0127643375,1,-0.5844532703620217,-0.14202055883629122
744821733,1004,0.010877419,1,-0.448763203649793,-0.28019289355935645
744821733,1009,0.021963364,1,-0.7004506162677699,-0.18046149348429996
744821733,1021,0.010407998,1,-0.926540304962077,-0.2610487966426595
744821733,1218,0.00013021227,1,-5.048223269037077,-4.608979642093979
744822713,42,0.0029617567,1,-3.3827090571814393,-3.315292058057019
744822713,881,0.012378809,1,-1.7119079379198812,-1.631406248217093
744822713,902,0.0043958323,1,-1.2851800522848649,-0.9185513983568844
744822713,907,0.01641369,1,-1.1332900109445139,-0.9322840229653635
744822713,920,0.005038609,1,-1.055215133209425,-0.9754492118271851
744822713,921,0.009034486,1,-0.9753869214364623,-0.9169143104455733
744822713,930,0.009085395,1,-1.2812172030998785,-1.4290356418909096
744822713,936,0.0015230306,1,-0.8945682469675684,-0.712622270280412
744822713,937,0.0049237055,1,-0.895819204159951,-1.0957210692149661
744822713,941,0.03016435,1,-0.6980559297020857,0.04463060260303481
744822713,942,0.023643449,2,-0.46153037254528645,0.09299467191654487
744822713,948,0.0034938785,1,-1.3104807125521594,-1.386211023047408
744822713,963,0.0045856037,2,-1.3730037427734116,-1.1619786711723965
744822713,975,0.013764265,1,0.16061133044658102,0.1568957179585652
744822713,976,0.02033489,1,-0.46691147957637,-0.6886395410675852
744822713,977,0.02172472,1,-0.5971611247680572,-0.4579017340111072
744822713,979,0.0116018625,1,-0.4932464005351685,-0.6875700591948426
744822713,981,0.009365191,2,-0.9179564299126776,-1.1181907848380164
744822713,982,0.013271048,1,-0.8923464110694191,-1.098222385069933
744822713,985,0.0065899775,1,-1.1095637698614502,-1.0280810675726315
744822713,999,0.010391233,2,-0.6517011976424206,-0.9563399814257603
744822713,1001,0.013109077,1,-1.2288643258766159,-1.1126441030205734
744822713,1006,0.00999758,1,-1.0391554325068124,-1.3625933455091472
744822713,1011,0.013425041,1,-1.2298925921132424,-1.2847671839056973
744822713,1012,0.0045189103,1,-0.8814213178672248,-1.2535471722276137
744822713,1078,0.00010434333,1,-1.9966853649389396,-2.1972122575110804
744822717,93,0.0007879627,1,-1.7422337234987746,-1.8762954181801548
744822717,840,0.00066160643,1,-1.6438031911105477,-1.7493202889232915
744822717,930,0.025284098,2,-1.5376580673855067,-1.2382456103817252
744822717,938,0.012744186,1,-0.7712546281996919,-1.2123926010464274
744822717,941,0.029473051,2,0.0620112832221998,-0.8285104415774588
744822717,942,0.025998086,1,0.10669273126078767,-0.8360257969128084
744822717,945,0.024123093,2,-0.9479348562952772,-1.0783689458904087
744822717,948,0.037256617,1,-1.4343888892082355,-1.4237543740055518
744822717,953,0.0017332756,1,-1.6292802173341694,-1.6584481166928102
744822717,960,0.00081242254,1,-1.676450120896464,-1.2410427376692366
744822717,965,0.010432057,1,-3.403618372416479,-3.853941384865108
744822717,967,0.010025169,2,-0.9655604764012256,-0.9834563042998257
744822717,973,0.081708975,3,0.13274347279291462,0.028336403353737306
744822717,977,0.0169993,1,-0.8411493808136579,-0.36953583771948795
744822717,985,0.017600218,1,-1.2189138152769858,-1.0216181231433341
744822717,995,0.025693292,1,-1.228794260689314,-1.0679675680069731
744822717,1017,0.010980771,1,-1.3474885347279337,-1.239940116373827
744822717,1019,0.004575546,1,-1.5914366501627517,-1.6823263508711244
744822717,1021,0.007717428,1,-1.1482501482269076,-0.8310449406146192
744822717,1039,0.0031649787,1,-1.7102962248589073,-1.7911510041792373
744822717,1047,0.008649029,3,-1.6220825461118447,-1.6469604198880787
744822717,1158,0.0063535827,1,-2.023005370901885,-1.9426430856550747
