tour_id,tdd,start,end,duration,out_period,in_period,mode_choice_logsum
93102790,106,11,18,7,AM,PM,18.95799515194783
93102790,107,11,19,8,AM,PM,18.957995151854394
93102790,108,11,20,9,AM,PM,18.95799515176263
93102790,109,11,21,10,AM,EV,18.95799515168907
93102790,110,11,22,11,AM,EV,18.957995151600272
93102790,111,11,23,12,AM,EV,18.957995151513067
93102790,112,12,12,0,MD,MD,18.957995152700715
93102790,113,12,13,1,MD,MD,18.95799515259378
93102790,114,12,14,2,MD,MD,18.957995152488767
93102790,115,12,15,3,MD,MD,18.957995152385635
93102790,116,12,16,4,MD,MD,18.95799515228435
93102790,117,12,17,5,MD,PM,18.957995152166674
93102790,118,12,18,6,MD,PM,18.957995152069316
93102790,119,12,19,7,MD,PM,18.9579951519737
93102790,120,12,20,8,MD,PM,18.9579951518798
93102790,121,12,21,9,MD,EV,18.957995151804525
93102790,122,12,22,10,MD,EV,18.957995151713657
93102790,123,12,23,11,MD,EV,18.95799515162442
93102790,124,13,13,0,MD,MD,18.957995152700715
93102790,125,13,14,1,MD,MD,18.95799515259378
93102790,126,13,15,2,MD,MD,18.957995152488767
93102790,127,13,16,3,MD,MD,18.957995152385635
93102790,128,13,17,4,MD,PM,18.95799515226581
93102790,129,13,18,5,MD,PM,18.957995152166674
93102790,130,13,19,6,MD,PM,18.957995152069316
93102790,131,13,20,7,MD,PM,18.9579951519737
93102790,132,13,21,8,MD,EV,18.957995151897048
93102790,133,13,22,9,MD,EV,18.957995151804525
93102790,134,13,23,10,MD,EV,18.957995151713657
93102790,135,14,14,0,MD,MD,18.957995152700715
93102790,136,14,15,1,MD,MD,18.95799515259378
93102790,137,14,16,2,MD,MD,18.957995152488767
93102790,138,14,17,3,MD,PM,18.957995152366756
93102790,139,14,18,4,MD,PM,18.95799515226581
93102790,140,14,19,5,MD,PM,18.957995152166674
93102790,141,14,20,6,MD,PM,18.957995152069316
93102790,142,14,21,7,MD,EV,18.957995151991263
93102790,143,14,22,8,MD,EV,18.957995151897048
93102790,144,14,23,9,MD,EV,18.957995151804525
93102790,145,15,15,0,MD,MD,18.957995152700715
93102790,146,15,16,1,MD,MD,18.95799515259378
93102790,147,15,17,2,MD,PM,18.957995152469543
93102790,148,15,18,3,MD,PM,18.957995152366756
93102790,149,15,19,4,MD,PM,18.95799515226581
93102790,150,15,20,5,MD,PM,18.957995152166674
93102790,151,15,21,6,MD,EV,18.957995152087197
93102790,152,15,22,7,MD,EV,18.957995151991263
93102790,153,15,23,8,MD,EV,18.957995151897048
93102790,154,16,16,0,MD,MD,18.957995152700715
93102790,155,16,17,1,MD,PM,18.957995152574206
93102790,156,16,18,2,MD,PM,18.957995152469543
93102790,157,16,19,3,MD,PM,18.957995152366756
93102790,158,16,20,4,MD,PM,18.95799515226581
93102790,159,16,21,5,MD,EV,18.957995152184882
93102790,160,16,22,6,MD,EV,18.957995152087197
93102790,161,16,23,7,MD,EV,18.957995151991263
93102790,162,17,17,0,PM,PM,18.95799515270106
93102790,163,17,18,1,PM,PM,18.957995152594123
93102790,164,17,19,2,PM,PM,18.9579951524891
93102790,165,17,20,3,PM,PM,18.957995152385962
93102790,166,17,21,4,PM,EV,18.95799515230328
93102790,167,17,22,5,PM,EV,18.957995152203473
93102790,168,17,23,6,PM,EV,18.957995152105454
93102790,169,18,18,0,PM,PM,18.95799515270106
93102790,170,18,19,1,PM,PM,18.957995152594123
93102790,171,18,20,2,PM,PM,18.9579951524891
93102790,172,18,21,3,PM,EV,18.95799515240491
93102790,173,18,22,4,PM,EV,18.95799515230328
93102790,174,18,23,5,PM,EV,18.957995152203473
93102790,175,19,19,0,PM,PM,18.95799515270106
93102790,176,19,20,1,PM,PM,18.957995152594123
93102790,177,19,21,2,PM,EV,18.957995152508392
93102790,178,19,22,3,PM,EV,18.95799515240491
93102790,179,19,23,4,PM,EV,18.95799515230328
93102790,180,20,20,0,PM,PM,18.95799515270106
93102790,181,20,21,1,PM,EV,18.957995152613766
93102790,182,20,22,2,PM,EV,18.957995152508392
93102790,183,20,23,3,PM,EV,18.95799515240491
93102790,184,21,21,0,EV,EV,18.95799515270087
93102790,185,21,22,1,EV,EV,18.957995152593938
93102790,186,21,23,2,EV,EV,18.95799515248892
93102790,187,22,22,0,EV,EV,18.95799515270087
93102790,188,22,23,1,EV,EV,18.957995152593938
93102790,189,23,23,0,EV,EV,18.95799515270087
