dest_taz,utility
0,-1.427130757360553
1,1.6568166978047056
2,0.75484037240241
3,0.5747006390875322
4,1.010551410033167
5,1.039076157637532
6,1.7035477798471073
7,0.9953247738229143
8,2.0932035001080154
9,0.8344058210484322
10,0.6379314558078262
11,1.4908056240178746
12,1.5879660546262668
13,2.2377296284637884
14,0.9398955421613122
15,0.8053932798531678
16,3.4046494065218518
17,1.0899507491898381
18,1.43142639469687
19,0.9042094965134444
20,1.2267603096829278
21,1.0528115322755225
22,2.0534276969916725
23,2.304451133718742
24,1.5768880138285688
25,1.6575438983758852
26,1.3488688020181216
27,1.2754549198287943
28,0.5113668781696168
29,1.6086380163132068
30,1.12159384347337
31,2.096138811424362
32,1.8491440300783397
33,1.7897010473120947
34,1.7917679846614227
35,2.448178647706932
36,2.0139563168592387
37,1.1183586620730548
38,1.9908226574154657
39,1.026999999316243
40,1.5358198855116472
41,2.1607107493888273
42,5.081639595550568
43,1.0708222098351667
44,1.823099573825374
45,2.6128131401725874
46,0.8779583728194362
47,1.493344956044374
48,0.8973270644429219
49,2.2712719304145343
50,1.2214404051654677
51,1.781342422272572
52,1.4146478284779898
53,1.571493042953838
54,1.133363198619425
55,1.3542533074305343
56,1.552931509372109
57,1.180638761854027
58,1.1097811487870883
59,1.2908708493426673
60,1.8952161778240573
61,1.7424685488384402
62,1.766201296966985
63,1.2786082757823225
64,0.8994648531150746
65,1.042442037956799
66,1.7012098975496297
67,1.9230127233400536
68,1.3356498426905334
69,1.7623621583703928
70,1.1616930789401012
71,2.1001861231334003
72,0.4000982977342975
73,1.1804356659842723
74,1.077070761935384
75,0.9851046942801043
76,1.326471500052703
77,1.5256093686591141
78,2.3060007788205867
79,1.5835996249884063
80,0.54247704228393
81,2.043838515327039
82,2.112425950645279
83,1.0070572415504992
84,0.6540318844988144
85,1.7039728074357656
86,1.7515419602887512
87,1.2335515015463523
88,1.5385387068124619
89,1.9702381141703231
90,1.1014525086336358
91,0.9552198467334154
92,1.7294269629493808
93,1.7701256398220684
94,1.5395862183168827
95,1.9648546827777293
96,1.4322776015454712
97,1.3063303047344466
98,1.0072454458641875
99,1.252166821809653
100,0.955258193510744
101,1.3976682670509302
102,1.1003998936802066
103,1.2930788033271545
104,1.3013039136838707
105,1.570392725008996
106,1.5999429070959241
107,1.3043415908177804
108,1.5789659732760741
109,4.002683228003331
110,1.663763766730412
111,0.9674889644958613
112,1.8478713928801396
113,1.5485073706633905
114,1.6666764058500387
115,1.808910093855503
116,1.4766665841590214
117,1.5397009167247768
118,0.9457303660902276
119,1.4939576809064175
120,0.9475005172132107
121,1.4286819344116308
122,1.5523735548398712
123,0.6788814796137892
124,0.024652220404462355
125,0.040999710402284784
126,0.6087608689099682
127,0.523896419306281
128,3.033256329819924
129,0.2620911716216776
130,-0.8375184874774275
131,0.5330011845800318
132,0.4592526464089275
133,0.08327540495659314
134,0.3640664820658568
135,-0.058010797611758314
136,0.8166661512979516
137,-0.35355415930053535
138,0.1493168918918526
139,0.3288113826389498
140,0.2586642330499833
141,-0.04461394018120224
142,-0.511209496077556
143,-0.053273083329877124
144,-0.04112471044383792
145,0.033957793524451496
146,-0.3224382014922842
147,-0.4378485742790561
148,-0.23504607994676086
149,-0.67587442547282
150,0.05372231077508882
151,0.5213181683725834
152,-0.6033864558901758
153,0.2893757986907781
154,1.5638207905826222
155,-0.22292886091541675
156,-0.7460346674203002
157,-0.39331594239358036
158,-0.6241249814539183
159,-0.5169251754280131
160,0.012450915062763634
161,-0.13320766286209373
162,-0.17985642977407323
163,-0.2585087805389428
164,-0.3164761204110391
165,-0.5059683752777913
166,-0.15176377780632144
167,-0.7375800917570583
168,0.661248970280158
169,0.8741683143110759
170,1.272903104146807
171,1.4172511192973687
172,1.0902072355184282
173,1.5636564194851195
174,1.0220532104380338
175,1.6457294774860332
176,1.518809212356575
177,0.8440922648083475
178,1.1449976747429114
179,1.0456350045538132
180,1.979072315285051
181,0.3178908538457632
182,-0.41637475103281485
183,0.1761272610615876
184,1.6799177585371066
185,0.8968573837400529
186,0.8955444063474065
187,0.2444549614757019
188,1.0584333048306585
189,-0.03257299758768628
190,0.3603155295478002
191,-0.4072898325847891
192,0.3708330192622533
193,-0.7089598192829794
194,-0.28814614623361745
195,-0.16494600908444657
196,-1.014586923134103
197,-0.5204318844131377
198,0.23995401481494572
199,0.25030817658022286
200,-0.7512783114325963
201,-0.21950382582412775
202,-0.27900025997606104
203,0.445379014695118
204,0.4192499802287877
205,-0.4883968080768195
206,-0.41831245754830615
207,0.10958797905837603
208,-1.913397024227665
209,-1.9558465940881513
210,2.267728660539465
211,-1.2986219877183327
212,-2.467670338877336
213,-2.7649911739698654
214,-3.2389069992071473
215,-2.8266488141279025
216,-2.337615322540123
217,-0.36544966955897085
218,-3.0769490602682135
219,-0.9759886311963157
220,0.7789441691822114
221,-0.6318593651292996
222,-0.8163247402044043
223,-0.7162894093611651
224,-2.7284058452190605
225,3.1083127898146365
226,-3.3522368476792845
227,-3.8077748876704822
228,-3.5770699074936356
229,-2.6710560311231895
230,-2.720420350781523
231,-3.007730423981114
232,-3.3628085039242865
233,-2.8932820964199824
234,-2.879235520071391
235,-3.002510722791456
236,-2.999852999473843
237,-1.9693551377931957
238,-2.23321028304259
239,-2.7340708252356247
240,-1.7108355322563549
241,-1.9676980286649863
242,0.2367549792596888
243,-0.9441098279431284
244,-1.603107217870508
245,-0.9523225623641656
246,-1.5024227293207977
247,-0.6540774669952123
248,-1.1524140387080113
249,-1.0482984764734447
250,-1.0603055335632652
251,-1.2527444994465338
252,-1.6250204465745766
253,-1.648150097618899
254,0.04435840839390348
255,-0.5355163724032836
256,-1.3322163181480313
257,-0.9939081598105837
258,-1.1381786434485859
259,-0.1718644248387804
260,0.6757969634163956
261,-0.46273603773776895
262,-0.7195460975660035
263,-0.5688649187231158
264,-0.6541051033753273
265,0.11888424731275915
266,-0.05574852057805124
267,-0.6644870988719944
268,0.41264969265253626
269,0.7576190483424581
270,0.7846401409483246
271,-0.3506273914423872
272,0.3357586267577055
273,-0.01286854431952289
274,-0.9912147359072909
275,-0.960949165933398
276,0.4529518818356495
277,-0.4904876010936414
278,-0.0023462482990428413
279,0.2390937846541279
280,-0.06931328914453427
281,-1.3744351862259307
282,-0.31117796126720876
283,1.5814605772200974
284,-1.321411608552154
285,-0.06702124004793308
286,-1.493905332318512
287,-1.7532772808959436
288,-0.39286680379353456
289,-1.2689245474355104
290,-0.5278993289626612
291,-0.4464919599672763
292,-1.0957239645494798
293,-3.385688988568825
294,-2.817831826586943
295,-2.1876123046146576
296,-2.849211993565362
297,-5.295655738323719
298,-2.9815838962352634
299,-3.432976671476071
300,-1.6196766547068435
301,-1.6734238854845271
302,-2.6651030773614695
303,-1.5572019766308678
304,-1.2279574090022454
305,-0.8828289803471083
306,-1.7474315256972348
307,-1.0731732347669194
308,-1.682756211370183
309,-0.7956442730730293
310,-1.4352971650145436
