expression,person
household_id,866761.0
ptype_p1,1.0
M_p1,3.1376341352159427
N_p1,0.622662391
H_p1,1.0352000000000001
ptype_p2,1.0
M_p2,2.8026341352159427
N_p2,0.622662391
H_p2,1.0352000000000001
ptype_p3,8.0
M_p3,1.052531189
N_p3,0.04249141922953392
H_p3,0.5061
ptype_p4,7.0
M_p4,3.2958635289999996
N_p4,1.4514835352295339
H_p4,0.5862
p1_p2,11.0
p1_p3,18.0
p1_p4,17.0
p2_p3,18.0
p2_p4,17.0
p3_p4,78.0
p1_p2_p3,118.0
p1_p2_p4,117.0
p1_p3_p4,178.0
p2_p3_p4,178.0
