trip_id,dest_taz,rand,prob,pick_count
744821733,109,0.015054100579579566,0.0002398861530433642,1
744821733,973,0.6717576318555639,0.020892426862270334,2
744821733,940,0.4927089701657721,0.01945947438722966,1
744821733,924,0.35156434688215865,0.007433265673089081,3
744821733,907,0.20043639843553518,0.014694397627977581,2
744821733,995,0.7487956677328117,0.006226780651821634,1
744821733,913,0.23164263085045622,0.018033846600911087,1
744821733,941,0.516249195449905,0.03583241466107597,1
744821733,1218,0.9990250017153629,0.00013021226222608524,1
744821733,17,0.002073828104908193,0.00012040715455977618,1
744821733,967,0.6361091309167193,0.009718056609931464,1
744821733,890,0.10960431058189024,0.002738521018194246,2
744821733,1003,0.7965846204504384,0.012764337062973127,1
744821733,930,0.44415955038256805,0.014059358819233713,1
744821733,936,0.4527712589489922,0.0021416719205402425,1
744821733,948,0.562365324846764,0.016078704168350225,1
744821733,994,0.7452137948063882,0.0003876103801012273,1
744821733,912,0.22834895542505818,0.0053462396457137,1
744821733,114,0.015796099455655632,0.00011461857250981349,1
744821733,927,0.3991812443986468,0.004478124920399828,1
744821733,1021,0.8624135229723154,0.010407998046302689,1
744821733,1004,0.8049877724428313,0.010877419611234023,1
744821733,992,0.7436803274165003,0.0008871432257096602,1
744821733,1009,0.8214788703120629,0.02196336363121372,1
744821733,904,0.19139464157424513,0.012683476603301262,1
744822713,902,0.10281378816179065,0.004395832343120323,1
744822713,1011,0.8810471155176381,0.013425040535317428,1
744822713,1012,0.8951779362674706,0.004518910234730509,1
744822713,942,0.40004990315655864,0.02364344924539733,2
744822713,981,0.6754088319659394,0.009365190515471744,2
744822713,963,0.47147109927171105,0.004585603574866649,2
744822713,42,0.00448742075116515,0.002961756733660667,1
744822713,977,0.6423661415964395,0.02172471941523674,1
744822713,1006,0.8453972315348417,0.009997579817625649,1
744822713,907,0.13230650508538722,0.01641369025359942,1
744822713,976,0.606656826929057,0.020334891026567634,1
744822713,881,0.033249049817245746,0.012378808841922755,1
744822713,999,0.7896893343056482,0.010391232385155333,2
744822713,937,0.3234633988598815,0.004923705384811144,1
744822713,941,0.3814566636525595,0.030164349826410645,1
744822713,1001,0.7993654747426155,0.01310907672574543,1
744822713,982,0.6944402814317268,0.013271048103235615,1
744822713,921,0.24141660978143265,0.009034485721512137,1
744822713,979,0.6547010779080622,0.011601862510427781,1
744822713,936,0.3188011894739402,0.0015230306234880018,1
744822713,985,0.7116787189229612,0.006589977755052297,1
744822713,948,0.44766075169807207,0.0034938784201524326,1
744822713,975,0.593297955720629,0.013764265056923485,1
744822713,1078,0.9867010115342848,0.00010434333268087022,1
744822713,930,0.30159672267854587,0.009085395315355401,1
744822713,920,0.23162629176932592,0.005038608800373643,1
744822717,930,0.27586917518013754,0.02528409816190088,2
744822717,942,0.3792272097846332,0.025998086439080154,1
744822717,938,0.30422001242712593,0.012744186376015291,1
744822717,93,0.021577349983182836,0.0007879627206539533,1
744822717,840,0.048224844949581014,0.0006616064247009869,1
744822717,977,0.6478618860787747,0.01699930147395756,1
744822717,1047,0.9476011798707601,0.008649028666508244,3
744822717,973,0.5797053273437147,0.08170897344068205,3
744822717,995,0.7493653676616872,0.025693291047475066,1
744822717,967,0.532931719100666,0.01002516863903396,2
744822717,953,0.47946464496386443,0.0017332756388418965,1
744822717,1039,0.91911429807411,0.003164978622445844,1
744822717,985,0.6852485722542757,0.017600217752350652,1
744822717,1158,0.9940169811616366,0.006353582899352995,1
744822717,945,0.42026431390805263,0.02412309304982659,2
744822717,1021,0.8562337213282549,0.007717427799849701,1
744822717,941,0.3500722427698457,0.029473051843219116,2
744822717,965,0.5284922047103767,0.010432056727048646,1
744822717,1017,0.8361796191396443,0.01098077122685175,1
744822717,948,0.4511688221996305,0.03725661633084648,1
744822717,960,0.5118342969037196,0.0008124225366957321,1
744822717,1019,0.8466894564518817,0.004575546088339761,1
